fold,dataset,model,strategy,pre_corr,corr_th,measure,n_features,acc_train,gps_train,acc_test,gps_test,complexity_all_kDN,complexity_all_N1,complexity_all_Hostility,complexity_sel_kDN,complexity_sel_N1,complexity_sel_Hostility
1,wdbc_NoPreFilter,KNN,NONE,False,,NONE,30,0.9824175824175824,0.9810537023693469,0.9298245614035088,0.9224011713030746,0.044395604395604395,0.048356881214024074,0.03956043956043956,,,
1,wdbc_NoPreFilter,SVM,NONE,False,,NONE,30,0.9912087912087912,0.9905333641191412,0.9736842105263158,0.9715214230736338,0.044395604395604395,0.048356881214024074,0.03956043956043956,,,
1,wdbc_NoPreFilter,KNN,COMPLEXITY_corr,False,0.55,kDN,20,0.9692307692307692,0.9666324379830298,0.9210526315789473,0.913151364764268,,,,0.06593406593406594,0.06688644688644689,0.041758241758241756
1,wdbc_NoPreFilter,SVM,COMPLEXITY_corr,False,0.55,kDN,20,0.9868131868131869,0.9858310454731927,0.956140350877193,0.9529564091497625,,,,0.06593406593406594,0.06688644688644689,0.041758241758241756
1,wdbc_NoPreFilter,KNN,COMPLEXITY_corr,False,0.6,kDN,20,0.967032967032967,0.9642903519023504,0.9298245614035088,0.9224011713030746,,,,0.06681318681318682,0.06652014652014651,0.05274725274725275
1,wdbc_NoPreFilter,SVM,COMPLEXITY_corr,False,0.6,kDN,20,0.989010989010989,0.9881796690307328,0.9649122807017544,0.9621993127147767,,,,0.06681318681318682,0.06652014652014651,0.05274725274725275
1,wdbc_NoPreFilter,KNN,COMPLEXITY_corr,False,0.65,kDN,24,0.9714285714285714,0.9691450173445169,0.9385964912280702,0.9325771896660365,,,,0.0589010989010989,0.05113553113553113,0.03296703296703297
1,wdbc_NoPreFilter,SVM,COMPLEXITY_corr,False,0.65,kDN,24,0.989010989010989,0.9881796690307328,0.9649122807017544,0.9621993127147767,,,,0.0589010989010989,0.05113553113553113,0.03296703296703297
1,wdbc_NoPreFilter,KNN,COMPLEXITY_corr,False,0.7,kDN,24,0.9714285714285714,0.9691450173445169,0.9385964912280702,0.9325771896660365,,,,0.0589010989010989,0.05113553113553113,0.03296703296703297
1,wdbc_NoPreFilter,SVM,COMPLEXITY_corr,False,0.7,kDN,24,0.989010989010989,0.9881796690307328,0.9649122807017544,0.9621993127147767,,,,0.0589010989010989,0.05113553113553113,0.03296703296703297
1,wdbc_NoPreFilter,KNN,COMPLEXITY_corr,False,0.75,kDN,26,0.9736263736263736,0.9715606342684726,0.9298245614035088,0.9233273056057867,,,,0.05186813186813187,0.04476713762428049,0.046153846153846156
1,wdbc_NoPreFilter,SVM,COMPLEXITY_corr,False,0.75,kDN,26,0.989010989010989,0.9881796690307328,0.956140350877193,0.9524640209332752,,,,0.05186813186813187,0.04476713762428049,0.046153846153846156
1,wdbc_NoPreFilter,KNN,COMPLEXITY_corr,False,0.8,kDN,28,0.9802197802197802,0.9786541590887335,0.9298245614035088,0.9224011713030746,,,,0.046153846153846156,0.04725798011512297,0.04395604395604396
1,wdbc_NoPreFilter,SVM,COMPLEXITY_corr,False,0.8,kDN,28,0.9912087912087912,0.9905333641191412,0.9649122807017544,0.9621993127147767,,,,0.046153846153846156,0.04725798011512297,0.04395604395604396
1,wdbc_NoPreFilter,KNN,COMPLEXITY_corr,False,0.55,N1,25,0.978021978021978,0.976247157665496,0.9298245614035088,0.9233273056057867,,,,0.050989010989010985,0.050225013082155934,0.03076923076923077
1,wdbc_NoPreFilter,SVM,COMPLEXITY_corr,False,0.55,N1,25,0.989010989010989,0.9881796690307328,0.9736842105263158,0.9715214230736338,,,,0.050989010989010985,0.050225013082155934,0.03076923076923077
1,wdbc_NoPreFilter,KNN,COMPLEXITY_corr,False,0.6,N1,27,0.9824175824175824,0.9810045894951557,0.9473684210526315,0.9425939050318923,,,,0.04703296703296703,0.04921507064364206,0.03296703296703297
1,wdbc_NoPreFilter,SVM,COMPLEXITY_corr,False,0.6,N1,27,0.989010989010989,0.9881796690307328,0.9736842105263158,0.9715214230736338,,,,0.04703296703296703,0.04921507064364206,0.03296703296703297
1,wdbc_NoPreFilter,KNN,COMPLEXITY_corr,False,0.65,N1,30,0.9824175824175824,0.9810537023693469,0.9298245614035088,0.9224011713030746,,,,0.044395604395604395,0.048356881214024074,0.03956043956043956
1,wdbc_NoPreFilter,SVM,COMPLEXITY_corr,False,0.65,N1,30,0.9912087912087912,0.9905333641191412,0.9736842105263158,0.9715214230736338,,,,0.044395604395604395,0.048356881214024074,0.03956043956043956
1,wdbc_NoPreFilter,KNN,COMPLEXITY_corr,False,0.7,N1,30,0.9824175824175824,0.9810537023693469,0.9298245614035088,0.9224011713030746,,,,0.044395604395604395,0.048356881214024074,0.03956043956043956
1,wdbc_NoPreFilter,SVM,COMPLEXITY_corr,False,0.7,N1,30,0.9912087912087912,0.9905333641191412,0.9736842105263158,0.9715214230736338,,,,0.044395604395604395,0.048356881214024074,0.03956043956043956
1,wdbc_NoPreFilter,KNN,COMPLEXITY_corr,False,0.75,N1,30,0.9824175824175824,0.9810537023693469,0.9298245614035088,0.9224011713030746,,,,0.044395604395604395,0.048356881214024074,0.03956043956043956
1,wdbc_NoPreFilter,SVM,COMPLEXITY_corr,False,0.75,N1,30,0.9912087912087912,0.9905333641191412,0.9736842105263158,0.9715214230736338,,,,0.044395604395604395,0.048356881214024074,0.03956043956043956
1,wdbc_NoPreFilter,KNN,COMPLEXITY_corr,False,0.8,N1,30,0.9824175824175824,0.9810537023693469,0.9298245614035088,0.9224011713030746,,,,0.044395604395604395,0.048356881214024074,0.03956043956043956
1,wdbc_NoPreFilter,SVM,COMPLEXITY_corr,False,0.8,N1,30,0.9912087912087912,0.9905333641191412,0.9736842105263158,0.9715214230736338,,,,0.044395604395604395,0.048356881214024074,0.03956043956043956
1,wdbc_NoPreFilter,KNN,COMPLEXITY_corr,False,0.55,Hostility,15,0.9736263736263736,0.9716334763398861,0.9210526315789473,0.9120521172638437,,,,0.09230769230769231,0.09087912087912087,0.07252747252747253
1,wdbc_NoPreFilter,SVM,COMPLEXITY_corr,False,0.55,Hostility,15,0.9824175824175824,0.9810045894951557,0.9385964912280702,0.9333451988965026,,,,0.09230769230769231,0.09087912087912087,0.07252747252747253
1,wdbc_NoPreFilter,KNN,COMPLEXITY_corr,False,0.6,Hostility,17,0.9648351648351648,0.9620537643703,0.9298245614035088,0.9224011713030746,,,,0.06857142857142857,0.05146520146520146,0.05054945054945055
1,wdbc_NoPreFilter,SVM,COMPLEXITY_corr,False,0.6,Hostility,17,0.989010989010989,0.9881796690307328,0.956140350877193,0.9524640209332752,,,,0.06857142857142857,0.05146520146520146,0.05054945054945055
1,wdbc_NoPreFilter,KNN,COMPLEXITY_corr,False,0.65,Hostility,19,0.9692307692307692,0.9667216454836519,0.9385964912280702,0.9325771896660365,,,,0.06593406593406594,0.050350601779173214,0.03296703296703297
1,wdbc_NoPreFilter,SVM,COMPLEXITY_corr,False,0.65,Hostility,19,0.989010989010989,0.9881796690307328,0.9649122807017544,0.9621993127147767,,,,0.06593406593406594,0.050350601779173214,0.03296703296703297
1,wdbc_NoPreFilter,KNN,COMPLEXITY_corr,False,0.7,Hostility,21,0.9736263736263736,0.9714861936535861,0.9385964912280702,0.9325771896660365,,,,0.05714285714285714,0.04782312925170068,0.03296703296703297
1,wdbc_NoPreFilter,SVM,COMPLEXITY_corr,False,0.7,Hostility,21,0.989010989010989,0.9881796690307328,0.956140350877193,0.9524640209332752,,,,0.05714285714285714,0.04782312925170068,0.03296703296703297
1,wdbc_NoPreFilter,KNN,COMPLEXITY_corr,False,0.75,Hostility,24,0.978021978021978,0.9763088684689674,0.9473684210526315,0.9425939050318923,,,,0.05142857142857143,0.04824175824175824,0.03956043956043956
1,wdbc_NoPreFilter,SVM,COMPLEXITY_corr,False,0.75,Hostility,24,0.989010989010989,0.9881796690307328,0.9649122807017544,0.9621993127147767,,,,0.05142857142857143,0.04824175824175824,0.03956043956043956
1,wdbc_NoPreFilter,KNN,COMPLEXITY_corr,False,0.8,Hostility,25,0.9758241758241758,0.9739686600575632,0.9385964912280702,0.9325771896660365,,,,0.050989010989010985,0.0400784929356358,0.04395604395604396
1,wdbc_NoPreFilter,SVM,COMPLEXITY_corr,False,0.8,Hostility,25,0.989010989010989,0.9881796690307328,0.9649122807017544,0.9621993127147767,,,,0.050989010989010985,0.0400784929356358,0.04395604395604396
2,wdbc_NoPreFilter,KNN,NONE,False,,NONE,30,0.9758241758241758,0.9737622485817433,0.9912280701754386,0.9906153973922431,0.05186813186813187,0.05505494505494505,0.03956043956043956,,,
2,wdbc_NoPreFilter,SVM,NONE,False,,NONE,30,0.9868131868131869,0.9857585401182031,0.9824561403508771,0.9813084112149533,0.05186813186813187,0.05505494505494505,0.03956043956043956,,,
2,wdbc_NoPreFilter,KNN,COMPLEXITY_corr,False,0.55,kDN,20,0.967032967032967,0.9642903519023504,0.9824561403508771,0.9813084112149533,,,,0.08,0.06864468864468865,0.06373626373626373
2,wdbc_NoPreFilter,SVM,COMPLEXITY_corr,False,0.55,kDN,20,0.9846153846153847,0.9834035436821271,0.9824561403508771,0.9813084112149533,,,,0.08,0.06864468864468865,0.06373626373626373
2,wdbc_NoPreFilter,KNN,COMPLEXITY_corr,False,0.6,kDN,21,0.9626373626373627,0.9592905645522837,0.9736842105263158,0.9715214230736338,,,,0.07824175824175823,0.07274725274725273,0.05054945054945055
2,wdbc_NoPreFilter,SVM,COMPLEXITY_corr,False,0.6,kDN,21,0.9824175824175824,0.9810537023693469,0.9824561403508771,0.9813084112149533,,,,0.07824175824175823,0.07274725274725273,0.05054945054945055
