dataset,method,model,acc_train_mean,acc_train_std,acc_test_mean,acc_test_std,gps_train_mean,gps_train_std,gps_test_mean,gps_test_std,Hostility_mean,Hostility_std,N1_mean,N1_std,kDN_mean,kDN_std,n_features,type,filter_corr
ArtificialDataset12,f_classif,KNN,0.8525833333333332,0.005123475382979812,0.7836666666666667,0.017849680980653756,0.8454777471001427,0.0055327308738094445,0.7707672033560361,0.0199388390239525,0.19683333333333333,0.00884178055220404,0.2740285804473304,0.0038310003150955584,0.2917666666666666,0.0035194893884703594,25.0,SOTA,True
ArtificialDataset12,N1_importances_norm,KNN,0.8644166666666667,0.0033019354593598,0.8106666666666668,0.0181659021245849,0.8579227462906263,0.003374352081608,0.800526663916342,0.0196517452664799,0.1866666666666666,0.011475366128267,0.2535441368816369,0.0098514832441132,0.2742666666666666,0.0094412290278096,,Distributed,True
ArtificialDataset14,relief,SVM-rbf,0.8881666666666665,0.0029107081994288286,0.8323333333333334,0.006519202405202655,0.866102472815076,0.003789907154970269,0.791458500551202,0.008983399388201165,0.21041666666666664,0.008599903100229324,0.2870639582639582,0.009614442798947437,0.3097666666666667,0.0035125766104733593,30.0,SOTA,True
ArtificialDataset14,kDN_importances_norm,SVM-rbf,0.8775833333333333,0.0160711309496251,0.8073333333333335,0.0273506042996412,0.8506409330407847,0.0226768041475017,0.7518564720624302,0.0441312031306619,0.23775,0.0296076777767749,0.3178122885173678,0.0243704131486677,0.3412833333333333,0.0236584933069617,,Distributed,True
ArtificialDataset14,Hostility_importances_norm,KNN,0.7866666666666666,0.0157839141040631,0.6763333333333333,0.0358120091589399,0.7283018025817558,0.0199784840414975,0.5552419108364852,0.0593390151936949,0.2885,0.0189905861181563,0.3820017351384998,0.020112560468658,0.3934166666666667,0.014161028289719,,Distributed,True
ArtificialDataset14,mutual_info,SVM-rbf,0.8371666666666666,0.014691267247359353,0.755,0.020849993338661305,0.7887952894074302,0.023346360499052886,0.6513911208028776,0.04900732360999599,0.27575,0.023905557814961044,0.3645616850720372,0.012374873612843057,0.3774666666666667,0.007594680155652838,30.0,SOTA,True
ArtificialDataset14,xgb,KNN,0.8559166666666667,0.011146904154168658,0.7786666666666667,0.006810938913900796,0.8288474339608527,0.014661657754839444,0.7276179795208153,0.0064921922045538035,0.21599999999999997,0.009045602062144173,0.28679127672436494,0.012927898377661607,0.32305,0.010198822099743758,30.0,SOTA,True
ArtificialDataset14,N1_importances_norm,KNN,0.819,0.0092964300196963,0.7166666666666667,0.0287952542386183,0.7779001369648125,0.0110447983130348,0.6335652674144986,0.0402207209202861,0.2605,0.0138581604519182,0.3377708176695309,0.0190794517348301,0.36515,0.0104936157840004,,Distributed,True
ArtificialDataset14,N1_importances_norm,SVM-rbf,0.8703333333333333,0.0065178707327538,0.7776666666666666,0.0222548371770672,0.8399024321191824,0.0100201842867309,0.6992123635264829,0.0396688408089283,0.2605,0.0138581604519182,0.3377708176695309,0.0190794517348301,0.36515,0.0104936157840004,,Distributed,True
ArtificialDataset14,f_classif,SVM-rbf,0.8835000000000001,0.0033670173084728522,0.8210000000000001,0.016055459438389735,0.8610091191809381,0.004360938947280392,0.7772930511480143,0.025464334098757573,0.23674999999999996,0.005029427292335469,0.3041722835035334,0.008838266714782102,0.33266666666666667,0.00582171461951813,30.0,SOTA,True
ArtificialDataset14,rf,KNN,0.8595833333333334,0.0018162078931419248,0.7833333333333333,0.016457014715109578,0.8321773345504775,0.0029324184873124374,0.7307672182545368,0.02523951901728158,0.21366666666666662,0.004181224568100708,0.2844642549580049,0.004214509535192382,0.31466666666666665,0.003917996228232543,30.0,SOTA,True
ArtificialDataset14,Hostility_importances_norm,SVM-rbf,0.836,0.0188160872364285,0.738,0.0233154693521514,0.7836077723303723,0.0314387582521953,0.615982080338189,0.0590721984464797,0.2885,0.0189905861181563,0.3820017351384998,0.020112560468658,0.3934166666666667,0.014161028289719,,Distributed,True
ArtificialDataset14,f_classif,KNN,0.8481666666666667,0.002544738580767111,0.7606666666666666,0.012393994961718792,0.8187926288955156,0.003264548110935977,0.7044773862217729,0.022256663739611528,0.23674999999999996,0.005029427292335469,0.3041722835035334,0.008838266714782102,0.33266666666666667,0.00582171461951813,30.0,SOTA,True
ArtificialDataset14,xgb,SVM-rbf,0.8808333333333334,0.006859199013814356,0.8323333333333334,0.009398581453247793,0.8571144358598384,0.008767270403590184,0.7930932480545785,0.0141808317213465,0.21599999999999997,0.009045602062144173,0.28679127672436494,0.012927898377661607,0.32305,0.010198822099743758,30.0,SOTA,True
ArtificialDataset14,mutual_info,KNN,0.7923333333333333,0.011694906298612803,0.686,0.012053123154509708,0.7404257019294122,0.017143165555569658,0.5842813850010999,0.033122425689017715,0.27575,0.023905557814961044,0.3645616850720372,0.012374873612843057,0.3774666666666667,0.007594680155652838,30.0,SOTA,True
ArtificialDataset14,rf,SVM-rbf,0.8813333333333333,0.0023459480433765715,0.8380000000000001,0.00776387646590141,0.8576373970003234,0.0036800747327605395,0.7999129259804398,0.011147874333658249,0.21366666666666662,0.004181224568100708,0.2844642549580049,0.004214509535192382,0.31466666666666665,0.003917996228232543,30.0,SOTA,True
ArtificialDataset14,informative+noise,mean_model,,,0.7165416666666666,0.0,,,0.6066416389353075,0.0,0.2613333333333333,,0.3411697182223419,,0.3612666666666667,,70.0,Custom,True
ArtificialDataset14,informative+redundant_nonLinear,mean_model,,,0.7126666666666667,0.0,,,0.6229464442262378,0.0,0.196,,0.2760692563427857,,0.2929333333333334,,70.0,Custom,True
ArtificialDataset14,informative+rand_extra,mean_model,,,0.7294583333333333,0.0,,,0.6573737112657262,0.0,0.1683333333333333,,0.2425530969030968,,0.2782666666666666,,33.0,Custom,True
ArtificialDataset14,informative+redundant,mean_model,,,0.7574583333333333,0.0,,,0.6868289981430181,0.0,0.18,,0.255570646020646,,0.2844,,60.0,Custom,True
ArtificialDataset14,informative,mean_model,,,0.7573333333333334,0.0,,,0.6768952845065936,0.0,0.1623333333333333,,0.2468862539965481,,0.2734,,30.0,Custom,True
ArtificialDataset14,all,mean_model,,,0.698375,0.0,,,0.6058525631512423,0.0,0.2076666666666666,,0.275656887492328,,0.3052666666666666,,140.0,Custom,True
ArtificialDataset14,relief,KNN,0.8503333333333334,0.003968189483603026,0.7843333333333333,0.015881505666095502,0.8179125429530372,0.006231286131626666,0.7228498057413708,0.027603283968826012,0.21041666666666664,0.008599903100229324,0.2870639582639582,0.009614442798947437,0.3097666666666667,0.0035125766104733593,30.0,SOTA,True
ArtificialDataset14,kDN_importances_norm,KNN,0.8339166666666668,0.016014858552121,0.739,0.0267342892597169,0.7973024046965209,0.0206772732255234,0.667816747334455,0.0393906062397704,0.23775,0.0296076777767749,0.3178122885173678,0.0243704131486677,0.3412833333333333,0.0236584933069617,,Distributed,True
ArtificialDataset18,relief,SVM-rbf,0.9085000000000001,0.013532368602724408,0.654,0.019493588689617952,0.8896392378867255,0.018147587154166648,0.2906461316150585,0.04445211336150016,0.297,0.022318714120665644,0.4127179431679432,0.01593124306530057,0.4035,0.009034655499796292,70.0,SOTA,True
ArtificialDataset18,xgb,SVM-rbf,0.8880000000000001,0.017800983118917865,0.664,0.013416407864998748,0.8610354203244917,0.025870743325765146,0.2835344501894879,0.1106584646833879,0.331,0.019251623308178412,0.4223310425943165,0.02103043379499391,0.42329999999999995,0.00789461842016448,70.0,SOTA,True
ArtificialDataset18,kDN_importances_norm,SVM-rbf,0.858,0.032853843001999,0.638,0.0228035085019827,0.8130237742890107,0.0575710528788197,0.1475145797329129,0.1027393337048605,0.3335,0.0311046620299915,0.4326731185846317,0.0218554900498143,0.4273,0.0144031246609893,,Distributed,True
ArtificialDataset18,N1_importances_norm,SVM-rbf,0.867,0.0255196003103497,0.652,0.0178885438199983,0.8285807961762217,0.0415773994815002,0.1902381214610118,0.0732711750949022,0.3125,0.033213325638966,0.3932034928156638,0.0268750030276586,0.4158,0.0111220501707194,,Distributed,True
ArtificialDataset18,rf,SVM-rbf,0.9045,0.01823458252881046,0.6599999999999999,0.02828427124746187,0.8842715274089221,0.024983780826000966,0.36052030615355013,0.017162527000890933,0.2975,0.01346291201783627,0.3878866317914112,0.01931040513956411,0.4048999999999999,0.007987490219086317,70.0,SOTA,True
ArtificialDataset18,Hostility_importances_norm,SVM-rbf,0.858,0.0178009831189179,0.644,0.0114017542509913,0.8152713847720067,0.0289513077414234,0.0759136544506656,0.0759390256373903,0.3184999999999999,0.0258964283251571,0.4193277019786032,0.0163343008806095,0.4354,0.014656056768449,,Distributed,True
ArtificialDataset18,Hostility_importances_norm,KNN,0.7375,0.0257390753524675,0.618,0.0535723809439155,0.651690412916812,0.0477560633727249,0.4108804565216643,0.110610517571275,0.3184999999999999,0.0258964283251571,0.4193277019786032,0.0163343008806095,0.4354,0.014656056768449,,Distributed,True
ArtificialDataset18,f_classif,SVM-rbf,0.8995000000000001,0.008366600265340727,0.666,0.030495901363953772,0.8782220494959591,0.01162968722248918,0.40040415347165953,0.0641321955151463,0.29100000000000004,0.020961273816254577,0.400799968087468,0.01120866044413335,0.4196000000000001,0.013925695673825384,70.0,SOTA,True
ArtificialDataset18,informative+rand_extra,mean_model,,,0.63275,0.0,,,0.4525242616487154,0.0,0.282,,0.3933403570114096,,0.408,,73.0,Custom,True
ArtificialDataset18,f_classif,KNN,0.7845,0.01915398130937794,0.636,0.0054772255750516665,0.724462944070847,0.03282948356886232,0.47103733580481305,0.05774794452844202,0.29100000000000004,0.020961273816254577,0.400799968087468,0.01120866044413335,0.4196000000000001,0.013925695673825384,70.0,SOTA,True
ArtificialDataset18,informative+noise,mean_model,,,0.619,0.0,,,0.4072278089454558,0.0,0.302,,0.3821936507936507,,0.4132,,110.0,Custom,True
ArtificialDataset18,informative+redundant_nonLinear,mean_model,,,0.62525,0.0,,,0.4006237831125565,0.0,0.316,,0.4091394993894994,,0.4144000000000001,,110.0,Custom,True
ArtificialDataset18,informative+redundant,mean_model,,,0.632,0.0,,,0.4549408637981497,0.0,0.318,,0.4038017697988286,,0.4188,,110.0,Custom,True
ArtificialDataset18,informative,mean_model,,,0.6287499999999999,0.0,,,0.4447725706161343,0.0,0.344,,0.3922328664799253,,0.414,,70.0,Custom,True
ArtificialDataset18,mutual_info,SVM-rbf,0.868,0.014404860290887868,0.66,0.021213203435596455,0.8313412672363709,0.022398932455607156,0.2727495486531539,0.05944789852736655,0.3405,0.02387467277262664,0.4246252338184691,0.023284102515141833,0.43310000000000004,0.012074767078498808,70.0,SOTA,True
ArtificialDataset18,mutual_info,KNN,0.7435,0.02414798128208648,0.6060000000000001,0.028809720581775847,0.6578604728643473,0.03475613938186185,0.4004738455082684,0.146896437240279,0.3405,0.02387467277262664,0.4246252338184691,0.023284102515141833,0.43310000000000004,0.012074767078498808,70.0,SOTA,True
ArtificialDataset18,all,mean_model,,,0.6134999999999999,0.0,,,0.3724200208451924,0.0,0.284,,0.4102768398268398,,0.4248,,190.0,Custom,True
ArtificialDataset18,N1_importances_norm,KNN,0.7495,0.0315436205911749,0.6519999999999999,0.0356370593624109,0.6419995179906628,0.0788339973261335,0.4214207630117069,0.0752311140881656,0.3125,0.033213325638966,0.3932034928156638,0.0268750030276586,0.4158,0.0111220501707194,,Distributed,True
ArtificialDataset18,rf,KNN,0.7555,0.018658108157045227,0.642,0.023874672772626657,0.6639998689257082,0.036391114338519666,0.4117984701486791,0.05913170537003894,0.2975,0.01346291201783627,0.3878866317914112,0.01931040513956411,0.4048999999999999,0.007987490219086317,70.0,SOTA,True
ArtificialDataset18,xgb,KNN,0.7585,0.015870570248103875,0.666,0.023021728866442655,0.6826929330579986,0.021475583379771766,0.524427954774711,0.07696073917239189,0.331,0.019251623308178412,0.4223310425943165,0.02103043379499391,0.42329999999999995,0.00789461842016448,70.0,SOTA,True
ArtificialDataset18,kDN_importances_norm,KNN,0.7404999999999999,0.0192353840616713,0.608,0.0192353840616713,0.6549401555945111,0.0377817264936178,0.4149728720617472,0.0885143458123,0.3335,0.0311046620299915,0.4326731185846317,0.0218554900498143,0.4273,0.0144031246609893,,Distributed,True
ArtificialDataset18,relief,KNN,0.7335,0.024596747752497667,0.63,0.009999999999999995,0.5658999256904255,0.07097022652841248,0.26031248882368907,0.07088984712230946,0.297,0.022318714120665644,0.4127179431679432,0.01593124306530057,0.4035,0.009034655499796292,70.0,SOTA,True
ArtificialDataset2,informative+rand_extra,mean_model,,,0.8935,0.0,,,0.893353370121338,0.0,0.09,,0.0967738095238095,,0.1264,,13.0,Custom,True
ArtificialDataset2,informative+noise,mean_model,,,0.897625,0.0,,,0.8974338363760332,0.0,0.105,,0.0903547619047619,,0.1374,,12.0,Custom,True
ArtificialDataset2,informative+redundant_nonLinear,mean_model,,,0.900875,0.0,,,0.9007040046221031,0.0,0.069,,0.0846666666666666,,0.1112,,12.0,Custom,True
ArtificialDataset2,informative+redundant,mean_model,,,0.8971250000000001,0.0,,,0.8969240017851171,0.0,0.087,,0.0948095238095238,,0.1152,,14.0,Custom,True
ArtificialDataset2,informative,mean_model,,,0.903375,0.0,,,0.903198600764674,0.0,0.078,,0.0677523809523809,,0.1074,,10.0,Custom,True
ArtificialDataset2,N1_importances_norm,SVM-rbf,0.964,0.005822907349426,0.934,0.0155724115023973,0.9639939335118516,0.0058251756239051,0.933960735569054,0.0155638679819707,0.11925,0.0305879878383655,0.1212392857142857,0.0186307709560617,0.15975,0.0279044127334728,,Distributed,True
ArtificialDataset2,Hostility_importances_norm,SVM-rbf,0.96075,0.0097867895655317,0.929,0.0194935886896179,0.9607374093351092,0.0097994716907934,0.9288421119047844,0.0197527262052489,0.10575,0.0252116044709574,0.1293672619047619,0.0242339951925928,0.15875,0.0269484461518656,,Distributed,True
ArtificialDataset2,kDN_importances_norm,KNN,0.95475,0.0098583720765652,0.929,0.0204328167417025,0.9547451217800508,0.0098654526592822,0.9289574812040896,0.0204385812896796,0.0945,0.0225797198831163,0.1146270833333333,0.0189983533736443,0.1457999999999999,0.0233287644336342,,Distributed,True
ArtificialDataset2,N1_importances_norm,KNN,0.9465,0.0178404386156843,0.921,0.0373162163140905,0.9464935863322133,0.0178452021931956,0.9209394830052602,0.037355216431812,0.11925,0.0305879878383655,0.1212392857142857,0.0186307709560617,0.15975,0.0279044127334728,,Distributed,True
ArtificialDataset2,Hostility_importances_norm,KNN,0.951,0.0096176920308356,0.9,0.015,0.9509839310108164,0.0096301326526305,0.899856406803434,0.0150774332553446,0.10575,0.0252116044709574,0.1293672619047619,0.0242339951925928,0.15875,0.0269484461518656,,Distributed,True
ArtificialDataset2,all,mean_model,,,0.8957499999999999,0.0,,,0.8955543150801532,0.0,0.096,,0.1010821428571428,,0.1308,,18.0,Custom,True
ArtificialDataset2,kDN_importances_norm,SVM-rbf,0.96625,0.0049212549212574,0.953,0.0125499003980111,0.9662463509274802,0.0049222165247126,0.9529750067481204,0.0125315547069217,0.0945,0.0225797198831163,0.1146270833333333,0.0189983533736443,0.1457999999999999,0.0233287644336342,,Distributed,True
ArtificialDataset2,f_classif,KNN,0.931,0.013445491809524838,0.876,0.024341322889276196,0.9309835228693075,0.013453126915328609,0.8756288786953776,0.0246190556869335,0.13725,0.02269705377356277,0.15649999999999994,0.019452158169405317,0.1965,0.022862359895688807,10.0,SOTA,True
ArtificialDataset2,f_classif,SVM-rbf,0.94575,0.01059186008215741,0.9109999999999999,0.019493588689617952,0.9457311507445786,0.010603064921637036,0.9108797993033395,0.01961548641279831,0.13725,0.02269705377356277,0.15649999999999994,0.019452158169405317,0.1965,0.022862359895688807,10.0,SOTA,True
ArtificialDataset2,relief,SVM-rbf,0.9727500000000001,0.006149186938124427,0.96,0.018371173070873853,0.9727477909052084,0.0061504305104434975,0.9599993267428658,0.018370920977000948,0.086,0.019593525716419695,0.09196666666666661,0.008303514464730346,0.1236,0.004346694146129912,10.0,SOTA,True
ArtificialDataset2,mutual_info,SVM-rbf,0.9555,0.008776744840770985,0.9349999999999999,0.009999999999999952,0.9554967750130607,0.008776038651769192,0.934946349676982,0.010010802574548913,0.1145,0.03224176251385771,0.12950833333333328,0.030159065162678335,0.1659,0.036263187256500226,10.0,SOTA,True
ArtificialDataset2,xgb,KNN,0.9570000000000001,0.005631940163034429,0.933,0.01303840481040526,0.956995621452229,0.005633917714459461,0.9329377722815091,0.0130664645340483,0.09225,0.019190655278025298,0.09917023809523803,0.00575637494140075,0.1268,0.006372303351222386,10.0,SOTA,True
ArtificialDataset2,rf,KNN,0.9570000000000001,0.005631940163034429,0.933,0.01303840481040526,0.956995621452229,0.005633917714459461,0.9329377722815091,0.0130664645340483,0.09225,0.019190655278025298,0.09917023809523803,0.00575637494140075,0.1268,0.006372303351222386,10.0,SOTA,True
ArtificialDataset2,xgb,SVM-rbf,0.9717500000000001,0.004293891009329427,0.9559999999999998,0.009617692030835704,0.9717480588486647,0.004294751190714408,0.9559775114942146,0.009600407361263268,0.09225,0.019190655278025298,0.09917023809523803,0.00575637494140075,0.1268,0.006372303351222386,10.0,SOTA,True
ArtificialDataset2,relief,KNN,0.96175,0.005562148865321784,0.9390000000000001,0.025836021365527605,0.9617483908684769,0.005563575982673118,0.9389570853683251,0.025875695639801286,0.086,0.019593525716419695,0.09196666666666661,0.008303514464730346,0.1236,0.004346694146129912,10.0,SOTA,True
ArtificialDataset2,mutual_info,KNN,0.9400000000000001,0.019665165903190295,0.9030000000000001,0.029916550603303216,0.9399905475857426,0.019660594852905444,0.9029017121064152,0.03001644910939921,0.1145,0.03224176251385771,0.12950833333333328,0.030159065162678335,0.1659,0.036263187256500226,10.0,SOTA,True
ArtificialDataset2,rf,SVM-rbf,0.9717500000000001,0.004293891009329427,0.9559999999999998,0.009617692030835704,0.9717480588486647,0.004294751190714408,0.9559775114942146,0.009600407361263268,0.09225,0.019190655278025298,0.09917023809523803,0.00575637494140075,0.1268,0.006372303351222386,10.0,SOTA,True
ArtificialDataset20,mutual_info,KNN,0.8905000000000001,0.014832396974191297,0.8019999999999999,0.051672042731055245,0.8626896112165641,0.023451385418344097,0.703643666718699,0.15322851355260217,0.22949999999999998,0.03271085446759226,0.2551219368198947,0.025485414193430794,0.3088,0.018133532474396752,300.0,SOTA,True
ArtificialDataset20,all,mean_model,,,0.663,0.0,,,0.4287120009417897,0.0,0.204,,0.2280128596408308,,0.2792,,480.0,Custom,True
ArtificialDataset20,informative,mean_model,,,0.714,0.0,,,0.5046232755697855,0.0,0.148,,0.2041154243417401,,0.252,,300.0,Custom,True
ArtificialDataset20,informative+redundant,mean_model,,,0.707,0.0,,,0.4880891077285105,0.0,0.184,,0.2037061859193438,,0.2584,,360.0,Custom,True
ArtificialDataset20,rf,KNN,0.883,0.013038404810405309,0.772,0.03271085446759224,0.8461545643931668,0.022157811225334802,0.6323476924054126,0.10902359590567066,0.2045,0.023545169355942197,0.2413452526802447,0.017769996916827683,0.2845,0.010325938214031681,300.0,SOTA,True
ArtificialDataset20,informative+redundant_nonLinear,mean_model,,,0.6665,0.0,,,0.446414752690903,0.0,0.2,,0.2136846078540586,,0.2724,,360.0,Custom,True
ArtificialDataset20,xgb,KNN,0.9045,0.01385189517719513,0.782,0.024899799195977478,0.8813876318055496,0.020528591153468886,0.6898960551021849,0.0672641014321686,0.2265,0.030852471537949764,0.2531873553944218,0.019444515267371565,0.3021,0.013979449202311228,300.0,SOTA,True
ArtificialDataset20,f_classif,SVM-rbf,0.9845,0.009420721840708406,0.708,0.013038404810405304,0.981741227112441,0.011324663232464694,0.24787505583232622,0.1565000949877788,0.21749999999999997,0.013693063937629158,0.2508036092522361,0.02149946770654742,0.3028,0.01147061463043722,300.0,SOTA,True
ArtificialDataset20,informative+noise,mean_model,,,0.6970000000000001,0.0,,,0.4589170471840057,0.0,0.178,,0.2327280469530469,,0.2824,,360.0,Custom,True
ArtificialDataset20,mutual_info,SVM-rbf,0.9775,0.006123724356957922,0.696,0.008944271909999173,0.9733916631830816,0.0074826076632221105,0.15475280166847447,0.12774126792786908,0.22949999999999998,0.03271085446759226,0.2551219368198947,0.025485414193430794,0.3088,0.018133532474396752,300.0,SOTA,True
ArtificialDataset20,informative+rand_extra,mean_model,,,0.712,0.0,,,0.5009577994659125,0.0,0.17,,0.1982013378434431,,0.2584,,303.0,Custom,True
ArtificialDataset20,relief,SVM-rbf,0.986,0.00802340326794064,0.7,0.007071067811865481,0.9835558812587731,0.009511548205289952,0.27199311741580756,0.06785223747583875,0.21400000000000002,0.030238634228417122,0.2734948991251336,0.024438086314884675,0.2798,0.006833739825307924,300.0,SOTA,True
ArtificialDataset20,f_classif,KNN,0.89,0.00918558653543691,0.806,0.023021728866442655,0.85737161232781,0.01402601055992701,0.70345505664817,0.05165737527579357,0.21749999999999997,0.013693063937629158,0.2508036092522361,0.02149946770654742,0.3028,0.01147061463043722,300.0,SOTA,True
ArtificialDataset20,relief,KNN,0.8215,0.009617692030835654,0.754,0.02701851217221261,0.7235541371092025,0.02201321924285541,0.5210993035536824,0.1093174432524335,0.21400000000000002,0.030238634228417122,0.2734948991251336,0.024438086314884675,0.2798,0.006833739825307924,300.0,SOTA,True
ArtificialDataset20,kDN_importances_norm,SVM-rbf,0.9765,0.0074161984870956,0.7,0.0141421356237309,0.9721617599292433,0.0090345677065724,0.1817486935032248,0.1583332940023606,0.225,0.0114564392373895,0.2582124506738322,0.0196251438959564,0.2963,0.0127700822236976,,Distributed,True
ArtificialDataset20,Hostility_importances_norm,KNN,0.8844999999999998,0.0126737918556365,0.78,0.0489897948556635,0.8513729383909945,0.0201787997213734,0.6738964832621944,0.1302999558412994,0.224,0.0148534507775129,0.2805803843941576,0.0359109327564078,0.3127,0.0131795295818932,,Distributed,True
ArtificialDataset20,Hostility_importances_norm,SVM-rbf,0.98,0.0072886898685566,0.698,0.0109544511501033,0.9764020010229032,0.008743005054202,0.1703682459886744,0.1397421107649448,0.224,0.0148534507775129,0.2805803843941576,0.0359109327564078,0.3127,0.0131795295818932,,Distributed,True
