fold,dataset,model,strategy,pre_corr,corr_th,measure,n_features,acc_train,gps_train,acc_test,gps_test,complexity_all_kDN,complexity_all_N1,complexity_all_Hostility,complexity_sel_kDN,complexity_sel_N1,complexity_sel_Hostility
1,credit-g_NoPreFilter,KNN,NONE,False,,NONE,19,0.82125,0.7489813748567244,0.695,0.49454545454545457,0.32550000000000007,0.3103422619047619,0.23625,,,
1,credit-g_NoPreFilter,SVM,NONE,False,,NONE,19,0.865,0.8173607038123167,0.75,0.6090492076730608,0.32550000000000007,0.3103422619047619,0.23625,,,
1,credit-g_NoPreFilter,KNN,COMPLEXITY_corr,False,0.55,kDN,4,0.73875,0.6120037317300715,0.715,0.556986792760476,,,,0.36475,0.37731765750088614,0.22875
1,credit-g_NoPreFilter,SVM,COMPLEXITY_corr,False,0.55,kDN,4,0.745,0.5248769050410317,0.75,0.5589273112208891,,,,0.36475,0.37731765750088614,0.22875
1,credit-g_NoPreFilter,KNN,COMPLEXITY_corr,False,0.6,kDN,7,0.80375,0.7170584459809805,0.735,0.5941976144590864,,,,0.341,0.31285416666666666,0.24625
1,credit-g_NoPreFilter,SVM,COMPLEXITY_corr,False,0.6,kDN,7,0.76875,0.6106142899678635,0.725,0.5218538281671563,,,,0.341,0.31285416666666666,0.24625
1,credit-g_NoPreFilter,KNN,COMPLEXITY_corr,False,0.65,kDN,10,0.78,0.6891269149333665,0.78,0.6699365262550491,,,,0.3475,0.3449166666666666,0.225
1,credit-g_NoPreFilter,SVM,COMPLEXITY_corr,False,0.65,kDN,10,0.8025,0.7105004794739486,0.74,0.5709188224799286,,,,0.3475,0.3449166666666666,0.225
1,credit-g_NoPreFilter,KNN,COMPLEXITY_corr,False,0.7,kDN,13,0.815,0.7420886075949368,0.73,0.589375,,,,0.32425,0.31024999999999997,0.25125
1,credit-g_NoPreFilter,SVM,COMPLEXITY_corr,False,0.7,kDN,13,0.8225,0.7449890829694322,0.76,0.635127025405081,,,,0.32425,0.31024999999999997,0.25125
1,credit-g_NoPreFilter,KNN,COMPLEXITY_corr,False,0.75,kDN,15,0.79875,0.7090451962861045,0.715,0.5469401367350342,,,,0.32475000000000004,0.3140625,0.25375
1,credit-g_NoPreFilter,SVM,COMPLEXITY_corr,False,0.75,kDN,15,0.8525,0.7962921712364829,0.75,0.625,,,,0.32475000000000004,0.3140625,0.25375
1,credit-g_NoPreFilter,KNN,COMPLEXITY_corr,False,0.8,kDN,16,0.79875,0.7103427887661014,0.72,0.5710638297872339,,,,0.325,0.31022619047619043,0.25625
1,credit-g_NoPreFilter,SVM,COMPLEXITY_corr,False,0.8,kDN,16,0.85875,0.8080526358733949,0.75,0.6322808393802706,,,,0.325,0.31022619047619043,0.25625
1,credit-g_NoPreFilter,KNN,COMPLEXITY_corr,False,0.55,N1,11,0.81375,0.7352293292498178,0.72,0.5710638297872339,,,,0.33525,0.33521279761904765,0.27
1,credit-g_NoPreFilter,SVM,COMPLEXITY_corr,False,0.55,N1,11,0.815,0.7343142545622748,0.735,0.5659851818840176,,,,0.33525,0.33521279761904765,0.27
1,credit-g_NoPreFilter,KNN,COMPLEXITY_corr,False,0.6,N1,11,0.81375,0.7352293292498178,0.72,0.5710638297872339,,,,0.33525,0.33521279761904765,0.27
1,credit-g_NoPreFilter,SVM,COMPLEXITY_corr,False,0.6,N1,11,0.815,0.7343142545622748,0.735,0.5659851818840176,,,,0.33525,0.33521279761904765,0.27
1,credit-g_NoPreFilter,KNN,COMPLEXITY_corr,False,0.65,N1,11,0.81375,0.7352293292498178,0.72,0.5710638297872339,,,,0.33525,0.33521279761904765,0.27
1,credit-g_NoPreFilter,SVM,COMPLEXITY_corr,False,0.65,N1,11,0.815,0.7343142545622748,0.735,0.5659851818840176,,,,0.33525,0.33521279761904765,0.27
1,credit-g_NoPreFilter,KNN,COMPLEXITY_corr,False,0.7,N1,11,0.81375,0.7352293292498178,0.72,0.5710638297872339,,,,0.33525,0.33521279761904765,0.27
1,credit-g_NoPreFilter,SVM,COMPLEXITY_corr,False,0.7,N1,11,0.815,0.7343142545622748,0.735,0.5659851818840176,,,,0.33525,0.33521279761904765,0.27
1,credit-g_NoPreFilter,KNN,COMPLEXITY_corr,False,0.75,N1,12,0.81125,0.7277797993883317,0.72,0.5710638297872339,,,,0.33775,0.3337946428571428,0.2675
1,credit-g_NoPreFilter,SVM,COMPLEXITY_corr,False,0.75,N1,12,0.82625,0.7481214447262012,0.745,0.5652497282453229,,,,0.33775,0.3337946428571428,0.2675
1,credit-g_NoPreFilter,KNN,COMPLEXITY_corr,False,0.8,N1,12,0.81125,0.7277797993883317,0.72,0.5710638297872339,,,,0.33775,0.3337946428571428,0.2675
1,credit-g_NoPreFilter,SVM,COMPLEXITY_corr,False,0.8,N1,12,0.82625,0.7481214447262012,0.745,0.5652497282453229,,,,0.33775,0.3337946428571428,0.2675
1,credit-g_NoPreFilter,KNN,COMPLEXITY_corr,False,0.55,Hostility,2,0.78875,0.7130081410213281,0.68,0.5260291875408408,,,,0.35825,0.345625,0.275
1,credit-g_NoPreFilter,SVM,COMPLEXITY_corr,False,0.55,Hostility,2,0.7275,0.3825985401459854,0.725,0.3547212557650296,,,,0.35825,0.345625,0.275
1,credit-g_NoPreFilter,KNN,COMPLEXITY_corr,False,0.6,Hostility,2,0.78875,0.7130081410213281,0.68,0.5260291875408408,,,,0.35825,0.345625,0.275
1,credit-g_NoPreFilter,SVM,COMPLEXITY_corr,False,0.6,Hostility,2,0.7275,0.3825985401459854,0.725,0.3547212557650296,,,,0.35825,0.345625,0.275
1,credit-g_NoPreFilter,KNN,COMPLEXITY_corr,False,0.65,Hostility,3,0.78125,0.6834765345781085,0.755,0.6505785123966943,,,,0.34475,0.35447916666666673,0.23
1,credit-g_NoPreFilter,SVM,COMPLEXITY_corr,False,0.65,Hostility,3,0.755,0.5984859790261969,0.77,0.6211764705882352,,,,0.34475,0.35447916666666673,0.23
1,credit-g_NoPreFilter,KNN,COMPLEXITY_corr,False,0.7,Hostility,3,0.78125,0.6834765345781085,0.755,0.6505785123966943,,,,0.34475,0.35447916666666673,0.23
1,credit-g_NoPreFilter,SVM,COMPLEXITY_corr,False,0.7,Hostility,3,0.755,0.5984859790261969,0.77,0.6211764705882352,,,,0.34475,0.35447916666666673,0.23
1,credit-g_NoPreFilter,KNN,COMPLEXITY_corr,False,0.75,Hostility,5,0.81,0.7397892868087623,0.72,0.6034618410700235,,,,0.31300000000000006,0.3132916666666667,0.2175
1,credit-g_NoPreFilter,SVM,COMPLEXITY_corr,False,0.75,Hostility,5,0.795,0.6923694021046671,0.735,0.5853866212548561,,,,0.31300000000000006,0.3132916666666667,0.2175
1,credit-g_NoPreFilter,KNN,COMPLEXITY_corr,False,0.8,Hostility,6,0.81125,0.7451334292126884,0.71,0.5790226947454509,,,,0.31200000000000006,0.30985416666666665,0.2025
1,credit-g_NoPreFilter,SVM,COMPLEXITY_corr,False,0.8,Hostility,6,0.8,0.7022390229717941,0.735,0.576,,,,0.31200000000000006,0.30985416666666665,0.2025
2,credit-g_NoPreFilter,KNN,NONE,False,,NONE,19,0.825,0.7591240875912408,0.715,0.556986792760476,0.30750000000000005,0.28509523809523807,0.20625,,,
2,credit-g_NoPreFilter,SVM,NONE,False,,NONE,19,0.86375,0.8152311236167296,0.765,0.6402881296583461,0.30750000000000005,0.28509523809523807,0.20625,,,
2,credit-g_NoPreFilter,KNN,COMPLEXITY_corr,False,0.55,kDN,11,0.79375,0.7182248231089262,0.715,0.598848368522073,,,,0.32125,0.30735416666666665,0.2075
2,credit-g_NoPreFilter,SVM,COMPLEXITY_corr,False,0.55,kDN,11,0.83,0.7617937219730941,0.78,0.6632653061224489,,,,0.32125,0.30735416666666665,0.2075
2,credit-g_NoPreFilter,KNN,COMPLEXITY_corr,False,0.6,kDN,13,0.83,0.7683467410934165,0.7,0.5616781465247339,,,,0.30700000000000005,0.2911889880952381,0.23625
2,credit-g_NoPreFilter,SVM,COMPLEXITY_corr,False,0.6,kDN,13,0.83875,0.775450802767466,0.765,0.6402881296583461,,,,0.30700000000000005,0.2911889880952381,0.23625
