fold,dataset,model,strategy,pre_corr,corr_th,measure,n_features,acc_train,gps_train,acc_test,gps_test,complexity_all_kDN,complexity_all_N1,complexity_all_Hostility,complexity_sel_kDN,complexity_sel_N1,complexity_sel_Hostility
1,ionosphere_NoPreFilter,KNN,NONE,False,,NONE,33,0.8714285714285714,0.8437566702241196,0.8169014084507042,0.7656929770043505,0.1292857142857143,0.11858516483516485,0.05357142857142857,,,
1,ionosphere_NoPreFilter,SVM,NONE,False,,NONE,33,0.9785714285714285,0.9764010105649977,0.8873239436619719,0.8690228690228691,0.1292857142857143,0.11858516483516485,0.05357142857142857,,,
1,ionosphere_NoPreFilter,KNN,COMPLEXITY_corr,False,0.55,kDN,33,0.8714285714285714,0.8437566702241196,0.8169014084507042,0.7656929770043505,,,,0.1292857142857143,0.11858516483516485,0.05357142857142857
1,ionosphere_NoPreFilter,SVM,COMPLEXITY_corr,False,0.55,kDN,33,0.9785714285714285,0.9764010105649977,0.8873239436619719,0.8690228690228691,,,,0.1292857142857143,0.11858516483516485,0.05357142857142857
1,ionosphere_NoPreFilter,KNN,COMPLEXITY_corr,False,0.6,kDN,33,0.8714285714285714,0.8437566702241196,0.8169014084507042,0.7656929770043505,,,,0.1292857142857143,0.11858516483516485,0.05357142857142857
1,ionosphere_NoPreFilter,SVM,COMPLEXITY_corr,False,0.6,kDN,33,0.9785714285714285,0.9764010105649977,0.8873239436619719,0.8690228690228691,,,,0.1292857142857143,0.11858516483516485,0.05357142857142857
1,ionosphere_NoPreFilter,KNN,COMPLEXITY_corr,False,0.65,kDN,33,0.8714285714285714,0.8437566702241196,0.8169014084507042,0.7656929770043505,,,,0.1292857142857143,0.11858516483516485,0.05357142857142857
1,ionosphere_NoPreFilter,SVM,COMPLEXITY_corr,False,0.65,kDN,33,0.9785714285714285,0.9764010105649977,0.8873239436619719,0.8690228690228691,,,,0.1292857142857143,0.11858516483516485,0.05357142857142857
1,ionosphere_NoPreFilter,KNN,COMPLEXITY_corr,False,0.7,kDN,33,0.8714285714285714,0.8437566702241196,0.8169014084507042,0.7656929770043505,,,,0.1292857142857143,0.11858516483516485,0.05357142857142857
1,ionosphere_NoPreFilter,SVM,COMPLEXITY_corr,False,0.7,kDN,33,0.9785714285714285,0.9764010105649977,0.8873239436619719,0.8690228690228691,,,,0.1292857142857143,0.11858516483516485,0.05357142857142857
1,ionosphere_NoPreFilter,KNN,COMPLEXITY_corr,False,0.75,kDN,33,0.8714285714285714,0.8437566702241196,0.8169014084507042,0.7656929770043505,,,,0.1292857142857143,0.11858516483516485,0.05357142857142857
1,ionosphere_NoPreFilter,SVM,COMPLEXITY_corr,False,0.75,kDN,33,0.9785714285714285,0.9764010105649977,0.8873239436619719,0.8690228690228691,,,,0.1292857142857143,0.11858516483516485,0.05357142857142857
1,ionosphere_NoPreFilter,KNN,COMPLEXITY_corr,False,0.8,kDN,33,0.8714285714285714,0.8437566702241196,0.8169014084507042,0.7656929770043505,,,,0.1292857142857143,0.11858516483516485,0.05357142857142857
1,ionosphere_NoPreFilter,SVM,COMPLEXITY_corr,False,0.8,kDN,33,0.9785714285714285,0.9764010105649977,0.8873239436619719,0.8690228690228691,,,,0.1292857142857143,0.11858516483516485,0.05357142857142857
1,ionosphere_NoPreFilter,KNN,COMPLEXITY_corr,False,0.55,N1,24,0.8714285714285714,0.8437566702241196,0.8169014084507042,0.7656929770043505,,,,0.12571428571428572,0.12875,0.075
1,ionosphere_NoPreFilter,SVM,COMPLEXITY_corr,False,0.55,N1,24,0.975,0.9723903778082786,0.8873239436619719,0.8690228690228691,,,,0.12571428571428572,0.12875,0.075
1,ionosphere_NoPreFilter,KNN,COMPLEXITY_corr,False,0.6,N1,27,0.8678571428571429,0.8386367307381682,0.8309859154929577,0.7885304659498209,,,,0.13142857142857142,0.13297619047619047,0.06428571428571428
1,ionosphere_NoPreFilter,SVM,COMPLEXITY_corr,False,0.6,N1,27,0.9714285714285714,0.9683555348728987,0.8873239436619719,0.8690228690228691,,,,0.13142857142857142,0.13297619047619047,0.06428571428571428
1,ionosphere_NoPreFilter,KNN,COMPLEXITY_corr,False,0.65,N1,30,0.8678571428571429,0.8386367307381682,0.8309859154929577,0.7885304659498209,,,,0.125,0.1156547619047619,0.06785714285714285
1,ionosphere_NoPreFilter,SVM,COMPLEXITY_corr,False,0.65,N1,30,0.9785714285714285,0.9764010105649977,0.8873239436619719,0.8690228690228691,,,,0.125,0.1156547619047619,0.06785714285714285
1,ionosphere_NoPreFilter,KNN,COMPLEXITY_corr,False,0.7,N1,30,0.8678571428571429,0.8386367307381682,0.8309859154929577,0.7885304659498209,,,,0.125,0.1156547619047619,0.06785714285714285
1,ionosphere_NoPreFilter,SVM,COMPLEXITY_corr,False,0.7,N1,30,0.9785714285714285,0.9764010105649977,0.8873239436619719,0.8690228690228691,,,,0.125,0.1156547619047619,0.06785714285714285
1,ionosphere_NoPreFilter,KNN,COMPLEXITY_corr,False,0.75,N1,32,0.875,0.8488160933725912,0.8309859154929577,0.7885304659498209,,,,0.12714285714285714,0.11096611721611722,0.05714285714285714
1,ionosphere_NoPreFilter,SVM,COMPLEXITY_corr,False,0.75,N1,32,0.9785714285714285,0.9764010105649977,0.8873239436619719,0.8690228690228691,,,,0.12714285714285714,0.11096611721611722,0.05714285714285714
1,ionosphere_NoPreFilter,KNN,COMPLEXITY_corr,False,0.8,N1,33,0.8714285714285714,0.8437566702241196,0.8169014084507042,0.7656929770043505,,,,0.1292857142857143,0.11858516483516485,0.05357142857142857
1,ionosphere_NoPreFilter,SVM,COMPLEXITY_corr,False,0.8,N1,33,0.9785714285714285,0.9764010105649977,0.8873239436619719,0.8690228690228691,,,,0.1292857142857143,0.11858516483516485,0.05357142857142857
