fold,dataset,model,strategy,pre_corr,corr_th,measure,n_features,acc_train,gps_train,acc_test,gps_test,complexity_all_kDN,complexity_all_N1,complexity_all_Hostility,complexity_sel_kDN,complexity_sel_N1,complexity_sel_Hostility
1,vehicle2_NoPreFilter,KNN,NONE,False,,NONE,18,0.9837278106508875,0.9785671800972168,0.9588235294117647,0.9476148937147054,0.06183431952662721,0.04467455621301775,0.03550295857988166,,,
1,vehicle2_NoPreFilter,SVM,NONE,False,,NONE,18,0.9792899408284024,0.9725219990038187,0.9764705882352941,0.9686259686259686,0.06183431952662721,0.04467455621301775,0.03550295857988166,,,
1,vehicle2_NoPreFilter,KNN,COMPLEXITY_corr,False,0.55,kDN,12,0.9644970414201184,0.9532163742690059,0.9529411764705882,0.9386944181646169,,,,0.08550295857988165,0.06882572555649479,0.047337278106508875
1,vehicle2_NoPreFilter,SVM,COMPLEXITY_corr,False,0.55,kDN,12,0.9792899408284024,0.9726294401852267,0.9588235294117647,0.9443007078350012,,,,0.08550295857988165,0.06882572555649479,0.047337278106508875
1,vehicle2_NoPreFilter,KNN,COMPLEXITY_corr,False,0.6,kDN,12,0.9644970414201184,0.9532163742690059,0.9529411764705882,0.9386944181646169,,,,0.08550295857988165,0.06882572555649479,0.047337278106508875
1,vehicle2_NoPreFilter,SVM,COMPLEXITY_corr,False,0.6,kDN,12,0.9792899408284024,0.9726294401852267,0.9588235294117647,0.9443007078350012,,,,0.08550295857988165,0.06882572555649479,0.047337278106508875
1,vehicle2_NoPreFilter,KNN,COMPLEXITY_corr,False,0.65,kDN,14,0.9733727810650887,0.9648779446302754,0.9588235294117647,0.9468536028692535,,,,0.07366863905325444,0.057125246548323474,0.03550295857988166
1,vehicle2_NoPreFilter,SVM,COMPLEXITY_corr,False,0.65,kDN,14,0.9807692307692307,0.9745472156679769,0.9705882352941176,0.9610131846321063,,,,0.07366863905325444,0.057125246548323474,0.03550295857988166
1,vehicle2_NoPreFilter,KNN,COMPLEXITY_corr,False,0.7,kDN,15,0.9792899408284024,0.9727354027911793,0.9588235294117647,0.9476148937147054,,,,0.06301775147928994,0.04612919132149901,0.034023668639053255
1,vehicle2_NoPreFilter,SVM,COMPLEXITY_corr,False,0.7,kDN,15,0.977810650887574,0.9704864160120495,0.9764705882352941,0.9686259686259686,,,,0.06301775147928994,0.04612919132149901,0.034023668639053255
