dataset,subset,model,mean_acc,std_acc,mean_gps,std_gps,mean_acc_class_0,std_acc_class_0,mean_acc_class_1,std_acc_class_1
ArtificialDataset11,all,LogReg,0.8003333333333333,0.019232495649002205,0.7857987776915728,0.020038969242444256,0.71,0.02976761849915291,0.8605555555555556,0.030575750901815597
ArtificialDataset11,all,SVM-linear,0.8059999999999998,0.01420485050177502,0.7888757345135278,0.016849201587226446,0.6908333333333333,0.039343572113709584,0.8827777777777778,0.022284634577923994
ArtificialDataset11,all,SVM-rbf,0.9663333333333333,0.00874960316560447,0.9646808165123467,0.009320084314028382,0.9458333333333332,0.02561737691489898,0.9799999999999999,0.010304020550550786
ArtificialDataset11,all,RandomForest,0.9306666666666666,0.011527744310527057,0.9267125953653983,0.012542041767165328,0.8866666666666667,0.03188521078284834,0.96,0.012619796324000588
ArtificialDataset11,all,KNN,0.9186666666666667,0.010666666666666678,0.9140649844346989,0.011228393080676052,0.8716666666666667,0.020480342879074187,0.95,0.01531560972454468
ArtificialDataset11,all,NaiveBayes,0.72,0.01903213656482693,0.7197204840777641,0.019177028207864988,0.9083333333333334,0.020749832663314545,0.5944444444444443,0.034783279649996716
ArtificialDataset11,all,DecisionTree,0.8156666666666667,0.02065860057646157,0.8053648849279049,0.02264545998196567,0.7633333333333334,0.0428498671072748,0.8505555555555555,0.024017740356908093
ArtificialDataset11,all,XGBoost,0.958,0.008055363982396391,0.9559503619202967,0.008558416438397854,0.9358333333333333,0.02445233458520202,0.9727777777777777,0.013252067157640629
ArtificialDataset11,informative,LogReg,0.804,0.01860704764927049,0.7894818010140978,0.020500216473118414,0.7133333333333333,0.039475730941090026,0.8644444444444446,0.02856657807151654
ArtificialDataset11,informative,SVM-linear,0.8113333333333334,0.016206994374857623,0.7941801975243464,0.018918310813131948,0.6916666666666667,0.037267799624996496,0.8911111111111112,0.022110831935702676
ArtificialDataset11,informative,SVM-rbf,0.9856666666666666,0.006333333333333314,0.9850458618084093,0.006599467871199025,0.9799999999999999,0.012472191289246466,0.9894444444444446,0.008031573497111647
ArtificialDataset11,informative,RandomForest,0.9346666666666665,0.013349989596333853,0.9311650867029708,0.014195038460598382,0.8983333333333334,0.03045944480416178,0.9588888888888887,0.01632993161855451
ArtificialDataset11,informative,KNN,0.9653333333333334,0.006863753427324662,0.963798501376302,0.007100832067529497,0.9533333333333334,0.013540064007726602,0.9733333333333333,0.012862041003100254
ArtificialDataset11,informative,NaiveBayes,0.7983333333333332,0.02135675797285512,0.788385144943043,0.021487903651069284,0.7558333333333332,0.024166666666666677,0.8266666666666665,0.03111111111111111
ArtificialDataset11,informative,DecisionTree,0.8216666666666667,0.02526525941551627,0.8120331440291112,0.02728935657098956,0.7725,0.03855911767086426,0.8544444444444445,0.02219442706159797
ArtificialDataset11,informative,XGBoost,0.9593333333333334,0.008919392106839775,0.957482590077093,0.00929925546033586,0.9441666666666666,0.018652524404666155,0.9694444444444443,0.013888888888888874
ArtificialDataset11,informative+redundant,LogReg,0.804,0.019765289440498133,0.789639688099187,0.021432879163016432,0.7141666666666666,0.03633371559431939,0.8638888888888889,0.02889423027543521
ArtificialDataset11,informative+redundant,SVM-linear,0.8096666666666668,0.016360521589077373,0.7922876728112149,0.01904848410387145,0.6891666666666667,0.03633371559431939,0.8899999999999999,0.022607766610417565
ArtificialDataset11,informative+redundant,SVM-rbf,0.984,0.006798692684790355,0.9833093460864987,0.007088480358063467,0.9783333333333335,0.013017082793177757,0.9877777777777776,0.008888888888888901
ArtificialDataset11,informative+redundant,RandomForest,0.9413333333333334,0.012666666666666668,0.9382133432629564,0.013393216960689423,0.9058333333333334,0.02556310275029662,0.9649999999999999,0.014917468424552834
ArtificialDataset11,informative+redundant,KNN,0.9596666666666666,0.010268614533832909,0.9578287985773034,0.01076765090659777,0.9450000000000001,0.020480342879074166,0.9694444444444443,0.01296957503325416
ArtificialDataset11,informative+redundant,NaiveBayes,0.787,0.019576062480034705,0.7787961235161872,0.01950500849269974,0.7708333333333333,0.02450906861642124,0.7977777777777777,0.030449310235654926
ArtificialDataset11,informative+redundant,DecisionTree,0.8313333333333333,0.023295206946208208,0.8214851949791349,0.024444703827063808,0.7716666666666667,0.02743679605525721,0.8711111111111112,0.025676044462869634
ArtificialDataset11,informative+redundant,XGBoost,0.9663333333333334,0.007951240294584362,0.9647674866027843,0.00840155987792472,0.9508333333333333,0.016853123680130557,0.9766666666666666,0.003333333333333322
ArtificialDataset11,informative+redundant_nonLinear,LogReg,0.8043333333333333,0.01926712802215791,0.7894652100690991,0.02178336030050447,0.7108333333333333,0.04362880037569476,0.8666666666666668,0.027329719724997415
ArtificialDataset11,informative+redundant_nonLinear,SVM-linear,0.8093333333333333,0.014514360704718144,0.7931172351238522,0.01652702719629593,0.6991666666666667,0.03602661053536215,0.8827777777777778,0.02452637783849347
ArtificialDataset11,informative+redundant_nonLinear,SVM-rbf,0.9806666666666665,0.006960204339273686,0.9798138013753377,0.00729513258906481,0.9724999999999999,0.01346291201783627,0.9861111111111113,0.007556372504853047
ArtificialDataset11,informative+redundant_nonLinear,RandomForest,0.9296666666666666,0.012423096769056152,0.9258566559044586,0.013200958252313889,0.8908333333333334,0.028734899415944443,0.9555555555555554,0.017743021580745907
ArtificialDataset11,informative+redundant_nonLinear,KNN,0.9493333333333333,0.011527744310527041,0.9472127863492259,0.012088639460491404,0.9450000000000001,0.028185890875479597,0.9522222222222222,0.01632993161855451
ArtificialDataset11,informative+redundant_nonLinear,NaiveBayes,0.6606666666666666,0.024801433650317686,0.6555392489313898,0.02814594230961527,0.9383333333333332,0.020138409955990928,0.47555555555555556,0.0464943910064615
ArtificialDataset11,informative+redundant_nonLinear,DecisionTree,0.8036666666666668,0.021262904578422753,0.7921585807766297,0.022807384250735155,0.7424999999999999,0.033839900840411594,0.8444444444444444,0.02629368792488719
ArtificialDataset11,informative+redundant_nonLinear,XGBoost,0.9560000000000001,0.010519822558706345,0.953864122838197,0.011265682320343246,0.9358333333333334,0.02814890959009088,0.9694444444444444,0.010318986456114825
ArtificialDataset11,informative+noise,LogReg,0.8003333333333333,0.01345362404707373,0.7855661328588692,0.013513236060121173,0.7083333333333334,0.030046260628866568,0.8616666666666667,0.029128281619818504
ArtificialDataset11,informative+noise,SVM-linear,0.8089999999999999,0.01713022021003947,0.7925721105891681,0.019509773952096326,0.6975,0.03873879766389819,0.8833333333333334,0.024720661623652208
ArtificialDataset11,informative+noise,SVM-rbf,0.9506666666666668,0.008406346808612311,0.9480965343849677,0.009037597576960104,0.9191666666666667,0.022376202636829257,0.9716666666666665,0.009765775461803844
ArtificialDataset11,informative+noise,RandomForest,0.9176666666666666,0.01770436229985266,0.9128626725102114,0.018783618661464847,0.8683333333333334,0.03472111109333278,0.9505555555555555,0.020853693754581615
ArtificialDataset11,informative+noise,KNN,0.8620000000000001,0.015648926125740672,0.8524799716284404,0.01783698676744834,0.7866666666666666,0.04169998667732269,0.9122222222222222,0.0175330375978439
ArtificialDataset11,informative+noise,NaiveBayes,0.7933333333333334,0.020923139768633615,0.7833402010109978,0.021582052790928404,0.7533333333333332,0.029154759474226483,0.82,0.02584378522136222
ArtificialDataset11,informative+noise,DecisionTree,0.7996666666666666,0.02647640458974745,0.7891106329350949,0.02840666486660449,0.7516666666666667,0.04146618434874911,0.8316666666666667,0.026299556396765837
ArtificialDataset11,informative+noise,XGBoost,0.9410000000000001,0.01699999999999999,0.9380983207686258,0.017922057967160957,0.9166666666666666,0.0316227766016838,0.9572222222222221,0.016489802310728687
ArtificialDataset11,informative+rand_extra,LogReg,0.8010000000000002,0.017259457954666164,0.7859598970634298,0.018616159243252474,0.7066666666666667,0.035118845842842444,0.8638888888888889,0.028246052930858145
ArtificialDataset11,informative+rand_extra,SVM-linear,0.8109999999999999,0.014761059883656334,0.7936935833383363,0.017007205918637205,0.6900000000000001,0.03551212625443752,0.8916666666666666,0.0233399461528889
ArtificialDataset11,informative+rand_extra,SVM-rbf,0.984,0.005925462944877042,0.983305938008075,0.006182300333855199,0.9775,0.011814539065631534,0.9883333333333333,0.008407081083567537
ArtificialDataset11,informative+rand_extra,RandomForest,0.9376666666666666,0.01135781669160053,0.934373561034402,0.011952934447988868,0.9016666666666666,0.020344259359556187,0.9616666666666666,0.0139332624488716
ArtificialDataset11,informative+rand_extra,KNN,0.9643333333333333,0.01075484386993444,0.9628024501625271,0.011184259643516242,0.9558333333333333,0.014457792977414547,0.97,0.014098419489388355
ArtificialDataset11,informative+rand_extra,NaiveBayes,0.7689999999999999,0.017130220210039456,0.7647283147869838,0.014874790326085754,0.8341666666666667,0.06835873511605278,0.7255555555555555,0.06479788138588148
ArtificialDataset11,informative+rand_extra,DecisionTree,0.8140000000000001,0.01678623774935222,0.8038512821397041,0.01840553443373506,0.7625,0.030561868034820413,0.8483333333333334,0.014283289035758283
ArtificialDataset11,informative+rand_extra,XGBoost,0.953,0.01168569876197205,0.9507528561335741,0.01232871755948401,0.9325000000000001,0.021874007914011156,0.9666666666666666,0.009622504486493755
ArtificialDataset11,mutual_info_top20,LogReg,0.7813333333333332,0.013515423288475515,0.764493339841939,0.014488225490311073,0.6833333333333333,0.03476108935769034,0.8466666666666667,0.027125679146074902
ArtificialDataset11,mutual_info_top20,SVM-linear,0.7843333333333333,0.015132745950421562,0.7684699428082331,0.01630182065480415,0.6925,0.033218552379991245,0.8455555555555556,0.025067809272618848
ArtificialDataset11,mutual_info_top20,SVM-rbf,0.9223333333333334,0.01646882576938082,0.9180677730957564,0.0180000127325382,0.8866666666666667,0.048904669170404036,0.946111111111111,0.0184340666922634
ArtificialDataset11,mutual_info_top20,RandomForest,0.8736666666666666,0.013617798810543664,0.866875356454921,0.014998100262530366,0.8316666666666667,0.03905124837953328,0.9016666666666667,0.01740051084818426
ArtificialDataset11,mutual_info_top20,KNN,0.8766666666666667,0.018257418583505547,0.8687064786347793,0.020490621266489963,0.8141666666666667,0.05310497988784939,0.9183333333333333,0.023047187236323947
ArtificialDataset11,mutual_info_top20,NaiveBayes,0.7103333333333334,0.02208317610006917,0.7092451147706823,0.022748018891532797,0.925,0.03395258131243893,0.5672222222222222,0.049093636911367484
ArtificialDataset11,mutual_info_top20,DecisionTree,0.7836666666666666,0.02084066537645411,0.7710446931505379,0.022094291323865242,0.7208333333333334,0.03101299010988066,0.8255555555555555,0.025482988758177137
ArtificialDataset11,mutual_info_top20,XGBoost,0.8946666666666665,0.017333333333333326,0.8886959706956992,0.01973519994431485,0.8525,0.05191472709057507,0.9227777777777778,0.016187558093703838
ArtificialDataset11,f_classif_top20,LogReg,0.7763333333333333,0.021779194965226182,0.7593819845745514,0.02371887435072385,0.6791666666666666,0.03189609868167439,0.8411111111111111,0.025603819159562044
ArtificialDataset11,f_classif_top20,SVM-linear,0.7793333333333333,0.01481740718059524,0.759859277106121,0.016763149820980833,0.6616666666666666,0.03274480450731415,0.8577777777777778,0.021688023662159044
ArtificialDataset11,f_classif_top20,SVM-rbf,0.9503333333333334,0.010049875621120904,0.9476997900275943,0.010610829757948756,0.9166666666666667,0.029580398915498074,0.9727777777777776,0.018994801108087513
ArtificialDataset11,f_classif_top20,RandomForest,0.882,0.02625515822335362,0.8749297084117268,0.028343349486838157,0.8266666666666668,0.04310839052125854,0.918888888888889,0.02560381915956202
ArtificialDataset11,f_classif_top20,KNN,0.9029999999999999,0.020626304672539984,0.8975141557616556,0.022185776092799255,0.8574999999999999,0.040901303972693426,0.9333333333333333,0.02290614236454255
ArtificialDataset11,f_classif_top20,NaiveBayes,0.748,0.017461067804945052,0.739820140447083,0.01725713719058929,0.7441666666666666,0.023288647687470212,0.7505555555555555,0.02657971936423484
ArtificialDataset11,f_classif_top20,DecisionTree,0.8023333333333333,0.01932471072084767,0.7911413825352985,0.020768880830950957,0.745,0.031224989991991987,0.8405555555555555,0.018434066692263416
ArtificialDataset11,f_classif_top20,XGBoost,0.9143333333333332,0.012023125864580965,0.909685169232066,0.012747146275715956,0.8733333333333333,0.02833333333333333,0.9416666666666667,0.01944444444444443
ArtificialDataset11,rf_top20,LogReg,0.7933333333333333,0.015705625319186334,0.7770915377484867,0.017588563659912824,0.6933333333333335,0.036094013046179534,0.8600000000000001,0.02341256389522831
ArtificialDataset11,rf_top20,SVM-linear,0.7976666666666667,0.013988090172238187,0.7797208581881813,0.015505160657531174,0.6799999999999999,0.031224989991991997,0.8761111111111111,0.022505143445032322
ArtificialDataset11,rf_top20,SVM-rbf,0.9526666666666668,0.012631530214330935,0.9500499054120531,0.01360361534579623,0.9158333333333333,0.028492201662131258,0.9772222222222222,0.005241100628920341
ArtificialDataset11,rf_top20,RandomForest,0.9063333333333332,0.01760366123534784,0.9005094981539749,0.019408661338811202,0.8508333333333333,0.0452539132746182,0.9433333333333331,0.014010578014353889
ArtificialDataset11,rf_top20,KNN,0.9189999999999999,0.012297244497131158,0.9139296203580761,0.01407433933662189,0.8641666666666667,0.0431486448866654,0.9555555555555555,0.01360827634879543
ArtificialDataset11,rf_top20,NaiveBayes,0.8026666666666668,0.016852299546352718,0.7863860758738452,0.0197460201160944,0.7008333333333334,0.05886071128803435,0.8705555555555555,0.03575033454043592
ArtificialDataset11,rf_top20,DecisionTree,0.807,0.028025781781146526,0.7951420459495437,0.030649773400478836,0.7416666666666666,0.04564354645876384,0.8505555555555555,0.028048679025254097
ArtificialDataset11,rf_top20,XGBoost,0.9309999999999998,0.012476644848141927,0.9273695894030316,0.013317209334188103,0.8958333333333334,0.026938716458741022,0.9544444444444442,0.01625415426480867
ArtificialDataset11,relief_top20,LogReg,0.784,0.01489220526912578,0.7668063239056859,0.016859763211800282,0.6808333333333334,0.029356524923014233,0.8527777777777776,0.017612074982385952
ArtificialDataset11,relief_top20,SVM-linear,0.788,0.01375984496036687,0.7698564501433397,0.016870183919638845,0.6758333333333334,0.03544361719689457,0.8627777777777779,0.014065543223524617
ArtificialDataset11,relief_top20,SVM-rbf,0.9483333333333333,0.010671873729054733,0.9453771212637168,0.011804776659384298,0.9075000000000001,0.0344500443476573,0.9755555555555556,0.01247219128924648
ArtificialDataset11,relief_top20,RandomForest,0.9003333333333334,0.017792008193443343,0.8946081149314817,0.019431582142786917,0.8525,0.036713984619851155,0.9322222222222223,0.013099806802835097
ArtificialDataset11,relief_top20,KNN,0.9086666666666666,0.01808621328833406,0.902282698918585,0.02013377038876065,0.8358333333333334,0.040147298234819696,0.9572222222222221,0.01572330188676101
ArtificialDataset11,relief_top20,NaiveBayes,0.756,0.023607908279501016,0.7445044130931657,0.024129201430105184,0.7158333333333333,0.03363406011768427,0.7827777777777777,0.0327212318280605
ArtificialDataset11,relief_top20,DecisionTree,0.8123333333333334,0.032181775380899454,0.8009736679216207,0.03553894715628948,0.7508333333333334,0.054447987413065425,0.8533333333333333,0.02211083193570265
ArtificialDataset11,relief_top20,XGBoost,0.9259999999999998,0.014892205269125785,0.922334273840492,0.01612113156011254,0.9,0.03395258131243895,0.9433333333333331,0.013562839573037428
ArtificialDataset11,xgb_top20,LogReg,0.7913333333333333,0.013759844960366875,0.7764782438873691,0.013586318894474576,0.7033333333333334,0.025055493963954855,0.85,0.027329719724997422
ArtificialDataset11,xgb_top20,SVM-linear,0.7903333333333333,0.013860415257527871,0.7740618338894191,0.014307172680056912,0.6908333333333333,0.027499999999999986,0.8566666666666667,0.02567604446286964
ArtificialDataset11,xgb_top20,SVM-rbf,0.9620000000000001,0.0054160256030906535,0.9602137638576776,0.0056632961270143365,0.9433333333333334,0.017795130420052183,0.9744444444444443,0.012472191289246475
ArtificialDataset11,xgb_top20,RandomForest,0.9066666666666666,0.017191729277636823,0.9014767144423089,0.018325920942459793,0.8616666666666667,0.029860788111948217,0.9366666666666668,0.02066786137526476
ArtificialDataset11,xgb_top20,KNN,0.9209999999999999,0.016736520280844255,0.9160444300396013,0.018436761531582708,0.8641666666666667,0.0374629446549817,0.9588888888888887,0.016329931618554505
