fold,dataset,model,strategy,pre_corr,corr_th,measure,n_features,acc_train,gps_train,acc_test,gps_test,complexity_all_kDN,complexity_all_N1,complexity_all_Hostility,complexity_sel_kDN,complexity_sel_N1,complexity_sel_Hostility
1,sylvine_NoPreFilter,KNN,NONE,False,,NONE,20,0.8911929738960722,0.8907108978924707,0.817560975609756,0.815664722613673,0.26767504269333986,0.2557434643370238,0.1995608685045133,,,
1,sylvine_NoPreFilter,SVM,NONE,False,,NONE,20,0.9516955354964626,0.9516283757049568,0.9278048780487805,0.9276409004633105,0.26767504269333986,0.2557434643370238,0.1995608685045133,,,
1,sylvine_NoPreFilter,KNN,COMPLEXITY_corr,False,0.55,kDN,20,0.8911929738960722,0.8907108978924707,0.817560975609756,0.815664722613673,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133
1,sylvine_NoPreFilter,SVM,COMPLEXITY_corr,False,0.55,kDN,20,0.9516955354964626,0.9516283757049568,0.9278048780487805,0.9276409004633105,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133
1,sylvine_NoPreFilter,KNN,COMPLEXITY_corr,False,0.6,kDN,20,0.8911929738960722,0.8907108978924707,0.817560975609756,0.815664722613673,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133
1,sylvine_NoPreFilter,SVM,COMPLEXITY_corr,False,0.6,kDN,20,0.9516955354964626,0.9516283757049568,0.9278048780487805,0.9276409004633105,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133
1,sylvine_NoPreFilter,KNN,COMPLEXITY_corr,False,0.65,kDN,20,0.8911929738960722,0.8907108978924707,0.817560975609756,0.815664722613673,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133
1,sylvine_NoPreFilter,SVM,COMPLEXITY_corr,False,0.65,kDN,20,0.9516955354964626,0.9516283757049568,0.9278048780487805,0.9276409004633105,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133
1,sylvine_NoPreFilter,KNN,COMPLEXITY_corr,False,0.7,kDN,20,0.8911929738960722,0.8907108978924707,0.817560975609756,0.815664722613673,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133
1,sylvine_NoPreFilter,SVM,COMPLEXITY_corr,False,0.7,kDN,20,0.9516955354964626,0.9516283757049568,0.9278048780487805,0.9276409004633105,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133
1,sylvine_NoPreFilter,KNN,COMPLEXITY_corr,False,0.75,kDN,20,0.8911929738960722,0.8907108978924707,0.817560975609756,0.815664722613673,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133
1,sylvine_NoPreFilter,SVM,COMPLEXITY_corr,False,0.75,kDN,20,0.9516955354964626,0.9516283757049568,0.9278048780487805,0.9276409004633105,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133
1,sylvine_NoPreFilter,KNN,COMPLEXITY_corr,False,0.8,kDN,20,0.8911929738960722,0.8907108978924707,0.817560975609756,0.815664722613673,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133
1,sylvine_NoPreFilter,SVM,COMPLEXITY_corr,False,0.8,kDN,20,0.9516955354964626,0.9516283757049568,0.9278048780487805,0.9276409004633105,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133
1,sylvine_NoPreFilter,KNN,COMPLEXITY_corr,False,0.55,N1,20,0.8911929738960722,0.8907108978924707,0.817560975609756,0.815664722613673,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133
1,sylvine_NoPreFilter,SVM,COMPLEXITY_corr,False,0.55,N1,20,0.9516955354964626,0.9516283757049568,0.9278048780487805,0.9276409004633105,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133
1,sylvine_NoPreFilter,KNN,COMPLEXITY_corr,False,0.6,N1,20,0.8911929738960722,0.8907108978924707,0.817560975609756,0.815664722613673,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133
1,sylvine_NoPreFilter,SVM,COMPLEXITY_corr,False,0.6,N1,20,0.9516955354964626,0.9516283757049568,0.9278048780487805,0.9276409004633105,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133
1,sylvine_NoPreFilter,KNN,COMPLEXITY_corr,False,0.65,N1,20,0.8911929738960722,0.8907108978924707,0.817560975609756,0.815664722613673,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133
1,sylvine_NoPreFilter,SVM,COMPLEXITY_corr,False,0.65,N1,20,0.9516955354964626,0.9516283757049568,0.9278048780487805,0.9276409004633105,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133
1,sylvine_NoPreFilter,KNN,COMPLEXITY_corr,False,0.7,N1,20,0.8911929738960722,0.8907108978924707,0.817560975609756,0.815664722613673,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133
1,sylvine_NoPreFilter,SVM,COMPLEXITY_corr,False,0.7,N1,20,0.9516955354964626,0.9516283757049568,0.9278048780487805,0.9276409004633105,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133
1,sylvine_NoPreFilter,KNN,COMPLEXITY_corr,False,0.75,N1,20,0.8911929738960722,0.8907108978924707,0.817560975609756,0.815664722613673,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133
1,sylvine_NoPreFilter,SVM,COMPLEXITY_corr,False,0.75,N1,20,0.9516955354964626,0.9516283757049568,0.9278048780487805,0.9276409004633105,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133
1,sylvine_NoPreFilter,KNN,COMPLEXITY_corr,False,0.8,N1,20,0.8911929738960722,0.8907108978924707,0.817560975609756,0.815664722613673,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133
1,sylvine_NoPreFilter,SVM,COMPLEXITY_corr,False,0.8,N1,20,0.9516955354964626,0.9516283757049568,0.9278048780487805,0.9276409004633105,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133
1,sylvine_NoPreFilter,KNN,COMPLEXITY_corr,False,0.55,Hostility,20,0.8911929738960722,0.8907108978924707,0.817560975609756,0.815664722613673,,,,0.26767504269333986,0.2557434643370238,0.1995608685045133
