fold,dataset,model,strategy,pre_corr,corr_th,measure,n_features,acc_train,gps_train,acc_test,gps_test,complexity_all_kDN,complexity_all_N1,complexity_all_Hostility,complexity_sel_kDN,complexity_sel_N1,complexity_sel_Hostility
1,bands_NoPreFilter,KNN,NONE,False,,NONE,19,0.821917808219178,0.8019801980198019,0.7808219178082192,0.7548387096774194,0.3863013698630137,0.30094178082191775,0.2602739726027397,,,
1,bands_NoPreFilter,SVM,NONE,False,,NONE,19,0.815068493150685,0.7603133159268929,0.7671232876712328,0.711864406779661,0.3863013698630137,0.30094178082191775,0.2602739726027397,,,
1,bands_NoPreFilter,KNN,COMPLEXITY_corr,False,0.55,kDN,15,0.8184931506849316,0.7964126713704817,0.7397260273972602,0.695187165775401,,,,0.3904109589041096,0.32835127201565556,0.2808219178082192
1,bands_NoPreFilter,SVM,COMPLEXITY_corr,False,0.55,kDN,15,0.8116438356164384,0.7567143843670094,0.7534246575342466,0.6758349705304519,,,,0.3904109589041096,0.32835127201565556,0.2808219178082192
1,bands_NoPreFilter,KNN,COMPLEXITY_corr,False,0.6,kDN,15,0.7945205479452054,0.7621651175505741,0.7123287671232876,0.6608695652173913,,,,0.3917808219178082,0.32826973255055447,0.2808219178082192
1,bands_NoPreFilter,SVM,COMPLEXITY_corr,False,0.6,kDN,15,0.815068493150685,0.7646671061305208,0.7397260273972602,0.675110829639012,,,,0.3917808219178082,0.32826973255055447,0.2808219178082192
1,bands_NoPreFilter,KNN,COMPLEXITY_corr,False,0.65,kDN,16,0.8082191780821918,0.7826744721436558,0.726027397260274,0.690781796966161,,,,0.3780821917808219,0.29691780821917807,0.3219178082191781
1,bands_NoPreFilter,SVM,COMPLEXITY_corr,False,0.65,kDN,16,0.8082191780821918,0.7531380753138076,0.7123287671232876,0.62292817679558,,,,0.3780821917808219,0.29691780821917807,0.3219178082191781
1,bands_NoPreFilter,KNN,COMPLEXITY_corr,False,0.7,kDN,17,0.7876712328767124,0.7585506264815441,0.7397260273972602,0.710333145115754,,,,0.3883561643835617,0.29726027397260274,0.3047945205479452
1,bands_NoPreFilter,SVM,COMPLEXITY_corr,False,0.7,kDN,17,0.8253424657534246,0.7794584701512624,0.7534246575342466,0.6880907372400756,,,,0.3883561643835617,0.29726027397260274,0.3047945205479452
1,bands_NoPreFilter,KNN,COMPLEXITY_corr,False,0.75,kDN,17,0.7876712328767124,0.7585506264815441,0.7397260273972602,0.710333145115754,,,,0.3883561643835617,0.29726027397260274,0.3047945205479452
1,bands_NoPreFilter,SVM,COMPLEXITY_corr,False,0.75,kDN,17,0.8253424657534246,0.7794584701512624,0.7534246575342466,0.6880907372400756,,,,0.3883561643835617,0.29726027397260274,0.3047945205479452
1,bands_NoPreFilter,KNN,COMPLEXITY_corr,False,0.8,kDN,18,0.821917808219178,0.8019801980198019,0.7808219178082192,0.7548387096774194,,,,0.3863013698630137,0.29751712328767116,0.2808219178082192
1,bands_NoPreFilter,SVM,COMPLEXITY_corr,False,0.8,kDN,18,0.815068493150685,0.7603133159268929,0.7671232876712328,0.711864406779661,,,,0.3863013698630137,0.29751712328767116,0.2808219178082192
1,bands_NoPreFilter,KNN,COMPLEXITY_corr,False,0.55,N1,16,0.8458904109589042,0.8248916896415912,0.6986301369863014,0.6378308586184636,,,,0.3815068493150685,0.33979941291585125,0.3424657534246575
1,bands_NoPreFilter,SVM,COMPLEXITY_corr,False,0.55,N1,16,0.8116438356164384,0.7544041450777201,0.7534246575342466,0.6451612903225805,,,,0.3815068493150685,0.33979941291585125,0.3424657534246575
1,bands_NoPreFilter,KNN,COMPLEXITY_corr,False,0.6,N1,16,0.8458904109589042,0.8248916896415912,0.6986301369863014,0.6378308586184636,,,,0.3815068493150685,0.33979941291585125,0.3424657534246575
1,bands_NoPreFilter,SVM,COMPLEXITY_corr,False,0.6,N1,16,0.8116438356164384,0.7544041450777201,0.7534246575342466,0.6451612903225805,,,,0.3815068493150685,0.33979941291585125,0.3424657534246575
1,bands_NoPreFilter,KNN,COMPLEXITY_corr,False,0.65,N1,17,0.821917808219178,0.8009061323463723,0.7945205479452054,0.768,,,,0.3842465753424658,0.2962451076320939,0.2979452054794521
1,bands_NoPreFilter,SVM,COMPLEXITY_corr,False,0.65,N1,17,0.8287671232876712,0.7830763714593043,0.7808219178082192,0.7342657342657342,,,,0.3842465753424658,0.2962451076320939,0.2979452054794521
1,bands_NoPreFilter,KNN,COMPLEXITY_corr,False,0.7,N1,17,0.821917808219178,0.8009061323463723,0.7945205479452054,0.768,,,,0.3842465753424658,0.2962451076320939,0.2979452054794521
1,bands_NoPreFilter,SVM,COMPLEXITY_corr,False,0.7,N1,17,0.8287671232876712,0.7830763714593043,0.7808219178082192,0.7342657342657342,,,,0.3842465753424658,0.2962451076320939,0.2979452054794521
1,bands_NoPreFilter,KNN,COMPLEXITY_corr,False,0.75,N1,18,0.821917808219178,0.8009061323463723,0.7945205479452054,0.768,,,,0.3842465753424658,0.2996697651663405,0.2568493150684932
1,bands_NoPreFilter,SVM,COMPLEXITY_corr,False,0.75,N1,18,0.8287671232876712,0.7830763714593043,0.7808219178082192,0.7342657342657342,,,,0.3842465753424658,0.2996697651663405,0.2568493150684932
1,bands_NoPreFilter,KNN,COMPLEXITY_corr,False,0.8,N1,18,0.821917808219178,0.8009061323463723,0.7945205479452054,0.768,,,,0.3842465753424658,0.2996697651663405,0.2568493150684932
1,bands_NoPreFilter,SVM,COMPLEXITY_corr,False,0.8,N1,18,0.8287671232876712,0.7830763714593043,0.7808219178082192,0.7342657342657342,,,,0.3842465753424658,0.2996697651663405,0.2568493150684932
1,bands_NoPreFilter,KNN,COMPLEXITY_corr,False,0.55,Hostility,13,0.8013698630136986,0.7673158688794404,0.726027397260274,0.6826347305389222,,,,0.3856164383561644,0.333675799086758,0.339041095890411
