y,Hostility,N1,kDN,subset_k,variables_incluidas,measure,level
0,0.6513157894736842,0.7138157894736842,0.656578947368421,1,f153,Hostility,0
1,0.08045977011494253,0.3103448275862069,0.29770114942528736,1,f153,Hostility,1
dataset,0.254,0.433,0.40680000000000005,1,f153,Hostility,dataset
0,0.7631578947368421,0.6951754385964912,0.7092105263157894,2,"f153,f251",Hostility,0
1,0.09482758620689655,0.2789750957854406,0.3,2,"f153,f251",Hostility,1
dataset,0.298,0.4055,0.42440000000000005,2,"f153,f251",Hostility,dataset
0,0.7302631578947368,0.6925438596491228,0.7065789473684211,3,"f153,f251,f149",Hostility,0
1,0.13793103448275862,0.2907088122605364,0.2735632183908046,3,"f153,f251,f149",Hostility,1
dataset,0.318,0.41286666666666666,0.40520000000000006,3,"f153,f251,f149",Hostility,dataset
0,0.7236842105263158,0.7203947368421053,0.6934210526315789,4,"f153,f251,f149,f178",Hostility,0
1,0.10632183908045977,0.29482758620689653,0.28160919540229884,4,"f153,f251,f149,f178",Hostility,1
dataset,0.294,0.4241999999999999,0.40680000000000005,4,"f153,f251,f149,f178",Hostility,dataset
0,0.6381578947368421,0.6989035087719299,0.7026315789473684,5,"f153,f251,f149,f178,f106",Hostility,0
1,0.11206896551724138,0.2918103448275862,0.26954022988505744,5,"f153,f251,f149,f178,f106",Hostility,1
dataset,0.272,0.4155666666666667,0.40120000000000006,5,"f153,f251,f149,f178,f106",Hostility,dataset
0,0.7039473684210527,0.7254385964912281,0.7407894736842106,6,"f153,f251,f149,f178,f106,f128",Hostility,0
1,0.10919540229885058,0.30727969348659007,0.26321839080459775,6,"f153,f251,f149,f178,f106,f128",Hostility,1
dataset,0.29,0.43439999999999995,0.4084,6,"f153,f251,f149,f178,f106,f128",Hostility,dataset
0,0.7368421052631579,0.7212719298245615,0.7276315789473684,7,"f153,f251,f149,f178,f106,f128,f41",Hostility,0
1,0.1235632183908046,0.2720785440613027,0.26321839080459775,7,"f153,f251,f149,f178,f106,f128,f41",Hostility,1
dataset,0.31,0.40863333333333335,0.40440000000000004,7,"f153,f251,f149,f178,f106,f128,f41",Hostility,dataset
0,0.75,0.7319078947368421,0.7263157894736842,8,"f153,f251,f149,f178,f106,f128,f41,f30",Hostility,0
1,0.10344827586206896,0.2696360153256705,0.2488505747126437,8,"f153,f251,f149,f178,f106,f128,f41,f30",Hostility,1
dataset,0.3,0.4101666666666666,0.394,8,"f153,f251,f149,f178,f106,f128,f41,f30",Hostility,dataset
0,0.7302631578947368,0.6841557017543859,0.718421052631579,9,"f153,f251,f149,f178,f106,f128,f41,f30,f108",Hostility,0
1,0.12931034482758622,0.28869047619047616,0.2517241379310345,9,"f153,f251,f149,f178,f106,f128,f41,f30,f108",Hostility,1
dataset,0.312,0.4089119047619048,0.3936,9,"f153,f251,f149,f178,f106,f128,f41,f30,f108",Hostility,dataset
0,0.6710526315789473,0.6612938596491228,0.7236842105263158,10,"f153,f251,f149,f178,f106,f128,f41,f30,f108,f271",Hostility,0
1,0.10057471264367816,0.2732553366174056,0.25057471264367814,10,"f153,f251,f149,f178,f106,f128,f41,f30,f108,f271",Hostility,1
dataset,0.274,0.39121904761904763,0.39440000000000003,10,"f153,f251,f149,f178,f106,f128,f41,f30,f108,f271",Hostility,dataset
0,0.7105263157894737,0.6360197368421052,0.7092105263157894,11,"f153,f251,f149,f178,f106,f128,f41,f30,f108,f271,f260",Hostility,0
1,0.14942528735632185,0.26013957307060753,0.2517241379310345,11,"f153,f251,f149,f178,f106,f128,f41,f30,f108,f271,f260",Hostility,1
dataset,0.32,0.3744071428571428,0.3908000000000001,11,"f153,f251,f149,f178,f106,f128,f41,f30,f108,f271,f260",Hostility,dataset
0,0.7105263157894737,0.6680921052631579,0.7065789473684211,12,"f153,f251,f149,f178,f106,f128,f41,f30,f108,f271,f260,f264",Hostility,0
1,0.09195402298850575,0.28460591133004925,0.2459770114942529,12,"f153,f251,f149,f178,f106,f128,f41,f30,f108,f271,f260,f264",Hostility,1
dataset,0.28,0.4011857142857143,0.386,12,"f153,f251,f149,f178,f106,f128,f41,f30,f108,f271,f260,f264",Hostility,dataset
0,0.6907894736842105,0.6968201754385965,0.7118421052631579,13,"f153,f251,f149,f178,f106,f128,f41,f30,f108,f271,f260,f264,f54",Hostility,0
1,0.12931034482758622,0.26249885969713554,0.23333333333333334,13,"f153,f251,f149,f178,f106,f128,f41,f30,f108,f271,f260,f264,f54",Hostility,1
dataset,0.3,0.39453253968253965,0.3788,13,"f153,f251,f149,f178,f106,f128,f41,f30,f108,f271,f260,f264,f54",Hostility,dataset
0,0.8289473684210527,0.6794956140350877,0.7368421052631579,14,"f153,f251,f149,f178,f106,f128,f41,f30,f108,f271,f260,f264,f54,f113",Hostility,0
1,0.1724137931034483,0.25047094508301404,0.22758620689655173,14,"f153,f251,f149,f178,f106,f128,f41,f30,f108,f271,f260,f264,f54,f113",Hostility,1
dataset,0.372,0.3808944444444444,0.3824,14,"f153,f251,f149,f178,f106,f128,f41,f30,f108,f271,f260,f264,f54,f113",Hostility,dataset
