y,Hostility,N1,kDN,subset_k,variables_incluidas,measure,level
0,0.5723270440251572,0.660377358490566,0.6616352201257861,1,f361,Hostility,0
1,0.10557184750733138,0.3093841642228739,0.3096774193548387,1,f361,Hostility,1
dataset,0.254,0.421,0.42160000000000003,1,f361,Hostility,dataset
0,0.7232704402515723,0.6933962264150944,0.6767295597484277,2,"f361,f40",Hostility,0
1,0.11143695014662756,0.30083088954056697,0.2944281524926686,2,"f361,f40",Hostility,1
dataset,0.306,0.4256666666666667,0.4160000000000001,2,"f361,f40",Hostility,dataset
0,0.6792452830188679,0.6860587002096435,0.6855345911949685,3,"f361,f40,f221",Hostility,0
1,0.1348973607038123,0.32375366568914954,0.3331378299120235,3,"f361,f40,f221",Hostility,1
dataset,0.308,0.4389666666666666,0.44520000000000004,3,"f361,f40,f221",Hostility,dataset
0,0.7295597484276729,0.7141509433962264,0.7169811320754716,4,"f361,f40,f221,f242",Hostility,0
1,0.10263929618768329,0.29662756598240464,0.31378299120234604,4,"f361,f40,f221,f242",Hostility,1
dataset,0.302,0.4294,0.442,4,"f361,f40,f221,f242",Hostility,dataset
0,0.7044025157232704,0.6541928721174004,0.6578616352201259,5,"f361,f40,f221,f242,f123",Hostility,0
1,0.12609970674486803,0.3031769305962854,0.3032258064516129,5,"f361,f40,f221,f242,f123",Hostility,1
dataset,0.31,0.4148,0.41600000000000004,5,"f361,f40,f221,f242,f123",Hostility,dataset
0,0.6477987421383647,0.6373165618448637,0.6452830188679246,6,"f361,f40,f221,f242,f123,f77",Hostility,0
1,0.12903225806451613,0.29393939393939394,0.3020527859237537,6,"f361,f40,f221,f242,f123,f77",Hostility,1
dataset,0.294,0.40313333333333334,0.41120000000000007,6,"f361,f40,f221,f242,f123,f77",Hostility,dataset
0,0.6666666666666666,0.6164570230607966,0.618867924528302,7,"f361,f40,f221,f242,f123,f77,f241",Hostility,0
1,0.18475073313782991,0.28695014662756596,0.29560117302052785,7,"f361,f40,f221,f242,f123,f77,f241",Hostility,1
dataset,0.338,0.3917333333333333,0.3984,7,"f361,f40,f221,f242,f123,f77,f241",Hostility,dataset
0,0.7610062893081762,0.6363731656184487,0.660377358490566,8,"f361,f40,f221,f242,f123,f77,f241,f358",Hostility,0
1,0.09970674486803519,0.295405669599218,0.3143695014662757,8,"f361,f40,f221,f242,f123,f77,f241,f358",Hostility,1
dataset,0.31,0.4038333333333333,0.42440000000000005,8,"f361,f40,f221,f242,f123,f77,f241,f358",Hostility,dataset
0,0.7610062893081762,0.660377358490566,0.6566037735849057,9,"f361,f40,f221,f242,f123,f77,f241,f358,f258",Hostility,0
1,0.10850439882697947,0.2847018572825024,0.30498533724340177,9,"f361,f40,f221,f242,f123,f77,f241,f358,f258",Hostility,1
dataset,0.316,0.4041666666666666,0.4168,9,"f361,f40,f221,f242,f123,f77,f241,f358,f258",Hostility,dataset
0,0.6415094339622641,0.6273584905660378,0.6251572327044026,10,"f361,f40,f221,f242,f123,f77,f241,f358,f258,f105",Hostility,0
1,0.12609970674486803,0.2862414467253177,0.30791788856304986,10,"f361,f40,f221,f242,f123,f77,f241,f358,f258,f105",Hostility,1
dataset,0.29,0.39471666666666666,0.4088,10,"f361,f40,f221,f242,f123,f77,f241,f358,f258,f105",Hostility,dataset
0,0.6855345911949685,0.6265199161425576,0.6490566037735849,11,"f361,f40,f221,f242,f123,f77,f241,f358,f258,f105,f337",Hostility,0
1,0.1348973607038123,0.2774123725736629,0.31085043988269795,11,"f361,f40,f221,f242,f123,f77,f241,f358,f258,f105,f337",Hostility,1
dataset,0.31,0.38842857142857146,0.4184,11,"f361,f40,f221,f242,f123,f77,f241,f358,f258,f105,f337",Hostility,dataset
0,0.7232704402515723,0.6025531596286313,0.6641509433962264,12,"f361,f40,f221,f242,f123,f77,f241,f358,f258,f105,f337,f70",Hostility,0
1,0.13196480938416422,0.2767490573942187,0.31671554252199413,12,"f361,f40,f221,f242,f123,f77,f241,f358,f258,f105,f337,f70",Hostility,1
dataset,0.32,0.38035476190476186,0.42719999999999997,12,"f361,f40,f221,f242,f123,f77,f241,f358,f258,f105,f337,f70",Hostility,dataset
0,0.6163522012578616,0.6193321353698712,0.6540880503144654,13,"f361,f40,f221,f242,f123,f77,f241,f358,f258,f105,f337,f70,f229",Hostility,0
1,0.17595307917888564,0.31493739235674717,0.3190615835777126,13,"f361,f40,f221,f242,f123,f77,f241,f358,f258,f105,f337,f70,f229",Hostility,1
dataset,0.316,0.4117349206349206,0.42560000000000003,13,"f361,f40,f221,f242,f123,f77,f241,f358,f258,f105,f337,f70,f229",Hostility,dataset
0,0.7295597484276729,0.6408056304282719,0.6591194968553459,14,"f361,f40,f221,f242,f123,f77,f241,f358,f258,f105,f337,f70,f229,f448",Hostility,0
1,0.11730205278592376,0.32122143089885025,0.3266862170087977,14,"f361,f40,f221,f242,f123,f77,f241,f358,f258,f105,f337,f70,f229,f448",Hostility,1
dataset,0.312,0.4228492063492063,0.43239999999999995,14,"f361,f40,f221,f242,f123,f77,f241,f358,f258,f105,f337,f70,f229,f448",Hostility,dataset
0,0.6855345911949685,0.6170959369072576,0.6654088050314465,15,"f361,f40,f221,f242,f123,f77,f241,f358,f258,f105,f337,f70,f229,f448,f21",Hostility,0
1,0.14076246334310852,0.2926057813154587,0.31671554252199413,15,"f361,f40,f221,f242,f123,f77,f241,f358,f258,f105,f337,f70,f229,f448,f21",Hostility,1
dataset,0.314,0.39579365079365075,0.42760000000000004,15,"f361,f40,f221,f242,f123,f77,f241,f358,f258,f105,f337,f70,f229,f448,f21",Hostility,dataset
