measure,subset_k,model,variables_incluidas,mean_acc,std_acc,mean_gps,std_gps,mean_acc_class_0,mean_acc_class_1,std_acc_class_0,std_acc_class_1
Hostility,1,LogReg,f10,0.6699999999999999,0.03949683531626299,0.66737081130313,0.0402071463674762,0.682,0.6580000000000001,0.08553361912137236,0.07665507158694719
Hostility,1,SVM-linear,f10,0.666,0.040792156108742275,0.662900668649258,0.04227505801645604,0.698,0.634,0.07507329751649384,0.08534635317340748
Hostility,1,SVM-rbf,f10,0.666,0.046518813398452014,0.6611993370888689,0.04906845704130222,0.738,0.5940000000000001,0.06896375859826667,0.08248636250920512
Hostility,1,RandomForest,f10,0.5820000000000001,0.03655133376499413,0.5799010140629479,0.036686935540866786,0.568,0.5960000000000001,0.06337191807101941,0.06437390775772432
Hostility,1,KNN,f10,0.6269999999999999,0.034365680554879166,0.6251957314538432,0.035391446264843474,0.6359999999999999,0.618,0.06499230723708767,0.05963220606350228
Hostility,1,NaiveBayes,f10,0.667,0.04428317965096904,0.6627311580057837,0.047168439572379185,0.726,0.608,0.06814690014960328,0.08772684879784526
Hostility,1,DecisionTree,f10,0.5820000000000001,0.03655133376499413,0.5799010140629479,0.036686935540866786,0.568,0.5960000000000001,0.06337191807101941,0.06437390775772432
Hostility,1,XGBoost,f10,0.623,0.0414849370253831,0.6213294586444116,0.042083468169144524,0.6499999999999999,0.5960000000000001,0.03255764119219942,0.07838367176906169
Hostility,2,LogReg,"f10,f1",0.71,0.039749213828703577,0.7091511271797805,0.040286724873398606,0.706,0.7140000000000001,0.045650848842053296,0.06931089380465381
Hostility,2,SVM-linear,"f10,f1",0.709,0.03726929030716843,0.7081281728276073,0.037353293637222465,0.6940000000000001,0.724,0.04737087712930803,0.0656048778674269
Hostility,2,SVM-rbf,"f10,f1",0.728,0.03124099870362662,0.7274362616089909,0.03119453534126003,0.714,0.742,0.0456508488420533,0.050950956811427965
Hostility,2,RandomForest,"f10,f1",0.698,0.027129319932501055,0.6972761800192129,0.027279863297538464,0.704,0.692,0.03199999999999998,0.06079473661428265
Hostility,2,KNN,"f10,f1",0.7060000000000001,0.03382306905057551,0.7054776554326085,0.03366834356293118,0.7020000000000001,0.71,0.028913664589601908,0.06403124237432849
Hostility,2,NaiveBayes,"f10,f1",0.714,0.0349857113690718,0.7130973753939298,0.035730666740154016,0.732,0.696,0.04118252056394802,0.06374950980203689
Hostility,2,DecisionTree,"f10,f1",0.644,0.051807335387954484,0.6434966742415937,0.05167950971684846,0.6419999999999999,0.6460000000000001,0.05617828762075256,0.0645290632196067
Hostility,2,XGBoost,"f10,f1",0.6759999999999999,0.031048349392520037,0.6752367163278468,0.03084646920439732,0.6659999999999999,0.6859999999999999,0.03903844259188626,0.05936328831862333
Hostility,3,LogReg,"f10,f1,f35",0.7379999999999999,0.02357965224510321,0.7369244660876663,0.0236957706972625,0.726,0.75,0.045650848842053296,0.06884765791223403
Hostility,3,SVM-linear,"f10,f1,f35",0.751,0.025475478405714017,0.7499221361613884,0.025400659488258173,0.726,0.776,0.044766058571198766,0.06799999999999999
Hostility,3,SVM-rbf,"f10,f1,f35",0.736,0.033823069050575534,0.7354942281442962,0.03383947747740787,0.726,0.746,0.0447660585711988,0.054442630355264796
Hostility,3,RandomForest,"f10,f1,f35",0.7060000000000001,0.029393876913398117,0.7056348465677746,0.029244449810364063,0.706,0.706,0.04103656905736637,0.043863424398922615
Hostility,3,KNN,"f10,f1,f35",0.705,0.02872281323269013,0.7042687701362562,0.028656787881953086,0.706,0.704,0.051419840528729756,0.050438080851673964
Hostility,3,NaiveBayes,"f10,f1,f35",0.7060000000000001,0.04127953488110059,0.7048253594407994,0.04267889760000452,0.728,0.6839999999999999,0.042142615011410936,0.07255342858886822
Hostility,3,DecisionTree,"f10,f1,f35",0.6549999999999999,0.030413812651491106,0.6546435450520287,0.030333779791467102,0.656,0.654,0.036660605559646724,0.04386342439892263
Hostility,3,XGBoost,"f10,f1,f35",0.722,0.025219040425836985,0.7213974645534942,0.025138352952218276,0.712,0.732,0.04019950248448356,0.05153639490690051
Hostility,4,LogReg,"f10,f1,f35,f41",0.8009999999999999,0.03534119409414457,0.8004842283621519,0.03576851938780246,0.804,0.798,0.07088018058667739,0.032802438933713436
Hostility,4,SVM-linear,"f10,f1,f35,f41",0.817,0.02968164415931164,0.8166815244511165,0.029790594110097168,0.826,0.808,0.05660388679233963,0.033704599092705415
Hostility,4,SVM-rbf,"f10,f1,f35,f41",0.807,0.0331813200460741,0.8066550861329201,0.033138268892526884,0.8240000000000001,0.79,0.04363484845854285,0.05234500931320961
Hostility,4,RandomForest,"f10,f1,f35,f41",0.7700000000000001,0.04266145801540309,0.7693940395101793,0.04290275255179243,0.796,0.744,0.05351635264103861,0.057131427428342804
Hostility,4,KNN,"f10,f1,f35,f41",0.773,0.031000000000000028,0.7724750576997855,0.031292525571223744,0.7979999999999999,0.748,0.04422668877499195,0.04489988864128728
Hostility,4,NaiveBayes,"f10,f1,f35,f41",0.757,0.04648655719667786,0.7556461495086796,0.04768081349592723,0.8019999999999999,0.712,0.04853864439804639,0.0711055553385247
