y,Hostility,N1,kDN,subset_k,variables_incluidas,measure,level
0,0.48766905330151156,0.513126491646778,0.5172633253778839,1,f84,Hostility,0
1,0.23580034423407917,0.3703384968445209,0.38095238095238093,1,f84,Hostility,1
dataset,0.3413333333333333,0.43016666666666664,0.43806666666666666,1,f84,Hostility,dataset
0,0.4908512330946698,0.5204189870060991,0.5244232299124901,2,"f84,f99",Hostility,0
1,0.2231784279977051,0.37392426850258176,0.3729202524383247,2,"f84,f99",Hostility,1
dataset,0.3353333333333333,0.4353055555555555,0.4364,2,"f84,f99",Hostility,dataset
0,0.4972155926809865,0.5233492442322991,0.5196499602227527,3,"f84,f99,f15",Hostility,0
1,0.23694779116465864,0.38410786001147446,0.3832472748135399,3,"f84,f99,f15",Hostility,1
dataset,0.346,0.44244999999999995,0.4404,3,"f84,f99,f15",Hostility,dataset
0,0.5083532219570406,0.5255369928400955,0.5186953062848051,4,"f84,f99,f15,f93",Hostility,0
1,0.23006310958118187,0.3817077835150124,0.38290304073436604,4,"f84,f99,f15,f93",Hostility,1
dataset,0.3466666666666667,0.44197222222222227,0.4398,4,"f84,f99,f15,f93",Hostility,dataset
0,0.42800318217979316,0.48650225404402014,0.4898965791567224,5,"f84,f99,f15,f93,f87",Hostility,0
1,0.1646586345381526,0.3464907248039778,0.3453815261044177,5,"f84,f99,f15,f93,f87",Hostility,1
dataset,0.275,0.40515555555555555,0.40593333333333337,5,"f84,f99,f15,f93,f87",Hostility,dataset
0,0.4232299124900557,0.48504375497215596,0.4891010342084328,6,"f84,f99,f15,f93,f87,f113",Hostility,0
1,0.17269076305220885,0.34653853509275195,0.3450372920252438,6,"f84,f99,f15,f93,f87,f113",Hostility,1
dataset,0.2776666666666667,0.4045722222222222,0.4054000000000001,6,"f84,f99,f15,f93,f87,f113",Hostility,dataset
0,0.411296738265712,0.4859321134977459,0.4908512330946698,7,"f84,f99,f15,f93,f87,f113,f97",Hostility,0
1,0.18129661503155478,0.35137693631669537,0.3519219736087206,7,"f84,f99,f15,f93,f87,f113,f97",Hostility,1
dataset,0.2776666666666667,0.40775555555555554,0.41013333333333335,7,"f84,f99,f15,f93,f87,f113,f97",Hostility,dataset
0,0.411296738265712,0.49594272076372314,0.4997613365155132,8,"f84,f99,f15,f93,f87,f113,f97,f104",Hostility,0
1,0.16580608146873207,0.35062153375406385,0.3493975903614458,8,"f84,f99,f15,f93,f87,f113,f97,f104",Hostility,1
dataset,0.26866666666666666,0.4115111111111111,0.4124,8,"f84,f99,f15,f93,f87,f113,f97,f104",Hostility,dataset
