y,Hostility,N1,kDN,subset_k,variables_incluidas,measure,level
0,0.5714285714285714,0.6228571428571429,0.6251428571428572,1,f66,Hostility,0
1,0.10153846153846154,0.3323076923076923,0.3310769230769231,1,f66,Hostility,1
dataset,0.266,0.434,0.434,1,f66,Hostility,dataset
0,0.7142857142857143,0.6328571428571429,0.6342857142857142,2,"f66,f160",Hostility,0
1,0.19384615384615383,0.3166666666666667,0.33292307692307693,2,"f66,f160",Hostility,1
dataset,0.376,0.4273333333333334,0.4384,2,"f66,f160",Hostility,dataset
0,0.7257142857142858,0.6067619047619048,0.616,3,"f66,f160,f15",Hostility,0
1,0.16,0.3164102564102564,0.3132307692307692,3,"f66,f160,f15",Hostility,1
dataset,0.358,0.4180333333333333,0.4192000000000001,3,"f66,f160,f15",Hostility,dataset
0,0.6057142857142858,0.6343809523809524,0.6,4,"f66,f160,f15,f102",Hostility,0
1,0.18153846153846154,0.3574871794871795,0.34092307692307694,4,"f66,f160,f15,f102",Hostility,1
dataset,0.33,0.45439999999999997,0.43160000000000004,4,"f66,f160,f15,f102",Hostility,dataset
0,0.7085714285714285,0.5980000000000001,0.6034285714285714,5,"f66,f160,f15,f102,f53",Hostility,0
1,0.15076923076923077,0.33728205128205124,0.33353846153846156,5,"f66,f160,f15,f102,f53",Hostility,1
dataset,0.346,0.4285333333333334,0.428,5,"f66,f160,f15,f102,f53",Hostility,dataset
0,0.6171428571428571,0.6326530612244897,0.616,6,"f66,f160,f15,f102,f53,f136",Hostility,0
1,0.18769230769230769,0.3390769230769231,0.34707692307692306,6,"f66,f160,f15,f102,f53,f136",Hostility,1
dataset,0.338,0.4418285714285714,0.44120000000000004,6,"f66,f160,f15,f102,f53,f136",Hostility,dataset
0,0.6857142857142857,0.6185714285714285,0.6171428571428571,7,"f66,f160,f15,f102,f53,f136,f37",Hostility,0
1,0.16,0.3294725274725275,0.3261538461538461,7,"f66,f160,f15,f102,f53,f136,f37",Hostility,1
dataset,0.344,0.43065714285714285,0.428,7,"f66,f160,f15,f102,f53,f136,f37",Hostility,dataset
0,0.7314285714285714,0.6542857142857142,0.6411428571428571,8,"f66,f160,f15,f102,f53,f136,f37,f144",Hostility,0
1,0.2246153846153846,0.3667179487179487,0.3384615384615385,8,"f66,f160,f15,f102,f53,f136,f37,f144",Hostility,1
dataset,0.402,0.46736666666666665,0.4444,8,"f66,f160,f15,f102,f53,f136,f37,f144",Hostility,dataset
0,0.5828571428571429,0.6428979591836734,0.6148571428571429,9,"f66,f160,f15,f102,f53,f136,f37,f144,f89",Hostility,0
1,0.19076923076923077,0.3569450549450549,0.35384615384615387,9,"f66,f160,f15,f102,f53,f136,f37,f144,f89",Hostility,1
dataset,0.328,0.4570285714285714,0.4452,9,"f66,f160,f15,f102,f53,f136,f37,f144,f89",Hostility,dataset
0,0.6114285714285714,0.592,0.6182857142857143,10,"f66,f160,f15,f102,f53,f136,f37,f144,f89,f14",Hostility,0
1,0.18461538461538463,0.3371282051282051,0.344,10,"f66,f160,f15,f102,f53,f136,f37,f144,f89,f14",Hostility,1
dataset,0.334,0.4263333333333334,0.44,10,"f66,f160,f15,f102,f53,f136,f37,f144,f89,f14",Hostility,dataset
0,0.6171428571428571,0.6235374149659864,0.6194285714285714,11,"f66,f160,f15,f102,f53,f136,f37,f144,f89,f14,f140",Hostility,0
1,0.16307692307692306,0.34712820512820514,0.3169230769230769,11,"f66,f160,f15,f102,f53,f136,f37,f144,f89,f14,f140",Hostility,1
dataset,0.322,0.44387142857142864,0.4228,11,"f66,f160,f15,f102,f53,f136,f37,f144,f89,f14,f140",Hostility,dataset
0,0.6571428571428571,0.5585578231292516,0.6388571428571428,12,"f66,f160,f15,f102,f53,f136,f37,f144,f89,f14,f140,f125",Hostility,0
1,0.24,0.3229084249084249,0.31076923076923074,12,"f66,f160,f15,f102,f53,f136,f37,f144,f89,f14,f140,f125",Hostility,1
dataset,0.386,0.40538571428571424,0.42560000000000003,12,"f66,f160,f15,f102,f53,f136,f37,f144,f89,f14,f140,f125",Hostility,dataset
0,0.7771428571428571,0.5456054421768707,0.6502857142857142,13,"f66,f160,f15,f102,f53,f136,f37,f144,f89,f14,f140,f125,f69",Hostility,0
1,0.16615384615384615,0.30245421245421245,0.30153846153846153,13,"f66,f160,f15,f102,f53,f136,f37,f144,f89,f14,f140,f125,f69",Hostility,1
dataset,0.38,0.3875571428571428,0.42360000000000003,13,"f66,f160,f15,f102,f53,f136,f37,f144,f89,f14,f140,f125,f69",Hostility,dataset
0,0.7371428571428571,0.6078412698412698,0.6685714285714286,14,"f66,f160,f15,f102,f53,f136,f37,f144,f89,f14,f140,f125,f69,f108",Hostility,0
1,0.19692307692307692,0.30865201465201464,0.3046153846153846,14,"f66,f160,f15,f102,f53,f136,f37,f144,f89,f14,f140,f125,f69,f108",Hostility,1
dataset,0.386,0.41336825396825394,0.43200000000000005,14,"f66,f160,f15,f102,f53,f136,f37,f144,f89,f14,f140,f125,f69,f108",Hostility,dataset
0,0.6342857142857142,0.6263809523809524,0.6685714285714286,15,"f66,f160,f15,f102,f53,f136,f37,f144,f89,f14,f140,f125,f69,f108,f88",Hostility,0
1,0.1753846153846154,0.31652869352869356,0.30030769230769233,15,"f66,f160,f15,f102,f53,f136,f37,f144,f89,f14,f140,f125,f69,f108,f88",Hostility,1
dataset,0.336,0.42497698412698415,0.4292,15,"f66,f160,f15,f102,f53,f136,f37,f144,f89,f14,f140,f125,f69,f108,f88",Hostility,dataset
0,0.64,0.6291700680272109,0.6742857142857143,16,"f66,f160,f15,f102,f53,f136,f37,f144,f89,f14,f140,f125,f69,f108,f88,f132",Hostility,0
