y,Hostility,N1,kDN,subset_k,variables_incluidas,measure,level
0,0.3775,0.5283333333333333,0.5213333333333333,1,f46,Hostility,0
1,0.24,0.3522222222222222,0.35388888888888886,1,f46,Hostility,1
dataset,0.295,0.4226666666666667,0.4208666666666667,1,f46,Hostility,dataset
0,0.4608333333333333,0.46680555555555553,0.48050000000000004,2,"f46,f59",Hostility,0
1,0.15166666666666667,0.3236111111111111,0.32033333333333336,2,"f46,f59",Hostility,1
dataset,0.2753333333333333,0.38088888888888883,0.3844,2,"f46,f59",Hostility,dataset
0,0.39166666666666666,0.4484722222222222,0.43866666666666665,3,"f46,f59,f4",Hostility,0
1,0.15777777777777777,0.2938518518518518,0.28200000000000003,3,"f46,f59,f4",Hostility,1
dataset,0.25133333333333335,0.35569999999999996,0.3446666666666667,3,"f46,f59,f4",Hostility,dataset
0,0.3983333333333333,0.4484722222222222,0.438,4,"f46,f59,f4,f62",Hostility,0
1,0.16777777777777778,0.2939907407407407,0.2818888888888889,4,"f46,f59,f4,f62",Hostility,1
dataset,0.26,0.3557833333333333,0.3443333333333333,4,"f46,f59,f4,f62",Hostility,dataset
0,0.37583333333333335,0.43322222222222223,0.42833333333333334,5,"f46,f59,f4,f62,f70",Hostility,0
1,0.17277777777777778,0.29960185185185184,0.2871111111111111,5,"f46,f59,f4,f62,f70",Hostility,1
dataset,0.254,0.35305000000000003,0.34360000000000007,5,"f46,f59,f4,f62,f70",Hostility,dataset
0,0.355,0.40188888888888885,0.39383333333333337,6,"f46,f59,f4,f62,f70,f2",Hostility,0
1,0.125,0.2703425925925926,0.2624444444444445,6,"f46,f59,f4,f62,f70,f2",Hostility,1
dataset,0.217,0.3229611111111111,0.31500000000000006,6,"f46,f59,f4,f62,f70,f2",Hostility,dataset
0,0.3025,0.3543055555555556,0.38716666666666666,7,"f46,f59,f4,f62,f70,f2,f16",Hostility,0
1,0.17,0.2432314814814815,0.24355555555555558,7,"f46,f59,f4,f62,f70,f2,f16",Hostility,1
dataset,0.223,0.2876611111111111,0.301,7,"f46,f59,f4,f62,f70,f2,f16",Hostility,dataset
0,0.25333333333333335,0.3355972222222222,0.36633333333333334,8,"f46,f59,f4,f62,f70,f2,f16,f6",Hostility,0
1,0.13944444444444445,0.2092962962962963,0.1978888888888889,8,"f46,f59,f4,f62,f70,f2,f16,f6",Hostility,1
dataset,0.185,0.25981666666666664,0.2652666666666667,8,"f46,f59,f4,f62,f70,f2,f16,f6",Hostility,dataset
0,0.3025,0.33552777777777776,0.35950000000000004,9,"f46,f59,f4,f62,f70,f2,f16,f6,f55",Hostility,0
1,0.10666666666666667,0.20287037037037037,0.19,9,"f46,f59,f4,f62,f70,f2,f16,f6,f55",Hostility,1
dataset,0.185,0.2559333333333333,0.2578,9,"f46,f59,f4,f62,f70,f2,f16,f6,f55",Hostility,dataset
0,0.26666666666666666,0.33594444444444443,0.35783333333333334,10,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65",Hostility,0
1,0.11,0.2005925925925926,0.19133333333333336,10,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65",Hostility,1
dataset,0.17266666666666666,0.2547333333333333,0.25793333333333335,10,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65",Hostility,dataset
0,0.29333333333333333,0.3067460317460317,0.3393333333333333,11,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14",Hostility,0
1,0.10833333333333334,0.18691931216931215,0.19555555555555557,11,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14",Hostility,1
dataset,0.18233333333333332,0.23484999999999998,0.25306666666666666,11,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14",Hostility,dataset
0,0.245,0.2815793650793651,0.3143333333333333,12,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42",Hostility,0
1,0.08611111111111111,0.17025925925925925,0.18122222222222223,12,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42",Hostility,1
dataset,0.14966666666666667,0.21478730158730158,0.23446666666666668,12,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42",Hostility,dataset
0,0.2275,0.26872420634920635,0.30833333333333335,13,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42,f18",Hostility,0
1,0.09055555555555556,0.15613403880070548,0.15755555555555556,13,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42,f18",Hostility,1
dataset,0.14533333333333334,0.2011701058201058,0.21786666666666668,13,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42,f18",Hostility,dataset
0,0.19083333333333333,0.22516468253968255,0.2786666666666667,14,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42,f18,f10",Hostility,0
1,0.08,0.135602733686067,0.13333333333333333,14,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42,f18,f10",Hostility,1
dataset,0.12433333333333334,0.17142751322751323,0.1914666666666667,14,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42,f18,f10",Hostility,dataset
0,0.2175,0.22578174603174603,0.2776666666666667,15,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42,f18,f10,f48",Hostility,0
1,0.06555555555555556,0.13878064373897706,0.132,15,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42,f18,f10,f48",Hostility,1
dataset,0.12633333333333333,0.17358108465608466,0.19026666666666664,15,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42,f18,f10,f48",Hostility,dataset
0,0.20083333333333334,0.22289484126984124,0.2753333333333334,16,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42,f18,f10,f48,f58",Hostility,0
1,0.08166666666666667,0.1278637566137566,0.13266666666666668,16,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42,f18,f10,f48,f58",Hostility,1
dataset,0.12933333333333333,0.16587619047619045,0.18973333333333334,16,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42,f18,f10,f48,f58",Hostility,dataset
0,0.21833333333333332,0.20335152116402117,0.2711666666666667,17,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42,f18,f10,f48,f58,f51",Hostility,0
1,0.07944444444444444,0.12791534391534393,0.1308888888888889,17,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42,f18,f10,f48,f58,f51",Hostility,1
dataset,0.135,0.1580898148148148,0.187,17,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42,f18,f10,f48,f58,f51",Hostility,dataset
0,0.1625,0.19591964285714286,0.24516666666666664,18,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42,f18,f10,f48,f58,f51,f8",Hostility,0
1,0.07166666666666667,0.12049074074074073,0.12366666666666666,18,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42,f18,f10,f48,f58,f51,f8",Hostility,1
dataset,0.108,0.1506623015873016,0.17226666666666665,18,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42,f18,f10,f48,f58,f51,f8",Hostility,dataset
0,0.19166666666666668,0.19372519841269842,0.2446666666666667,19,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42,f18,f10,f48,f58,f51,f8,f60",Hostility,0
1,0.06166666666666667,0.12187962962962963,0.12377777777777778,19,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42,f18,f10,f48,f58,f51,f8,f60",Hostility,1
dataset,0.11366666666666667,0.15061785714285714,0.17213333333333333,19,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42,f18,f10,f48,f58,f51,f8,f60",Hostility,dataset
0,0.17916666666666667,0.19143386243386243,0.23833333333333334,20,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42,f18,f10,f48,f58,f51,f8,f60,f9",Hostility,0
1,0.07944444444444444,0.11463359788359788,0.123,20,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42,f18,f10,f48,f58,f51,f8,f60,f9",Hostility,1
dataset,0.11933333333333333,0.1453537037037037,0.16913333333333333,20,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42,f18,f10,f48,f58,f51,f8,f60,f9",Hostility,dataset
0,0.14666666666666667,0.16706944444444444,0.21533333333333335,21,"f46,f59,f4,f62,f70,f2,f16,f6,f55,f65,f14,f42,f18,f10,f48,f58,f51,f8,f60,f9,f7",Hostility,0
