y,Hostility,N1,kDN,subset_k,variables_incluidas,measure,level
0,0.366,0.4246666666666667,0.4202666666666667,1,f51,Hostility,0
1,0.20133333333333334,0.4246666666666667,0.4168,1,f51,Hostility,1
dataset,0.2836666666666667,0.4246666666666667,0.41853333333333337,1,f51,Hostility,dataset
0,0.3506666666666667,0.3933888888888889,0.4046666666666667,2,"f51,f52",Hostility,0
1,0.20333333333333334,0.3869444444444444,0.3774666666666667,2,"f51,f52",Hostility,1
dataset,0.277,0.39016666666666666,0.3910666666666667,2,"f51,f52",Hostility,dataset
0,0.28,0.35067777777777775,0.36133333333333334,3,"f51,f52,f32",Hostility,0
1,0.19133333333333333,0.3407777777777778,0.3316,3,"f51,f52,f32",Hostility,1
dataset,0.23566666666666666,0.34572777777777774,0.3464666666666667,3,"f51,f52,f32",Hostility,dataset
0,0.214,0.3130111111111111,0.32293333333333335,4,"f51,f52,f32,f54",Hostility,0
1,0.2,0.3037111111111111,0.2962666666666667,4,"f51,f52,f32,f54",Hostility,1
dataset,0.207,0.3083611111111111,0.30960000000000004,4,"f51,f52,f32,f54",Hostility,dataset
0,0.204,0.2552888888888889,0.28093333333333337,5,"f51,f52,f32,f54,f39",Hostility,0
1,0.192,0.26411111111111113,0.2648,5,"f51,f52,f32,f54,f39",Hostility,1
dataset,0.198,0.2597,0.2728666666666667,5,"f51,f52,f32,f54,f39",Hostility,dataset
0,0.16933333333333334,0.2577111111111111,0.274,6,"f51,f52,f32,f54,f39,f45",Hostility,0
1,0.20466666666666666,0.25733333333333336,0.2598666666666667,6,"f51,f52,f32,f54,f39,f45",Hostility,1
dataset,0.187,0.2575222222222222,0.2669333333333333,6,"f51,f52,f32,f54,f39,f45",Hostility,dataset
0,0.19733333333333333,0.24935555555555552,0.2698666666666667,7,"f51,f52,f32,f54,f39,f45,f0",Hostility,0
1,0.21333333333333335,0.23959999999999998,0.242,7,"f51,f52,f32,f54,f39,f45,f0",Hostility,1
dataset,0.20533333333333334,0.2444777777777778,0.2559333333333333,7,"f51,f52,f32,f54,f39,f45,f0",Hostility,dataset
0,0.15866666666666668,0.23518888888888886,0.25693333333333335,8,"f51,f52,f32,f54,f39,f45,f0,f43",Hostility,0
1,0.20666666666666667,0.23636666666666667,0.23986666666666667,8,"f51,f52,f32,f54,f39,f45,f0,f43",Hostility,1
dataset,0.18266666666666667,0.23577777777777775,0.2484,8,"f51,f52,f32,f54,f39,f45,f0,f43",Hostility,dataset
0,0.12333333333333334,0.1650333333333333,0.19160000000000002,9,"f51,f52,f32,f54,f39,f45,f0,f43,f30",Hostility,0
1,0.17666666666666667,0.16414444444444445,0.1804,9,"f51,f52,f32,f54,f39,f45,f0,f43,f30",Hostility,1
dataset,0.15,0.1645888888888889,0.186,9,"f51,f52,f32,f54,f39,f45,f0,f43,f30",Hostility,dataset
0,0.13066666666666665,0.1681,0.1910666666666667,10,"f51,f52,f32,f54,f39,f45,f0,f43,f30,f47",Hostility,0
1,0.14066666666666666,0.1671888888888889,0.1836,10,"f51,f52,f32,f54,f39,f45,f0,f43,f30,f47",Hostility,1
dataset,0.13566666666666666,0.16764444444444446,0.18733333333333332,10,"f51,f52,f32,f54,f39,f45,f0,f43,f30,f47",Hostility,dataset
0,0.14466666666666667,0.18736666666666668,0.2121333333333333,11,"f51,f52,f32,f54,f39,f45,f0,f43,f30,f47,f16",Hostility,0
1,0.16133333333333333,0.18050476190476192,0.20573333333333335,11,"f51,f52,f32,f54,f39,f45,f0,f43,f30,f47,f16",Hostility,1
dataset,0.153,0.1839357142857143,0.20893333333333333,11,"f51,f52,f32,f54,f39,f45,f0,f43,f30,f47,f16",Hostility,dataset
0,0.12733333333333333,0.1865111111111111,0.20986666666666667,12,"f51,f52,f32,f54,f39,f45,f0,f43,f30,f47,f16,f62",Hostility,0
