y,Hostility,N1,kDN,subset_k,variables_incluidas,measure,level
0,0.6908887646730016,0.6082122228433017,0.6318613750698715,1,f145,Hostility,0
1,0.10339458112737465,0.3341934718452937,0.3499844285269386,1,f145,Hostility,1
dataset,0.3136,0.43223738095238096,0.45083999999999996,1,f145,Hostility,dataset
0,0.6780324203465623,0.6183156325694057,0.6321967579653438,2,"f145,f144",Hostility,0
1,0.09654313298037995,0.3544845842416693,0.3479289940828402,2,"f145,f144",Hostility,1
dataset,0.3046,0.4488833333333333,0.44964,2,"f145,f144",Hostility,dataset
0,0.708775852431526,0.6233184274268678,0.6314141978759082,3,"f145,f144,f132",Hostility,0
1,0.06851448146994706,0.3434755527872937,0.34531298660853316,3,"f145,f144,f132",Hostility,1
dataset,0.2976,0.4436033333333333,0.44768,3,"f145,f144,f132",Hostility,dataset
0,0.7082168809390721,0.63848518725545,0.6488541084404695,4,"f145,f144,f132,f126",Hostility,0
1,0.06446589847399564,0.35297934184573865,0.3389598255995017,4,"f145,f144,f132,f126",Hostility,1
dataset,0.2948,0.4551333333333334,0.44983999999999996,4,"f145,f144,f132,f126",Hostility,dataset
0,0.7350475125768586,0.6448095504272139,0.6532140860816098,5,"f145,f144,f132,f126,f111",Hostility,0
1,0.06758019308626596,0.3449192507896961,0.337153534724385,5,"f145,f144,f132,f126,f111",Hostility,1
dataset,0.3064,0.45221999999999996,0.45024,5,"f145,f144,f132,f126,f111",Hostility,dataset
0,0.742873113471213,0.6295602757592695,0.6440469536053661,6,"f145,f144,f132,f126,f111,f131",Hostility,0
1,0.06758019308626596,0.34332502854770064,0.32930551230146377,6,"f145,f144,f132,f126,f111,f131",Hostility,1
dataset,0.3092,0.44573999999999997,0.44192,6,"f145,f144,f132,f126,f111,f131",Hostility,dataset
0,0.7356064840693125,0.6227621177034257,0.640581330352152,7,"f145,f144,f132,f126,f111,f131,f143",Hostility,0
1,0.07505450015571473,0.3369399830938292,0.3309872313920897,7,"f145,f144,f132,f126,f111,f131,f143",Hostility,1
dataset,0.3114,0.43920714285714285,0.44176000000000004,7,"f145,f144,f132,f126,f111,f131,f143",Hostility,dataset
0,0.7316936836221353,0.5996899039101387,0.637562884292901,8,"f145,f144,f132,f126,f111,f131,f143,f89",Hostility,0
1,0.09156026160074743,0.3271010366152067,0.3256929305512301,8,"f145,f144,f132,f126,f111,f131,f143,f89",Hostility,1
dataset,0.3206,0.4246333333333333,0.43728,8,"f145,f144,f132,f126,f111,f131,f143,f89",Hostility,dataset
0,0.660145332588038,0.6091578162847028,0.6260480715483511,9,"f145,f144,f132,f126,f111,f131,f143,f89,f94",Hostility,0
1,0.10214886328246651,0.3221270632201806,0.32756150731859235,9,"f145,f144,f132,f126,f111,f131,f143,f89,f94",Hostility,1
dataset,0.3018,0.42482666666666663,0.43436,9,"f145,f144,f132,f126,f111,f131,f143,f89,f94",Hostility,dataset
0,0.6143096702068195,0.6047792062604808,0.6079373951928451,10,"f145,f144,f132,f126,f111,f131,f143,f89,f94,f13",Hostility,0
1,0.12363749610713173,0.3330841897643517,0.3316723762067892,10,"f145,f144,f132,f126,f111,f131,f143,f89,f94,f13",Hostility,1
dataset,0.2992,0.4302966666666667,0.43052000000000007,10,"f145,f144,f132,f126,f111,f131,f143,f89,f94,f13",Hostility,dataset
0,0.6349916154276132,0.6052356996459847,0.6087199552822806,11,"f145,f144,f132,f126,f111,f131,f143,f89,f94,f13,f116",Hostility,0
1,0.12675179071940207,0.3310183743382124,0.3305512301463719,11,"f145,f144,f132,f126,f111,f131,f143,f89,f94,f13,f116",Hostility,1
dataset,0.3086,0.4291333333333333,0.43008,11,"f145,f144,f132,f126,f111,f131,f143,f89,f94,f13,f116",Hostility,dataset
0,0.6528787031861375,0.5998323085522638,0.6079373951928451,12,"f145,f144,f132,f126,f111,f131,f143,f89,f94,f13,f116,f140",Hostility,0
1,0.11772033634381812,0.3196044845842417,0.31790719402055434,12,"f145,f144,f132,f126,f111,f131,f143,f89,f94,f13,f116,f140",Hostility,1
dataset,0.3092,0.41986999999999997,0.42168,12,"f145,f144,f132,f126,f111,f131,f143,f89,f94,f13,f116,f140",Hostility,dataset
0,0.606484069312465,0.6062604807154834,0.588932364449413,13,"f145,f144,f132,f126,f111,f131,f143,f89,f94,f13,f116,f140,f39",Hostility,0
1,0.1379632513235752,0.32179487179487176,0.3166614761756462,13,"f145,f144,f132,f126,f111,f131,f143,f89,f94,f13,f116,f140,f39",Hostility,1
dataset,0.3056,0.42357666666666666,0.41408,13,"f145,f144,f132,f126,f111,f131,f143,f89,f94,f13,f116,f140,f39",Hostility,dataset
0,0.6103968697596422,0.5949626021453859,0.6019005030743432,14,"f145,f144,f132,f126,f111,f131,f143,f89,f94,f13,f116,f140,f39,f133",Hostility,0
