y,Hostility,N1,kDN,subset_k,variables_incluidas,measure,level
0,0.5033333333333333,0.5158333333333334,0.5353333333333333,1,f53,Hostility,0
1,0.07214285714285715,0.22107142857142856,0.23014285714285712,1,f53,Hostility,1
dataset,0.2015,0.3095,0.32170000000000004,1,f53,Hostility,dataset
0,0.36666666666666664,0.44958333333333333,0.44,2,"f53,f37",Hostility,0
1,0.06428571428571428,0.1880952380952381,0.181,2,"f53,f37",Hostility,1
dataset,0.155,0.2665416666666667,0.2587,2,"f53,f37",Hostility,dataset
0,0.3416666666666667,0.41833333333333333,0.4196666666666667,3,"f53,f37,f2",Hostility,0
1,0.07714285714285714,0.18648809523809523,0.18557142857142858,3,"f53,f37,f2",Hostility,1
dataset,0.1565,0.2560416666666666,0.2558,3,"f53,f37,f2",Hostility,dataset
0,0.3616666666666667,0.41797222222222224,0.427,4,"f53,f37,f2,f36",Hostility,0
1,0.07214285714285715,0.1874404761904762,0.19,4,"f53,f37,f2,f36",Hostility,1
dataset,0.159,0.25660000000000005,0.2611,4,"f53,f37,f2,f36",Hostility,dataset
0,0.30666666666666664,0.3433333333333333,0.338,5,"f53,f37,f2,f36,f39",Hostility,0
1,0.05071428571428571,0.1493095238095238,0.1622857142857143,5,"f53,f37,f2,f36,f39",Hostility,1
dataset,0.1275,0.20751666666666668,0.215,5,"f53,f37,f2,f36,f39",Hostility,dataset
0,0.335,0.3491944444444444,0.3526666666666667,6,"f53,f37,f2,f36,f39,f58",Hostility,0
1,0.05,0.15692857142857142,0.16914285714285715,6,"f53,f37,f2,f36,f39,f58",Hostility,1
dataset,0.1355,0.21460833333333335,0.22419999999999998,6,"f53,f37,f2,f36,f39,f58",Hostility,dataset
0,0.33666666666666667,0.3523015873015873,0.35400000000000004,7,"f53,f37,f2,f36,f39,f58,f41",Hostility,0
1,0.054285714285714284,0.1513095238095238,0.17214285714285715,7,"f53,f37,f2,f36,f39,f58,f41",Hostility,1
dataset,0.139,0.21160714285714283,0.22669999999999998,7,"f53,f37,f2,f36,f39,f58,f41",Hostility,dataset
0,0.365,0.3570555555555555,0.342,8,"f53,f37,f2,f36,f39,f58,f41,f54",Hostility,0
1,0.05071428571428571,0.15344727891156462,0.1657142857142857,8,"f53,f37,f2,f36,f39,f58,f41,f54",Hostility,1
dataset,0.145,0.21452976190476186,0.21859999999999996,8,"f53,f37,f2,f36,f39,f58,f41,f54",Hostility,dataset
0,0.3283333333333333,0.32719444444444445,0.3403333333333334,9,"f53,f37,f2,f36,f39,f58,f41,f54,f42",Hostility,0
1,0.06428571428571428,0.14736309523809524,0.16757142857142857,9,"f53,f37,f2,f36,f39,f58,f41,f54,f42",Hostility,1
dataset,0.1435,0.2013125,0.2194,9,"f53,f37,f2,f36,f39,f58,f41,f54,f42",Hostility,dataset
0,0.29,0.30333333333333334,0.32066666666666666,10,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26",Hostility,0
1,0.07,0.13324829931972787,0.14414285714285716,10,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26",Hostility,1
dataset,0.136,0.1842738095238095,0.19710000000000003,10,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26",Hostility,dataset
0,0.33166666666666667,0.3146626984126984,0.33533333333333337,11,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43",Hostility,0
1,0.08,0.13797619047619047,0.146,11,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43",Hostility,1
dataset,0.1555,0.19098214285714285,0.2028,11,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43",Hostility,dataset
0,0.315,0.3199166666666666,0.33133333333333337,12,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60",Hostility,0
1,0.07357142857142857,0.1373095238095238,0.1402857142857143,12,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60",Hostility,1
dataset,0.146,0.19209166666666666,0.1976,12,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60",Hostility,dataset
0,0.2866666666666667,0.29866666666666664,0.31533333333333335,13,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32",Hostility,0
1,0.052142857142857144,0.13375,0.13714285714285715,13,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32",Hostility,1
dataset,0.1225,0.18322500000000003,0.19060000000000002,13,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32",Hostility,dataset
0,0.28833333333333333,0.30233333333333334,0.31266666666666665,14,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51",Hostility,0
1,0.05928571428571429,0.13311904761904764,0.13685714285714284,14,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51",Hostility,1
dataset,0.128,0.18388333333333332,0.18960000000000002,14,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51",Hostility,dataset
0,0.2966666666666667,0.2885238095238095,0.31633333333333336,15,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31",Hostility,0
1,0.04357142857142857,0.13521428571428573,0.13542857142857143,15,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31",Hostility,1
dataset,0.1195,0.18120714285714284,0.1897,15,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31",Hostility,dataset
0,0.3233333333333333,0.29208730158730156,0.3236666666666667,16,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57",Hostility,0
1,0.055,0.13009098639455782,0.135,16,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57",Hostility,1
dataset,0.1355,0.17868988095238095,0.19160000000000002,16,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57",Hostility,dataset
0,0.315,0.2687301587301587,0.315,17,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40",Hostility,0
1,0.055714285714285716,0.13178571428571428,0.133,17,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40",Hostility,1
dataset,0.1335,0.1728690476190476,0.18760000000000002,17,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40",Hostility,dataset
0,0.26666666666666666,0.2731746031746032,0.31166666666666665,18,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48",Hostility,0
1,0.06714285714285714,0.13214285714285715,0.13185714285714284,18,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48",Hostility,1
dataset,0.127,0.17445238095238097,0.1858,18,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48",Hostility,dataset
0,0.25333333333333335,0.27956349206349207,0.31266666666666665,19,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56",Hostility,0
1,0.07357142857142857,0.13222789115646258,0.1315714285714286,19,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56",Hostility,1
dataset,0.1275,0.1764285714285714,0.1859,19,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56",Hostility,dataset
0,0.2866666666666667,0.27972222222222226,0.3196666666666667,20,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52",Hostility,0
1,0.06285714285714286,0.12866666666666665,0.13585714285714287,20,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52",Hostility,1
dataset,0.13,0.17398333333333332,0.191,20,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52",Hostility,dataset
0,0.32,0.2806944444444444,0.31666666666666665,21,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29",Hostility,0
1,0.06428571428571428,0.13507142857142856,0.13342857142857142,21,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29",Hostility,1
dataset,0.141,0.17875833333333332,0.18840000000000004,21,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29",Hostility,dataset
0,0.25,0.2150277777777778,0.2686666666666667,22,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5",Hostility,0
1,0.045714285714285714,0.08367857142857142,0.09414285714285715,22,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5",Hostility,1
dataset,0.107,0.12308333333333334,0.1465,22,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5",Hostility,dataset
0,0.25666666666666665,0.21766666666666665,0.2693333333333333,23,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3",Hostility,0
1,0.045714285714285714,0.08535204081632654,0.09285714285714286,23,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3",Hostility,1
dataset,0.109,0.12504642857142856,0.1458,23,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3",Hostility,dataset
0,0.22,0.22163888888888886,0.27366666666666667,24,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4",Hostility,0
1,0.052142857142857144,0.08589115646258502,0.09542857142857142,24,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4",Hostility,1
dataset,0.1025,0.1266154761904762,0.1489,24,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4",Hostility,dataset
0,0.295,0.22255555555555556,0.27133333333333337,25,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4,f59",Hostility,0
1,0.03428571428571429,0.08660544217687074,0.09485714285714286,25,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4,f59",Hostility,1
dataset,0.1125,0.12739047619047617,0.14780000000000001,25,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4,f59",Hostility,dataset
0,0.225,0.22869444444444445,0.272,26,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4,f59,f34",Hostility,0
1,0.047142857142857146,0.08825,0.09671428571428572,26,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4,f59,f34",Hostility,1
dataset,0.1005,0.13038333333333332,0.14930000000000002,26,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4,f59,f34",Hostility,dataset
0,0.24833333333333332,0.22425000000000003,0.2786666666666667,27,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4,f59,f34,f21",Hostility,0
1,0.05,0.08706122448979592,0.1,27,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4,f59,f34,f21",Hostility,1
dataset,0.1095,0.12821785714285716,0.1536,27,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4,f59,f34,f21",Hostility,dataset
0,0.29333333333333333,0.24244444444444443,0.278,28,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4,f59,f34,f21,f1",Hostility,0
1,0.05,0.09242857142857143,0.09985714285714287,28,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4,f59,f34,f21,f1",Hostility,1
dataset,0.123,0.13743333333333332,0.15330000000000002,28,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4,f59,f34,f21,f1",Hostility,dataset
0,0.24833333333333332,0.2386111111111111,0.27033333333333337,29,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4,f59,f34,f21,f1,f35",Hostility,0
1,0.05,0.09001190476190477,0.095,29,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4,f59,f34,f21,f1,f35",Hostility,1
dataset,0.1095,0.13459166666666667,0.1476,29,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4,f59,f34,f21,f1,f35",Hostility,dataset
0,0.27,0.23894444444444446,0.2806666666666667,30,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4,f59,f34,f21,f1,f35,f14",Hostility,0
1,0.052142857142857144,0.09656972789115646,0.09371428571428572,30,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4,f59,f34,f21,f1,f35,f14",Hostility,1
dataset,0.1175,0.13928214285714285,0.14980000000000002,30,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4,f59,f34,f21,f1,f35,f14",Hostility,dataset
0,0.29,0.24708333333333332,0.2853333333333334,31,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4,f59,f34,f21,f1,f35,f14,f6",Hostility,0
1,0.05357142857142857,0.09918027210884353,0.09642857142857143,31,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4,f59,f34,f21,f1,f35,f14,f6",Hostility,1
dataset,0.1245,0.14355119047619047,0.1531,31,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4,f59,f34,f21,f1,f35,f14,f6",Hostility,dataset
0,0.26666666666666666,0.24547619047619046,0.2906666666666667,32,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4,f59,f34,f21,f1,f35,f14,f6,f0",Hostility,0
1,0.041428571428571426,0.09881972789115646,0.09457142857142857,32,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4,f59,f34,f21,f1,f35,f14,f6,f0",Hostility,1
dataset,0.109,0.14281666666666668,0.1534,32,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4,f59,f34,f21,f1,f35,f14,f6,f0",Hostility,dataset
0,0.26166666666666666,0.24902777777777776,0.29833333333333334,33,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4,f59,f34,f21,f1,f35,f14,f6,f0,f33",Hostility,0
1,0.04857142857142857,0.09794132653061224,0.09571428571428571,33,"f53,f37,f2,f36,f39,f58,f41,f54,f42,f26,f43,f60,f32,f51,f31,f57,f40,f48,f56,f52,f29,f5,f3,f4,f59,f34,f21,f1,f35,f14,f6,f0,f33",Hostility,1
