y,Hostility,N1,kDN,subset_k,variables_incluidas,measure,level
0,0.7309782608695652,0.6945199275362319,0.6971467391304348,1,f157,Hostility,0
1,0.09750566893424037,0.28996598639455784,0.2908730158730159,1,f157,Hostility,1
dataset,0.284,0.4090666666666667,0.4104799999999999,1,f157,Hostility,dataset
0,0.7792119565217391,0.6915760869565217,0.7052989130434782,2,"f157,f159",Hostility,0
1,0.10119047619047619,0.2905801209372638,0.2950680272108844,2,"f157,f159",Hostility,1
dataset,0.3008,0.4086333333333333,0.41584,2,"f157,f159",Hostility,dataset
0,0.7710597826086957,0.6957427536231885,0.701766304347826,3,"f157,f159,f179",Hostility,0
1,0.10374149659863946,0.2778628117913832,0.2920068027210884,3,"f157,f159,f179",Hostility,1
dataset,0.3002,0.40088666666666667,0.41264000000000006,3,"f157,f159,f179",Hostility,dataset
0,0.7710597826086957,0.7202672101449276,0.7127717391304348,4,"f157,f159,f179,f175",Hostility,0
1,0.09013605442176871,0.29828042328042326,0.2945578231292517,4,"f157,f159,f179,f175",Hostility,1
dataset,0.2906,0.4225133333333333,0.41767999999999994,4,"f157,f159,f179,f175",Hostility,dataset
0,0.7961956521739131,0.725111607142857,0.7197010869565218,5,"f157,f159,f179,f175,f153",Hostility,0
1,0.10090702947845805,0.3128117913832199,0.298639455782313,5,"f157,f159,f179,f175,f153",Hostility,1
dataset,0.3056,0.43419285714285716,0.4226,5,"f157,f159,f179,f175,f153",Hostility,dataset
0,0.7751358695652174,0.7219526397515529,0.7149456521739131,6,"f157,f159,f179,f175,f153,f99",Hostility,0
1,0.09835600907029478,0.29819876363243714,0.288718820861678,6,"f157,f159,f179,f175,f153,f99",Hostility,1
dataset,0.2976,0.42295190476190475,0.4142,6,"f157,f159,f179,f175,f153,f99",Hostility,dataset
0,0.7758152173913043,0.7191786361283643,0.7172554347826087,7,"f157,f159,f179,f175,f153,f99,f185",Hostility,0
1,0.08758503401360544,0.2969273026670986,0.28962585034013605,7,"f157,f159,f179,f175,f153,f99,f185",Hostility,1
dataset,0.2902,0.42123809523809524,0.41552,7,"f157,f159,f179,f175,f153,f99,f185",Hostility,dataset
0,0.7445652173913043,0.7019684912008282,0.7099184782608695,8,"f157,f159,f179,f175,f153,f99,f185,f188",Hostility,0
1,0.10062358276643991,0.29089461181297915,0.28253968253968254,8,"f157,f159,f179,f175,f153,f99,f185,f188",Hostility,1
dataset,0.2902,0.4119147619047619,0.40836000000000006,8,"f157,f159,f179,f175,f153,f99,f185,f188",Hostility,dataset
0,0.7554347826086957,0.7015333850931676,0.6967391304347825,9,"f157,f159,f179,f175,f153,f99,f185,f188,f138",Hostility,0
1,0.10629251700680271,0.28148350610085304,0.27789115646258505,9,"f157,f159,f179,f175,f153,f99,f185,f188,f138",Hostility,1
dataset,0.2974,0.40514619047619044,0.4012,9,"f157,f159,f179,f175,f153,f99,f185,f188,f138",Hostility,dataset
0,0.75,0.7043292248964803,0.7035326086956522,10,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167",Hostility,0
1,0.09552154195011338,0.27934888241010686,0.2792517006802721,10,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167",Hostility,1
dataset,0.2882,0.4044630952380952,0.40416,10,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167",Hostility,dataset
0,0.7466032608695652,0.6855209950828157,0.7096467391304347,11,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52",Hostility,0
1,0.0992063492063492,0.2826206673145449,0.27426303854875284,11,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52",Hostility,1
dataset,0.2898,0.4012345238095238,0.40244,11,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52",Hostility,dataset
0,0.7411684782608695,0.6952289294340924,0.7138586956521739,12,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146",Hostility,0
1,0.09183673469387756,0.27041075027894756,0.2702947845804989,12,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146",Hostility,1
dataset,0.283,0.3954772222222222,0.40088,12,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146",Hostility,dataset
0,0.7438858695652174,0.6872239475500345,0.7033967391304349,13,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166",Hostility,0
1,0.09126984126984126,0.2742432627211539,0.2719954648526077,13,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166",Hostility,1
dataset,0.2834,0.3958247763347763,0.399,13,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166",Hostility,dataset
0,0.7296195652173914,0.6908352008046301,0.7092391304347826,14,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49",Hostility,0
1,0.10402494331065759,0.26874797538062845,0.2707482993197279,14,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49",Hostility,1
dataset,0.2882,0.3930104545454546,0.39984000000000003,14,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49",Hostility,dataset
0,0.7533967391304348,0.6735927795031056,0.7063858695652173,15,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49,f121",Hostility,0
1,0.08531746031746032,0.27103152107403805,0.26706349206349206,15,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49,f121",Hostility,1
dataset,0.282,0.38954555555555553,0.3964,15,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49,f121",Hostility,dataset
0,0.7527173913043478,0.6784546013316394,0.7058423913043478,16,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49,f121,f162",Hostility,0
1,0.0963718820861678,0.2645843558683695,0.26700680272108845,16,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49,f121,f162",Hostility,1
dataset,0.2896,0.3864277561327561,0.3962,16,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49,f121,f162",Hostility,dataset
0,0.7289402173913043,0.7062322075569358,0.7097826086956521,17,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49,f121,f162,f22",Hostility,0
1,0.0935374149659864,0.26929734884666856,0.2675736961451247,17,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49,f121,f162,f22",Hostility,1
dataset,0.2806,0.39793097125097127,0.39776000000000006,17,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49,f121,f162,f22",Hostility,dataset
0,0.7282608695652174,0.7038717434437542,0.7108695652173914,18,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49,f121,f162,f22,f183",Hostility,0
1,0.09693877551020408,0.2653266958539067,0.26179138321995465,18,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49,f121,f162,f22,f183",Hostility,1
dataset,0.2828,0.3944343578643578,0.394,18,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49,f121,f162,f22,f183",Hostility,dataset
0,0.7574728260869565,0.7093421109385784,0.7139945652173914,19,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49,f121,f162,f22,f183,f168",Hostility,0
1,0.09183673469387756,0.2662714018156195,0.2642857142857143,19,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49,f121,f162,f22,f183,f168",Hostility,1
dataset,0.2878,0.39671141858141856,0.39668000000000003,19,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49,f121,f162,f22,f183,f168",Hostility,dataset
0,0.7466032608695652,0.6834400144692264,0.711820652173913,20,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49,f121,f162,f22,f183,f168,f170",Hostility,0
1,0.08531746031746032,0.25960857610517474,0.26077097505668934,20,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49,f121,f162,f22,f183,f168,f170",Hostility,1
dataset,0.28,0.38438455155955153,0.39356,20,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49,f121,f162,f22,f183,f168,f170",Hostility,dataset
0,0.7391304347826086,0.6831440864389233,0.7110054347826086,21,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49,f121,f162,f22,f183,f168,f170,f184",Hostility,0
1,0.08616780045351474,0.25618381759963393,0.26077097505668934,21,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49,f121,f162,f22,f183,f168,f170,f184",Hostility,1
dataset,0.2784,0.3818809207459208,0.39332,21,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49,f121,f162,f22,f183,f168,f170,f184",Hostility,dataset
0,0.7370923913043478,0.6823431569185645,0.710054347826087,22,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49,f121,f162,f22,f183,f168,f170,f184,f114",Hostility,0
1,0.09240362811791383,0.26164907701897494,0.25856009070294783,22,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49,f121,f162,f22,f183,f168,f170,f184,f114",Hostility,1
dataset,0.2822,0.38550141414141414,0.39148,22,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49,f121,f162,f22,f183,f168,f170,f184,f114",Hostility,dataset
0,0.7269021739130435,0.7020684327749546,0.7095108695652175,23,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49,f121,f162,f22,f183,f168,f170,f184,f114,f135",Hostility,0
1,0.09070294784580499,0.2612380580492825,0.261734693877551,23,"f157,f159,f179,f175,f153,f99,f185,f188,f138,f167,f52,f146,f166,f49,f121,f162,f22,f183,f168,f170,f184,f114,f135",Hostility,1
