y,Hostility,N1,kDN,subset_k,variables_incluidas,measure,level
0,0.104,0.13078809523809523,0.1544,18,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23",Hostility,0
1,0.108,0.10701904761904761,0.1228,18,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23",Hostility,1
dataset,0.106,0.11890357142857143,0.1386,18,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23",Hostility,dataset
0,0.09,0.11080952380952382,0.13520000000000001,19,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31",Hostility,0
1,0.11,0.09084761904761905,0.1136,19,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31",Hostility,1
dataset,0.1,0.10082857142857142,0.1244,19,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31",Hostility,dataset
0,0.082,0.09643333333333334,0.12160000000000001,20,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14",Hostility,0
1,0.082,0.08804285714285714,0.112,20,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14",Hostility,1
dataset,0.082,0.09223809523809524,0.1168,20,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14",Hostility,dataset
0,0.06,0.11678333333333334,0.13040000000000002,21,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28",Hostility,0
1,0.12,0.1142063492063492,0.12160000000000001,21,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28",Hostility,1
dataset,0.09,0.11549484126984126,0.126,21,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28",Hostility,dataset
0,0.072,0.09743968253968253,0.13920000000000002,22,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18",Hostility,0
1,0.09,0.10735714285714286,0.1092,22,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18",Hostility,1
dataset,0.081,0.1023984126984127,0.12419999999999999,22,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18",Hostility,dataset
0,0.066,0.1118025974025974,0.1348,23,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25",Hostility,0
1,0.128,0.09534700854700855,0.1172,23,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25",Hostility,1
dataset,0.097,0.10357480297480298,0.126,23,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25",Hostility,dataset
0,0.078,0.11962222222222221,0.1356,24,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44",Hostility,0
1,0.104,0.11010238095238095,0.1168,24,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44",Hostility,1
dataset,0.091,0.11486230158730158,0.12619999999999998,24,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44",Hostility,dataset
0,0.068,0.11783095238095238,0.1316,25,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41",Hostility,0
1,0.094,0.09147142857142858,0.1144,25,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41",Hostility,1
dataset,0.081,0.10465119047619047,0.12299999999999998,25,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41",Hostility,dataset
0,0.094,0.11082142857142857,0.1356,26,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32",Hostility,0
1,0.1,0.09207525252525252,0.1088,26,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32",Hostility,1
dataset,0.097,0.10144834054834055,0.12220000000000002,26,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32",Hostility,dataset
0,0.078,0.11512777777777777,0.15480000000000002,27,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20",Hostility,0
1,0.09,0.09502388167388168,0.1044,27,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20",Hostility,1
dataset,0.084,0.10507582972582973,0.12960000000000002,27,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20",Hostility,dataset
0,0.06,0.09332243867243867,0.14120000000000002,28,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19",Hostility,0
1,0.09,0.07829415584415583,0.09720000000000001,28,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19",Hostility,1
dataset,0.075,0.08580829725829725,0.11920000000000001,28,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19",Hostility,dataset
0,0.042,0.10046637806637806,0.13240000000000002,29,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2",Hostility,0
1,0.092,0.08484761904761905,0.1012,29,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2",Hostility,1
dataset,0.067,0.09265699855699856,0.1168,29,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2",Hostility,dataset
0,0.072,0.09006774891774892,0.1364,30,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43",Hostility,0
1,0.07,0.07595018315018315,0.0932,30,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43",Hostility,1
dataset,0.071,0.08300896603396603,0.11480000000000001,30,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43",Hostility,dataset
0,0.072,0.08495303030303031,0.13040000000000002,31,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22",Hostility,0
1,0.098,0.0709969696969697,0.092,31,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22",Hostility,1
dataset,0.085,0.07797499999999999,0.1112,31,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22",Hostility,dataset
0,0.062,0.08677518037518037,0.138,32,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30",Hostility,0
1,0.138,0.0769029304029304,0.0984,32,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30",Hostility,1
dataset,0.1,0.0818390553890554,0.1182,32,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30",Hostility,dataset
0,0.046,0.07685860805860806,0.124,33,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12",Hostility,0
1,0.104,0.06773492063492062,0.098,33,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12",Hostility,1
dataset,0.075,0.07229676434676434,0.111,33,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12",Hostility,dataset
0,0.056,0.08386007326007326,0.13520000000000001,34,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38",Hostility,0
1,0.062,0.06898809523809524,0.1004,34,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38",Hostility,1
dataset,0.059,0.07642408424908424,0.1178,34,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38",Hostility,dataset
0,0.072,0.08386007326007326,0.1364,35,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37",Hostility,0
1,0.08,0.06898809523809524,0.1004,35,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37",Hostility,1
dataset,0.076,0.07642408424908424,0.1184,35,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37",Hostility,dataset
0,0.074,0.06938648018648018,0.13040000000000002,36,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10",Hostility,0
1,0.068,0.06133015873015873,0.09160000000000001,36,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10",Hostility,1
dataset,0.071,0.06535831945831946,0.11100000000000002,36,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10",Hostility,dataset
0,0.08,0.061947313797313795,0.1152,37,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10,f4",Hostility,0
1,0.078,0.05848282828282828,0.09240000000000001,37,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10,f4",Hostility,1
dataset,0.079,0.06021507104007104,0.10380000000000002,37,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10,f4",Hostility,dataset
0,0.046,0.06835317460317461,0.1172,38,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10,f4,f39",Hostility,0
1,0.088,0.06630476190476191,0.0956,38,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10,f4,f39",Hostility,1
dataset,0.067,0.06732896825396825,0.10640000000000001,38,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10,f4,f39",Hostility,dataset
0,0.068,0.07763766233766234,0.1116,39,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10,f4,f39,f33",Hostility,0
1,0.082,0.06865670995670996,0.0948,39,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10,f4,f39,f33",Hostility,1
dataset,0.075,0.07314718614718614,0.1032,39,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10,f4,f39,f33",Hostility,dataset
0,0.052,0.06345281385281386,0.10640000000000001,40,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10,f4,f39,f33,f15",Hostility,0
1,0.068,0.06411204906204906,0.094,40,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10,f4,f39,f33,f15",Hostility,1
dataset,0.06,0.06378243145743145,0.1002,40,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10,f4,f39,f33,f15",Hostility,dataset
0,0.05,0.0785906426906427,0.112,41,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10,f4,f39,f33,f15,f16",Hostility,0
1,0.08,0.06772539682539683,0.082,41,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10,f4,f39,f33,f15,f16",Hostility,1
dataset,0.065,0.07315801975801976,0.097,41,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10,f4,f39,f33,f15,f16",Hostility,dataset
0,0.068,0.0785906426906427,0.112,42,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10,f4,f39,f33,f15,f16,f42",Hostility,0
1,0.066,0.06772539682539683,0.0832,42,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10,f4,f39,f33,f15,f16,f42",Hostility,1
dataset,0.067,0.07315801975801976,0.09759999999999999,42,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10,f4,f39,f33,f15,f16,f42",Hostility,dataset
0,0.044,0.07849064269064268,0.1136,43,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10,f4,f39,f33,f15,f16,f42,f40",Hostility,0
1,0.09,0.06765396825396826,0.0828,43,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10,f4,f39,f33,f15,f16,f42,f40",Hostility,1
dataset,0.067,0.07307230547230548,0.09820000000000001,43,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10,f4,f39,f33,f15,f16,f42,f40",Hostility,dataset
0,0.092,0.07372830502830503,0.09720000000000001,44,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10,f4,f39,f33,f15,f16,f42,f40,f6",Hostility,0
1,0.066,0.06620238095238094,0.09040000000000001,44,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10,f4,f39,f33,f15,f16,f42,f40,f6",Hostility,1
dataset,0.079,0.06996534299034299,0.0938,44,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10,f4,f39,f33,f15,f16,f42,f40,f6",Hostility,dataset
0,0.054,0.06665108225108225,0.1032,45,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10,f4,f39,f33,f15,f16,f42,f40,f6,f29",Hostility,0
1,0.046,0.05936587301587301,0.0868,45,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10,f4,f39,f33,f15,f16,f42,f40,f6,f29",Hostility,1
dataset,0.05,0.06300847763347762,0.095,45,"f24,f17,f8,f9,f0,f34,f3,f35,f11,f1,f13,f27,f7,f36,f26,f21,f5,f23,f31,f14,f28,f18,f25,f44,f41,f32,f20,f19,f2,f43,f22,f30,f12,f38,f37,f10,f4,f39,f33,f15,f16,f42,f40,f6,f29",Hostility,dataset
0,0.252,0.393,0.38880000000000003,1,f24,N1,0
1,0.3,0.393,0.3748,1,f24,N1,1
dataset,0.276,0.393,0.3818,1,f24,N1,dataset
0,0.232,0.3205,0.3304,2,"f24,f17",N1,0
1,0.2,0.3383333333333333,0.3304,2,"f24,f17",N1,1
dataset,0.216,0.3294166666666667,0.3304,2,"f24,f17",N1,dataset
0,0.14,0.25416666666666665,0.25320000000000004,3,"f24,f17,f8",N1,0
1,0.19,0.23579999999999998,0.238,3,"f24,f17,f8",N1,1
