measure,subset_k,model,variables_incluidas,mean_acc,std_acc,mean_gps,std_gps,mean_acc_class_0,mean_acc_class_1,std_acc_class_0,std_acc_class_1
Hostility,1,LogReg,f55,0.6409999999999999,0.07408778576796583,0.6400785534239227,0.07450114225037707,0.644,0.6380000000000001,0.0902441133814278,0.07613146524269712
Hostility,1,SVM-linear,f55,0.639,0.07854298186343577,0.638175570718139,0.07898052717539684,0.626,0.6519999999999999,0.09035485598461214,0.08009993757800314
Hostility,1,SVM-rbf,f55,0.6259999999999999,0.07459222479588606,0.6206757694234161,0.07580450427840824,0.538,0.714,0.07236021006050217,0.09035485598461214
Hostility,1,RandomForest,f55,0.5700000000000001,0.024899799195977453,0.5683920965880982,0.026240235850488756,0.5700000000000001,0.5700000000000001,0.033763886032268244,0.06340346993658943
Hostility,1,KNN,f55,0.6140000000000001,0.04983974317750845,0.611167992204298,0.04971714143081699,0.5820000000000001,0.646,0.08121576201698781,0.07323933369440223
Hostility,1,NaiveBayes,f55,0.633,0.07253275122315436,0.6313872861926694,0.07313828929103183,0.6000000000000001,0.666,0.0862554346113913,0.078
Hostility,1,DecisionTree,f55,0.5700000000000001,0.024899799195977453,0.5683920965880982,0.026240235850488756,0.5700000000000001,0.5700000000000001,0.033763886032268244,0.06340346993658943
Hostility,1,XGBoost,f55,0.605,0.0361247837363769,0.6028525343009286,0.03676464809416594,0.5740000000000001,0.6359999999999999,0.061351446600711866,0.05642694391866354
Hostility,2,LogReg,"f55,f68",0.66,0.05039841267341659,0.659349845552933,0.050273172841720566,0.666,0.6539999999999999,0.05868560300448485,0.06514598989960932
Hostility,2,SVM-linear,"f55,f68",0.659,0.053563046963368305,0.6583711162826089,0.05355809565074108,0.6559999999999999,0.662,0.06053098380168622,0.06720119046564577
Hostility,2,SVM-rbf,"f55,f68",0.6620000000000001,0.05509990925582363,0.6588993606332406,0.055284934941443285,0.594,0.73,0.06135144660071186,0.07169379331573966
Hostility,2,RandomForest,"f55,f68",0.6180000000000001,0.0351567916624939,0.6169803153844275,0.03537496018658315,0.64,0.5960000000000001,0.04732863826479695,0.04963869458396344
Hostility,2,KNN,"f55,f68",0.6050000000000001,0.03853569773599539,0.604126936353305,0.038685997141009225,0.604,0.606,0.04882622246293481,0.05660388679233963
