y,Hostility,N1,kDN,subset_k,variables_incluidas,measure,level
dataset,0.062,0.058,0.0768,14,"f12,f8,f2,f9,f7,f14,f13,f15,f1,f0,f4,f10,f11,f6",N1,dataset
0,0.056,0.05676666666666667,0.0664,15,"f12,f8,f2,f9,f7,f14,f13,f15,f1,f0,f4,f10,f11,f6,f17",N1,0
1,0.07,0.0562,0.08560000000000001,15,"f12,f8,f2,f9,f7,f14,f13,f15,f1,f0,f4,f10,f11,f6,f17",N1,1
dataset,0.063,0.05648333333333334,0.076,15,"f12,f8,f2,f9,f7,f14,f13,f15,f1,f0,f4,f10,f11,f6,f17",N1,dataset
0,0.036,0.05350476190476191,0.06720000000000001,16,"f12,f8,f2,f9,f7,f14,f13,f15,f1,f0,f4,f10,f11,f6,f17,f3",N1,0
1,0.054,0.06043333333333333,0.08120000000000001,16,"f12,f8,f2,f9,f7,f14,f13,f15,f1,f0,f4,f10,f11,f6,f17,f3",N1,1
dataset,0.045,0.056969047619047614,0.0742,16,"f12,f8,f2,f9,f7,f14,f13,f15,f1,f0,f4,f10,f11,f6,f17,f3",N1,dataset
0,0.042,0.05196666666666667,0.0584,17,"f12,f8,f2,f9,f7,f14,f13,f15,f1,f0,f4,f10,f11,f6,f17,f3,f5",N1,0
1,0.042,0.05803333333333333,0.0724,17,"f12,f8,f2,f9,f7,f14,f13,f15,f1,f0,f4,f10,f11,f6,f17,f3,f5",N1,1
dataset,0.042,0.055,0.0654,17,"f12,f8,f2,f9,f7,f14,f13,f15,f1,f0,f4,f10,f11,f6,f17,f3,f5",N1,dataset
0,0.042,0.044649999999999995,0.0636,18,"f12,f8,f2,f9,f7,f14,f13,f15,f1,f0,f4,f10,f11,f6,f17,f3,f5,f16",N1,0
1,0.05,0.05923333333333333,0.07440000000000001,18,"f12,f8,f2,f9,f7,f14,f13,f15,f1,f0,f4,f10,f11,f6,f17,f3,f5,f16",N1,1
dataset,0.046,0.05194166666666667,0.069,18,"f12,f8,f2,f9,f7,f14,f13,f15,f1,f0,f4,f10,f11,f6,f17,f3,f5,f16",N1,dataset
0,0.218,0.331,0.3496,1,f12,kDN,0
1,0.258,0.331,0.3396,1,f12,kDN,1
dataset,0.238,0.331,0.3446,1,f12,kDN,dataset
0,0.162,0.275,0.2572,2,"f12,f8",kDN,0
1,0.226,0.2813333333333333,0.28640000000000004,2,"f12,f8",kDN,1
dataset,0.194,0.2781666666666667,0.2718,2,"f12,f8",kDN,dataset
0,0.152,0.19,0.196,3,"f12,f8,f9",kDN,0
1,0.1,0.1979,0.2256,3,"f12,f8,f9",kDN,1
dataset,0.126,0.19394999999999998,0.21080000000000002,3,"f12,f8,f9",kDN,dataset
0,0.102,0.19,0.1748,4,"f12,f8,f9,f2",kDN,0
1,0.124,0.1835,0.19640000000000002,4,"f12,f8,f9,f2",kDN,1
dataset,0.113,0.18675,0.18560000000000001,4,"f12,f8,f9,f2",kDN,dataset
0,0.148,0.1685,0.17720000000000002,5,"f12,f8,f9,f2,f14",kDN,0
1,0.118,0.18966666666666665,0.1984,5,"f12,f8,f9,f2,f14",kDN,1
dataset,0.133,0.17908333333333334,0.18780000000000002,5,"f12,f8,f9,f2,f14",kDN,dataset
0,0.102,0.14183333333333334,0.134,6,"f12,f8,f9,f2,f14,f15",kDN,0
1,0.12,0.17223333333333332,0.182,6,"f12,f8,f9,f2,f14,f15",kDN,1
dataset,0.111,0.1570333333333333,0.158,6,"f12,f8,f9,f2,f14,f15",kDN,dataset
0,0.09,0.14583333333333334,0.1292,7,"f12,f8,f9,f2,f14,f15,f7",kDN,0
1,0.102,0.16313333333333332,0.18320000000000003,7,"f12,f8,f9,f2,f14,f15,f7",kDN,1
dataset,0.096,0.15448333333333333,0.15619999999999998,7,"f12,f8,f9,f2,f14,f15,f7",kDN,dataset
0,0.086,0.11196666666666667,0.112,8,"f12,f8,f9,f2,f14,f15,f7,f13",kDN,0
1,0.07,0.12426666666666666,0.1424,8,"f12,f8,f9,f2,f14,f15,f7,f13",kDN,1
dataset,0.078,0.11811666666666668,0.12719999999999998,8,"f12,f8,f9,f2,f14,f15,f7,f13",kDN,dataset
0,0.078,0.12026666666666666,0.104,9,"f12,f8,f9,f2,f14,f15,f7,f13,f1",kDN,0
1,0.086,0.13140000000000002,0.1424,9,"f12,f8,f9,f2,f14,f15,f7,f13,f1",kDN,1
dataset,0.082,0.12583333333333332,0.1232,9,"f12,f8,f9,f2,f14,f15,f7,f13,f1",kDN,dataset
0,0.076,0.0988,0.0992,10,"f12,f8,f9,f2,f14,f15,f7,f13,f1,f4",kDN,0
1,0.076,0.07853333333333333,0.09440000000000001,10,"f12,f8,f9,f2,f14,f15,f7,f13,f1,f4",kDN,1
dataset,0.076,0.08866666666666666,0.0968,10,"f12,f8,f9,f2,f14,f15,f7,f13,f1,f4",kDN,dataset
0,0.078,0.0912,0.102,11,"f12,f8,f9,f2,f14,f15,f7,f13,f1,f4,f10",kDN,0
1,0.086,0.07740000000000001,0.102,11,"f12,f8,f9,f2,f14,f15,f7,f13,f1,f4,f10",kDN,1
dataset,0.082,0.0843,0.102,11,"f12,f8,f9,f2,f14,f15,f7,f13,f1,f4,f10",kDN,dataset
0,0.058,0.0596,0.07479999999999999,12,"f12,f8,f9,f2,f14,f15,f7,f13,f1,f4,f10,f17",kDN,0
1,0.064,0.0584,0.08560000000000001,12,"f12,f8,f9,f2,f14,f15,f7,f13,f1,f4,f10,f17",kDN,1
dataset,0.061,0.059,0.08020000000000001,12,"f12,f8,f9,f2,f14,f15,f7,f13,f1,f4,f10,f17",kDN,dataset
0,0.054,0.058699999999999995,0.0664,13,"f12,f8,f9,f2,f14,f15,f7,f13,f1,f4,f10,f17,f6",kDN,0
1,0.06,0.06425714285714285,0.0844,13,"f12,f8,f9,f2,f14,f15,f7,f13,f1,f4,f10,f17,f6",kDN,1
dataset,0.057,0.06147857142857143,0.07540000000000001,13,"f12,f8,f9,f2,f14,f15,f7,f13,f1,f4,f10,f17,f6",kDN,dataset
0,0.044,0.05806666666666666,0.06280000000000001,14,"f12,f8,f9,f2,f14,f15,f7,f13,f1,f4,f10,f17,f6,f5",kDN,0
1,0.078,0.045700000000000005,0.0772,14,"f12,f8,f9,f2,f14,f15,f7,f13,f1,f4,f10,f17,f6,f5",kDN,1
dataset,0.061,0.05188333333333332,0.07,14,"f12,f8,f9,f2,f14,f15,f7,f13,f1,f4,f10,f17,f6,f5",kDN,dataset
0,0.044,0.04258571428571428,0.0516,15,"f12,f8,f9,f2,f14,f15,f7,f13,f1,f4,f10,f17,f6,f5,f0",kDN,0
1,0.034,0.03863333333333333,0.074,15,"f12,f8,f9,f2,f14,f15,f7,f13,f1,f4,f10,f17,f6,f5,f0",kDN,1
dataset,0.039,0.04060952380952381,0.06280000000000001,15,"f12,f8,f9,f2,f14,f15,f7,f13,f1,f4,f10,f17,f6,f5,f0",kDN,dataset
0,0.026,0.03588333333333333,0.0568,16,"f12,f8,f9,f2,f14,f15,f7,f13,f1,f4,f10,f17,f6,f5,f0,f3",kDN,0
1,0.038,0.0329,0.0648,16,"f12,f8,f9,f2,f14,f15,f7,f13,f1,f4,f10,f17,f6,f5,f0,f3",kDN,1
dataset,0.032,0.03439166666666667,0.06080000000000001,16,"f12,f8,f9,f2,f14,f15,f7,f13,f1,f4,f10,f17,f6,f5,f0,f3",kDN,dataset
0,0.042,0.05196666666666667,0.0584,17,"f12,f8,f9,f2,f14,f15,f7,f13,f1,f4,f10,f17,f6,f5,f0,f3,f11",kDN,0
1,0.042,0.05803333333333333,0.0724,17,"f12,f8,f9,f2,f14,f15,f7,f13,f1,f4,f10,f17,f6,f5,f0,f3,f11",kDN,1
dataset,0.042,0.055,0.0654,17,"f12,f8,f9,f2,f14,f15,f7,f13,f1,f4,f10,f17,f6,f5,f0,f3,f11",kDN,dataset
0,0.042,0.044649999999999995,0.0636,18,"f12,f8,f9,f2,f14,f15,f7,f13,f1,f4,f10,f17,f6,f5,f0,f3,f11,f16",kDN,0
1,0.05,0.05923333333333333,0.07440000000000001,18,"f12,f8,f9,f2,f14,f15,f7,f13,f1,f4,f10,f17,f6,f5,f0,f3,f11,f16",kDN,1
dataset,0.046,0.05194166666666667,0.069,18,"f12,f8,f9,f2,f14,f15,f7,f13,f1,f4,f10,f17,f6,f5,f0,f3,f11,f16",kDN,dataset
