measure,subset_k,model,variables_incluidas,mean_acc,std_acc,mean_gps,std_gps,mean_acc_class_0,mean_acc_class_1,std_acc_class_0,std_acc_class_1
Hostility,1,LogReg,f46,0.638,0.02367370787275293,0.5673438113986606,0.02737637848484197,0.39499999999999996,0.8,0.029154759474226508,0.03469443332443554
Hostility,1,SVM-linear,f46,0.64,0.021343747458109495,0.5784488232909291,0.023034898602250838,0.41916666666666674,0.7872222222222222,0.03028796974231041,0.03609401304617953
Hostility,1,SVM-rbf,f46,0.6393333333333333,0.019933221850301393,0.6059318864769032,0.020609689842033495,0.51,0.7255555555555555,0.03265986323710904,0.03399346342395189
Hostility,1,RandomForest,f46,0.5743333333333334,0.03369965380633259,0.5391688648941411,0.04090812580689412,0.46333333333333326,0.6483333333333334,0.06392269636921702,0.04367740891333546
Hostility,1,KNN,f46,0.6010000000000001,0.033864107514856745,0.565050275909396,0.035679492138026896,0.47416666666666674,0.6855555555555556,0.03986957904635229,0.0429757324573638
Hostility,1,NaiveBayes,f46,0.643,0.02566666666666667,0.6182611694063305,0.027395494066491947,0.5508333333333333,0.7044444444444445,0.038988958550965284,0.03564225540521211
Hostility,1,DecisionTree,f46,0.5743333333333334,0.03369965380633259,0.5391688648941411,0.04090812580689412,0.46333333333333326,0.6483333333333334,0.06392269636921702,0.04367740891333546
Hostility,1,XGBoost,f46,0.6150000000000001,0.03120719290306145,0.5738980554540654,0.03347228560057665,0.4691666666666666,0.7122222222222223,0.05452445934318529,0.052458096151612774
Hostility,2,LogReg,"f46,f59",0.6666666666666666,0.03687817782917157,0.6142921841471821,0.04328965070420824,0.45916666666666667,0.805,0.045100197092449355,0.044958828902633766
Hostility,2,SVM-linear,"f46,f59",0.6706666666666667,0.04035398920112417,0.6133651373620248,0.04739191001583166,0.4458333333333333,0.8205555555555556,0.045833333333333344,0.048816233891585945
Hostility,2,SVM-rbf,"f46,f59",0.6856666666666666,0.033100855980875574,0.6148316822633969,0.03804949944945703,0.41500000000000004,0.8661111111111113,0.04179978734661484,0.05202385492715319
Hostility,2,RandomForest,"f46,f59",0.6403333333333333,0.023354752074137824,0.6076149624810844,0.024934339137767818,0.5125,0.7255555555555555,0.0298724138815582,0.02983493684910568
Hostility,2,KNN,"f46,f59",0.6533333333333334,0.022060522810365715,0.6217207757353467,0.024677045561764765,0.5258333333333333,0.7383333333333334,0.03215630230262457,0.026229048075806383
Hostility,2,NaiveBayes,"f46,f59",0.6893333333333334,0.03168595903550971,0.6340091120680216,0.03975220165008949,0.4608333333333333,0.8416666666666666,0.0451924895431875,0.03890872509976253
Hostility,2,DecisionTree,"f46,f59",0.6233333333333333,0.025690465157330238,0.5993976919600592,0.02863675929444278,0.5399999999999999,0.678888888888889,0.04062019202317979,0.0270801280154532
Hostility,2,XGBoost,"f46,f59",0.6393333333333333,0.0285501508071518,0.5956767341293789,0.03818558464087692,0.475,0.7488888888888889,0.053229064742237694,0.026504134315281244
Hostility,3,LogReg,"f46,f59,f4",0.6813333333333332,0.03276854860651871,0.6326457329492949,0.039580913866969616,0.47833333333333333,0.8166666666666667,0.04475240527365851,0.03849001794597505
Hostility,3,SVM-linear,"f46,f59,f4",0.6986666666666667,0.02334285520001544,0.6416813025519514,0.031761185862681535,0.45916666666666667,0.8583333333333334,0.039869579046352285,0.026787918780535987
Hostility,3,SVM-rbf,"f46,f59,f4",0.7376666666666667,0.023478122203920454,0.6767884578806578,0.03521586265960935,0.45999999999999996,0.9227777777777778,0.04621808207954017,0.026111111111111116
Hostility,3,RandomForest,"f46,f59,f4",0.7076666666666667,0.02124199195513977,0.6758951749345031,0.023983104526390683,0.5575,0.8077777777777777,0.037721567659187584,0.031739681904634894
Hostility,3,KNN,"f46,f59,f4",0.6900000000000001,0.021291625896895077,0.6558918539029687,0.021784261309263295,0.5383333333333333,0.7911111111111111,0.038765677832043356,0.04232443767720203
Hostility,3,NaiveBayes,"f46,f59,f4",0.7033333333333334,0.021550973166992806,0.6624549456222838,0.029403101479704777,0.5175,0.8272222222222222,0.04337337893224368,0.019633996718969208
Hostility,3,DecisionTree,"f46,f59,f4",0.6573333333333334,0.021489015281714915,0.6359771651827815,0.021970914269374833,0.5766666666666667,0.7111111111111111,0.024944382578492925,0.027329719724997415
Hostility,3,XGBoost,"f46,f59,f4",0.7016666666666667,0.026341770800173803,0.6710370967210421,0.02857920004386212,0.5599999999999999,0.7961111111111111,0.04196559437338057,0.04037249399783145
Hostility,4,LogReg,"f46,f59,f4,f62",0.6806666666666665,0.029393876913398145,0.6271677441455921,0.035110850007362505,0.4616666666666667,0.8266666666666665,0.03767551518485771,0.03624334762288908
Hostility,4,SVM-linear,"f46,f59,f4,f62",0.6986666666666668,0.024953289696283878,0.633437336439501,0.029961709623926386,0.4341666666666667,0.875,0.03544361719689456,0.036955929710139085
Hostility,4,SVM-rbf,"f46,f59,f4,f62",0.7363333333333333,0.024740879352018023,0.6717956486422663,0.03877569861999217,0.4491666666666667,0.9277777777777778,0.04865553525665,0.02395984294760872
