y,Hostility,N1,kDN,subset_k,variables_incluidas,measure,level
0,0.286,0.3618,0.36376,1,f32,Hostility,0
1,0.2176,0.3618,0.36424,1,f32,Hostility,1
dataset,0.2518,0.3618,0.364,1,f32,Hostility,dataset
0,0.2196,0.3088666666666667,0.30552,2,"f32,f30",Hostility,0
1,0.204,0.31253333333333333,0.31536,2,"f32,f30",Hostility,1
dataset,0.2118,0.3107,0.31044,2,"f32,f30",Hostility,dataset
0,0.1208,0.23656666666666665,0.2424,3,"f32,f30,f35",Hostility,0
1,0.1844,0.23030666666666666,0.2336,3,"f32,f30,f35",Hostility,1
dataset,0.1526,0.23343666666666663,0.238,3,"f32,f30,f35",Hostility,dataset
0,0.14,0.2141457142857143,0.22464,4,"f32,f30,f35,f36",Hostility,0
1,0.1892,0.20601333333333333,0.21144000000000002,4,"f32,f30,f35,f36",Hostility,1
dataset,0.1646,0.2100795238095238,0.21804000000000007,4,"f32,f30,f35,f36",Hostility,dataset
0,0.1092,0.19383333333333333,0.20568000000000003,5,"f32,f30,f35,f36,f3",Hostility,0
1,0.1616,0.20324666666666666,0.208,5,"f32,f30,f35,f36,f3",Hostility,1
dataset,0.1354,0.19854,0.20683999999999997,5,"f32,f30,f35,f36,f3",Hostility,dataset
0,0.1,0.16995333333333332,0.16376000000000002,6,"f32,f30,f35,f36,f3,f2",Hostility,0
1,0.1644,0.1732,0.18856,6,"f32,f30,f35,f36,f3,f2",Hostility,1
dataset,0.1322,0.17157666666666666,0.17616,6,"f32,f30,f35,f36,f3,f2",Hostility,dataset
0,0.0972,0.13714095238095236,0.14232,7,"f32,f30,f35,f36,f3,f2,f9",Hostility,0
1,0.1268,0.14900666666666665,0.15712,7,"f32,f30,f35,f36,f3,f2,f9",Hostility,1
dataset,0.112,0.14307380952380952,0.14972,7,"f32,f30,f35,f36,f3,f2,f9",Hostility,dataset
0,0.1056,0.13274666666666668,0.14336000000000002,8,"f32,f30,f35,f36,f3,f2,f9,f6",Hostility,0
1,0.0932,0.14348380952380954,0.15184,8,"f32,f30,f35,f36,f3,f2,f9,f6",Hostility,1
dataset,0.0994,0.1381152380952381,0.1476,8,"f32,f30,f35,f36,f3,f2,f9,f6",Hostility,dataset
0,0.0664,0.10824857142857143,0.11296000000000002,9,"f32,f30,f35,f36,f3,f2,f9,f6,f8",Hostility,0
1,0.0808,0.11439428571428571,0.11848,9,"f32,f30,f35,f36,f3,f2,f9,f6,f8",Hostility,1
dataset,0.0736,0.11132142857142857,0.11572,9,"f32,f30,f35,f36,f3,f2,f9,f6,f8",Hostility,dataset
0,0.09,0.10372,0.11264,10,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12",Hostility,0
1,0.072,0.10217333333333334,0.11304000000000002,10,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12",Hostility,1
dataset,0.081,0.10294666666666667,0.11284000000000001,10,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12",Hostility,dataset
0,0.0812,0.10041714285714286,0.10856000000000002,11,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0",Hostility,0
1,0.0744,0.10364761904761903,0.11,11,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0",Hostility,1
dataset,0.0778,0.10203238095238096,0.10928,11,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0",Hostility,dataset
0,0.0676,0.09742,0.10336000000000001,12,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7",Hostility,0
1,0.0908,0.1023,0.11376000000000001,12,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7",Hostility,1
dataset,0.0792,0.09986,0.10855999999999999,12,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7",Hostility,dataset
0,0.052,0.07394428571428571,0.074,13,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10",Hostility,0
1,0.0616,0.08624761904761905,0.09392,13,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10",Hostility,1
dataset,0.0568,0.08009595238095238,0.08396,13,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10",Hostility,dataset
0,0.066,0.07815,0.08144,14,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17",Hostility,0
1,0.0516,0.08636380952380952,0.102,14,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17",Hostility,1
dataset,0.0588,0.08225690476190475,0.09172000000000001,14,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17",Hostility,dataset
0,0.0748,0.08394809523809524,0.0868,15,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26",Hostility,0
1,0.076,0.09337809523809523,0.1044,15,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26",Hostility,1
dataset,0.0754,0.08866309523809524,0.0956,15,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26",Hostility,dataset
0,0.0476,0.07414333333333332,0.07616,16,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31",Hostility,0
1,0.076,0.08139523809523809,0.09232,16,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31",Hostility,1
dataset,0.0618,0.07776928571428571,0.08424,16,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31",Hostility,dataset
0,0.0568,0.07530523809523809,0.0796,17,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22",Hostility,0
1,0.0848,0.08570380952380953,0.09816,17,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22",Hostility,1
dataset,0.0708,0.08050452380952382,0.08888,17,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22",Hostility,dataset
0,0.0664,0.07687047619047618,0.0808,18,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21",Hostility,0
1,0.0788,0.0897142857142857,0.10088000000000001,18,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21",Hostility,1
dataset,0.0726,0.08329238095238095,0.09084,18,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21",Hostility,dataset
0,0.0696,0.07754761904761905,0.0812,19,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38",Hostility,0
1,0.0756,0.0892542857142857,0.10072,19,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38",Hostility,1
dataset,0.0726,0.0834009523809524,0.09096,19,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38",Hostility,dataset
0,0.0536,0.07537809523809524,0.07552,20,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38,f34",Hostility,0
1,0.062,0.07714809523809524,0.09072000000000001,20,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38,f34",Hostility,1
dataset,0.0578,0.07626309523809523,0.08312,20,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38,f34",Hostility,dataset
0,0.0604,0.0763352380952381,0.07896,21,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38,f34,f27",Hostility,0
1,0.0832,0.08310380952380952,0.09368000000000001,21,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38,f34,f27",Hostility,1
dataset,0.0718,0.07971952380952381,0.08632000000000001,21,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38,f34,f27",Hostility,dataset
0,0.066,0.07268800865800865,0.07728,22,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38,f34,f27,f37",Hostility,0
1,0.0668,0.0771011111111111,0.08792,22,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38,f34,f27,f37",Hostility,1
dataset,0.0664,0.07489455988455987,0.0826,22,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38,f34,f27,f37",Hostility,dataset
0,0.0688,0.07866333333333334,0.07816000000000001,23,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38,f34,f27,f37,f20",Hostility,0
1,0.0552,0.07999444444444445,0.09112,23,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38,f34,f27,f37,f20",Hostility,1
dataset,0.062,0.07932888888888888,0.08464,23,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38,f34,f27,f37,f20",Hostility,dataset
0,0.0524,0.07041095238095238,0.076,24,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38,f34,f27,f37,f20,f33",Hostility,0
1,0.0556,0.06778051948051948,0.08192,24,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38,f34,f27,f37,f20,f33",Hostility,1
dataset,0.054,0.06909573593073592,0.07896000000000002,24,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38,f34,f27,f37,f20,f33",Hostility,dataset
0,0.0452,0.05501414141414141,0.06208000000000001,25,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38,f34,f27,f37,f20,f33,f13",Hostility,0
1,0.0616,0.052798455988455985,0.06296,25,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38,f34,f27,f37,f20,f33,f13",Hostility,1
dataset,0.0534,0.05390629870129869,0.06252,25,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38,f34,f27,f37,f20,f33,f13",Hostility,dataset
0,0.0588,0.05655952380952381,0.06544,26,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38,f34,f27,f37,f20,f33,f13,f29",Hostility,0
1,0.0464,0.053579999999999996,0.0664,26,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38,f34,f27,f37,f20,f33,f13,f29",Hostility,1
dataset,0.0526,0.0550697619047619,0.06592,26,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38,f34,f27,f37,f20,f33,f13,f29",Hostility,dataset
0,0.0596,0.050676349206349204,0.06624,27,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38,f34,f27,f37,f20,f33,f13,f29,f1",Hostility,0
1,0.0424,0.044364126984126985,0.05808000000000001,27,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38,f34,f27,f37,f20,f33,f13,f29,f1",Hostility,1
dataset,0.051,0.047520238095238095,0.06216,27,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38,f34,f27,f37,f20,f33,f13,f29,f1",Hostility,dataset
0,0.054,0.05081907647907648,0.06712,28,"f32,f30,f35,f36,f3,f2,f9,f6,f8,f12,f0,f7,f10,f17,f26,f31,f22,f21,f38,f34,f27,f37,f20,f33,f13,f29,f1,f25",Hostility,0
