y,Hostility,N1,kDN,subset_k,variables_incluidas,measure,level
0,0.5825946817082998,0.5741337630942788,0.5716357775987106,1,f93,Hostility,0
1,0.17851051733939738,0.3992514686374834,0.4039795338260375,1,f93,Hostility,1
dataset,0.3456666666666667,0.4715944444444444,0.47333333333333333,1,f93,Hostility,dataset
0,0.556809024979855,0.5519742143432715,0.5603545527800161,2,"f93,f85",Hostility,0
1,0.18988061398521888,0.3879571726359674,0.3864695849914725,2,"f93,f85",Hostility,1
dataset,0.3416666666666667,0.4558055555555555,0.4583999999999999,2,"f93,f85",Hostility,dataset
0,0.532634971796938,0.5759871071716357,0.5753424657534246,3,"f93,f85,f6",Hostility,0
1,0.2359295054007959,0.3994978207314762,0.39783968163729394,3,"f93,f85,f6",Hostility,1
dataset,0.3586666666666667,0.4725055555555556,0.4712666666666667,3,"f93,f85,f6",Hostility,dataset
0,0.5761482675261885,0.5814531291968843,0.579532634971797,4,"f93,f85,f6,f109",Hostility,0
1,0.21262080727686186,0.39642789463710437,0.39340534394542354,4,"f93,f85,f6,f109",Hostility,1
dataset,0.363,0.47296666666666665,0.47040000000000004,4,"f93,f85,f6,f109",Hostility,dataset
0,0.48186946011281223,0.5503357507386516,0.556809024979855,5,"f93,f85,f6,f109,f0",Hostility,0
1,0.2382035247299602,0.3837028614743225,0.3762364980102331,5,"f93,f85,f6,f109,f0",Hostility,1
dataset,0.339,0.4526333333333334,0.4509333333333334,5,"f93,f85,f6,f109,f0",Hostility,dataset
0,0.5382755842062853,0.5583266183185603,0.5663174858984691,6,"f93,f85,f6,f109,f0,f55",Hostility,0
1,0.2404775440591245,0.3748341860905818,0.39329164297896535,6,"f93,f85,f6,f109,f0,f55",Hostility,1
dataset,0.3636666666666667,0.4507388888888889,0.46486666666666665,6,"f93,f85,f6,f109,f0,f55",Hostility,dataset
0,0.523771152296535,0.5688557614826752,0.5661563255439163,7,"f93,f85,f6,f109,f0,f55,f40",Hostility,0
1,0.23024445707788516,0.38328595793064246,0.3899943149516771,7,"f93,f85,f6,f109,f0,f55,f40",Hostility,1
dataset,0.3516666666666667,0.46005,0.46286666666666665,7,"f93,f85,f6,f109,f0,f55,f40",Hostility,dataset
0,0.5060435132957293,0.5429223744292238,0.5495568090249798,8,"f93,f85,f6,f109,f0,f55,f40,f76",Hostility,0
1,0.24161455372370666,0.38150464278946367,0.38271745309835137,8,"f93,f85,f6,f109,f0,f55,f40,f76",Hostility,1
dataset,0.351,0.44827777777777783,0.45173333333333326,8,"f93,f85,f6,f109,f0,f55,f40,f76",Hostility,dataset
0,0.492344883158743,0.543795326349718,0.5443996776792909,9,"f93,f85,f6,f109,f0,f55,f40,f76,f29",Hostility,0
1,0.23194997157475838,0.39488345650938034,0.39636156907333714,9,"f93,f85,f6,f109,f0,f55,f40,f76,f29",Hostility,1
dataset,0.3396666666666667,0.4564833333333333,0.45760000000000006,9,"f93,f85,f6,f109,f0,f55,f40,f76,f29",Hostility,dataset
0,0.5012087026591459,0.5456352403975289,0.5443996776792909,10,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111",Hostility,0
1,0.25525866969869243,0.39437180216031836,0.3953382603752132,10,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111",Hostility,1
dataset,0.357,0.45694444444444443,0.457,10,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111",Hostility,dataset
0,0.4939564867042707,0.5449905989793178,0.5448831587429492,11,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105",Hostility,0
1,0.2427515633882888,0.3930547659655107,0.39488345650938034,11,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105",Hostility,1
dataset,0.3466666666666667,0.45590555555555556,0.4569333333333334,11,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105",Hostility,dataset
0,0.5294117647058824,0.547436782932351,0.5474617244157937,12,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87",Hostility,0
1,0.22797043774872086,0.39210725791169226,0.39329164297896535,12,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87",Hostility,1
dataset,0.3526666666666667,0.4563619047619048,0.4570666666666667,12,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87",Hostility,dataset
0,0.49879129734085415,0.5546736502820306,0.5482675261885576,13,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87,f22",Hostility,0
1,0.23081296191017622,0.3771474593248328,0.38783399658897105,13,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87,f22",Hostility,1
dataset,0.3416666666666667,0.450584126984127,0.4542,13,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87,f22",Hostility,dataset
0,0.5181305398871877,0.5442903188672729,0.5432715551974214,14,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87,f22,f48",Hostility,0
1,0.22399090392268334,0.3826542858947634,0.3901080159181353,14,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87,f22,f48",Hostility,1
dataset,0.3456666666666667,0.4495177248677249,0.4534666666666667,14,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87,f22,f48",Hostility,dataset
0,0.540692989524577,0.5400617781359119,0.543593875906527,15,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87,f22,f48,f62",Hostility,0
1,0.22910744741330302,0.3816284956279271,0.3821489482660603,15,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87,f22,f48,f62",Hostility,1
dataset,0.358,0.4471670634920635,0.4489333333333333,15,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87,f22,f48,f62",Hostility,dataset
0,0.49637389202256244,0.5266259928628986,0.543593875906527,16,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87,f22,f48,f62,f74",Hostility,0
1,0.21716884593519045,0.3481415306315818,0.377259806708357,16,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87,f22,f48,f62,f74",Hostility,1
dataset,0.33266666666666667,0.42197460317460317,0.44606666666666667,16,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87,f22,f48,f62,f74",Hostility,dataset
0,0.49879129734085415,0.5270020336901884,0.5456889605157131,17,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87,f22,f48,f62,f74,f101",Hostility,0
1,0.21887436043206368,0.3494660115325266,0.3762364980102331,17,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87,f22,f48,f62,f74,f101",Hostility,1
dataset,0.33466666666666667,0.42290674603174605,0.44633333333333336,17,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87,f22,f48,f62,f74,f101",Hostility,dataset
0,0.48912167606768736,0.5228243352135375,0.5197421434327155,18,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87,f22,f48,f62,f74,f101,f107",Hostility,0
1,0.24218305855599773,0.3683821074383894,0.37896532120523024,18,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87,f22,f48,f62,f74,f101,f107",Hostility,1
dataset,0.3443333333333333,0.432269708994709,0.4372,18,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87,f22,f48,f62,f74,f101,f107",Hostility,dataset
0,0.44319097502014504,0.520846283718967,0.515713134568896,19,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87,f22,f48,f62,f74,f101,f107,f88",Hostility,0
1,0.2450255827174531,0.3609725944575291,0.37293916998294485,19,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87,f22,f48,f62,f74,f101,f107,f88",Hostility,1
dataset,0.327,0.42710701058201056,0.432,19,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87,f22,f48,f62,f74,f101,f107,f88",Hostility,dataset
0,0.48106365834004833,0.5194591535244235,0.5076551168412571,20,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87,f22,f48,f62,f74,f101,f107,f88,f86",Hostility,0
1,0.24104604889141557,0.3556936210148262,0.3745309835133599,20,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87,f22,f48,f62,f74,f101,f107,f88,f86",Hostility,1
dataset,0.3403333333333333,0.42343796296296293,0.42960000000000004,20,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87,f22,f48,f62,f74,f101,f107,f88,f86",Hostility,dataset
0,0.44883158742949236,0.5122348441244493,0.5112006446414182,21,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87,f22,f48,f62,f74,f101,f107,f88,f86,f23",Hostility,0
1,0.2433200682205799,0.3662380320708916,0.37282546901648667,21,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87,f22,f48,f62,f74,f101,f107,f88,f86,f23",Hostility,1
dataset,0.3283333333333333,0.4266320466570467,0.4300666666666667,21,"f93,f85,f6,f109,f0,f55,f40,f76,f29,f111,f105,f87,f22,f48,f62,f74,f101,f107,f88,f86,f23",Hostility,dataset
