y,Hostility,N1,kDN,subset_k,variables_incluidas,measure,level
0,0.246,0.416,0.4152,1,f10,Hostility,0
1,0.312,0.415,0.418,1,f10,Hostility,1
dataset,0.279,0.4155,0.4166,1,f10,Hostility,dataset
0,0.216,0.35983333333333334,0.3456,2,"f10,f1",Hostility,0
1,0.25,0.3675,0.3608,2,"f10,f1",Hostility,1
dataset,0.233,0.36366666666666664,0.3532,2,"f10,f1",Hostility,dataset
0,0.28,0.3203666666666667,0.3236,3,"f10,f1,f35",Hostility,0
1,0.31,0.33213333333333334,0.3452,3,"f10,f1,f35",Hostility,1
dataset,0.295,0.32625,0.3344,3,"f10,f1,f35",Hostility,dataset
0,0.246,0.2586666666666667,0.2772,4,"f10,f1,f35,f41",Hostility,0
1,0.164,0.27546666666666664,0.27840000000000004,4,"f10,f1,f35,f41",Hostility,1
dataset,0.205,0.2670666666666667,0.2778,4,"f10,f1,f35,f41",Hostility,dataset
0,0.202,0.26726666666666665,0.2528,5,"f10,f1,f35,f41,f9",Hostility,0
1,0.178,0.27393333333333336,0.284,5,"f10,f1,f35,f41,f9",Hostility,1
dataset,0.19,0.2706,0.2684,5,"f10,f1,f35,f41,f9",Hostility,dataset
0,0.19,0.23196666666666668,0.2388,6,"f10,f1,f35,f41,f9,f19",Hostility,0
1,0.162,0.2765333333333333,0.2728,6,"f10,f1,f35,f41,f9,f19",Hostility,1
dataset,0.176,0.25425,0.2558,6,"f10,f1,f35,f41,f9,f19",Hostility,dataset
0,0.082,0.13583333333333333,0.14320000000000002,7,"f10,f1,f35,f41,f9,f19,f11",Hostility,0
1,0.154,0.15803333333333333,0.1764,7,"f10,f1,f35,f41,f9,f19,f11",Hostility,1
dataset,0.118,0.14693333333333333,0.1598,7,"f10,f1,f35,f41,f9,f19,f11",Hostility,dataset
0,0.098,0.1465,0.152,8,"f10,f1,f35,f41,f9,f19,f11,f31",Hostility,0
1,0.154,0.16019999999999998,0.184,8,"f10,f1,f35,f41,f9,f19,f11,f31",Hostility,1
dataset,0.126,0.15334999999999996,0.168,8,"f10,f1,f35,f41,f9,f19,f11,f31",Hostility,dataset
0,0.116,0.14546666666666666,0.152,9,"f10,f1,f35,f41,f9,f19,f11,f31,f42",Hostility,0
1,0.122,0.15536666666666668,0.18320000000000003,9,"f10,f1,f35,f41,f9,f19,f11,f31,f42",Hostility,1
dataset,0.119,0.1504166666666667,0.16760000000000003,9,"f10,f1,f35,f41,f9,f19,f11,f31,f42",Hostility,dataset
0,0.096,0.14127619047619047,0.1424,10,"f10,f1,f35,f41,f9,f19,f11,f31,f42,f47",Hostility,0
1,0.134,0.15676666666666667,0.176,10,"f10,f1,f35,f41,f9,f19,f11,f31,f42,f47",Hostility,1
dataset,0.115,0.14902142857142855,0.15919999999999998,10,"f10,f1,f35,f41,f9,f19,f11,f31,f42,f47",Hostility,dataset
