y,Hostility,N1,kDN,subset_k,variables_incluidas,measure,level
0,0.7599009900990099,0.096161600404987,0.6178217821782178,1,f550,Hostility,0
1,0.030201342281879196,0.9066594758708852,0.4087248322147651,1,f550,Hostility,1
dataset,0.325,0.5792183341826623,0.4932,1,f550,Hostility,dataset
0,0.4975247524752475,0.5499174917491749,0.5737623762376238,2,"f550,f283",Hostility,0
1,0.2231543624161074,0.37611856823266215,0.3704697986577181,2,"f550,f283",Hostility,1
dataset,0.334,0.44633333333333336,0.4526,2,"f550,f283",Hostility,dataset
0,0.5396039603960396,0.5515676567656765,0.5747524752475247,3,"f550,f283,f594",Hostility,0
1,0.23993288590604026,0.375,0.37214765100671143,3,"f550,f283,f594",Hostility,1
dataset,0.361,0.44633333333333336,0.454,3,"f550,f283,f594",Hostility,dataset
0,0.5495049504950495,0.5488861386138614,0.5767326732673267,4,"f550,f283,f594,f514",Hostility,0
1,0.22818791946308725,0.3766778523489933,0.37080536912751677,4,"f550,f283,f594,f514",Hostility,1
dataset,0.358,0.44625,0.454,4,"f550,f283,f594,f514",Hostility,dataset
0,0.5074257425742574,0.5550742574257426,0.5806930693069307,5,"f550,f283,f594,f514,f509",Hostility,0
1,0.24664429530201343,0.3775167785234899,0.37281879194630874,5,"f550,f283,f594,f514,f509",Hostility,1
dataset,0.352,0.44925,0.4568,5,"f550,f283,f594,f514,f509",Hostility,dataset
0,0.5074257425742574,0.5558993399339934,0.5821782178217823,6,"f550,f283,f594,f514,f509,f516",Hostility,0
1,0.2214765100671141,0.37765659955257275,0.3718120805369127,6,"f550,f283,f594,f514,f509,f516",Hostility,1
dataset,0.337,0.4496666666666666,0.4568,6,"f550,f283,f594,f514,f509,f516",Hostility,dataset
0,0.6089108910891089,0.5841584158415841,0.6074257425742574,7,"f550,f283,f594,f514,f509,f516,f269",Hostility,0
1,0.23993288590604026,0.403076062639821,0.40436241610738255,7,"f550,f283,f594,f514,f509,f516,f269",Hostility,1
dataset,0.389,0.47623333333333334,0.48640000000000005,7,"f550,f283,f594,f514,f509,f516,f269",Hostility,dataset
0,0.6014851485148515,0.5858085808580857,0.6099009900990099,8,"f550,f283,f594,f514,f509,f516,f269,f539",Hostility,0
1,0.22818791946308725,0.3994407158836689,0.401006711409396,8,"f550,f283,f594,f514,f509,f516,f269,f539",Hostility,1
dataset,0.379,0.47473333333333334,0.4854,8,"f550,f283,f594,f514,f509,f516,f269,f539",Hostility,dataset
0,0.6262376237623762,0.587046204620462,0.6133663366336634,9,"f550,f283,f594,f514,f509,f516,f269,f539,f581",Hostility,0
1,0.21644295302013422,0.3976230425055928,0.39932885906040266,9,"f550,f283,f594,f514,f509,f516,f269,f539,f581",Hostility,1
dataset,0.382,0.47414999999999996,0.48580000000000007,9,"f550,f283,f594,f514,f509,f516,f269,f539,f581",Hostility,dataset
0,0.5816831683168316,0.6143151815181518,0.6084158415841584,10,"f550,f283,f594,f514,f509,f516,f269,f539,f581,f506",Hostility,0
1,0.22483221476510068,0.42273489932885905,0.4016778523489933,10,"f550,f283,f594,f514,f509,f516,f269,f539,f581,f506",Hostility,1
dataset,0.369,0.5001333333333333,0.48519999999999996,10,"f550,f283,f594,f514,f509,f516,f269,f539,f581,f506",Hostility,dataset
0,0.6262376237623762,0.6267739273927393,0.6188118811881188,11,"f550,f283,f594,f514,f509,f516,f269,f539,f581,f506,f143",Hostility,0
1,0.20973154362416108,0.420917225950783,0.40469798657718126,11,"f550,f283,f594,f514,f509,f516,f269,f539,f581,f506,f143",Hostility,1
dataset,0.378,0.5040833333333333,0.4912,11,"f550,f283,f594,f514,f509,f516,f269,f539,f581,f506,f143",Hostility,dataset
0,0.5891089108910891,0.6356848184818482,0.6153465346534653,12,"f550,f283,f594,f514,f509,f516,f269,f539,f581,f506,f143,f113",Hostility,0
