measure,subset_k,model,variables_incluidas,mean_acc,std_acc,mean_gps,std_gps,mean_acc_class_0,mean_acc_class_1,std_acc_class_0,std_acc_class_1
Hostility,1,LogReg,f24,0.7803,0.012042009799032728,0.7802262190767156,0.01202496652428393,0.769,0.7916000000000001,0.013423859355639878,0.019713954448562564
Hostility,1,SVM-linear,f24,0.7788,0.012944496900227536,0.7786417500691286,0.012912708053522924,0.7582,0.7994,0.014012851244482701,0.02061164719278882
Hostility,1,SVM-rbf,f24,0.7773,0.012474373731775085,0.7771109898552716,0.01243711307308882,0.7544000000000001,0.8002,0.013558761005342646,0.020502682751288897
Hostility,1,RandomForest,f24,0.7062999999999999,0.014498620624045565,0.7062097638127984,0.014470766939788635,0.7049999999999998,0.7076,0.026461292485439922,0.01273734666247252
Hostility,1,KNN,f24,0.7538,0.0068381283989115095,0.753687306239856,0.00684622902398286,0.7405999999999999,0.767,0.015976232346833232,0.013364131097830504
Hostility,1,NaiveBayes,f24,0.7751999999999999,0.010342146779078326,0.7748607054541494,0.010283389041462438,0.7430000000000001,0.8074,0.012271919165313968,0.018869022232219635
Hostility,1,DecisionTree,f24,0.7061,0.014686388255796568,0.706010619650246,0.014658652614658346,0.7048,0.7074,0.026880476186258294,0.012101239605924668
Hostility,1,XGBoost,f24,0.7756000000000001,0.009382963284591928,0.7755286200514695,0.009343786861197707,0.7662000000000001,0.7849999999999999,0.0124402572320672,0.018788294228055953
Hostility,2,LogReg,"f24,f3",0.8846999999999999,0.008706893820416103,0.8846836681914759,0.008702826950310692,0.8789999999999999,0.8904,0.010478549517943797,0.015304901175767206
Hostility,2,SVM-linear,"f24,f3",0.885,0.00796241169495776,0.8849751565951787,0.007959343578974126,0.8752000000000001,0.8948,0.01085172797300044,0.014316424134538638
Hostility,2,SVM-rbf,"f24,f3",0.8864000000000001,0.008428523002282199,0.8863138060524832,0.008436309687593707,0.8619999999999999,0.9108,0.011764352935882204,0.01256025477448605
Hostility,2,RandomForest,"f24,f3",0.8709999999999999,0.009423375191511806,0.8709728541851167,0.009425266453825031,0.8603999999999999,0.8816,0.011757550765359266,0.0134699665923862
Hostility,2,KNN,"f24,f3",0.8714999999999999,0.008605230967266371,0.871482214860762,0.008604707218891672,0.8625999999999999,0.8803999999999998,0.00975909831900469,0.011723480711802285
Hostility,2,NaiveBayes,"f24,f3",0.8859,0.007751773990513405,0.8858350222424937,0.00775425988421257,0.8657999999999999,0.906,0.012245815611873316,0.013084341787036912
Hostility,2,DecisionTree,"f24,f3",0.8332,0.008874683092933525,0.8331698533625262,0.008868022264623868,0.8301999999999999,0.8361999999999998,0.017261517893858574,0.012147427711248182
Hostility,2,XGBoost,"f24,f3",0.877,0.009154233993076655,0.8769472194737675,0.009162034091032549,0.8593999999999999,0.8946,0.012682271089990163,0.01156027681329475
Hostility,3,LogReg,"f24,f3,f29",0.8851000000000001,0.008239538822045813,0.885083756505004,0.008234753076304956,0.8794000000000001,0.8907999999999999,0.009800000000000008,0.015236797563792742
Hostility,3,SVM-linear,"f24,f3,f29",0.8848,0.008084553172563102,0.8847767854605186,0.008081734765509673,0.8758000000000001,0.8938,0.011043550153822829,0.014434680460612918
Hostility,3,SVM-rbf,"f24,f3,f29",0.8873000000000001,0.010040418317978597,0.887196597147561,0.010069840757454679,0.8606,0.914,0.01483374531263094,0.01236122971228994
Hostility,3,RandomForest,"f24,f3,f29",0.8957,0.011135977729862799,0.8956714034985496,0.011137682151582456,0.8826,0.9088,0.012807810117268302,0.015289211882893129
Hostility,3,KNN,"f24,f3,f29",0.8746,0.009697422337920534,0.874551011473298,0.009696627313375849,0.8576,0.8916000000000001,0.011377170122662324,0.013016912076218396
Hostility,3,NaiveBayes,"f24,f3,f29",0.7229,0.025629865391765136,0.6942606419072066,0.03394589134454141,0.9777999999999999,0.46799999999999997,0.003515679166249392,0.0516759131510997
Hostility,3,DecisionTree,"f24,f3,f29",0.8573000000000001,0.01228047230362091,0.8572785271265315,0.012295061319285178,0.8612,0.8533999999999999,0.013948476619330167,0.01793432463183377
Hostility,3,XGBoost,"f24,f3,f29",0.8936,0.010081666528902859,0.8935632692761096,0.010073809886947798,0.8800000000000001,0.9072000000000001,0.013942740046346713,0.016473008225579216
