y,Hostility,N1,kDN,subset_k,variables_incluidas,measure,level
0,0.2062,0.2985,0.29604,1,f24,Hostility,0
1,0.2008,0.29846666666666666,0.297,1,f24,Hostility,1
dataset,0.2035,0.2984833333333333,0.29652,1,f24,Hostility,dataset
0,0.1334,0.1654,0.16516,2,"f24,f3",Hostility,0
1,0.0818,0.16576666666666667,0.16472,2,"f24,f3",Hostility,1
dataset,0.1076,0.16558333333333333,0.16494,2,"f24,f3",Hostility,dataset
0,0.124,0.16475,0.1642,3,"f24,f3,f29",Hostility,0
1,0.0842,0.16435333333333332,0.16456,3,"f24,f3,f29",Hostility,1
dataset,0.1041,0.16455166666666665,0.16438,3,"f24,f3,f29",Hostility,dataset
0,0.0114,0.0154,0.01744,4,"f24,f3,f29,f7",Hostility,0
1,0.007,0.013730000000000001,0.014,4,"f24,f3,f29,f7",Hostility,1
dataset,0.0092,0.014564999999999998,0.01572,4,"f24,f3,f29,f7",Hostility,dataset
0,0.0148,0.018183333333333333,0.02036,5,"f24,f3,f29,f7,f4",Hostility,0
1,0.0078,0.0156,0.01468,5,"f24,f3,f29,f7,f4",Hostility,1
dataset,0.0113,0.016891666666666662,0.01752,5,"f24,f3,f29,f7,f4",Hostility,dataset
0,0.0186,0.0204,0.02516,6,"f24,f3,f29,f7,f4,f5",Hostility,0
1,0.0082,0.016386666666666667,0.0152,6,"f24,f3,f29,f7,f4,f5",Hostility,1
dataset,0.0134,0.018393333333333334,0.020180000000000003,6,"f24,f3,f29,f7,f4,f5",Hostility,dataset
0,0.0154,0.023006666666666665,0.02828,7,"f24,f3,f29,f7,f4,f5,f30",Hostility,0
1,0.0096,0.019066666666666666,0.01608,7,"f24,f3,f29,f7,f4,f5,f30",Hostility,1
dataset,0.0125,0.021036666666666665,0.02218,7,"f24,f3,f29,f7,f4,f5,f30",Hostility,dataset
0,0.0074,0.0119,0.015359999999999999,8,"f24,f3,f29,f7,f4,f5,f30,f1",Hostility,0
1,0.0018,0.008140000000000001,0.005240000000000001,8,"f24,f3,f29,f7,f4,f5,f30,f1",Hostility,1
dataset,0.0046,0.010020000000000001,0.0103,8,"f24,f3,f29,f7,f4,f5,f30,f1",Hostility,dataset
0,0.0122,0.01215,0.0164,9,"f24,f3,f29,f7,f4,f5,f30,f1,f31",Hostility,0
1,0.0026,0.008116666666666668,0.00592,9,"f24,f3,f29,f7,f4,f5,f30,f1,f31",Hostility,1
dataset,0.0074,0.010133333333333333,0.011160000000000002,9,"f24,f3,f29,f7,f4,f5,f30,f1,f31",Hostility,dataset
0,0.0096,0.014343333333333333,0.018680000000000002,10,"f24,f3,f29,f7,f4,f5,f30,f1,f31,f25",Hostility,0
1,0.0032,0.009146666666666668,0.0088,10,"f24,f3,f29,f7,f4,f5,f30,f1,f31,f25",Hostility,1
dataset,0.0064,0.011744999999999998,0.01374,10,"f24,f3,f29,f7,f4,f5,f30,f1,f31,f25",Hostility,dataset
0,0.0094,0.014243333333333334,0.01848,11,"f24,f3,f29,f7,f4,f5,f30,f1,f31,f25,f28",Hostility,0
1,0.0016,0.008846666666666668,0.008560000000000002,11,"f24,f3,f29,f7,f4,f5,f30,f1,f31,f25,f28",Hostility,1
