,Hostility_importances,N1_importances,kDN_importances,Hostility_importances_norm,N1_importances_norm,kDN_importances_norm,count_vars
f0,0.14233333333333317,0.07768015873015904,0.0693999999999999,0.0006031073446327677,0.00032915321495830105,0.0002940677966101691,236.0
f1,0.5586666666666666,0.514023677248677,0.4372666666666671,0.001988137603795967,0.0018292657553333701,0.0015561091340450786,281.0
f10,-0.08666666666666661,0.11158386243386254,0.1231333333333327,-0.0003656821378340363,0.0004708179849530065,0.0005195499296765093,237.0
f100,,,,,,,
f101,0.08833333333333332,0.027724735449735305,0.040799999999999836,0.0003791130185979971,0.00011899028090015153,0.00017510729613733834,233.0
f102,-0.018000000000000183,0.043937301587301525,0.002333333333333243,-9.326424870466416e-05,0.00022765441236943795,1.2089810017270688e-05,193.0
f103,,,,,,,
f104,,,,,,,
f105,,,,,,,
f106,,,,,,,
f107,,,,,,,
f108,,,,,,,
f109,,,,,,,
f11,0.16266666666666663,0.07313597883597917,0.07613333333333344,0.0005589919816723939,0.00025132638775250573,0.0002616265750286373,291.0
f110,,,,,,,
f111,,,,,,,
f112,0.009333333333333305,0.010678968253968524,0.0007999999999995233,6.140350877192964e-05,7.025637009189818e-05,5.263157894733706e-06,152.0
f113,0.010333333333333361,0.023550000000000126,0.002000000000000113,4.7400611620795236e-05,0.0001080275229357804,9.174311926606022e-06,218.0
f114,,,,,,,
f12,0.09533333333333335,0.19971865079365042,0.15306666666666657,0.0005044091710758379,0.0010567124380616425,0.000809876543209876,189.0
f13,0.3470000000000001,0.37357235449735443,0.3540666666666666,0.0013143939393939397,0.0014150467973384638,0.0013411616161616159,264.0
f14,0.16066666666666646,0.12760621693121665,0.10493333333333305,0.0009563492063492051,0.0007595608150667658,0.0006246031746031729,168.0
f15,0.666,0.6068183862433865,0.621466666666666,0.0028461538461538463,0.002593240966852079,0.0026558404558404526,234.0
f16,0.25100000000000006,0.17782248677248663,0.15380000000000027,0.0012243902439024394,0.0008674267647438372,0.0007502439024390257,205.0
f17,0.07833333333333334,0.15333597883597833,0.1469999999999999,0.00036949685534591197,0.0007232829190376337,0.0006933962264150939,212.0
f18,0.5483333333333336,0.4325595238095237,0.409466666666667,0.0021933333333333345,0.001730238095238095,0.0016378666666666678,250.0
f19,0.0480000000000001,0.020180952380952633,0.017133333333333445,0.00024870466321243574,0.00010456452010856286,8.877374784110593e-05,193.0
f2,0.05899999999999994,0.15839378306878327,0.13873333333333326,0.00016905444126074482,0.0004538503812859119,0.00039751671442215836,349.0
f20,0.28466666666666673,0.18641587301587326,0.19446666666666668,0.002635802469135803,0.0017260728982951227,0.0018006172839506174,108.0
f21,-0.025666666666666504,0.12288492063492101,0.10933333333333345,-0.00011458333333333261,0.0005485933956916116,0.0004880952380952386,224.0
f22,0.5726666666666667,0.5859986772486767,0.5472666666666662,0.0020599520383693046,0.002107908910966463,0.001968585131894483,278.0
f23,0.15666666666666657,0.11893730158730126,0.16066666666666668,0.0008901515151515146,0.0006757801226551208,0.0009128787878787879,176.0
f24,-0.062000000000000055,0.09629788359788355,0.1304666666666665,-0.0002330827067669175,0.0003620221187890359,0.0004904761904761898,266.0
f25,-0.1263333333333333,0.014299603174603104,-0.06193333333333367,-0.0004973753280839893,5.629765029371301e-05,-0.00024383202099737667,254.0
f26,-0.03366666666666651,0.018832407407407048,0.039333333333333054,-0.0001626409017713358,9.097781356235288e-05,0.00019001610305957996,207.0
f27,-0.02000000000000024,0.041892857142857176,0.030266666666666886,-5.7142857142857826e-05,0.0001196938775510205,8.64761904761911e-05,350.0
f28,0.27400000000000024,-0.09114510582010621,-0.012733333333333263,0.0011759656652360526,-0.0003911807116742756,-5.4649499284692114e-05,233.0
f29,-0.08300000000000002,-0.03895396825396774,-0.07799999999999996,-0.00032549019607843143,-0.00015276065981948133,-0.0003058823529411763,255.0
f3,0.08833333333333335,0.1332194444444446,0.15206666666666696,0.00031213191990577156,0.0004707400863761294,0.0005373380447585405,283.0
f30,0.09400000000000003,-0.06710833333333355,-0.07439999999999986,0.0007966101694915256,-0.0005687146892655385,-0.00063050847457627,118.0
f31,-0.0006666666666667043,-0.12231666666666641,-0.052599999999999536,-1.8416206261511168e-06,-0.00033789134438305635,-0.00014530386740331365,362.0
f32,-0.09266666666666684,0.076020238095238,-0.02653333333333352,-0.00031306306306306365,0.0002568251287001284,-8.963963963964027e-05,296.0
f33,-0.3176666666666667,-0.06791322751322737,-0.054533333333333545,-0.0008632246376811595,-0.0001845468138946396,-0.00014818840579710203,368.0
f34,-0.05833333333333335,-0.00223373015872963,-0.053066666666666484,-0.0003070175438596492,-1.1756474519629631e-05,-0.00027929824561403414,190.0
