,Hostility_importances,N1_importances,kDN_importances,Hostility_importances_norm,N1_importances_norm,kDN_importances_norm,count_vars
f0,0.10199999999999992,-0.06335310245310277,-0.0015999999999999348,0.0004657534246575339,-0.00028928357284521813,-7.305936073059063e-06,219.0
f1,0.016000000000000014,0.08544033189033201,0.028799999999999826,6.0836501901140736e-05,0.00032486818209251714,0.00010950570342205257,263.0
f10,0.186,0.0002803307803307953,0.04160000000000014,0.0007018867924528302,1.0578520012482841e-06,0.00015698113207547222,265.0
f100,0.192,-0.018452380952380942,-0.0520000000000001,0.0010491803278688525,-0.00010083268279989586,-0.00028415300546448145,183.0
f101,0.013999999999999957,-0.0007510822510825022,0.07199999999999995,5.8333333333333157e-05,-3.1295093795104255e-06,0.0002999999999999998,240.0
f102,0.10599999999999993,0.03599365079365063,0.06120000000000014,0.0004796380090497734,0.00016286719816131507,0.00027692307692307755,221.0
f103,0.07600000000000007,0.08500907425907417,0.017599999999999727,0.00028571428571428595,0.00031958298593636906,6.616541353383356e-05,266.0
f104,-0.033999999999999975,0.05566406926406908,0.030000000000000082,-0.00023611111111111093,0.0003865560365560353,0.00020833333333333392,144.0
f105,0.08399999999999991,0.08796993006993015,0.01800000000000007,0.00046153846153846104,0.0004833512641204953,9.89010989010993e-05,182.0
f106,0.282,0.006879403929403838,0.05479999999999996,0.0027115384615384614,6.614811470580614e-05,0.0005269230769230765,104.0
f107,-0.066,-0.016534454434454393,0.00039999999999995595,-0.0008048780487804879,-0.00020163968822505356,4.878048780487268e-06,82.0
f108,0.05199999999999999,-0.0015123487623488474,0.0024000000000001798,0.00022413793103448273,-6.518744665296756e-06,1.034482758620767e-05,232.0
f109,0.01599999999999996,0.13041257631257652,0.03679999999999978,0.00011347517730496424,0.0009249118887416774,0.00026099290780141687,141.0
f11,0.122,-0.026113492063492172,0.01840000000000014,0.001207920792079208,-0.0002585494263712096,0.00018217821782178355,101.0
f110,0.15800000000000003,0.019511327561327507,-0.03359999999999991,0.0007979797979797981,9.854205839054296e-05,-0.00016969696969696923,198.0
f111,-0.034000000000000086,0.0003328282828281015,-0.04439999999999994,-0.00012363636363636396,1.2102846648294601e-06,-0.00016145454545454522,275.0
f112,-5.551115123125783e-17,0.03673852813852818,0.06000000000000005,-2.593979029498029e-19,0.00017167536513330926,0.0002803738317757012,214.0
f113,0.033999999999999975,-0.014411127761128018,-0.0008000000000001894,0.0002499999999999998,-0.0001059641747141766,-5.8823529411778634e-06,136.0
f114,-0.035999999999999976,0.07580435740729868,-0.0039999999999998925,-0.0001782178217821781,0.00037526909607573603,-1.980198019801927e-05,202.0
f115,-0.068,-0.08778253968253985,-0.03319999999999984,-0.0002677165354330709,-0.0003456005499312593,-0.00013070866141732222,254.0
f116,-0.07,0.1612665112665111,-0.007600000000000273,-0.0002978723404255319,0.0006862404734745153,-3.234042553191606e-05,235.0
f117,0.07199999999999995,0.0431476356976358,-0.012000000000000177,0.0002903225806451611,0.00017398240200659597,-4.8387096774194265e-05,248.0
f118,-0.03200000000000003,-0.02261746031746026,-0.006399999999999795,-0.00013973799126637567,-9.876620225965179e-05,-2.7947598253274213e-05,229.0
f119,0.21200000000000002,0.057031168831168655,-0.0007999999999995788,0.0009098712446351932,0.000244768964940638,-3.4334763948479778e-06,233.0
f12,0.06400000000000006,0.08047442002442035,0.03279999999999994,0.0004210526315789477,0.0005294369738448707,0.00021578947368421013,152.0
f120,-0.07400000000000001,-0.021577489177489084,-0.008800000000000086,-0.0004654088050314466,-0.00013570747910370494,-5.5345911949686074e-05,159.0
f121,0.03799999999999998,-0.018019708069707985,0.02000000000000024,0.00021839080459770102,-0.00010356154063050566,0.00011494252873563356,174.0
f122,0.013999999999999957,0.007324963924963845,0.0116,0.0003684210526315778,0.00019276220855168015,0.00030526315789473684,38.0
f123,-0.07,-0.015664285714285686,0.02719999999999989,-0.0008974358974358975,-0.00020082417582417545,0.0003487179487179473,78.0
f124,0.09399999999999986,-0.06588931623931632,-0.022799999999999987,0.0003275261324041807,-0.0002295794990916945,-7.944250871080135e-05,287.0
f125,0.003999999999999948,-0.07753272217978097,0.0048000000000001375,1.0928961748633738e-05,-0.00021183803874257095,1.3114754098361031e-05,366.0
f126,0.02199999999999991,-0.023708225108225123,0.0007999999999998009,0.0002749999999999989,-0.000296352813852814,9.99999999999751e-06,80.0
f127,-0.03799999999999987,-0.07574653679653676,-0.024800000000000266,-0.00017040358744394558,-0.0003396705685943352,-0.00011121076233183976,223.0
f128,0.08600000000000002,0.14646050616050627,0.12440000000000034,0.0003706896551724139,0.000631295285174596,0.0005362068965517257,232.0
f129,-0.13799999999999996,0.11701232656232646,0.011599999999999833,-0.0005847457627118643,0.0004958149430607054,4.915254237288065e-05,236.0
f13,-0.0040000000000000036,0.026095471195471398,0.07800000000000001,-1.4925373134328372e-05,9.737116117713208e-05,0.000291044776119403,268.0
f130,-0.05999999999999994,0.02382474747474722,0.0712000000000001,-0.0002158273381294962,8.570053048470224e-05,0.00025611510791366944,278.0
f131,0.008000000000000063,0.025340259740259774,0.01799999999999996,3.587443946188369e-05,0.00011363345175004383,8.071748878923749e-05,223.0
f132,-0.016000000000000125,0.03974884559884556,-0.006799999999999806,-9.411764705882427e-05,0.0002338167388167386,-3.999999999999886e-05,170.0
f133,-0.034000000000000086,-0.05803100788100768,0.0027999999999999137,-0.0001312741312741316,-0.00022405794548651615,1.0810810810810478e-05,259.0
f134,-0.055999999999999994,-0.07356176046176055,0.06800000000000006,-0.0002382978723404255,-0.0003130287679223853,0.00028936170212765986,235.0
f135,-0.025999999999999857,-0.024859812409812387,-0.04760000000000003,-0.00011659192825112043,-0.00011147897941619904,-0.0002134529147982064,223.0
f136,-0.056000000000000105,0.03450010545010562,0.007600000000000051,-0.00023829787234042597,0.00014680895936215158,3.234042553191511e-05,235.0
f137,0.03200000000000003,0.09768896103896096,0.056400000000000006,0.0001624365482233504,0.0004958830509591927,0.00028629441624365487,197.0
f138,0.0020000000000000018,-0.035166611166611295,0.03679999999999972,1.3698630136986314e-05,-0.00024086719977131025,0.000252054794520546,146.0
f139,0.02799999999999997,-0.002061904761904765,0.03760000000000002,0.00029166666666666637,-2.1478174603174634e-05,0.0003916666666666669,96.0
f14,0.06,0.08027763347763356,0.06640000000000013,0.0002843601895734597,0.0003804627179034766,0.0003146919431279627,211.0
f140,0.10800000000000004,0.016416694416694244,0.04119999999999979,0.000553846153846154,8.418817649586792e-05,0.00021128205128205022,195.0
f141,-0.16999999999999993,0.008329836176895034,-0.030399999999999983,-0.0007083333333333331,3.470765073706264e-05,-0.00012666666666666658,240.0
f142,0.014000000000000012,0.11492506937506908,-0.016800000000000037,6.451612903225812e-05,0.0005296086146316547,-7.741935483870985e-05,217.0
f143,0.17000000000000004,0.03390957930957916,0.0036000000000003807,0.0006614785992217901,0.00013194388836412126,1.4007782101168796e-05,257.0
f144,-0.027999999999999914,0.05077814571049866,0.01679999999999998,-0.00017721518987341716,0.00032138066905378895,0.00010632911392405052,158.0
f145,-0.184,0.02990085470085513,0.04560000000000025,-0.0006814814814814815,0.00011074390629946343,0.0001688888888888898,270.0
f146,-0.10200000000000009,-0.08143659118659086,-0.008800000000000308,-0.0003863636363636367,-0.00030847193631284415,-3.33333333333345e-05,264.0
f147,0.19400000000000012,0.16386869241869217,0.02839999999999948,0.0006759581881533105,0.0005709710537236661,9.89547038327508e-05,287.0
f148,-0.08799999999999997,-0.08194968364968358,-0.03119999999999995,-0.0009361702127659571,-0.0008718051452093998,-0.00033191489361702076,94.0
f149,-0.05199999999999999,-0.046151243201242864,0.05480000000000007,-0.0003768115942028985,-0.0003344292985597309,0.0003971014492753628,138.0
f15,0.0019999999999999463,-0.001766494616494696,0.024399999999999977,1.1363636363636058e-05,-1.00369012300835e-05,0.0001386363636363635,176.0
f150,0.022000000000000075,-0.057908707958707895,0.0015999999999998238,0.00010091743119266089,-0.00026563627503994446,7.3394495412835955e-06,218.0
f151,-0.03799999999999998,0.06300981240981224,-0.03440000000000004,-0.00017674418604651153,0.00029306889492935925,-0.0001600000000000002,215.0
f152,0.030000000000000082,0.1028210123210122,0.03440000000000015,0.00022058823529411825,0.0007560368553015603,0.00025294117647058935,136.0
f153,0.04800000000000004,0.031974543756896845,0.05879999999999991,0.00018181818181818197,0.00012111569604885169,0.0002227272727272724,264.0
f154,-0.13200000000000006,-0.00018924963924960014,0.020799999999999985,-0.0005764192139737994,-8.264176386445421e-07,9.082969432314404e-05,229.0
f155,0.10599999999999993,0.10541904761904758,0.04959999999999992,0.0005888888888888885,0.0005856613756613754,0.00027555555555555515,180.0
f156,-0.07400000000000001,0.019653296703296852,0.0404000000000001,-0.0004043715846994536,0.00010739506395244181,0.00022076502732240494,183.0
f157,-0.09000000000000014,-0.04998438228438207,0.02040000000000003,-0.0002694610778443118,-0.0001496538391747966,6.107784431137733e-05,334.0
f158,-0.12400000000000017,-0.020867487414546138,-0.018799999999999706,-0.0006138613861386147,-0.00010330439314131751,-9.306930693069161e-05,202.0
f159,-0.15199999999999997,0.12578080808080788,-0.01880000000000004,-0.0006523605150214591,0.0005398317943382312,-8.068669527897012e-05,233.0
f16,0.018000000000000016,-0.12419202464202439,-0.0019999999999998352,5.9016393442623e-05,-0.0004071869660394242,-6.557377049179788e-06,305.0
f160,0.057999999999999996,-0.13036062271062265,-0.01559999999999978,0.0002109090909090909,-0.0004740386280386278,-5.672727272727193e-05,275.0
f161,-0.09199999999999997,0.070735076035076,-0.016399999999999915,-0.0006301369863013697,0.0004844868221580548,-0.00011232876712328709,146.0
f162,0.07800000000000001,0.04883492063492073,0.03399999999999975,0.00048148148148148155,0.0003014501273760539,0.000209876543209875,162.0
f163,0.10000000000000003,0.05428968867389922,-0.007199999999999818,0.0016393442622950826,0.0008899948962934297,-0.00011803278688524292,61.0
