,Hostility_importances,N1_importances,kDN_importances,Hostility_importances_norm,N1_importances_norm,kDN_importances_norm,count_vars
f0,-0.16600000000000015,-0.007693428793428714,0.011600000000000332,-0.0005724137931034488,-2.65290648049266e-05,4.000000000000115e-05,290.0
f1,0.08200000000000002,-0.01932142857142849,0.03959999999999991,0.0002530864197530865,-5.9634038800705215e-05,0.00012222222222222194,324.0
f10,-0.008000000000000007,-0.10221320346320323,0.010399999999999965,-4.1450777202072574e-05,-0.0005296020904829183,5.388601036269412e-05,193.0
f100,0.16799999999999998,0.041292368742368746,0.07439999999999997,0.0006199261992619926,0.0001523703643629843,0.00027453874538745375,271.0
f101,5.551115123125783e-17,0.10550800441388658,0.037999999999999645,2.1350442781253012e-19,0.00040580001697648684,0.0001461538461538448,260.0
f102,0.13399999999999995,-0.03613571428571449,0.018799999999999983,0.00042948717948717934,-0.00011581959706959774,6.0256410256410204e-05,312.0
f103,0.1660000000000001,0.012879365079365102,0.049199999999999966,0.0009540229885057476,7.401933953658104e-05,0.000282758620689655,174.0
f104,-0.022000000000000075,-0.07738102453102452,0.006399999999999906,-0.00010945273631840834,-0.0003849802215473857,3.184079601990003e-05,201.0
f105,-0.06600000000000017,-0.035501859251859,-0.03280000000000011,-0.00030555555555555636,-0.00016436045949934724,-0.00015185185185185234,216.0
f106,-0.06599999999999984,0.046435714285714136,0.1248000000000003,-0.00018282548476454248,0.00012863078749505302,0.00034570637119113657,361.0
f107,-0.08200000000000002,-0.011842857142857377,0.049999999999999656,-0.00047126436781609203,-6.806239737274354e-05,0.0002873563218390785,174.0
f108,-0.08199999999999985,0.034065079365079576,0.08399999999999996,-0.0003942307692307685,0.00016377442002442103,0.00040384615384615367,208.0
f109,-0.006000000000000061,0.20293482073482072,0.11680000000000013,-2.2388059701492766e-05,0.0007572194803538087,0.0004358208955223885,268.0
f11,0.021999999999999964,0.02443650793650798,-0.02560000000000029,6.874999999999988e-05,7.636408730158743e-05,-8.00000000000009e-05,320.0
f110,0.023999999999999966,-0.09187596847596835,0.01720000000000016,0.00014545454545454524,-0.0005568240513695051,0.00010424242424242522,165.0
f111,-0.008000000000000007,-0.021758730158730033,-0.015199999999999991,-9.090909090909098e-05,-0.0002472582972582958,-0.00017272727272727264,88.0
f112,0.16599999999999981,0.0839346930846932,0.050399999999999945,0.0005992779783393495,0.00030301333243571555,0.00018194945848375431,277.0
f113,0.045999999999999985,0.11882619047619081,0.10479999999999984,0.00018110236220472435,0.0004678196475440583,0.00041259842519684976,254.0
f114,0.019999999999999907,0.0016986291486291716,0.056000000000000105,9.852216748768427e-05,8.367631274035329e-06,0.00027586206896551774,203.0
f115,0.08599999999999985,0.2093944444444446,0.08679999999999971,0.00022872340425531877,0.0005569001182033101,0.00023085106382978647,376.0
f116,-0.01200000000000001,-0.022769264069263884,-0.08679999999999999,-6.282722513089011e-05,-0.00011921080664536065,-0.00045445026178010466,191.0
f117,0.01000000000000012,0.009722871572871161,0.03799999999999992,4.329004329004381e-05,4.2090353129312384e-05,0.00016450216450216416,231.0
