,Hostility_importances,N1_importances,kDN_importances,Hostility_importances_norm,N1_importances_norm,kDN_importances_norm,count_vars
f0,0.2520000000000001,0.3250920634920637,0.2738666666666661,0.001155963302752294,0.001491247997670017,0.0012562691131498445,218.0
f1,0.3980000000000001,0.3769571428571427,0.3101999999999999,0.0012675159235668793,0.0012005004549590532,0.0009878980891719743,314.0
f10,0.7283333333333335,0.7661019841269843,0.6937999999999994,0.003735042735042736,0.003928728123728124,0.003557948717948715,195.0
f11,0.38166666666666665,0.41324404761904787,0.3815333333333335,0.001603641456582633,0.0017363195278111256,0.0016030812324929979,238.0
f12,0.30466666666666653,0.40396428571428544,0.3072000000000001,0.0015544217687074823,0.002061042274052477,0.0015673469387755107,196.0
f13,0.20366666666666677,0.2493575396825397,0.18213333333333365,0.001131481481481482,0.0013853196649029984,0.0010118518518518536,180.0
f14,1.0099999999999998,0.8104527777777779,0.7769333333333333,0.004549549549549548,0.0036506881881881886,0.0034996996996996994,222.0
f15,0.15799999999999997,0.25065793650793633,0.14626666666666693,0.0006810344827586206,0.0010804221401204152,0.0006304597701149437,232.0
f16,0.7943333333333333,0.8536559523809517,0.7815999999999995,0.003115032679738562,0.0033476704014939285,0.0030650980392156846,255.0
f17,0.6560000000000001,0.8418928571428572,0.7215333333333335,0.004024539877300615,0.005164986853637161,0.0044265848670756655,163.0
f18,0.4559999999999999,0.4984126984126989,0.43386666666666657,0.001957081545064377,0.0021391102936167334,0.0018620886981401998,233.0
f19,0.903,0.9491900793650796,0.857933333333333,0.0034730769230769233,0.0036507310744810753,0.0032997435897435885,260.0
f2,0.47866666666666663,0.6525925925925928,0.6118666666666668,0.0025873873873873874,0.003527527527527529,0.003307387387387388,185.0
f20,-0.10699999999999982,-0.03982182539682544,-0.054199999999999915,-0.0005459183673469379,-0.00020317257855523182,-0.0002765306122448975,196.0
f21,-0.08999999999999994,-0.0929095238095235,-0.1101333333333332,-0.000401785714285714,-0.00041477465986394416,-0.0004916666666666661,224.0
f22,-0.24533333333333343,-0.16049021164021143,-0.13739999999999974,-0.001151799687010955,-0.000753475172019772,-0.00064507042253521,213.0
f23,-0.04166666666666663,-0.05400039682539676,-0.0736666666666666,-0.00019747235387045797,-0.0002559260513051979,-0.0003491311216429697,211.0
f24,-0.12866666666666668,-0.05000714285714264,-0.08759999999999979,-0.0005294924554183814,-0.000205790711346266,-0.00036049382716049297,243.0
f25,-0.06499999999999995,-0.11722499999999964,-0.05493333333333367,-0.00031707317073170706,-0.0005718292682926812,-0.0002679674796747984,205.0
f26,0.07666666666666677,-0.10391785714285745,-0.09260000000000007,0.000414414414414415,-0.0005617181467181484,-0.0005005405405405409,185.0
f27,-0.12466666666666654,-0.002360714285714216,-0.0592000000000002,-0.0008480725623582758,-1.6059280855198747e-05,-0.0004027210884353755,147.0
