,Hostility_importances,N1_importances,kDN_importances,Hostility_importances_norm,N1_importances_norm,kDN_importances_norm,count_vars
f0,0.3089999999999998,0.5864666666666667,0.5937,0.0014372093023255804,0.002727751937984496,0.0027613953488372094,215.0
f1,0.6584999999999998,0.9837940476190479,0.8522000000000004,0.002412087912087911,0.0036036412000697723,0.003121611721611723,273.0
f10,-0.2485,-0.31202499999999983,-0.3034999999999999,-0.0012301980198019802,-0.0015446782178217813,-0.0015024752475247519,202.0
f11,-0.056499999999999884,-0.14418571428571414,-0.12189999999999995,-0.0005044642857142846,-0.0012873724489795904,-0.0010883928571428568,112.0
f12,-0.17999999999999988,-0.14203928571428584,-0.1847,-0.0009574468085106377,-0.0007555281155015205,-0.0009824468085106383,188.0
f13,-0.1065000000000001,0.007655952380952263,-0.14209999999999978,-0.0007888888888888895,5.671075837742417e-05,-0.001052592592592591,135.0
f14,-0.11100000000000002,-0.08952142857142875,-0.18140000000000006,-0.0005235849056603774,-0.00042227088948787147,-0.0008556603773584909,212.0
f15,-0.234,-0.16624583333333318,-0.1803000000000003,-0.0013000000000000002,-0.0009235879629629621,-0.0010016666666666683,180.0
f16,-0.23399999999999993,-0.2108452380952384,-0.1588000000000001,-0.0008666666666666664,-0.0007809082892416237,-0.0005881481481481485,270.0
f17,-0.17399999999999993,-0.016153571428571184,-0.0839,-0.0010807453416149064,-0.0001003327417923676,-0.0005211180124223602,161.0
f18,-0.08750000000000008,-0.061749999999999805,-0.18120000000000014,-0.00037234042553191524,-0.0002627659574468077,-0.0007710638297872346,235.0
f19,-0.1344999999999999,-0.20605416666666648,-0.20150000000000023,-0.00064047619047619,-0.0009812103174603167,-0.0009595238095238106,210.0
f2,1.0625,1.2553595238095236,1.1926999999999996,0.004873853211009175,0.0057585299257317596,0.005471100917431191,218.0
f20,-0.19299999999999992,-0.2676142857142855,-0.23290000000000016,-0.0010104712041884812,-0.001401121914734479,-0.001219371727748692,191.0
f21,-0.16500000000000006,-0.09123452380952385,-0.1968999999999998,-0.0008593750000000003,-0.0004751798115079367,-0.0010255208333333323,192.0
f22,-0.21000000000000002,-0.16672142857142866,-0.20159999999999983,-0.0012280701754385965,-0.0009749791144527992,-0.0011789473684210518,171.0
f23,-0.08799999999999994,-0.1239946428571429,-0.13390000000000002,-0.0006241134751773045,-0.0008793946301925028,-0.0009496453900709221,141.0
f24,-0.1905000000000001,-0.32948214285714295,-0.24919999999999998,-0.0007775510204081637,-0.0013448250728862977,-0.001017142857142857,245.0
f25,-0.08249999999999999,-0.09871904761904726,-0.12999999999999975,-0.00040640394088669945,-0.0004863007271874249,-0.0006403940886699495,203.0
f26,0.9714999999999998,1.5148642857142858,1.3482000000000007,0.005167553191489361,0.008057788753799392,0.007171276595744684,188.0
f27,0.45750000000000013,0.6637351190476188,0.5493999999999999,0.003091216216216217,0.004484696750321749,0.0037121621621621615,148.0
f28,0.26949999999999985,0.686477380952381,0.6194,0.0012894736842105257,0.0032845807701070862,0.0029636363636363636,209.0
f29,,,,,,,
f3,0.49849999999999994,0.8905607142857144,0.8240000000000004,0.002530456852791878,0.004520612762871646,0.004182741116751271,197.0
f30,0.19049999999999995,0.3674113095238097,0.33659999999999995,0.0009071428571428569,0.0017495776643990937,0.0016028571428571426,210.0
f31,0.46099999999999985,0.7387309523809527,0.7227000000000003,0.0030939597315436233,0.004957925854905723,0.004850335570469801,149.0
f32,0.3695,0.41317619047619036,0.42339999999999994,0.0019145077720207253,0.0021408092770787064,0.002193782383419689,193.0
f33,0.3500000000000001,0.6205369047619049,0.5593000000000001,0.0015909090909090914,0.0028206222943722953,0.0025422727272727277,220.0
f34,,,,,,,
f35,0.474,0.7978517857142858,0.6447000000000003,0.002604395604395604,0.0043838010204081635,0.003542307692307694,182.0
f36,,,,,,,
f37,1.7849999999999997,2.2453535714285717,2.1319,0.0060304054054054045,0.007585653957528958,0.007202364864864865,296.0
f38,0.1915,0.5627869047619043,0.49810000000000043,0.0013391608391608392,0.003935572760572758,0.003483216783216786,143.0
f39,1.2365,1.7848833333333336,1.7843000000000004,0.00475576923076923,0.006864935897435898,0.006862692307692309,260.0
f4,0.27149999999999996,0.38457976190476206,0.33260000000000006,0.001378172588832487,0.0019521815325114825,0.001688324873096447,197.0
f40,,,,,,,
f41,,,,,,,
f42,1.2109999999999999,1.6062553571428575,1.5547000000000004,0.007339393939393938,0.009734880952380955,0.009422424242424244,165.0
f43,,,,,,,
f44,,,,,,,
f45,,,,,,,
f46,0.4155000000000001,0.36222738095238083,0.35429999999999956,0.0014132653061224494,0.0012320659216067376,0.001205102040816325,294.0
f47,,,,,,,
f48,0.25499999999999995,0.5494666666666668,0.47969999999999985,0.0011643835616438353,0.002508980213089803,0.0021904109589041087,219.0
f49,,,,,,,
f5,0.5825,0.8748488095238094,0.8198999999999999,0.0029271356783919598,0.00439622517348648,0.004120100502512562,199.0
f50,0.22550000000000003,0.36165119047619065,0.34920000000000023,0.0011108374384236454,0.0017815329580107913,0.0017201970443349766,203.0
f51,,,,,,,
f52,,,,,,,
f53,1.3505,1.4382696428571433,1.2926000000000004,0.0062813953488372095,0.006689626245847178,0.006012093023255816,215.0
f54,0.6220000000000001,0.8269726190476195,0.8351000000000002,0.0023208955223880602,0.0030857187277896253,0.0031160447761194037,268.0
f55,,,,,,,
f56,0.349,0.3974916666666668,0.3609999999999999,0.0025289855072463765,0.0028803743961352667,0.0026159420289855063,138.0
f57,0.5385000000000001,0.821632738095238,0.8241,0.0032636363636363644,0.0049795923520923515,0.004994545454545455,165.0
f58,0.6105,0.9854297619047616,0.9329000000000001,0.0026543478260869567,0.004284477225672876,0.00405608695652174,230.0
f59,,,,,,,
f6,-0.0014999999999998903,-0.04412738095238078,-0.07450000000000045,-6.147540983606108e-06,-0.0001808499219359868,-0.0003053278688524609,244.0
f60,0.45699999999999985,0.6784333333333334,0.6049000000000002,0.0032411347517730484,0.004811583924349883,0.0042900709219858175,141.0
f7,-0.1955,-0.2247321428571426,-0.21850000000000003,-0.0009221698113207547,-0.0010600572776280311,-0.0010306603773584907,212.0
f8,-0.11349999999999996,-0.18249166666666672,-0.1499999999999999,-0.001022522522522522,-0.0016440690690690694,-0.0013513513513513506,111.0
f9,-0.11100000000000008,-0.08408333333333326,-0.06389999999999965,-0.0009098360655737712,-0.0006892076502732235,-0.0005237704918032758,122.0
