,Hostility_importances,Hostility_importances_norm,count_vars,kDN_importances,kDN_importances_norm,count_vars,N1_importances,N1_importances_norm,count_vars
f0,1.598,0.018367816091954023,87.0,1.7013999999999994,0.013292187499999995,128.0,1.6879166666666667,0.008037698412698413,210.0
f1,1.4339999999999997,0.010098591549295773,142.0,1.5805999999999998,0.00642520325203252,246.0,1.561816666666667,0.006323144399460191,247.0
f10,0.05100000000000007,0.0002487804878048784,205.0,-0.1782000000000002,-0.0009329842931937183,191.0,-0.22956666666666703,-0.0014258799171842672,161.0
f11,-0.7440000000000001,-0.004862745098039216,153.0,-0.38799999999999946,-0.006360655737704909,61.0,-0.45399999999999924,-0.0031310344827586156,145.0
f12,,,,,,,,,
f13,,,,,,,,,
f14,0.3650000000000005,0.0013129496402877715,278.0,0.9944000000000006,0.0034289655172413816,290.0,1.149000000000001,0.0037672131147541013,305.0
f15,,,,,,,,,
f16,,,,,,,,,
f17,,,,,,,,,
f2,0.8689999999999999,0.0035040322580645157,248.0,0.9829999999999995,0.003839843749999998,256.0,1.2036000000000004,0.004283274021352315,281.0
f3,0.2480000000000001,0.0009959839357429722,249.0,0.5272000000000002,0.007425352112676059,71.0,0.8112785714285717,0.012108635394456295,67.0
f4,0.6379999999999999,0.0032060301507537683,199.0,2.3808,0.009757377049180328,244.0,1.9382499999999994,0.009691249999999997,200.0
f5,1.249,0.010154471544715448,123.0,1.0561999999999996,0.007490780141843969,141.0,0.7880333333333327,0.009270980392156855,85.0
f6,1.7650000000000008,0.009338624338624342,189.0,2.0705999999999998,0.01196878612716763,173.0,3.3192190476190477,0.02141431643625192,155.0
f7,0.13600000000000012,0.0005573770491803284,244.0,1.4602000000000008,0.0055520912547528545,263.0,1.2661666666666664,0.004019576719576719,315.0
f8,1.1169999999999998,0.0033343283582089544,335.0,0.0,0.0,336.0,0.0,0.0,282.0
f9,0.03500000000000003,0.00011006289308176111,318.0,1.1440000000000003,0.003520000000000001,325.0,0.7974999999999998,0.002359467455621301,338.0
