,Hostility_importances,N1_importances,kDN_importances,Hostility_importances_norm,N1_importances_norm,kDN_importances_norm,count_vars
f0,0.0534,0.02330055555555549,0.03715999999999997,0.000325609756097561,0.00014207655826558227,0.00022658536585365836,164.0
f1,0.01440000000000008,0.03225579365079395,0.018040000000000056,8.674698795180771e-05,0.00019431200994454189,0.00010867469879518106,166.0
f10,-0.016599999999999948,-0.0011442857142854312,-0.0022800000000000598,-0.00012296296296296258,-8.47619047618838e-06,-1.6888888888889332e-05,135.0
f100,0.003599999999999992,0.006719761904762145,-0.006480000000000097,3.214285714285707e-05,5.999787414966201e-05,-5.785714285714372e-05,112.0
f101,-0.012599999999999945,0.003819523809523606,-0.0022400000000000753,-6.596858638743426e-05,1.9997506856144534e-05,-1.1727748691099871e-05,191.0
f102,0.030400000000000094,0.02321119047619058,0.021160000000000012,0.00010742049469964697,8.201834090526707e-05,7.477031802120146e-05,283.0
f103,-0.008600000000000052,0.043180678210678,0.0053200000000002134,-7.049180327868895e-05,0.00035393998533342623,4.360655737705093e-05,122.0
f104,0.0010000000000000564,-0.003552380952380807,0.000600000000000156,8.547008547009029e-06,-3.036223036222912e-05,5.128205128206461e-06,117.0
f105,-0.03839999999999977,-0.03825690476190441,-0.0094800000000001,-0.0002999999999999982,-0.0002988820684523782,-7.406250000000078e-05,128.0
f106,-0.0709999999999999,-0.00948539682539662,-0.009799999999999476,-0.0002218749999999997,-2.9641865079364435e-05,-3.062499999999836e-05,320.0
f107,-0.05159999999999998,-0.02248166666666679,-0.017719999999999902,-0.00025671641791044766,-0.00011184908789386462,-8.815920398009901e-05,201.0
f108,-0.017800000000000038,0.003759567099567096,-0.0014799999999996483,-8.240740740740759e-05,1.7405403238736554e-05,-6.851851851850223e-06,216.0
f109,0.027999999999999914,0.011166507936508085,0.024399999999999977,9.688581314878862e-05,3.863843576646396e-05,8.442906574394456e-05,289.0
f11,-0.025599999999999956,-0.005155714285714208,0.01696000000000003,-0.0001398907103825134,-2.8173302107727912e-05,9.267759562841547e-05,183.0
f110,,,,,,,
f111,0.05619999999999997,-0.03775365079365056,0.014920000000000155,0.0001854785478547854,-0.00012459950756980385,4.9240924092409753e-05,303.0
f112,0.03379999999999983,-0.020049696969696662,-0.02887999999999985,0.00017789473684210437,-0.00010552472089314032,-0.00015199999999999922,190.0
f113,0.010799999999999976,0.04891059884559884,0.04395999999999983,4.3724696356275204e-05,0.00019801861880809247,0.00017797570850202363,247.0
f114,,,,,,,
f115,-0.014000000000000012,0.07545468253968257,0.025879999999999626,-7.253886010362701e-05,0.0003909569043506869,0.00013409326424870273,193.0
f116,,,,,,,
f117,0.018799999999999872,-0.003924841269841217,0.003159999999999996,0.00013146853146853057,-2.7446442446442078e-05,2.209790209790207e-05,143.0
f118,0.020000000000000073,0.01802547619047612,0.0578399999999995,6.92041522491352e-05,6.237188993244332e-05,0.00020013840830449654,289.0
f119,-0.033000000000000196,0.059848888888889284,0.009359999999999591,-0.00013692946058091368,0.00024833563854310904,3.883817427385722e-05,241.0
f12,-0.005199999999999982,-0.07468896825396815,-0.017600000000000005,-2.039215686274503e-05,-0.0002928979147214437,-6.901960784313727e-05,255.0
f120,0.0024000000000001243,0.03881529581529586,0.026239999999999986,1.4634146341464172e-05,0.0002366786330200967,0.0001599999999999999,164.0
f121,0.016600000000000115,-0.02681408369408378,0.003840000000000121,7.443946188340859e-05,-0.00012024252777616044,1.721973094170458e-05,223.0
