,Hostility_importances,N1_importances,kDN_importances,Hostility_importances_norm,N1_importances_norm,kDN_importances_norm,count_vars
f0,0.10799999999999987,0.10782738095238087,0.08340000000000036,0.0005934065934065927,0.0005924581371009938,0.00045824175824176025,182.0
f1,0.11500000000000005,0.009256349206349435,0.05499999999999977,0.0004440154440154442,3.573880002451519e-05,0.00021235521235521147,259.0
f10,-0.07299999999999984,-0.001261904761904853,0.0025999999999998247,-0.0003093220338983044,-5.347054075868021e-06,1.101694915254163e-05,236.0
f100,0.03199999999999992,-0.006138095238095276,-0.006600000000000272,0.0001767955801104968,-3.3912128387266716e-05,-3.646408839779156e-05,181.0
f101,,,,,,,
f102,,,,,,,
f103,0.09999999999999998,0.009526190476191021,-0.0009999999999997788,0.000495049504950495,4.715935879302486e-05,-4.9504950495038554e-06,202.0
f104,-0.10499999999999998,0.020891305916305725,0.10319999999999979,-0.00037102473498233207,7.382086896221105e-05,0.00036466431095406285,283.0
f105,,,,,,,
f106,-0.05199999999999999,0.06145793650793663,0.03459999999999974,-0.0002888888888888888,0.00034143298059964794,0.0001922222222222208,180.0
f107,-0.02800000000000008,0.11674285714285693,0.042200000000000015,-0.00013333333333333372,0.0005559183673469378,0.00020095238095238103,210.0
f108,-0.006000000000000061,0.08513214285714299,0.05720000000000003,-3.3333333333333674e-05,0.00047295634920634994,0.00031777777777777794,180.0
f109,-0.06199999999999989,0.18909047619047653,0.05079999999999962,-0.00022463768115941988,0.0006851104209799875,0.0001840579710144914,276.0
f11,0.134,0.12883953823953803,0.1041999999999999,0.0005800865800865802,0.0005577469187858789,0.00045108225108225064,231.0
f110,,,,,,,
f111,0.019000000000000072,0.08948809523809514,0.04520000000000007,8.63636363636367e-05,0.0004067640692640688,0.00020545454545454578,220.0
f112,,,,,,,
f113,-0.01899999999999996,0.026510714285714443,0.059600000000000264,-0.00010674157303370764,0.0001489365971107553,0.00033483146067415877,178.0
f114,,,,,,,
f115,,,,,,,
f116,0.01200000000000001,-0.010375937950937886,-0.002199999999999813,5.2631578947368465e-05,-4.550849978481529e-05,-9.649122807016725e-06,228.0
f117,-0.07999999999999999,0.0250428571428572,0.024599999999999844,-0.0007017543859649121,0.00021967418546365965,0.00021578947368420916,114.0
f118,0.05999999999999994,0.1250219169719174,0.1238000000000003,0.0002870813397129184,0.0005981909902962554,0.000592344497607657,209.0
f119,-0.026000000000000134,0.08231190476190503,0.03860000000000019,-0.00010699588477366311,0.0003387321183617491,0.0001588477366255152,243.0
f12,-0.003000000000000058,-0.06356309523809489,-0.007799999999999807,-1.0563380281690346e-05,-0.0002238137156270947,-2.7464788732393688e-05,284.0
f120,,,,,,,
f121,,,,,,,
f122,-0.004000000000000115,0.0056246031746031155,-0.004999999999999782,-1.8099547511312737e-05,2.5450693097751655e-05,-2.262443438913929e-05,221.0
f123,,,,,,,
f124,,,,,,,
f125,,,,,,,
f126,,,,,,,
f127,,,,,,,
f128,0.1369999999999999,0.023320238095237977,0.06040000000000012,0.0008253012048192765,0.00014048336201950587,0.0003638554216867477,166.0
f129,,,,,,,
f13,0.011999999999999955,0.09991785714285739,0.12619999999999998,6.185567010309256e-05,0.0005150405007363783,0.0006505154639175257,194.0
f130,0.024000000000000132,-0.01974999999999999,-0.01720000000000005,0.00014457831325301285,-0.00011897590361445777,-0.0001036144578313256,166.0
f131,,,,,,,
f132,0.03600000000000009,-0.005569047619047807,-0.004599999999999882,0.00044444444444444555,-6.875367430923219e-05,-5.6790123456788666e-05,81.0
f133,,,,,,,
f134,-0.05699999999999994,-0.11688412698412703,-0.040600000000000136,-0.00023265306122448955,-0.0004770780693229675,-0.00016571428571428626,245.0
f135,0.12199999999999989,-0.0005734126984125454,-0.0011999999999999789,0.0004135593220338979,-1.9437718590255774e-06,-4.06779661016942e-06,295.0
f136,0.11600000000000005,0.035720238095238166,0.007000000000000117,0.00041726618705035986,0.00012849006509078477,2.5179856115108334e-05,278.0
f137,,,,,,,
f138,,,,,,,
f139,0.11099999999999999,0.003708874458874467,-0.005799999999999972,0.0003712374581939799,1.2404262404262432e-05,-1.9397993311036696e-05,299.0
f14,0.14300000000000002,-0.11457857142857114,-0.0050000000000001155,0.0006713615023474179,-0.0005379275653923527,-2.347417840375641e-05,213.0
f140,,,,,,,
f141,,,,,,,
f142,0.051999999999999935,0.06662579365079374,0.04360000000000008,0.00022608695652173884,0.00028967736369910324,0.0001895652173913047,230.0
f143,,,,,,,
f144,0.06299999999999994,-0.166396031746032,-0.06519999999999998,0.00020792079207920773,-0.000549161820944,-0.00021518151815181513,303.0
f145,0.04599999999999993,-0.0021190476190476315,0.007200000000000151,0.00021495327102803705,-9.902091677792671e-06,3.364485981308482e-05,214.0
f146,,,,,,,
f147,,,,,,,
f148,0.14999999999999997,0.013808333333333145,0.006999999999999729,0.0008928571428571426,8.21924603174592e-05,4.166666666666505e-05,168.0
f149,,,,,,,
f15,-0.09799999999999998,-0.05748214285714276,-0.06019999999999992,-0.00045794392523364473,-0.0002686081441922559,-0.0002813084112149529,214.0
f150,0.011999999999999955,0.044321645021645095,-0.025200000000000278,9.44881889763776e-05,0.00034898933087909524,-0.00019842519685039589,127.0
f151,-0.10799999999999993,0.008964682539682467,-0.018399999999999916,-0.0006279069767441857,5.212024732373527e-05,-0.00010697674418604603,172.0
f152,-0.034999999999999976,0.011233730158730082,0.042200000000000126,-0.00014462809917355362,4.6420372556735875e-05,0.00017438016528925672,242.0
f153,0.015000000000000069,0.002073809523809478,-0.0016000000000000458,7.614213197969578e-05,1.052695189751004e-05,-8.121827411167746e-06,197.0
f154,,,,,,,
f155,,,,,,,
f156,0.050000000000000044,-0.01025119047619083,-0.029399999999999926,0.00015197568389057765,-3.115863366623353e-05,-8.936170212765934e-05,329.0
f157,0.02600000000000008,0.001035714285714362,-0.003200000000000036,0.00014207650273224086,5.659640905542961e-06,-1.7486338797814407e-05,183.0
f158,,,,,,,
f159,,,,,,,
f16,0.02799999999999997,0.04418809523809508,-0.02579999999999999,0.0001728395061728393,0.00027276601998824123,-0.0001592592592592592,162.0
f17,-0.07800000000000001,-0.10348549783549787,0.04820000000000013,-0.00025407166123778504,-0.00033708631216774554,0.00015700325732899065,307.0
f18,0.11899999999999988,0.048320238095238166,0.06540000000000024,0.000521929824561403,0.00021193086883876389,0.0002868421052631589,228.0
f19,0.11799999999999972,0.15981547619047615,0.08399999999999985,0.0006082474226804109,0.0008237911143838977,0.0004329896907216487,194.0
f2,-0.045999999999999874,0.06571587301587278,0.01859999999999995,-0.0002658959537572247,0.0003798605376640045,0.00010751445086705173,173.0
f20,-0.06,0.1267126984126985,0.06360000000000016,-0.0002222222222222222,0.00046930629041740183,0.00023555555555555613,270.0
f21,0.00399999999999992,-0.07234365079365074,0.09299999999999992,1.6129032258064195e-05,-0.00029170826932923687,0.0003749999999999997,248.0
f22,-0.1509999999999998,0.09786190476190487,0.04760000000000009,-0.0006926605504587146,0.00044890782000873796,0.0002183486238532114,218.0
f23,-0.11899999999999977,0.01973264790764817,0.030399999999999705,-0.0005979899497487426,9.915903471179986e-05,0.0001527638190954759,199.0
f24,0.04599999999999993,-0.05715357142857125,-0.010800000000000087,0.00031506849315068446,-0.0003914628180039127,-7.397260273972662e-05,146.0
f25,0.10299999999999981,0.10288849206349204,0.03520000000000012,0.0004497816593886455,0.0004492947251680875,0.00015371179039301363,229.0
f26,0.01599999999999996,-0.052102777777777665,-0.034399999999999986,7.655502392344478e-05,-0.00024929558745348166,-0.00016459330143540663,209.0
f27,0.10899999999999987,0.12791944444444447,0.08039999999999997,0.0010092592592592581,0.001184439300411523,0.0007444444444444442,108.0
f28,0.15799999999999992,-0.03696309523809527,0.017400000000000082,0.0007348837209302322,-0.0001719213732004431,8.093023255813991e-05,215.0
f29,-0.05499999999999988,0.054717099567099414,0.012599999999999445,-0.00020295202952029477,0.00020190811648376167,4.64944649446474e-05,271.0
f3,-0.013999999999999846,0.19660238095238108,0.14720000000000016,-5.907172995780526e-05,0.0008295459111914813,0.0006210970464135028,237.0
f30,0.08799999999999991,0.052786904761904785,0.02859999999999996,0.000536585365853658,0.00032187137049941944,0.00017439024390243876,164.0
f31,0.038999999999999924,0.049136904761905076,0.03239999999999987,0.00016317991631799132,0.0002055937437736614,0.00013556485355648482,239.0
f32,0.10899999999999982,0.1517674603174602,0.0808000000000001,0.00033231707317073114,0.0004627056716995737,0.00024634146341463443,328.0
f33,0.2079999999999998,0.0954154761904763,0.056800000000000295,0.0008286852589641426,0.00038014133940428806,0.00022629482071713264,251.0
f34,0.041999999999999815,0.02830555555555564,0.025800000000000045,0.00013375796178343892,9.014508138711987e-05,8.216560509554154e-05,314.0
f35,-0.09099999999999991,0.00017261904761922686,0.006200000000000261,-0.0007109374999999993,1.3485863095252099e-06,4.843750000000204e-05,128.0
f36,-0.0779999999999999,-0.041182142857142834,-0.019199999999999773,-0.0004020618556701026,-0.00021227908689248884,-9.896907216494728e-05,194.0
f37,0.027999999999999914,0.11175595238095248,0.11240000000000017,0.0001278538812785384,0.0005103011524244406,0.0005132420091324209,219.0
f38,0.12800000000000006,0.07078412698412712,0.13580000000000014,0.0004539007092198584,0.0002510075424969047,0.00048156028368794376,282.0
f39,-0.04099999999999987,0.0038078282828282184,0.02259999999999962,-0.0002645161290322572,2.45666340827627e-05,0.00014580645161290078,155.0
f4,0.09499999999999997,0.060024603174603175,0.0132000000000001,0.0005523255813953486,0.0003489802510151347,7.674418604651222e-05,172.0
f40,-0.07299999999999984,-0.06684047619047623,-0.060199999999999976,-0.0003882978723404247,-0.00035553444782168204,-0.00032021276595744667,188.0
f41,-0.09899999999999987,-0.023671031746031912,-0.01079999999999992,-0.0005409836065573764,-0.0001293499002515405,-5.9016393442622515e-05,183.0
f42,0.06299999999999983,0.026715476190476373,-0.009999999999999898,0.0002658227848101259,0.00011272352822985811,-4.219409282700379e-05,237.0
f43,0.05099999999999988,0.1181777777777781,0.04339999999999966,0.0003591549295774639,0.0008322378716744936,0.00030563380281689904,142.0
f44,0.08900000000000002,0.14721944444444446,0.0517999999999999,0.00036178861788617895,0.0005984530261969287,0.00021056910569105652,246.0
f45,0.10400000000000009,-0.15977579365079403,-0.08719999999999989,0.00038235294117647093,-0.0005874110060690957,-0.0003205882352941172,272.0
f46,-0.03400000000000014,-0.016881746031746248,-0.00560000000000016,-0.00017616580310880902,-8.747018669298574e-05,-2.9015544041451608e-05,193.0
f47,0.11499999999999999,-0.0001746031746028831,0.043800000000000006,0.0006845238095238095,-1.039304610731447e-06,0.0002607142857142857,168.0
f48,0.15899999999999975,0.07866825396825383,0.04680000000000012,0.000427419354838709,0.00021147380098992966,0.00012580645161290355,372.0
f49,0.04399999999999987,0.08252023809523834,0.0521999999999998,0.00020754716981132015,0.0003892464061096148,0.00024622641509433867,212.0
f5,-0.2009999999999999,0.1474960317460316,0.1058,-0.0006525974025974022,0.000478883219954648,0.0003435064935064935,308.0
f50,0.062000000000000055,-0.06298217893217883,-0.004400000000000404,0.00026839826839826866,-0.0002726501252475274,-1.9047619047620794e-05,231.0
f51,-0.022000000000000075,-0.0555879148629147,-0.07440000000000024,-7.457627118644094e-05,-0.0001884336097047956,-0.0002522033898305093,295.0
f52,-0.09000000000000002,0.018329761904761654,0.04580000000000001,-0.00040000000000000013,8.146560846560735e-05,0.0002035555555555556,225.0
f53,-0.10600000000000004,-0.0150166666666669,0.014400000000000024,-0.00036678200692041537,-5.19607843137263e-05,4.982698961937724e-05,289.0
f54,0.04899999999999999,0.018611904761904885,-0.022399999999999975,0.0002462311557788944,9.352715960756223e-05,-0.00011256281407035164,199.0
f55,-0.018000000000000016,-0.01190992063492069,-0.019799999999999984,-9.000000000000007e-05,-5.9549603174603446e-05,-9.899999999999993e-05,200.0
f56,0.05399999999999994,-0.05455277777777762,-0.06940000000000013,0.0002488479262672808,-0.00025139528929851436,-0.00031981566820276557,217.0
f57,-0.0510000000000001,-0.20623373015872992,-0.09399999999999975,-0.00026984126984127036,-0.0010911837574535974,-0.000497354497354496,189.0
