,Hostility_importances,Hostility_importances_norm,count_vars,kDN_importances,kDN_importances_norm,count_vars,N1_importances,N1_importances_norm,count_vars
f0,0.40000000000000013,0.0017241379310344834,232.0,0.07500000000000004,0.0004032258064516131,186.0,0.2973738095238089,0.001670639379347241,178.0
f1,2.033,0.0040098619329388555,507.0,0.0,0.0,384.0,0.3773333333333335,0.0010253623188405802,368.0
f10,-0.0020000000000000018,-5.952380952380958e-06,336.0,0.23199999999999998,0.0006535211267605633,355.0,1.040766666666667,0.0025384552845528464,410.0
f11,0.6639999999999998,0.0018142076502732235,366.0,1.235,0.004243986254295533,291.0,1.856216666666667,0.006445196759259261,288.0
f12,0.01599999999999996,9.46745562130175e-05,169.0,0.22559999999999988,0.004177777777777776,54.0,0.28046071428571423,0.008498809523809521,33.0
f13,2.0899999999999994,0.007655677655677653,273.0,1.0642,0.002492271662763466,427.0,1.9210166666666666,0.004640136876006441,414.0
f14,-0.06500000000000009,-0.0004220779220779226,154.0,0.3478,0.005609677419354839,62.0,0.6276071428571433,0.006676671732522801,94.0
f15,0.5719999999999998,0.001405405405405405,407.0,1.7692000000000008,0.004680423280423282,378.0,0.6809500000000003,0.0022399671052631587,304.0
f16,1.543,0.004633633633633633,333.0,0.7359999999999998,0.0017440758293838857,422.0,0.0,0.0,456.0
f17,1.452,0.006205128205128205,234.0,1.7286,0.004910795454545454,352.0,0.9618833333333341,0.002472707797772067,389.0
f18,0.55,0.0036184210526315794,152.0,0.3224,0.001636548223350254,197.0,0.19001666666666672,0.0010440476190476194,182.0
f19,0.06900000000000006,0.00020116618075801768,343.0,1.1378,0.0027026128266033254,421.0,1.0619666666666672,0.0026221399176954746,405.0
f2,1.0160000000000002,0.013729729729729733,74.0,0.988,0.003021406727828746,327.0,1.1055333333333333,0.004140574282147315,267.0
f20,0.10899999999999993,0.0004954545454545451,220.0,-0.05599999999999972,-0.00016091954022988425,348.0,0.2055214285714287,0.0012686507936507945,162.0
f21,0.04500000000000001,0.00018987341772151904,237.0,-0.21519999999999986,-0.0012733727810650879,169.0,-0.37303333333333333,-0.00181084142394822,206.0
f22,-0.21899999999999997,-0.001921052631578947,114.0,-0.3076000000000006,-0.0076900000000000145,40.0,-0.3114952380952382,-0.0052795803066989526,59.0
f23,-0.16499999999999992,-0.0006496062992125981,254.0,-0.08540000000000014,-0.0002790849673202619,306.0,-0.17137857142857152,-0.0006855142857142861,250.0
f24,-0.15299999999999997,-0.004135135135135135,37.0,-0.2408,-0.0022091743119266056,109.0,-0.24709761904761915,-0.003013385598141697,82.0
f25,-0.09400000000000003,-0.0002441558441558442,385.0,-0.4488,-0.0031829787234042553,141.0,-0.194616666666666,-0.0008388649425287327,232.0
f26,-0.23500000000000007,-0.0036153846153846167,65.0,-0.19279999999999997,-0.002268235294117647,85.0,-0.17740714285714293,-0.003774620060790275,47.0
f27,-0.3020000000000001,-0.0014312796208530811,211.0,-0.1762000000000003,-0.0008944162436548238,197.0,-0.09207857142857187,-0.0007547423887587858,122.0
f28,0.10400000000000001,0.00044444444444444447,234.0,-0.26659999999999967,-0.0015775147928994064,169.0,-0.07932380952380941,-0.000834987468671678,95.0
f29,0.11299999999999996,0.0008188405797101446,138.0,-0.2926000000000004,-0.003047916666666671,96.0,-0.3367500000000002,-0.0020409090909090924,165.0
f3,0.6829999999999998,0.002101538461538461,325.0,1.4517999999999998,0.004467076923076923,325.0,1.6240333333333334,0.005221972132904609,311.0
f30,,,,,,,,,
f31,,,,,,,,,
f32,0.5479999999999999,0.0027959183673469386,196.0,0.6552,0.002356834532374101,278.0,0.230066666666667,0.0008814814814814828,261.0
f33,,,,,,,,,
f34,,,,,,,,,
f35,,,,,,,,,
f36,,,,,,,,,
f37,,,,,,,,,
f38,,,,,,,,,
f39,0.8930000000000005,0.008841584158415846,101.0,0.46919999999999995,0.0018328124999999998,256.0,0.5976000000000004,0.001805438066465258,331.0
f4,0.393,0.0019949238578680206,197.0,0.2399999999999998,0.0024742268041237094,97.0,0.559261904761905,0.009811612364243947,57.0
f40,,,,,,,,,
f41,,,,,,,,,
f42,0.13599999999999995,0.0003035714285714285,448.0,0.5627999999999999,0.001901351351351351,296.0,1.082933333333333,0.0024335580524344562,445.0
f43,0.21900000000000006,0.0008760000000000003,250.0,0.0681999999999997,0.00021999999999999906,310.0,0.19700238095238126,0.0007519174845510735,262.0
f44,0.02100000000000013,0.0002282608695652188,92.0,0.3529999999999999,0.0050428571428571415,70.0,0.3678119047619046,0.0035029705215419487,105.0
f45,-0.10999999999999976,-0.002444444444444439,45.0,0.0004000000000005943,2.8776978417308942e-06,139.0,0.02443333333333303,0.00015562632696390464,157.0
f46,0.17299999999999982,0.002703124999999997,64.0,0.3321999999999996,0.0017484210526315768,190.0,0.28473333333333306,0.0013494470774091615,211.0
f47,-0.1730000000000002,-0.0005884353741496606,294.0,0.16860000000000053,0.0005936619718309877,284.0,0.2080071428571426,0.0006361074705111395,327.0
f48,0.3930000000000001,0.0022982456140350884,171.0,0.3059999999999998,0.0016105263157894728,190.0,0.24685000000000007,0.0012342500000000003,200.0
f49,-0.11399999999999991,-0.0003701298701298698,308.0,0.0635999999999999,0.00031024390243902393,205.0,0.23971904761904733,0.0012107022607022592,198.0
f5,-0.06899999999999995,-0.00026436781609195383,261.0,0.3426000000000001,0.0013176923076923081,260.0,0.6886452380952384,0.004148465289730351,166.0
f6,0.3560000000000001,0.0037872340425531923,94.0,0.6556000000000002,0.003949397590361447,166.0,0.8583690476190478,0.003276217739003999,262.0
f7,0.12400000000000008,0.000677595628415301,183.0,0.23859999999999992,0.003976666666666666,60.0,0.19140476190476183,0.0019140476190476182,100.0
f8,0.1950000000000001,0.0024683544303797478,79.0,0.5212,0.01303,40.0,0.585897619047619,0.007416425557564796,79.0
f9,0.092,0.00028930817610062893,318.0,1.644,0.00452892561983471,363.0,0.5266500000000001,0.0018223183391003462,289.0
