,Hostility_importances,Hostility_importances_norm,count_vars,kDN_importances,kDN_importances_norm,count_vars,N1_importances,N1_importances_norm,count_vars
f46,-0.36399999999999993,-0.0016249999999999997,224.0,-0.2477999999999998,-0.0011633802816901398,213.0,-0.12089761904761936,-0.0011624771062271092,104.0
f47,0.012000000000000094,9.090909090909162e-05,132.0,-0.15680000000000022,-0.0017422222222222246,90.0,-0.21729126984127017,-0.0033951760912698465,64.0
f48,-0.09700000000000003,-0.0003959183673469389,245.0,-0.14539999999999997,-0.0014396039603960394,101.0,-0.17087023809523783,-0.0034174047619047565,50.0
f49,-0.047000000000000125,-0.00047959183673469517,98.0,-0.024199999999999944,-0.0001484662576687113,163.0,-0.07445555555555589,-0.0006309792843691177,118.0
f5,0.068,0.00019373219373219373,351.0,0.0869999999999998,0.00026769230769230706,325.0,0.2662333333333335,0.001004654088050315,265.0
f50,-0.408,-0.005230769230769231,78.0,-0.1491999999999996,-0.005144827586206883,29.0,-0.25722698412698436,-0.0030261998132586395,85.0
f51,0.13699999999999996,0.0005591836734693876,245.0,-0.09559999999999969,-0.0006373333333333312,150.0,0.03155952380952404,0.00029494882064975736,107.0
f52,-0.01799999999999996,-8.372093023255795e-05,215.0,-0.1989999999999998,-0.0019509803921568607,102.0,-0.043424999999999936,-0.0005108823529411757,85.0
f53,0.06299999999999994,0.0007325581395348831,86.0,-0.10219999999999968,-0.0027621621621621534,37.0,-0.12226904761904728,-0.00197208141321044,62.0
f54,-0.014000000000000068,-0.00021875000000000106,64.0,-0.0677999999999997,-0.000325961538461537,208.0,-0.025457142857142845,-0.00010741410488245926,237.0
f55,0.9139999999999995,0.004735751295336785,193.0,0.0,0.0,384.0,0.0028333333333333544,9.381898454746206e-06,302.0
f56,,,,,,,,,
f57,0.007999999999999952,2.5396825396825245e-05,315.0,0.25700000000000023,0.0008132911392405071,316.0,0.3279333333333332,0.0013223118279569886,248.0
f58,0.25299999999999995,0.005270833333333332,48.0,0.2158000000000001,0.0008268199233716479,261.0,0.33468333333333344,0.0012488184079601993,268.0
f59,,,,,,,,,
f6,-0.11000000000000015,-0.0005759162303664929,191.0,0.19780000000000014,0.0014028368794326252,141.0,0.06085714285714294,0.00047544642857142924,128.0
f60,0.11099999999999993,0.0003041095890410957,365.0,0.19519999999999987,0.0006062111801242232,322.0,0.32530000000000026,0.0007745238095238101,420.0
f61,,,,,,,,,
f62,0.13200000000000017,0.004000000000000005,33.0,0.2576,0.0009984496124031007,258.0,0.19522023809523797,0.0010609795548654239,184.0
f63,0.2280000000000001,0.004851063829787236,47.0,0.5035999999999999,0.0017608391608391607,286.0,0.43358333333333304,0.0015940563725490185,272.0
f64,,,,,,,,,
f65,0.025999999999999968,0.00013829787234042535,188.0,0.007599999999999663,3.275862068965372e-05,232.0,-0.030661904761904613,-0.00012167422524565323,252.0
f66,0.2000000000000001,0.001333333333333334,150.0,0.07219999999999993,0.0004272189349112422,169.0,0.21153214285714306,0.0016025162337662353,132.0
f67,,,,,,,,,
f68,0.0,0.0,400.0,0.17079999999999967,0.00039354838709677344,434.0,0.07408333333333339,0.00015629395218002824,474.0
f69,0.15399999999999991,0.00046808510638297846,329.0,0.2417999999999998,0.001321311475409835,183.0,0.12153333333333344,0.0007365656565656572,165.0
f7,0.22999999999999982,0.0010747663551401861,214.0,-0.021599999999999897,-0.00019285714285714194,112.0,0.18190476190476174,0.002675070028011202,68.0
f70,,,,,,,,,
f71,0.20500000000000018,0.0006346749226006197,323.0,0.2867999999999996,0.000715211970074812,401.0,0.22983333333333378,0.000773849607182942,297.0
f72,-0.07100000000000006,-0.0005461538461538466,130.0,-0.005400000000000071,-0.00020769230769231045,26.0,-0.002180952380952561,-4.276377217554041e-05,51.0
f73,-0.2199999999999998,-0.001099999999999999,200.0,0.003200000000000036,1.509433962264168e-05,212.0,0.10535238095238114,0.00042140952380952454,250.0
f74,,,,,,,,,
f75,-0.26399999999999996,-0.003940298507462686,67.0,0.022999999999999687,7.849829351535729e-05,293.0,0.05176666666666696,0.00013411053540587296,386.0
f76,-0.10999999999999982,-0.0007333333333333321,150.0,0.03719999999999951,0.00029523809523809136,126.0,-0.05736428571428548,-0.0007170535714285685,80.0
f77,-0.09100000000000003,-0.00022921914357682625,397.0,-0.0006000000000000449,-2.033898305084898e-06,295.0,0.002833333333333299,8.188824662813003e-06,346.0
f78,,,,,,,,,
f79,0.017999999999999905,9.424083769633459e-05,191.0,-0.0031999999999999806,-1.3913043478260785e-05,230.0,0.10543333333333338,0.00029450651769087535,358.0
f8,0.532,0.0016573208722741434,321.0,0.19180000000000014,0.0005327777777777782,360.0,0.3029000000000003,0.0013285087719298258,228.0
f80,,,,,,,,,
f81,-0.29400000000000004,-0.0007777777777777778,378.0,2.220446049250313e-16,5.812685992801867e-19,382.0,0.005873809523809614,2.4474206349206727e-05,240.0
f82,,,,,,,,,
f83,,,,,,,,,
f84,,,,,,,,,
f9,-0.002999999999999947,-1.8404907975459798e-05,163.0,0.04760000000000025,0.00030126582278481174,158.0,0.23190357142857154,0.0039983374384236475,58.0
