,Hostility_importances,Hostility_importances_norm,count_vars,kDN_importances,kDN_importances_norm,count_vars,N1_importances,N1_importances_norm,count_vars
f0,-0.01799999999999996,-4.8517520215633317e-05,371.0,0.19579999999999992,0.003263333333333332,60.0,0.321303571428571,0.0029209415584415545,110.0
f1,-0.025000000000000022,-5.854800936768155e-05,427.0,0.06959999999999988,0.00016975609756097532,410.0,0.01824999999999999,5.199430199430196e-05,351.0
f10,0.128,0.0006009389671361502,213.0,0.24200000000000016,0.0010041493775933617,241.0,0.3784773809523808,0.002213318017265385,171.0
f11,-0.025000000000000022,-6.218905472636821e-05,402.0,0.2905999999999993,0.0008423188405797082,345.0,0.5777630952380952,0.002458566362715299,235.0
f12,0.306,0.0026608695652173913,115.0,0.36880000000000007,0.0012131578947368424,304.0,0.21260000000000018,0.0008304687500000007,256.0
f13,0.2679999999999999,0.001604790419161676,167.0,-0.022199999999999886,-0.00012065217391304286,184.0,-0.06550000000000028,-0.00021979865771812175,298.0
f14,0.17699999999999994,0.0016388888888888883,108.0,0.0902,0.0016107142857142859,56.0,0.25095952380952413,0.0017673205902079164,142.0
f15,0.3159999999999999,0.0081025641025641,39.0,0.053800000000000014,0.0006641975308641977,81.0,0.07310714285714276,0.00047165898617511457,155.0
f16,-0.09899999999999992,-0.0004248927038626606,233.0,0.1312000000000002,0.0013387755102040838,98.0,0.08986190476190481,0.0004341154819415691,207.0
f17,-0.17600000000000002,-0.0006518518518518519,270.0,0.18179999999999957,0.0009934426229508174,183.0,0.08189999999999997,0.0003199218749999999,256.0
f18,0.3630000000000002,0.002160714285714287,168.0,0.3385999999999999,0.005374603174603173,63.0,0.2261285714285714,0.0028266071428571424,80.0
f19,0.07499999999999996,0.0006410256410256407,117.0,0.07540000000000036,0.0022848484848484955,33.0,0.28967380952380956,0.004994376026272579,58.0
f2,0.6189999999999998,0.004359154929577463,142.0,0.22079999999999989,0.0016355555555555548,135.0,0.36391507936507955,0.014556603174603182,25.0
f20,0.06699999999999995,0.00035828877005347564,187.0,0.11440000000000028,0.001525333333333337,75.0,0.002266666666666528,8.92388451443515e-06,254.0
f21,0.33799999999999997,0.007191489361702127,47.0,0.5032000000000001,0.001723287671232877,292.0,0.795358333333333,0.004121027633851466,193.0
f22,-0.09200000000000008,-0.0008214285714285721,112.0,0.05599999999999972,0.0018064516129032166,31.0,0.07330714285714318,0.0012860902255639156,57.0
f23,0.05500000000000008,0.00035483870967741986,155.0,0.07939999999999964,0.0004411111111111091,180.0,0.06841666666666663,0.00035449050086355766,193.0
f24,-0.29000000000000015,-0.0006904761904761908,420.0,0.006799999999999584,2.19354838709664e-05,310.0,-0.15780000000000016,-0.0004682492581602379,337.0
f25,0.21500000000000005,0.0018859649122807021,114.0,0.09259999999999974,0.00099569892473118,93.0,-0.07695357142857157,-0.0004996985157699452,154.0
f26,0.3809999999999999,0.005079999999999999,75.0,0.5718000000000001,0.0015167108753315652,377.0,0.41688333333333355,0.001975750394944709,211.0
f27,0.0480000000000001,0.00039669421487603386,121.0,0.10640000000000033,0.0012975609756097602,82.0,0.23355119047619072,0.001150498475252171,203.0
f28,-0.07200000000000006,-0.0001454545454545456,495.0,0.15640000000000037,0.0006038610038610053,259.0,0.11213095238095216,0.0005964412360688945,188.0
f29,0.1720000000000001,0.000702040816326531,245.0,0.19339999999999985,0.000991794871794871,195.0,0.2935761904761903,0.0014182424660685524,207.0
f3,0.16299999999999998,0.005093749999999999,32.0,0.24619999999999997,0.007941935483870967,31.0,0.33140992063492086,0.007204563492063497,46.0
f30,0.06300000000000003,0.0005625000000000003,112.0,0.2786000000000002,0.0028721649484536103,97.0,0.3478392857142859,0.003312755102040818,105.0
f31,0.061,0.00015404040404040403,396.0,0.1480000000000002,0.0005943775100401614,249.0,0.07866666666666666,0.00019281045751633986,408.0
f32,0.5950000000000002,0.0019381107491856684,307.0,0.061999999999999944,0.00013419913419913409,462.0,0.0,0.0,352.0
f33,-0.09499999999999992,-0.0004502369668246442,211.0,-0.01440000000000019,-0.0001230769230769247,117.0,-0.03368095238095237,-0.00014517651888341538,232.0
f34,0.5109999999999999,0.003900763358778625,131.0,0.4290000000000001,0.0013490566037735853,318.0,0.21323333333333344,0.0009112535612535617,234.0
f35,0.264,0.005866666666666667,45.0,0.2930000000000001,0.0009832214765100673,298.0,0.4716880952380954,0.0026800459956709964,176.0
f36,0.18600000000000005,0.0006369863013698632,292.0,0.5205999999999997,0.0014185286103542227,367.0,0.43296666666666694,0.0012809664694280088,338.0
f37,0.05299999999999999,0.0001846689895470383,287.0,-0.019800000000000262,-6.366559485530631e-05,311.0,-0.04629999999999984,-0.00022047619047618972,210.0
f38,0.08500000000000019,0.00030685920577617397,277.0,0.11399999999999982,0.0004269662921348308,267.0,0.06529206349206357,0.0003436424394319135,190.0
f39,0.13099999999999995,0.0006121495327102802,214.0,0.4185999999999998,0.0010111111111111106,414.0,0.40719999999999984,0.0011734870317002878,347.0
f4,0.202,0.0008047808764940239,251.0,0.12420000000000037,0.00031764705882353036,391.0,0.2315833333333332,0.0005938034188034184,390.0
f40,-0.029000000000000248,-9.294871794871874e-05,312.0,-0.1284000000000003,-0.0013237113402061885,97.0,-0.14522857142857143,-0.0008023677979479085,181.0
f41,0.06200000000000003,0.00030243902439024405,205.0,-0.07200000000000034,-0.0017142857142857224,42.0,0.11122261904761938,0.0006111132914704362,182.0
f42,-0.3959999999999999,-0.0011314285714285712,350.0,-0.1678,-0.0008106280193236715,207.0,0.006661904761904758,3.233934350439203e-05,206.0
f43,0.07500000000000012,0.0003787878787878794,198.0,-0.0013999999999999013,-4.635761589403647e-06,302.0,-0.002483333333333282,-7.115568290353243e-06,349.0
f44,0.11699999999999999,0.0004895397489539749,239.0,-0.09719999999999995,-0.0004984615384615382,195.0,-0.331883333333333,-0.0008338777219430477,398.0
f45,-0.1319999999999999,-0.0007058823529411759,187.0,-0.23259999999999997,-0.0017488721804511276,133.0,-0.3094988095238098,-0.0018422548185941061,168.0
