,Hostility_importances,N1_importances,kDN_importances,Hostility_importances_norm,N1_importances_norm,kDN_importances_norm,count_vars
f0,0.9510000000000001,1.0243833333333334,0.870199999999999,0.003929752066115703,0.004232988980716254,0.003595867768595037,242.0
f1,1.5190000000000003,1.8907499999999997,1.7679999999999996,0.006100401606425704,0.007593373493975902,0.007100401606425701,249.0
f10,0.279,-0.06131666666666674,-0.09539999999999949,0.0009393939393939394,-0.00020645342312009004,-0.00032121212121211947,297.0
f11,0.06000000000000005,-0.6565833333333329,-0.2803999999999994,0.00027777777777777805,-0.0030397376543209852,-0.0012981481481481455,216.0
f12,,,,,,,
f13,,,,,,,
f14,0.7810000000000001,1.0522999999999998,0.9113999999999995,0.003964467005076143,0.005341624365482233,0.004626395939086292,197.0
f15,,,,,,,
f16,,,,,,,
f17,,,,,,,
f2,1.3830000000000005,2.211966666666666,1.9889999999999999,0.00751630434782609,0.01202155797101449,0.010809782608695652,184.0
f3,0.5779999999999997,0.6109500000000001,0.5670000000000002,0.0024806866952789687,0.002622103004291846,0.002433476394849786,233.0
f4,1.002,1.1358214285714288,0.9992000000000002,0.004911764705882353,0.005567752100840337,0.004898039215686275,204.0
f5,0.3639999999999997,0.4793666666666669,0.5583999999999997,0.001700934579439251,0.0022400311526479763,0.0026093457943925217,214.0
f6,1.2680000000000002,1.8626333333333331,1.5840000000000003,0.00812820512820513,0.011939957264957264,0.010153846153846156,156.0
f7,1.6679999999999995,2.5786,2.3893999999999997,0.009754385964912278,0.01507953216374269,0.013973099415204677,171.0
f8,2.7490000000000006,3.128016666666667,3.2030000000000003,0.013028436018957349,0.014824723538704582,0.01518009478672986,211.0
f9,2.7290000000000005,3.289416666666667,3.075000000000001,0.013377450980392159,0.016124591503267977,0.015073529411764711,204.0
