,Hostility_importances,N1_importances,kDN_importances,Hostility_importances_norm,N1_importances_norm,kDN_importances_norm,count_vars
f0,-0.16199999999999992,0.16849761904761917,0.052999999999999714,-0.0006113207547169808,0.0006358400718778082,0.00019999999999999893,265.0
f1,2.3140000000000005,3.1103452380952374,2.918,0.00746451612903226,0.010033371735791089,0.009412903225806452,310.0
f10,1.2280000000000002,1.7825738095238095,1.7132000000000003,0.006109452736318409,0.00886852641554134,0.008523383084577115,201.0
f11,1.206,1.7974380952380948,1.6894000000000002,0.006626373626373626,0.009876033490319203,0.009282417582417584,182.0
f12,0.23499999999999988,0.0775380952380948,0.06480000000000014,0.000955284552845528,0.0003151955090979463,0.000263414634146342,246.0
f13,1.6539999999999997,2.2383761904761905,2.1638,0.007417040358744393,0.010037561392269913,0.009703139013452915,223.0
f14,0.631,0.3504535714285712,0.21399999999999963,0.002096345514950166,0.0011642975794969143,0.0007109634551495004,301.0
f15,1.534,1.8196071428571425,1.8412000000000002,0.0059,0.00699848901098901,0.007081538461538462,260.0
f16,1.073,1.395488095238096,1.4620000000000004,0.00434412955465587,0.005649749373433587,0.005919028340080974,247.0
f17,1.6959999999999997,2.3337738095238096,2.2768000000000006,0.007406113537117903,0.010191152006654191,0.009942358078602623,229.0
f18,0.3270000000000002,0.49677857142857135,0.39760000000000006,0.0015209302325581403,0.002310598006644518,0.0018493023255813955,215.0
f19,1.053,1.5365523809523811,1.3926000000000005,0.006837662337662337,0.00997761286332715,0.009042857142857146,154.0
f2,1.116,1.2472119047619048,1.3387999999999998,0.0053397129186602875,0.005967521075415812,0.0064057416267942575,209.0
f20,-0.16800000000000018,-0.16728809523809499,-0.07779999999999956,-0.0005813148788927342,-0.0005788515406162456,-0.00026920415224913343,289.0
f21,-0.10000000000000009,-0.17277857142857128,-0.18280000000000002,-0.00043103448275862106,-0.0007447352216748762,-0.0007879310344827587,232.0
f22,-0.13400000000000004,-0.05469523809523799,-0.10119999999999996,-0.0006232558139534886,-0.0002543964562569209,-0.00047069767441860447,215.0
f23,-0.137,-0.1149880952380952,-0.13819999999999966,-0.0007445652173913044,-0.0006249353002070391,-0.0007510869565217372,184.0
f24,0.17599999999999982,-0.18287738095238104,-0.14760000000000012,0.0007787610619469019,-0.0008091919511167303,-0.0006530973451327439,226.0
f25,-0.5010000000000001,-0.12068571428571417,-0.2784000000000001,-0.001919540229885058,-0.0004623973727421999,-0.001066666666666667,261.0
f26,-0.1269999999999999,-0.14771428571428577,-0.21999999999999986,-0.0006287128712871282,-0.0007312588401697316,-0.0010891089108910883,202.0
f27,0.18099999999999983,-0.1705119047619047,-0.18719999999999998,0.0007903930131004359,-0.0007445934705760031,-0.0008174672489082969,229.0
f28,0.128,0.012507142857142578,-0.06939999999999996,0.0005981308411214954,5.844459279038588e-05,-0.0003242990654205606,214.0
f29,-0.20700000000000007,-0.30460952380952366,-0.23119999999999952,-0.0006571428571428573,-0.0009670143613000751,-0.0007339682539682525,315.0
f3,1.1480000000000001,1.8002142857142858,1.6407999999999998,0.004685714285714286,0.007347813411078717,0.006697142857142856,245.0
f30,,,,,,,
f31,,,,,,,
f32,0.6159999999999999,1.0649035714285717,0.8992000000000003,0.003191709844559585,0.005517635085122133,0.004659067357512955,193.0
f33,,,,,,,
f34,,,,,,,
f35,,,,,,,
f36,,,,,,,
f37,,,,,,,
f38,,,,,,,
f39,1.072,1.4402583333333339,1.2813999999999997,0.004828828828828829,0.006487650150150153,0.00577207207207207,222.0
f4,0.5050000000000001,0.3384964285714287,0.2561999999999999,0.002176724137931035,0.0014590363300492617,0.0011043103448275856,232.0
f40,,,,,,,
f41,,,,,,,
f42,0.542,0.7655333333333334,0.5553999999999999,0.0016625766871165646,0.0023482617586912066,0.0017036809815950916,326.0
f43,0.568,0.2793261904761909,0.1293999999999999,0.001972222222222222,0.0009698826058201072,0.0004493055555555552,288.0
f44,0.17999999999999994,0.06776785714285716,0.15579999999999994,0.0008108108108108106,0.00030526061776061785,0.0007018018018018015,222.0
f45,-0.14000000000000004,0.07345000000000013,0.008199999999999874,-0.000593220338983051,0.0003112288135593226,3.4745762711863875e-05,236.0
f46,0.38299999999999973,0.5729595238095241,0.4758000000000003,0.0014080882352941167,0.002106468837535015,0.001749264705882354,272.0
f47,0.34900000000000025,0.3315869047619044,0.17099999999999974,0.0016308411214953284,0.0015494715175789924,0.0007990654205607464,214.0
f48,0.23500000000000004,0.45461666666666656,0.4547999999999998,0.0009751037344398342,0.001886376210235131,0.00188713692946058,241.0
f49,-0.1320000000000001,0.19551190476190455,0.15220000000000017,-0.0007630057803468213,0.0011301266171208355,0.0008797687861271686,173.0
f5,0.20500000000000013,0.46621666666666683,0.4412,0.0007677902621722851,0.001746129837702872,0.0016524344569288389,267.0
f6,0.562,0.8051023809523811,0.7207999999999993,0.002322314049586777,0.003326869342778434,0.002978512396694212,242.0
f7,0.3089999999999999,0.38000119047619085,0.33039999999999986,0.0025966386554621837,0.0031932873149259737,0.002776470588235293,119.0
f8,0.28200000000000003,0.4784690476190477,0.3322000000000001,0.0013823529411764706,0.002345436507936508,0.0016284313725490201,204.0
f9,0.538,0.8903214285714287,0.9097999999999997,0.0036107382550335573,0.005975311601150528,0.0061060402684563735,149.0
