dataset,subset,model,acc,gps,acc_class_0,acc_class_1
ArtificialDataset9,all,LogReg,0.858,0.8579993379922518,0.86,0.856
ArtificialDataset9,all,SVM-linear,0.8576666666666667,0.8576613374953409,0.8633333333333333,0.852
ArtificialDataset9,all,SVM-rbf,0.9593333333333334,0.9593296403101694,0.95,0.9686666666666667
ArtificialDataset9,all,RandomForest,0.948,0.9479970499967415,0.9406666666666667,0.9553333333333334
ArtificialDataset9,all,KNN,0.9156666666666666,0.9156592058683507,0.9246666666666666,0.9066666666666666
ArtificialDataset9,all,NaiveBayes,0.7473333333333333,0.7411763630825463,0.614,0.8806666666666667
ArtificialDataset9,all,DecisionTree,0.8776666666666667,0.8776621907042806,0.8833333333333333,0.872
ArtificialDataset9,all,XGBoost,0.9646666666666667,0.9646658689829903,0.96,0.9693333333333334
ArtificialDataset9,informative,LogReg,0.849,0.8489999802381861,0.8486666666666667,0.8493333333333334
ArtificialDataset9,informative,SVM-linear,0.8466666666666667,0.8466665861766857,0.846,0.8473333333333334
ArtificialDataset9,informative,SVM-rbf,0.9776666666666667,0.9776663595442101,0.974,0.9813333333333333
ArtificialDataset9,informative,RandomForest,0.9536666666666667,0.9536662294028406,0.9506666666666667,0.9566666666666667
ArtificialDataset9,informative,KNN,0.9653333333333334,0.9653317371886366,0.972,0.9586666666666667
ArtificialDataset9,informative,NaiveBayes,0.833,0.8327724572277151,0.8666666666666667,0.7993333333333333
ArtificialDataset9,informative,DecisionTree,0.8873333333333333,0.8873331076045232,0.8886666666666667,0.886
ArtificialDataset9,informative,XGBoost,0.968,0.9679999853076149,0.9673333333333334,0.9686666666666667
ArtificialDataset9,informative+redundant,LogReg,0.8516666666666667,0.8516666473146312,0.852,0.8513333333333334
ArtificialDataset9,informative+redundant,SVM-linear,0.851,0.8509967121614251,0.8553333333333333,0.8466666666666667
ArtificialDataset9,informative+redundant,SVM-rbf,0.9743333333333334,0.9743320424712886,0.9673333333333334,0.9813333333333333
ArtificialDataset9,informative+redundant,RandomForest,0.949,0.948999277474836,0.9453333333333334,0.9526666666666667
ArtificialDataset9,informative+redundant,KNN,0.952,0.9519919090005365,0.9646666666666667,0.9393333333333334
ArtificialDataset9,informative+redundant,NaiveBayes,0.7843333333333333,0.7842340241315204,0.8033333333333333,0.7653333333333333
ArtificialDataset9,informative+redundant,DecisionTree,0.887,0.8869996461219031,0.8886666666666667,0.8853333333333333
ArtificialDataset9,informative+redundant,XGBoost,0.97,0.9699999862542893,0.9693333333333334,0.9706666666666667
ArtificialDataset9,informative+redundant_nonLinear,LogReg,0.861,0.8609978294924981,0.8646666666666667,0.8573333333333333
ArtificialDataset9,informative+redundant_nonLinear,SVM-linear,0.86,0.8599837190370974,0.87,0.85
ArtificialDataset9,informative+redundant_nonLinear,SVM-rbf,0.969,0.9689995698828066,0.9653333333333334,0.9726666666666667
ArtificialDataset9,informative+redundant_nonLinear,RandomForest,0.9516666666666667,0.9516631394585128,0.9433333333333334,0.96
