Dataset,Subset,Hostility,kDN,DCP,TD_U,CLD,N1,N2,LSC,F1,F2,F3,F4,L1,n_features,acc_mean,acc_max,acc_std,gps_mean,gps_max,gps_std
ArtificialDataset2,all,0.096,0.1308,0.10201428041688074,0.67175,0.24767269208070206,0.10108214285714286,0.4239271289821293,0.9768957915831663,0.9842222222222223,0.7214190164262029,0.8725376638257745,0.9853404248422903,0.4837315383473109,18.0,0.89575,0.963,0.051293970684393606,0.895730329244262,0.9629953504022832,0.05130797411456101
ArtificialDataset2,informative,0.078,0.10740000000000001,0.08808779419550414,0.5933333333333334,0.249648473024055,0.06775238095238095,0.40290397863161004,0.9713527054108215,0.9836,0.7366861211674436,0.8716317540863148,0.9765612867447655,0.42272114375965764,10.0,0.903375,0.977,0.05941605723323329,0.9033656220232911,0.9769988464109253,0.05942048962048021
ArtificialDataset2,informative+redundant,0.081,0.1152,0.10504066384890992,0.6475,0.2643102561735992,0.09480952380952382,0.40250390105081096,0.9715711422845691,0.982,0.7313305055658121,0.8704392728849233,0.9799933406963005,0.47001022263685793,14.0,0.897125,0.971,0.05941485504484547,0.8971032149009306,0.9709975806426694,0.05943530925739546
ArtificialDataset2,informative+redundant_nonLinear,0.069,0.11120000000000001,0.023132549045812762,0.6501818181818181,0.2459975945528797,0.08466666666666665,0.40412748594803155,0.9744509018036072,0.9844166666666666,0.7321958341378195,0.8720517696769132,0.9794706676477728,0.42846384062884796,12.0,0.900875,0.971,0.05574287270264116,0.9008620232229972,0.9709985364863932,0.055752528748350905
ArtificialDataset2,informative+noise,0.105,0.13740000000000002,0.08808779419550414,0.5975,0.24547781540558197,0.0903547619047619,0.4298603857242511,0.9797795591182364,0.9855833333333333,0.7295502839947888,0.8739618311731958,0.9812291853665652,0.4502628909250076,12.0,0.897625,0.965,0.05392570947940457,0.8976156859200184,0.9649982227076814,0.05392812482929381
ArtificialDataset2,informative+rand_extra,0.09,0.1264,0.13765366852038152,0.5989230769230769,0.26584807038043434,0.09677380952380951,0.41838080092490737,0.9761102204408818,0.9831538461538462,0.7277404233262716,0.8708214650641173,0.9816489129182684,0.4700982696943589,13.0,0.8935,0.963,0.05758223932528402,0.8934878122357143,0.9629935056100187,0.057585209160875665
ArtificialDataset2,mutual_info_top10,0.114,0.1792,0.14430743476087743,0.3992857142857143,0.2773734809225274,0.1641,0.41118793759547734,0.9810621242484969,0.9783000000000001,0.7466380920783687,0.8683977067220433,0.9701329367036123,0.14143544615465628,10.0,0.856,0.909,0.043503694424398345,0.8559048825157449,0.9089269612263301,0.04351069167404454
ArtificialDataset2,f_classif_top10,0.131,0.19140000000000001,0.1955965750979041,0.574923076923077,0.28293583166896535,0.17861666666666667,0.4226526443915183,0.9789218436873748,0.9805,0.7409307058882938,0.8693073671035592,0.9764207610800331,0.5085995906694272,10.0,0.847125,0.898,0.039872788787772125,0.8470595964260281,0.8978685256298755,0.03984220006116596
ArtificialDataset2,rf_top10,0.096,0.128,0.06599065481398816,0.6343333333333333,0.25863336067256015,0.11078333333333333,0.3906313510680183,0.9618436873747496,0.9783,0.7385735059187298,0.8677449751512109,0.9724740670547228,0.05753670100510358,10.0,0.8735,0.933,0.05111890899797118,0.8734674796121704,0.9329964810584909,0.05114359172400407
ArtificialDataset2,relief_top10,0.096,0.128,0.11277792796618563,0.6343333333333333,0.25863336067256015,0.11078333333333333,0.3906313510680183,0.9618436873747496,0.9783,0.7385735059187298,0.8677449751512109,0.9724740670547228,0.05753670109476626,10.0,0.8755000000000001,0.933,0.05137536930697992,0.8754665408060726,0.9329964810584909,0.05140221707869172
ArtificialDataset2,xgb_top10,0.095,0.1354,0.023307709948319502,0.62025,0.23981892229075993,0.108,0.402796573925109,0.9739819639278557,0.9812000000000001,0.7344177393462614,0.86961217481631,0.9752320400166561,0.4516605077249425,10.0,0.884875,0.94,0.047962597034415445,0.8848335752409726,0.9399977020396525,0.047978337266449754
ArtificialDataset2,complexity_Hostility_top10,0.101,0.144,0.15003876456572254,0.5747692307692307,0.2789204999019412,0.11765952380952382,0.4051600420742492,0.9769458917835672,0.9798,0.7395622201931458,0.8682742918044719,0.975009639978839,0.5333481959180952,10.0,0.874125,0.941,0.052351661182539665,0.8741078403961793,0.9409924124143487,0.05236220352733471
ArtificialDataset2,complexity_N1_top10,0.162,0.2242,0.21207817704594864,0.557,0.28483699071975666,0.21788333333333332,0.4290947311709114,0.9866352705410822,0.9786,0.7474093898308798,0.8686993170385431,0.9707067770844848,0.015809637998615827,10.0,0.82675,0.879,0.03918363360967357,0.8266508037781733,0.8789767315900325,0.0391993625238879
ArtificialDataset2,complexity_kDN_top10,0.114,0.1792,0.14430743476087746,0.3992380952380952,0.2773734809225275,0.1641,0.41118793759547734,0.9810621242484969,0.9783000000000001,0.7466380920783687,0.8683977067220433,0.9701329367036123,0.1414354461546552,10.0,0.855125,0.909,0.04177298340862359,0.8550272677026731,0.9089269612263301,0.04178052328459071
