Dataset,Subset,Hostility,kDN,DCP,TD_U,CLD,N1,N2,LSC,F1,F2,F3,F4,L1,n_features,acc_mean,acc_max,acc_std,gps_mean,gps_max,gps_std
ArtificialDataset9,all,0.12233333333333334,0.1248,0.11590828311286705,0.4671111111111111,0.3530020592408756,0.10073483923483922,0.4564561488648617,0.9879335112297086,0.9921714285714285,0.6609420843347548,0.8528585699429831,0.9959976934127541,0.6632656117253566,70.0,0.8910416666666666,0.9646666666666667,0.07267506231534779,0.890268874304084,0.9646658689829903,0.07442502769190935
ArtificialDataset9,informative,0.043333333333333335,0.0686,0.07080564863749401,0.5364166666666667,0.2478677966085527,0.0570111111111111,0.38362749925241646,0.9708307760729374,0.9887000000000001,0.7527963199210156,0.8817989418523076,0.9796579801595557,0.49236843593263385,10.0,0.9100833333333334,0.9776666666666667,0.06220492248168455,0.9100545553363015,0.9776663595442101,0.062244972856007816
ArtificialDataset9,informative+redundant,0.051333333333333335,0.08360000000000001,0.049073984156940885,0.5963111111111111,0.3163559348304804,0.06211984126984127,0.3967053511370599,0.979240382477207,0.9883222222222222,0.7231317167793826,0.8794290940085184,0.991063842958597,0.6396677294518361,30.0,0.9024166666666666,0.9743333333333334,0.06945564988960438,0.9024025306163038,0.9743320424712886,0.06947904797415815
ArtificialDataset9,informative+redundant_nonLinear,0.06433333333333334,0.08933333333333333,0.056298379665569484,0.6118125,0.3867463598711825,0.06511190476190476,0.4026792726619865,0.9834514120524794,0.9911111111111112,0.6650890320225744,0.8098959217673055,0.9868863733243031,0.4663599897833513,30.0,0.8886666666666666,0.969,0.10010914678410393,0.8835764835724683,0.9689995698828066,0.11302560295204093
ArtificialDataset9,informative+noise,0.18266666666666667,0.23666666666666666,0.06392571190946074,0.535156862745098,0.2472087677891448,0.20159406149406148,0.4812591363125154,0.9964956637758505,0.9947666666666667,0.7170656797981687,0.8885442753260085,0.9933929728654026,0.46172021963438026,30.0,0.8842916666666667,0.957,0.05139620068102742,0.8842469382964733,0.9569985571325915,0.051440859945786364
ArtificialDataset9,informative+rand_extra,0.05633333333333333,0.08080000000000001,0.07094711555471582,0.4950350877192983,0.30486355888982564,0.06400436507936508,0.3933504984925783,0.9790813875917279,0.9901282051282052,0.6727026441892048,0.8665454107537655,0.9813867648232732,0.5048366720539806,13.0,0.899,0.9763333333333334,0.07812566190195798,0.8983681264196064,0.9763327273089387,0.07944778953180748
ArtificialDataset9,mutual_info_top10,0.13933333333333334,0.18786666666666668,0.1409023969215828,0.43617391304347825,0.30251609774626514,0.16792222222222222,0.4043881435315019,0.9829608627974206,0.9802000000000001,0.6682886946787461,0.8526035567593293,0.972243579588389,0.540094204375199,10.0,0.8369166666666666,0.8866666666666667,0.04184542606474076,0.8363808702384676,0.8865929947474649,0.042670561059351284
ArtificialDataset9,f_classif_top10,0.10866666666666666,0.15460000000000002,0.17128076975945247,0.40017391304347827,0.33799504928020235,0.1368531746031746,0.3975155063654473,0.9819172781854569,0.9881666666666666,0.7591646082458102,0.8762426784985925,0.9739948418230145,0.47599182222143355,10.0,0.8523333333333334,0.907,0.052299807277559236,0.8521440694753483,0.9069769237131593,0.052526733742621026
ArtificialDataset9,rf_top10,0.09633333333333334,0.145,0.11132672671736425,0.5535490196078432,0.24408686553466485,0.12429126984126984,0.39097726628349694,0.9795470313542362,0.9815,0.7478338891452584,0.8713150203827451,0.973393247080142,0.7713420026940603,10.0,0.8689166666666667,0.924,0.04688071658263756,0.8688522684936822,0.9239838753675021,0.04694997699840516
ArtificialDataset9,relief_top10,0.09966666666666667,0.11553333333333334,0.08079201307149349,0.5543541666666667,0.2867592224111187,0.09619761904761903,0.37882049908620546,0.9661852346008452,0.9873333333333333,0.7621069099966595,0.8764924341297483,0.9745855619840454,0.3841697481459127,10.0,0.877125,0.9383333333333334,0.05812000106511977,0.8771019553273237,0.9383327418534151,0.05814453415607087
ArtificialDataset9,xgb_top10,0.10566666666666667,0.1516,0.08689374401963629,0.39810144927536234,0.3078078460089289,0.13304920634920636,0.3948545470165521,0.982604180564821,0.9845666666666668,0.670062877429325,0.8392687830183131,0.9705603330621522,0.6142640027768895,10.0,0.868,0.921,0.05377495729190337,0.8674332613361742,0.9209957967362,0.0550110975774336
ArtificialDataset9,complexity_Hostility_top10,0.11566666666666667,0.1582,0.19396149233110033,0.5429824561403509,0.3464725916219884,0.14145555555555556,0.4028214286482506,0.9880282410495886,0.9863000000000002,0.6707826320489174,0.8418108276682779,0.9703880709326137,0.37674002585220784,10.0,0.8328333333333333,0.9076666666666666,0.07243935613642846,0.8321393119241461,0.9076543561750365,0.07351340653422632
ArtificialDataset9,complexity_N1_top10,0.11166666666666666,0.15433333333333332,0.1774393057604525,0.4950175438596491,0.2952741974095427,0.14993492063492064,0.3975418448755507,0.9795717144763175,0.9826333333333334,0.6701460984472585,0.8531215924980879,0.9745847749297506,0.6024234799028535,10.0,0.844375,0.9043333333333333,0.05476861501331021,0.8437674896405769,0.904323447108861,0.05568310737383378
ArtificialDataset9,complexity_kDN_top10,0.13233333333333333,0.17460000000000003,0.12803627124948103,0.4935666666666667,0.30012776434951827,0.14989761904761903,0.4024964792525966,0.9804345118968201,0.9829000000000001,0.6693617899822458,0.8533440538778992,0.9726616058161559,0.5424595593295644,10.0,0.8463333333333334,0.902,0.04589255913682509,0.845880155076159,0.9019441475410483,0.04650764522405327
