Dataset,Subset,Hostility,kDN,DCP,TD_U,CLD,N1,N2,LSC,F1,F2,F3,F4,L1,n_features,acc_mean,acc_max,acc_std,gps_mean,gps_max,gps_std
ArtificialDataset18,all,0.284,0.42480000000000007,0.4549999999999999,0.7061666666666666,0.4509251785286017,0.4102768398268398,0.4970958199437431,0.9943733503618561,0.9863473684210529,0.6255959369727433,0.8527671214864844,0.9984465880019825,0.6391778673949533,190.0,0.6135,0.658,0.04567900424233687,0.39193912520219476,0.5129667035902783,0.12740156544139938
ArtificialDataset18,informative,0.344,0.414,0.4549999999999999,0.6142666666666666,0.44683622349270175,0.3922328664799253,0.49582038796342637,0.9939919114516815,0.9860285714285715,0.6604122739179297,0.8696496835737195,0.9966063907485484,0.5775916882820604,70.0,0.62875,0.68,0.04306722320147554,0.4560816899813843,0.5341894692012219,0.08631473918240609
ArtificialDataset18,informative+redundant,0.318,0.41880000000000006,0.4549999999999999,0.5461428571428572,0.4544176883741123,0.4038017697988286,0.4952992034217236,0.9939220945083014,0.9859454545454546,0.653883650136783,0.8702901496446986,0.9977030045787856,0.5990841294343398,110.0,0.632,0.672,0.039045760699100596,0.4650916956526273,0.5340245005746144,0.07440683882819173
ArtificialDataset18,informative+redundant_nonLinear,0.316,0.4144000000000001,0.4549999999999999,0.6650666666666666,0.449021638124045,0.4091394993894994,0.49666587138017965,0.9942203065134099,0.9865454545454545,0.6352412750154601,0.8388847314456651,0.9972593618106526,0.728513207828742,110.0,0.62525,0.664,0.03854403789359459,0.4183730972581662,0.5436893203883496,0.12035120581196515
ArtificialDataset18,informative+noise,0.302,0.41320000000000007,0.4549999999999999,0.6717333333333333,0.4435827688796419,0.38219365079365075,0.4970631905294637,0.9940832269050659,0.9861454545454544,0.6472554712211929,0.8706133805710249,0.9977172288016362,0.5901384073872701,110.0,0.619,0.664,0.03344932200893079,0.4209297410046543,0.5288242760999209,0.15667259714760035
ArtificialDataset18,informative+rand_extra,0.282,0.408,0.4549999999999999,0.6135999999999999,0.4503217158479367,0.3933403570114096,0.4954468072319358,0.9939057045551298,0.9861095890410959,0.660197830189225,0.8698360693653358,0.9966774518710131,0.6835551074335067,73.0,0.63275,0.678,0.04104266073246221,0.4632909606717819,0.5375377103353035,0.08433282442654347
ArtificialDataset18,mutual_info_top70,0.332,0.44360000000000005,0.4549999999999999,0.6142857142857142,0.4565480395345088,0.4394028138528138,0.49735475423121145,0.9948448275862068,0.9857714285714286,0.6466630297375852,0.8535061879993271,0.9959399125700804,0.686089565415582,70.0,0.598,0.662,0.09705374063594133,0.4094862987073419,0.5353912000259394,0.13399494612710983
ArtificialDataset18,f_classif_top70,0.316,0.4156,0.4549999999999999,0.7108333333333332,0.4483458106011252,0.4037111493082081,0.49610531612148073,0.9939063431247339,0.9849142857142857,0.6432374064072175,0.8545980325890257,0.9958688517647933,0.8129514449280418,70.0,0.64975,0.666,0.022256620202922656,0.46584674892912636,0.5738792610931251,0.11837712864290628
ArtificialDataset18,rf_top70,0.312,0.4096000000000001,0.4549999999999999,0.7258181818181818,0.4166964967325339,0.40521087246087245,0.4964847866629998,0.9940327799063431,0.9870285714285715,0.6511959491194327,0.8600737226654377,0.996102299244313,0.6556255165830988,70.0,0.65225,0.69,0.03372896169678008,0.47942110885164135,0.5526315789473685,0.058202220692101694
ArtificialDataset18,relief_top70,0.282,0.39880000000000004,0.4549999999999999,0.6849230769230769,0.44209536881815525,0.43366447245564893,0.4942169574676756,0.9931096211153683,0.9876000000000001,0.655170185200906,0.8698835592335292,0.9963117724051164,0.7331983019368264,70.0,0.63525,0.69,0.04176037082484506,0.4340326777847117,0.5259582234840804,0.07270385876122053
ArtificialDataset18,xgb_top70,0.31,0.40320000000000006,0.4549999999999999,0.6426666666666665,0.44886015473751234,0.403444227994228,0.4946790971438484,0.9933965517241378,0.9864571428571429,0.6439003709440475,0.8473930740803793,0.9960926084221652,0.6996485415187537,70.0,0.6275,0.666,0.03567712352274416,0.44273943095228485,0.5255641245358469,0.07864640989489805
ArtificialDataset18,complexity_Hostility_top70,0.286,0.432,0.4549999999999999,0.5425,0.45202618424416696,0.4298492063492063,0.49694536828886093,0.9945725840783312,0.9865714285714287,0.6387398931873586,0.828623112504801,0.995174860310001,0.6409279865443461,70.0,0.63225,0.656,0.023407874133047037,0.3977734871007655,0.5218422613164657,0.13200464595515315
ArtificialDataset18,complexity_N1_top70,0.296,0.42960000000000004,0.4549999999999999,0.6135714285714285,0.45332382328430193,0.41434138867668274,0.497995179246011,0.9947226479352916,0.9853714285714287,0.6442979536035617,0.8529112725455221,0.9961853429338571,0.5654080484044326,70.0,0.60375,0.65,0.051319030165649614,0.419732118572851,0.5057209984817513,0.12798292366636943
ArtificialDataset18,complexity_kDN_top70,0.316,0.4388,0.4549999999999999,0.5885714285714285,0.45649792308828924,0.45883128538128537,0.4960514211112674,0.9946130268199234,0.9862000000000001,0.6460910422996335,0.854331175318785,0.9961276318014008,0.689979974682086,70.0,0.5975,0.67,0.10310466249676312,0.4136620607266412,0.5262534544018951,0.1277395443103699
