Dataset,Subset,Hostility,kDN,DCP,TD_U,CLD,N1,N2,LSC,F1,F2,F3,F4,L1,n_features,acc_mean,acc_max,acc_std,gps_mean,gps_max,gps_std
ArtificialDataset5,all,0.0388,0.06268000000000001,0.0761988240370828,0.6003368421052632,0.15309491335169217,0.04286389416139416,0.46246695515685926,0.991262024809924,0.9963272727272728,0.6627956660010659,0.8823548547885264,0.996020971996431,1.1025920181254627,55.0,0.95615,0.997,0.047485787347373735,0.9559760065107248,0.99699999891675,0.047824153598759536
ArtificialDataset5,informative,0.017,0.026639999999999997,0.07400070910291305,0.7332428571428571,0.1012680154371813,0.017325948659183955,0.4308861587991127,0.9815553421368546,0.99492,0.7234772029164857,0.8877977980046755,0.9918941221749017,0.9670182896165603,25.0,0.9667,0.998,0.036537104428238425,0.9666968022942717,0.997999998717434,0.03654077725688953
ArtificialDataset5,informative+redundant,0.0158,0.03536,0.07527564870286471,0.6973600000000001,0.12430749343530421,0.020803065268065267,0.43430952171038406,0.9849641456582633,0.995351515151515,0.7201445972608619,0.8881906793452381,0.9935554520892325,0.3094559763274857,33.0,0.964725,0.998,0.038035613011266935,0.9647161488107403,0.998,0.0380481428777948
ArtificialDataset5,informative+redundant_nonLinear,0.013,0.0298,0.07118150938850884,0.6506,0.14271048018608506,0.018384723054723055,0.4316769224622168,0.9826255302120848,0.9950875,0.6633343554352981,0.8738523422168093,0.9929842566193996,0.9902307060629093,32.0,0.9591000000000001,0.9978,0.04738812388894801,0.9589109708608916,0.9977999992062534,0.04776915554472226
ArtificialDataset5,informative+noise,0.0488,0.07992,0.0719048256104542,0.7117866666666667,0.10247267681263966,0.05772004437654896,0.467392694139487,0.9933510204081635,0.996365,0.713428436551138,0.891145988606799,0.9949522535840406,0.9298004530808833,40.0,0.9627749999999999,0.996,0.03668591594292597,0.962771598209755,0.996,0.03668952126975283
ArtificialDataset5,informative+rand_extra,0.0196,0.03336,0.07341173401411823,0.6483375,0.10525198445233491,0.02236626984126984,0.4391584292545859,0.9842549819927972,0.9948857142857143,0.7213544454906449,0.8878754966614449,0.9926918660586449,0.9414509052803085,28.0,0.9658,0.9984,0.036814748597344966,0.9657951905611692,0.9983999997435896,0.036820107621344855
ArtificialDataset5,mutual_info_top25,0.0372,0.05632,0.08069348636831075,0.6262823529411764,0.14858328005405225,0.04414007936507936,0.4263815645041692,0.9806781912765106,0.9934080000000002,0.664791096241166,0.874320035986823,0.9906860537666992,1.0860300358599004,25.0,0.950725,0.9918,0.044246573717230175,0.9505550012097705,0.9917999837950879,0.04456430422374446
ArtificialDataset5,f_classif_top25,0.0358,0.0636,0.08257745119064135,0.6292705882352942,0.14961553299408178,0.05176767676767677,0.4332820760803166,0.9818865146058422,0.993432,0.6648005669048035,0.8742204655645881,0.9907332773416241,1.0927531875538479,25.0,0.94925,0.9892,0.04341411883576256,0.9490784325937518,0.9891999563281696,0.04373073607275038
ArtificialDataset5,rf_top25,0.0194,0.03536,0.07739272564599774,0.7207066666666667,0.149361290511784,0.026423023088023082,0.41675344970979666,0.9763494197679072,0.9934720000000001,0.6648253837649926,0.8741651311072983,0.9905098063761377,1.089097707773303,25.0,0.95645,0.995,0.044899220483211065,0.9562781165471288,0.9949999981909541,0.045242810510385374
ArtificialDataset5,relief_top25,0.0192,0.036520000000000004,0.07415438513201614,0.7036933333333334,0.12629359173653615,0.024981284271284272,0.4193102832307899,0.9773833533413364,0.9936,0.7240931393502468,0.8836524865985959,0.9910784655685017,0.5262875602642404,25.0,0.9621,0.9968,0.03623431680445639,0.9620949661385008,0.9968,0.0362421928449164
ArtificialDataset5,xgb_top25,0.0158,0.03416,0.08034764725872034,0.6705,0.12907550728912706,0.024643181818181818,0.41920735909927714,0.9790567426970789,0.9936560000000001,0.7244113644832906,0.8835597820730456,0.9908565404681995,0.7170408578434292,25.0,0.961,0.9952,0.03853962710176184,0.9609937884142208,0.9952,0.03854896942797567
ArtificialDataset5,complexity_Hostility_top25,0.0628,0.08364,0.10662145286992597,0.6108333333333333,0.17957399474042698,0.06354827228327227,0.4424315149536512,0.9863895958383353,0.994568,0.6655871682289145,0.8770453436182736,0.9909062441966645,1.0066441259776393,25.0,0.933375,0.98,0.0476001725687148,0.9330176580096261,0.9799989419848496,0.04830753574544587
ArtificialDataset5,complexity_N1_top25,0.0294,0.04916,0.0855188922263564,0.6269882352941176,0.14695268000009198,0.03894825396825397,0.4245181784843743,0.9785614245698278,0.9933920000000002,0.6647851969155313,0.8741879283324624,0.990625923126144,0.636154260693773,25.0,0.9527,0.9914,0.0432890616338915,0.9525353976685721,0.9913999580147234,0.04360523841183055
ArtificialDataset5,complexity_kDN_top25,0.0288,0.04704,0.08090936872125193,0.6260470588235295,0.1479226526642177,0.03915871794871795,0.421549572525612,0.9786504201680672,0.993368,0.6647727764276739,0.8742621456258821,0.9906830232535861,0.8773828337558116,25.0,0.95265,0.9922,0.04498644240212825,0.9524839827886824,0.9921999745292456,0.04529475941328857
