dataset,subset,model,acc,gps,acc_class_0,acc_class_1
ArtificialDataset14,all,LogReg,0.704,0.605869457034875,0.41352657004830917,0.8569974554707379
ArtificialDataset14,all,SVM-linear,0.708,0.5924746104838202,0.37681159420289856,0.8824427480916031
ArtificialDataset14,all,SVM-rbf,0.8373333333333334,0.798430798393308,0.6309178743961352,0.9460559796437659
ArtificialDataset14,all,RandomForest,0.7513333333333333,0.6273306737588653,0.3642512077294686,0.9552162849872774
ArtificialDataset14,all,KNN,0.782,0.7187605170329192,0.5256038647342995,0.9170483460559796
ArtificialDataset14,all,NaiveBayes,0.38266666666666665,0.2108161559350924,0.9729468599033816,0.0717557251908397
ArtificialDataset14,all,DecisionTree,0.635,0.5788351846837926,0.4985507246376812,0.7068702290076336
ArtificialDataset14,all,XGBoost,0.7866666666666666,0.7272383825293873,0.5400966183574879,0.9165394402035624
ArtificialDataset14,informative,LogReg,0.701,0.5782692726876407,0.36135265700483093,0.8798982188295166
ArtificialDataset14,informative,SVM-linear,0.722,0.5641708107711654,0.30531400966183575,0.9414758269720102
ArtificialDataset14,informative,SVM-rbf,0.8743333333333333,0.8501454263918784,0.7227053140096619,0.9541984732824428
ArtificialDataset14,informative,RandomForest,0.7786666666666666,0.6896100995822524,0.4434782608695652,0.9552162849872774
ArtificialDataset14,informative,KNN,0.8316666666666667,0.7960727361480061,0.6531400966183575,0.9256997455470738
ArtificialDataset14,informative,NaiveBayes,0.6933333333333334,0.5873411017406028,0.3932367149758454,0.8513994910941476
ArtificialDataset14,informative,DecisionTree,0.6496666666666666,0.5940528837340654,0.5091787439613527,0.7236641221374046
ArtificialDataset14,informative,XGBoost,0.808,0.7649566923062938,0.6135265700483091,0.9104325699745547
ArtificialDataset14,informative+redundant,LogReg,0.7006666666666667,0.5834754409750174,0.3719806763285024,0.8737913486005089
ArtificialDataset14,informative+redundant,SVM-linear,0.719,0.5658062231501912,0.3120772946859903,0.9333333333333333
ArtificialDataset14,informative+redundant,SVM-rbf,0.8646666666666667,0.8377627126163676,0.7043478260869566,0.9491094147582697
ArtificialDataset14,informative+redundant,RandomForest,0.789,0.710905644177106,0.47439613526570046,0.95470737913486
ArtificialDataset14,informative+redundant,KNN,0.823,0.7846094474287717,0.6376811594202898,0.9206106870229007
ArtificialDataset14,informative+redundant,NaiveBayes,0.69,0.644910887407368,0.5710144927536231,0.7526717557251908
ArtificialDataset14,informative+redundant,DecisionTree,0.661,0.6054773537567675,0.5159420289855072,0.7374045801526717
ArtificialDataset14,informative+redundant,XGBoost,0.8123333333333334,0.7708009706994371,0.621256038647343,0.9129770992366413
ArtificialDataset14,informative+redundant_nonLinear,LogReg,0.7116666666666667,0.6072341941418234,0.40096618357487923,0.8753180661577609
ArtificialDataset14,informative+redundant_nonLinear,SVM-linear,0.7153333333333334,0.5697343114937606,0.32367149758454106,0.9216284987277353
ArtificialDataset14,informative+redundant_nonLinear,SVM-rbf,0.8596666666666667,0.8303064336420433,0.6869565217391305,0.9506361323155216
ArtificialDataset14,informative+redundant_nonLinear,RandomForest,0.7663333333333333,0.6684410444566193,0.421256038647343,0.9480916030534351
ArtificialDataset14,informative+redundant_nonLinear,KNN,0.8163333333333334,0.7745406893873814,0.6193236714975845,0.9201017811704835
ArtificialDataset14,informative+redundant_nonLinear,NaiveBayes,0.37933333333333336,0.19617036838088125,0.9758454106280193,0.06513994910941476
ArtificialDataset14,informative+redundant_nonLinear,DecisionTree,0.6523333333333333,0.5979706207398329,0.514975845410628,0.7246819338422392
ArtificialDataset14,informative+redundant_nonLinear,XGBoost,0.8003333333333333,0.7531866352752523,0.5932367149758454,0.9094147582697201
ArtificialDataset14,informative+noise,LogReg,0.6956666666666667,0.5795398050432777,0.37294685990338167,0.8656488549618321
ArtificialDataset14,informative+noise,SVM-linear,0.7126666666666667,0.5636528080310635,0.3178743961352657,0.9206106870229007
ArtificialDataset14,informative+noise,SVM-rbf,0.7956666666666666,0.7268741585160277,0.5043478260869565,0.9491094147582697
ArtificialDataset14,informative+noise,RandomForest,0.7296666666666667,0.5471078002311812,0.2714975845410628,0.9709923664122138
ArtificialDataset14,informative+noise,KNN,0.714,0.5993611878453039,0.37971014492753624,0.8900763358778626
ArtificialDataset14,informative+noise,NaiveBayes,0.6873333333333334,0.5852337986174433,0.4,0.838676844783715
ArtificialDataset14,informative+noise,DecisionTree,0.6233333333333333,0.5525592063415432,0.44830917874396137,0.7155216284987277
ArtificialDataset14,informative+noise,XGBoost,0.774,0.7118180666617364,0.5294685990338164,0.9027989821882951
ArtificialDataset14,informative+rand_extra,LogReg,0.702,0.5806851345717331,0.3642512077294686,0.8798982188295166
ArtificialDataset14,informative+rand_extra,SVM-linear,0.7216666666666667,0.5645005985248512,0.30628019323671496,0.9404580152671755
ArtificialDataset14,informative+rand_extra,SVM-rbf,0.872,0.8465970313358988,0.7130434782608696,0.9557251908396946
ArtificialDataset14,informative+rand_extra,RandomForest,0.778,0.6871416943945525,0.4386473429951691,0.9567430025445293
ArtificialDataset14,informative+rand_extra,KNN,0.8273333333333334,0.7882760337895164,0.6328502415458938,0.9297709923664123
ArtificialDataset14,informative+rand_extra,NaiveBayes,0.49433333333333335,0.4735595851491035,0.9188405797101449,0.27073791348600507
ArtificialDataset14,informative+rand_extra,DecisionTree,0.6356666666666667,0.578479501557078,0.4956521739130435,0.7094147582697201
ArtificialDataset14,informative+rand_extra,XGBoost,0.8046666666666666,0.7602787036039098,0.6067632850241546,0.9089058524173028
ArtificialDataset14,mutual_info_top30,LogReg,0.6883333333333334,0.5087055261165783,0.27053140096618356,0.9083969465648855
ArtificialDataset14,mutual_info_top30,SVM-linear,0.6543333333333333,0.0,0.0,0.9989821882951654
ArtificialDataset14,mutual_info_top30,SVM-rbf,0.7436666666666667,0.6451795167593855,0.41932367149758454,0.9145038167938931
ArtificialDataset14,mutual_info_top30,RandomForest,0.712,0.5586962593401716,0.3111111111111111,0.9231552162849873
ArtificialDataset14,mutual_info_top30,KNN,0.6953333333333334,0.5904395129449713,0.3961352657004831,0.8529262086513995
ArtificialDataset14,mutual_info_top30,NaiveBayes,0.5243333333333333,0.5237034187404873,0.7980676328502415,0.3801526717557252
ArtificialDataset14,mutual_info_top30,DecisionTree,0.6153333333333333,0.5518026073615759,0.463768115942029,0.6951653944020356
ArtificialDataset14,mutual_info_top30,XGBoost,0.7316666666666667,0.6541294145856883,0.47342995169082125,0.8676844783715013
ArtificialDataset14,f_classif_top30,LogReg,0.6963333333333334,0.5483389031142911,0.3169082125603865,0.8961832061068702
ArtificialDataset14,f_classif_top30,SVM-linear,0.6966666666666667,0.46487095452683325,0.2135265700483092,0.9511450381679389
ArtificialDataset14,f_classif_top30,SVM-rbf,0.7983333333333333,0.7417145352697649,0.5507246376811594,0.9287531806615776
ArtificialDataset14,f_classif_top30,RandomForest,0.7486666666666667,0.6455663457513604,0.40869565217391307,0.927735368956743
ArtificialDataset14,f_classif_top30,KNN,0.7306666666666667,0.6554743662265532,0.4801932367149758,0.8625954198473282
ArtificialDataset14,f_classif_top30,NaiveBayes,0.6623333333333333,0.5988905493030412,0.49082125603864735,0.7526717557251908
ArtificialDataset14,f_classif_top30,DecisionTree,0.626,0.5644957274567124,0.47632850241545893,0.7048346055979644
ArtificialDataset14,f_classif_top30,XGBoost,0.7523333333333333,0.6844367049412033,0.5072463768115942,0.8814249363867684
ArtificialDataset14,rf_top30,LogReg,0.6966666666666667,0.5569933969445379,0.33043478260869563,0.8895674300254452
ArtificialDataset14,rf_top30,SVM-linear,0.7013333333333334,0.47863122110626705,0.22318840579710145,0.9531806615776082
ArtificialDataset14,rf_top30,SVM-rbf,0.8083333333333333,0.7593378634915172,0.5835748792270531,0.9267175572519084
ArtificialDataset14,rf_top30,RandomForest,0.752,0.6572167980237619,0.4289855072463768,0.9221374045801527
ArtificialDataset14,rf_top30,KNN,0.766,0.7077763704764278,0.5439613526570048,0.8829516539440203
