dataset,subset,model,acc,gps,acc_class_0,acc_class_1
ArtificialDataset5,informative+redundant_nonLinear,DecisionTree,0.894,0.8939993170425796,0.8964,0.8916
ArtificialDataset5,informative+redundant_nonLinear,XGBoost,0.99,0.9899999935353493,0.9908,0.9892
ArtificialDataset5,informative+noise,LogReg,0.967,0.9669998348285426,0.9648,0.9692
ArtificialDataset5,informative+noise,SVM-linear,0.9666,0.9665998327572839,0.9644,0.9688
ArtificialDataset5,informative+noise,SVM-rbf,0.996,0.996,0.996,0.996
ArtificialDataset5,informative+noise,RandomForest,0.988,0.9879997648536919,0.9924,0.9836
ArtificialDataset5,informative+noise,KNN,0.9772,0.977199160018175,0.9832,0.9712
ArtificialDataset5,informative+noise,NaiveBayes,0.9278,0.9277753355651223,0.9456,0.91
ArtificialDataset5,informative+noise,DecisionTree,0.889,0.8889988762540902,0.892,0.886
ArtificialDataset5,informative+noise,XGBoost,0.9906,0.9905999814011343,0.992,0.9892
ArtificialDataset5,informative+rand_extra,LogReg,0.9672,0.9671998643501422,0.9652,0.9692
ArtificialDataset5,informative+rand_extra,SVM-linear,0.9674,0.9673996104398354,0.964,0.9708
ArtificialDataset5,informative+rand_extra,SVM-rbf,0.9984,0.9983999997435896,0.998,0.9988
ArtificialDataset5,informative+rand_extra,RandomForest,0.9882,0.9881997473250895,0.9928,0.9836
ArtificialDataset5,informative+rand_extra,KNN,0.9938,0.9937999937613139,0.9948,0.9928
ArtificialDataset5,informative+rand_extra,NaiveBayes,0.929,0.9289623140870555,0.9512,0.9068
ArtificialDataset5,informative+rand_extra,DecisionTree,0.8934,0.8933999952272217,0.8936,0.8932
ArtificialDataset5,informative+rand_extra,XGBoost,0.989,0.9889999995551062,0.9892,0.9888
ArtificialDataset5,mutual_info_top25,LogReg,0.9584,0.9584,0.9584,0.9584
ArtificialDataset5,mutual_info_top25,SVM-linear,0.957,0.9569999550678735,0.958,0.956
ArtificialDataset5,mutual_info_top25,SVM-rbf,0.9918,0.9917999837950879,0.9932,0.9904
ArtificialDataset5,mutual_info_top25,RandomForest,0.9736,0.9735988892877006,0.98,0.9672
ArtificialDataset5,mutual_info_top25,KNN,0.981,0.9809999062584569,0.9832,0.9788
ArtificialDataset5,mutual_info_top25,NaiveBayes,0.8786,0.8772416437179145,0.9772,0.78
ArtificialDataset5,mutual_info_top25,DecisionTree,0.8846,0.8845997443087258,0.8832,0.886
ArtificialDataset5,mutual_info_top25,XGBoost,0.9808,0.9807998872424047,0.9832,0.9784
ArtificialDataset5,f_classif_top25,LogReg,0.9574,0.9573999127886245,0.9588,0.956
ArtificialDataset5,f_classif_top25,SVM-linear,0.9564,0.9563999927059795,0.9568,0.956
ArtificialDataset5,f_classif_top25,SVM-rbf,0.9892,0.9891999563281696,0.9912,0.9872
ArtificialDataset5,f_classif_top25,RandomForest,0.9726,0.9725995030384882,0.9768,0.9684
ArtificialDataset5,f_classif_top25,KNN,0.9754,0.9753994663242848,0.98,0.9708
ArtificialDataset5,f_classif_top25,NaiveBayes,0.8794,0.8780296210445575,0.9788,0.78
ArtificialDataset5,f_classif_top25,DecisionTree,0.883,0.8829991042740033,0.8804,0.8856
ArtificialDataset5,f_classif_top25,XGBoost,0.9806,0.980599904245907,0.9828,0.9784
ArtificialDataset5,rf_top25,LogReg,0.9646,0.9645999867883012,0.964,0.9652
ArtificialDataset5,rf_top25,SVM-linear,0.9638,0.9637998783062935,0.962,0.9656
ArtificialDataset5,rf_top25,SVM-rbf,0.995,0.9949999981909541,0.9956,0.9944
ArtificialDataset5,rf_top25,RandomForest,0.98,0.9799999477549656,0.9816,0.9784
ArtificialDataset5,rf_top25,KNN,0.9902,0.9901999901029995,0.9912,0.9892
ArtificialDataset5,rf_top25,NaiveBayes,0.8782,0.8768253302917208,0.9772,0.7792
ArtificialDataset5,rf_top25,DecisionTree,0.8944,0.8943998299818373,0.8956,0.8932
ArtificialDataset5,rf_top25,XGBoost,0.9854,0.9853999709599585,0.9868,0.984
ArtificialDataset5,relief_top25,LogReg,0.965,0.9649999869430005,0.9644,0.9656
ArtificialDataset5,relief_top25,SVM-linear,0.9646,0.964599751912008,0.962,0.9672
ArtificialDataset5,relief_top25,SVM-rbf,0.9968,0.9968,0.9968,0.9968
ArtificialDataset5,relief_top25,RandomForest,0.9812,0.9811999233588397,0.9832,0.9792
ArtificialDataset5,relief_top25,KNN,0.99,0.9899999935353493,0.9908,0.9892
ArtificialDataset5,relief_top25,NaiveBayes,0.9122,0.9121607082387521,0.9324,0.892
ArtificialDataset5,relief_top25,DecisionTree,0.9008,0.9007993656797806,0.9032,0.8984
ArtificialDataset5,relief_top25,XGBoost,0.9862,0.9861999994402759,0.986,0.9864
ArtificialDataset5,xgb_top25,LogReg,0.965,0.9649999289117728,0.9636,0.9664
ArtificialDataset5,xgb_top25,SVM-linear,0.9642,0.9641996658338441,0.9612,0.9672
ArtificialDataset5,xgb_top25,SVM-rbf,0.9952,0.9952,0.9952,0.9952
ArtificialDataset5,xgb_top25,RandomForest,0.982,0.9819999736048494,0.9832,0.9808
ArtificialDataset5,xgb_top25,KNN,0.992,0.9919999367736938,0.9948,0.9892
ArtificialDataset5,xgb_top25,NaiveBayes,0.9098,0.9097511120444713,0.932,0.8876
ArtificialDataset5,xgb_top25,DecisionTree,0.8936,0.8935996951826541,0.8952,0.892
ArtificialDataset5,xgb_top25,XGBoost,0.9862,0.9861999949624805,0.9868,0.9856
ArtificialDataset5,complexity_Hostility_top25,LogReg,0.9338,0.9337976150693627,0.9396,0.928
ArtificialDataset5,complexity_Hostility_top25,SVM-linear,0.9342,0.9341901912248193,0.946,0.9224
ArtificialDataset5,complexity_Hostility_top25,SVM-rbf,0.98,0.9799989419848496,0.9872,0.9728
ArtificialDataset5,complexity_Hostility_top25,RandomForest,0.963,0.962996604755967,0.9724,0.9536
ArtificialDataset5,complexity_Hostility_top25,KNN,0.9632,0.963199993887042,0.9636,0.9628
ArtificialDataset5,complexity_Hostility_top25,NaiveBayes,0.851,0.8481582867981114,0.9772,0.7248
ArtificialDataset5,complexity_Hostility_top25,DecisionTree,0.8718,0.8717999470612307,0.8724,0.8712
ArtificialDataset5,complexity_Hostility_top25,XGBoost,0.97,0.9699996832956257,0.9732,0.9668
ArtificialDataset5,complexity_N1_top25,LogReg,0.9578,0.9577999841386451,0.9584,0.9572
ArtificialDataset5,complexity_N1_top25,SVM-linear,0.9582,0.9581999982550615,0.958,0.9584
ArtificialDataset5,complexity_N1_top25,SVM-rbf,0.9914,0.9913999580147234,0.9936,0.9892
ArtificialDataset5,complexity_N1_top25,RandomForest,0.9772,0.9771996266823854,0.9812,0.9732
ArtificialDataset5,complexity_N1_top25,KNN,0.9842,0.9841998914765966,0.9868,0.9816
ArtificialDataset5,complexity_N1_top25,NaiveBayes,0.8802,0.8788838714025747,0.978,0.7824
ArtificialDataset5,complexity_N1_top25,DecisionTree,0.8906,0.8905999950864584,0.8908,0.8904
ArtificialDataset5,complexity_N1_top25,XGBoost,0.982,0.9819998562921317,0.9848,0.9792
ArtificialDataset5,complexity_kDN_top25,LogReg,0.9594,0.9593999847654725,0.96,0.9588
ArtificialDataset5,complexity_kDN_top25,SVM-linear,0.9586,0.9585998600704638,0.9568,0.9604
ArtificialDataset5,complexity_kDN_top25,SVM-rbf,0.9922,0.9921999745292456,0.994,0.9904
ArtificialDataset5,complexity_kDN_top25,RandomForest,0.9768,0.9767996921826482,0.9804,0.9732
ArtificialDataset5,complexity_kDN_top25,KNN,0.9848,0.9847998789917255,0.9876,0.982
ArtificialDataset5,complexity_kDN_top25,NaiveBayes,0.8798,0.8784788700102627,0.9776,0.782
ArtificialDataset5,complexity_kDN_top25,DecisionTree,0.885,0.8849936324158062,0.892,0.878
ArtificialDataset5,complexity_kDN_top25,XGBoost,0.9846,0.9845999693438349,0.986,0.9832
