dataset,subset,model,acc,gps,acc_class_0,acc_class_1
ArtificialDataset1,all,LogReg,0.971,0.9709999701338518,0.97,0.972
ArtificialDataset1,all,SVM-linear,0.969,0.9689974084520997,0.96,0.978
ArtificialDataset1,all,SVM-rbf,0.986,0.9859997728157861,0.982,0.99
ArtificialDataset1,all,RandomForest,0.96,0.9599973331555437,0.968,0.952
ArtificialDataset1,all,KNN,0.972,0.971998156257202,0.98,0.964
ArtificialDataset1,all,NaiveBayes,0.907,0.906999077168351,0.91,0.904
ArtificialDataset1,all,DecisionTree,0.898,0.8979709137571512,0.914,0.882
ArtificialDataset1,all,XGBoost,0.971,0.9709999701338518,0.97,0.972
ArtificialDataset1,informative,LogReg,0.974,0.9739998932233807,0.972,0.976
ArtificialDataset1,informative,SVM-linear,0.971,0.9709992533278404,0.966,0.976
ArtificialDataset1,informative,SVM-rbf,0.99,0.9899996363504128,0.984,0.996
ArtificialDataset1,informative,RandomForest,0.959,0.958999957247088,0.96,0.958
ArtificialDataset1,informative,KNN,0.986,0.9859999432046378,0.988,0.984
ArtificialDataset1,informative,NaiveBayes,0.91,0.909974674194059,0.894,0.926
ArtificialDataset1,informative,DecisionTree,0.904,0.9039961768389008,0.898,0.91
ArtificialDataset1,informative,XGBoost,0.968,0.9679988098730945,0.962,0.974
ArtificialDataset1,informative+redundant,LogReg,0.974,0.973999572888261,0.97,0.978
ArtificialDataset1,informative+redundant,SVM-linear,0.97,0.9699980204879497,0.962,0.978
ArtificialDataset1,informative+redundant,SVM-rbf,0.988,0.987999805664869,0.984,0.992
ArtificialDataset1,informative+redundant,RandomForest,0.958,0.9579998246339233,0.96,0.956
ArtificialDataset1,informative+redundant,KNN,0.977,0.9769980929841675,0.986,0.968
ArtificialDataset1,informative+redundant,NaiveBayes,0.899,0.8989908990687705,0.89,0.908
ArtificialDataset1,informative+redundant,DecisionTree,0.897,0.8969971292399453,0.892,0.902
ArtificialDataset1,informative+redundant,XGBoost,0.969,0.9689997120716292,0.966,0.972
ArtificialDataset1,informative+redundant_nonLinear,LogReg,0.974,0.9739998932233807,0.972,0.976
ArtificialDataset1,informative+redundant_nonLinear,SVM-linear,0.969,0.9689984323252672,0.962,0.976
ArtificialDataset1,informative+redundant_nonLinear,SVM-rbf,0.989,0.9889994549780525,0.982,0.996
ArtificialDataset1,informative+redundant_nonLinear,RandomForest,0.964,0.9639998506217867,0.966,0.962
ArtificialDataset1,informative+redundant_nonLinear,KNN,0.977,0.9769997881249675,0.98,0.974
ArtificialDataset1,informative+redundant_nonLinear,NaiveBayes,0.907,0.9069949754727653,0.9,0.914
ArtificialDataset1,informative+redundant_nonLinear,DecisionTree,0.89,0.8899995056157556,0.892,0.888
ArtificialDataset1,informative+redundant_nonLinear,XGBoost,0.968,0.9679998677680486,0.966,0.97
ArtificialDataset1,informative+noise,LogReg,0.973,0.9729999722507424,0.972,0.974
ArtificialDataset1,informative+noise,SVM-linear,0.97,0.9699980204879497,0.962,0.978
ArtificialDataset1,informative+noise,SVM-rbf,0.985,0.9849999847715581,0.984,0.986
ArtificialDataset1,informative+noise,RandomForest,0.958,0.9579992985269066,0.962,0.954
ArtificialDataset1,informative+noise,KNN,0.976,0.976,0.976,0.976
ArtificialDataset1,informative+noise,NaiveBayes,0.92,0.9199874763006384,0.908,0.932
ArtificialDataset1,informative+noise,DecisionTree,0.882,0.8819994648501808,0.884,0.88
ArtificialDataset1,informative+noise,XGBoost,0.965,0.9649996735720852,0.962,0.968
ArtificialDataset1,informative+rand_extra,LogReg,0.972,0.972,0.972,0.972
ArtificialDataset1,informative+rand_extra,SVM-linear,0.97,0.9699969068976182,0.96,0.98
ArtificialDataset1,informative+rand_extra,SVM-rbf,0.987,0.9869996707110109,0.982,0.992
ArtificialDataset1,informative+rand_extra,RandomForest,0.959,0.958999957247088,0.958,0.96
ArtificialDataset1,informative+rand_extra,KNN,0.972,0.972,0.972,0.972
ArtificialDataset1,informative+rand_extra,NaiveBayes,0.901,0.9009867029867495,0.89,0.912
ArtificialDataset1,informative+rand_extra,DecisionTree,0.91,0.9099984175545944,0.914,0.906
ArtificialDataset1,informative+rand_extra,XGBoost,0.973,0.9729999722507424,0.974,0.972
ArtificialDataset1,mutual_info_top10,LogReg,0.929,0.9289907512173274,0.94,0.918
ArtificialDataset1,mutual_info_top10,SVM-linear,0.931,0.93098332035132,0.946,0.916
ArtificialDataset1,mutual_info_top10,SVM-rbf,0.954,0.9539905473241881,0.968,0.94
ArtificialDataset1,mutual_info_top10,RandomForest,0.943,0.9429999395545489,0.944,0.942
ArtificialDataset1,mutual_info_top10,KNN,0.949,0.9489663898774219,0.974,0.924
ArtificialDataset1,mutual_info_top10,NaiveBayes,0.888,0.8879873859668881,0.878,0.898
ArtificialDataset1,mutual_info_top10,DecisionTree,0.882,0.8819807315480078,0.87,0.894
ArtificialDataset1,mutual_info_top10,XGBoost,0.955,0.9549920352397441,0.968,0.942
ArtificialDataset1,f_classif_top10,LogReg,0.931,0.930996368229907,0.938,0.924
ArtificialDataset1,f_classif_top10,SVM-linear,0.935,0.9349843545238158,0.95,0.92
ArtificialDataset1,f_classif_top10,SVM-rbf,0.96,0.9599939990998649,0.972,0.948
ArtificialDataset1,f_classif_top10,RandomForest,0.943,0.9429970380221242,0.95,0.936
ArtificialDataset1,f_classif_top10,KNN,0.929,0.9289870816111866,0.942,0.916
ArtificialDataset1,f_classif_top10,NaiveBayes,0.892,0.892,0.892,0.892
ArtificialDataset1,f_classif_top10,DecisionTree,0.887,0.8869998726041405,0.886,0.888
ArtificialDataset1,f_classif_top10,XGBoost,0.944,0.94399905083137,0.94,0.948
ArtificialDataset1,rf_top10,LogReg,0.927,0.9269992912552548,0.93,0.924
ArtificialDataset1,rf_top10,SVM-linear,0.934,0.934,0.934,0.934
ArtificialDataset1,rf_top10,SVM-rbf,0.973,0.9729966419256658,0.984,0.962
ArtificialDataset1,rf_top10,RandomForest,0.949,0.9489986564451119,0.954,0.944
ArtificialDataset1,rf_top10,KNN,0.958,0.9579914053397146,0.972,0.944
ArtificialDataset1,rf_top10,NaiveBayes,0.899,0.8989998876528227,0.898,0.9
ArtificialDataset1,rf_top10,DecisionTree,0.89,0.8899995056157556,0.888,0.892
ArtificialDataset1,rf_top10,XGBoost,0.956,0.9559998158988113,0.958,0.954
ArtificialDataset1,relief_top10,LogReg,0.927,0.9269992912552548,0.93,0.924
ArtificialDataset1,relief_top10,SVM-linear,0.934,0.934,0.934,0.934
ArtificialDataset1,relief_top10,SVM-rbf,0.973,0.9729966419256658,0.984,0.962
ArtificialDataset1,relief_top10,RandomForest,0.947,0.9469972575138522,0.954,0.94
ArtificialDataset1,relief_top10,KNN,0.958,0.9579914053397146,0.972,0.944
ArtificialDataset1,relief_top10,NaiveBayes,0.899,0.8989998876528227,0.898,0.9
ArtificialDataset1,relief_top10,DecisionTree,0.888,0.8879979819456207,0.884,0.892
ArtificialDataset1,relief_top10,XGBoost,0.954,0.954,0.954,0.954
ArtificialDataset1,xgb_top10,LogReg,0.941,0.9409894019223431,0.954,0.928
ArtificialDataset1,xgb_top10,SVM-linear,0.942,0.941987929547974,0.956,0.928
ArtificialDataset1,xgb_top10,SVM-rbf,0.966,0.9659949309213796,0.978,0.954
ArtificialDataset1,xgb_top10,RandomForest,0.953,0.9529940317710853,0.964,0.942
ArtificialDataset1,xgb_top10,KNN,0.96,0.959983326385994,0.98,0.94
ArtificialDataset1,xgb_top10,NaiveBayes,0.895,0.894985802549842,0.884,0.906
ArtificialDataset1,xgb_top10,DecisionTree,0.895,0.894980169439816,0.882,0.908
ArtificialDataset1,xgb_top10,XGBoost,0.961,0.9609996347520424,0.964,0.958
ArtificialDataset1,complexity_Hostility_top10,LogReg,0.935,0.9349993743255283,0.938,0.932
ArtificialDataset1,complexity_Hostility_top10,SVM-linear,0.939,0.9389983758886021,0.944,0.934
ArtificialDataset1,complexity_Hostility_top10,SVM-rbf,0.964,0.9639986555514521,0.958,0.97
ArtificialDataset1,complexity_Hostility_top10,RandomForest,0.913,0.9129785544082606,0.898,0.928
ArtificialDataset1,complexity_Hostility_top10,KNN,0.942,0.9419990148452627,0.938,0.946
ArtificialDataset1,complexity_Hostility_top10,NaiveBayes,0.89,0.8899757699448418,0.876,0.904
ArtificialDataset1,complexity_Hostility_top10,DecisionTree,0.883,0.8829776027348384,0.87,0.896
ArtificialDataset1,complexity_Hostility_top10,XGBoost,0.942,0.9419997537144532,0.94,0.944
ArtificialDataset1,complexity_N1_top10,LogReg,0.921,0.9209999142235767,0.92,0.922
ArtificialDataset1,complexity_N1_top10,SVM-linear,0.919,0.918999206738695,0.922,0.916
ArtificialDataset1,complexity_N1_top10,SVM-rbf,0.946,0.9459963464758715,0.938,0.954
ArtificialDataset1,complexity_N1_top10,RandomForest,0.921,0.9209855011397314,0.908,0.934
ArtificialDataset1,complexity_N1_top10,KNN,0.929,0.9289779059362924,0.946,0.912
ArtificialDataset1,complexity_N1_top10,NaiveBayes,0.891,0.8909793215548178,0.878,0.904
ArtificialDataset1,complexity_N1_top10,DecisionTree,0.873,0.8729963630115409,0.878,0.868
