y,Hostility,kDN,DCP,TD_U,CLD,N1,N2,LSC,F1,F2,F3,F4,L1,level,subset
0,0.0558,0.05776,0.019571351863374848,0.45176470588235296,0.16386772116830695,0.048986654456654455,0.4382300962323501,0.9867478695739148,0.9853375,0.6630036400220737,0.8675424048316921,0.9929426563181487,1.5613063004432748,class,all
1,0.0282,0.033319999999999995,0.019571351863374883,0.6264588235294118,0.1639196502669147,0.036279579382605696,0.439738744022751,0.9914611322264453,0.995775,0.6609726901930459,0.8751967193631024,0.9935144653010167,0.6497403481951315,class,all
dataset,0.042,0.04554000000000001,0.019571351863374865,0.5391117647058823,0.16389368571761084,0.04263311691963008,0.4389844201275505,0.98910450090018,0.99055625,0.6619881651075599,0.8713695620973972,0.9932285608095828,1.1055233243192029,class,all
0,0.0,0.0,0.00245022970903519,0.47058823529411764,0.14093155914730104,0.0,0.3582346598669238,0.9105821164232847,0.9375,0.6547943692162413,0.8854287879966726,0.999256796851675,2.7922359964379737,instance,all
0,0.016483516483516425,0.0,0.00245022970903519,0.47058823529411764,0.14210985793663433,0.0,0.45492037740893565,0.9967993598719744,1.0,0.6738977140594721,0.8772978932021603,0.9955517498173216,0.9070311879828556,instance,all
0,0.0,0.0,0.00245022970903519,0.47058823529411764,0.1409315814478706,0.0,0.39427628037479945,0.9731946389277856,0.96875,0.6617864188504212,0.8458379323659654,0.9809352847653036,2.046314943023883,instance,all
0,0.0,0.0,0.00245022970903519,0.47058823529411764,0.14093156449983868,0.0,0.4098013750162365,0.9587917583516703,1.0,0.6688327389254687,0.8821535769490109,0.9954445395591021,1.73545648321421,instance,all
0,0.0,0.0,0.00245022970903519,0.47058823529411764,0.14093155926027606,0.0,0.3960920677307035,0.9651930386077215,1.0,0.6712391755778288,0.8649912740660047,0.9892699804055423,2.8269908198030906,instance,all
0,0.0,0.0,0.00245022970903519,0.47058823529411764,0.4230792246267362,0.0,0.4259068368042448,0.9953990798159632,0.9375,0.6666666666666666,0.8469052295335223,0.9841643583900493,1.5185704498919999,instance,all
0,0.0,0.0,0.00245022970903519,0.47058823529411764,0.140962840980225,0.0,0.4816577499892667,0.998999799959992,1.0,0.6698051179098722,0.8727068465883105,0.9913341134800983,1.4604186612344978,instance,all
0,0.007246376811594235,0.0,0.00245022970903519,0.47058823529411764,0.1409463120295822,0.0,0.45005522796598485,0.997999599919984,1.0,0.6702986050459641,0.8707060474506768,0.9812990402714384,1.6855859068502181,instance,all
0,0.11309523809523814,0.0,0.00245022970903519,0.47058823529411764,0.1409371504112924,0.1111111111111111,0.464605556725447,0.9961992398479695,1.0,0.6702559995495857,0.887986482839834,0.9987743342617593,1.504878913002646,instance,all
0,0.0,0.0,0.00245022970903519,0.47058823529411764,0.1409372593272571,0.0,0.44419896484248955,0.9961992398479695,1.0,0.6717259888222827,0.8746944919369387,0.9940794270192146,1.6887814384883941,instance,all
