dataset,subset,model,acc,gps,acc_class_0,acc_class_1
ArtificialDataset8,all,LogReg,0.879,0.8789987610794651,0.876,0.882
ArtificialDataset8,all,SVM-linear,0.864,0.8639691411477605,0.85,0.878
ArtificialDataset8,all,SVM-rbf,0.962,0.9619841930116474,0.942,0.982
ArtificialDataset8,all,RandomForest,0.894,0.893995731371733,0.888,0.9
ArtificialDataset8,all,KNN,0.911,0.9107451681474771,0.86,0.962
ArtificialDataset8,all,NaiveBayes,0.807,0.8069882805771355,0.8,0.814
ArtificialDataset8,all,DecisionTree,0.736,0.7359641255605381,0.726,0.746
ArtificialDataset8,all,XGBoost,0.915,0.9149664512446987,0.896,0.934
ArtificialDataset8,informative,LogReg,0.883,0.8829776027348384,0.87,0.896
ArtificialDataset8,informative,SVM-linear,0.882,0.8819094907207793,0.856,0.908
ArtificialDataset8,informative,SVM-rbf,0.985,0.9849987663960184,0.976,0.994
ArtificialDataset8,informative,RandomForest,0.913,0.9129724523973086,0.896,0.93
ArtificialDataset8,informative,KNN,0.955,0.9549705304518663,0.93,0.98
ArtificialDataset8,informative,NaiveBayes,0.834,0.8337959316955109,0.802,0.866
ArtificialDataset8,informative,DecisionTree,0.708,0.707993400980813,0.712,0.704
ArtificialDataset8,informative,XGBoost,0.927,0.9269999212512636,0.926,0.928
ArtificialDataset8,informative+redundant,LogReg,0.883,0.8829776027348384,0.87,0.896
ArtificialDataset8,informative+redundant,SVM-linear,0.878,0.8779443938012762,0.858,0.898
ArtificialDataset8,informative+redundant,SVM-rbf,0.981,0.980999050920994,0.974,0.988
ArtificialDataset8,informative+redundant,RandomForest,0.889,0.8889718995246265,0.874,0.904
ArtificialDataset8,informative+redundant,KNN,0.943,0.9429491200529848,0.914,0.972
ArtificialDataset8,informative+redundant,NaiveBayes,0.813,0.8128063593458917,0.784,0.842
ArtificialDataset8,informative+redundant,DecisionTree,0.746,0.7459128065395096,0.762,0.73
ArtificialDataset8,informative+redundant,XGBoost,0.923,0.9229631925979801,0.902,0.944
ArtificialDataset8,informative+redundant_nonLinear,LogReg,0.887,0.8869539914215369,0.868,0.906
ArtificialDataset8,informative+redundant_nonLinear,SVM-linear,0.885,0.8849624340603881,0.868,0.902
ArtificialDataset8,informative+redundant_nonLinear,SVM-rbf,0.983,0.9829979071686342,0.972,0.994
ArtificialDataset8,informative+redundant_nonLinear,RandomForest,0.909,0.9089990990009802,0.912,0.906
ArtificialDataset8,informative+redundant_nonLinear,KNN,0.951,0.950967775877943,0.926,0.976
ArtificialDataset8,informative+redundant_nonLinear,NaiveBayes,0.81,0.8099990617237615,0.812,0.808
ArtificialDataset8,informative+redundant_nonLinear,DecisionTree,0.757,0.7569996789956129,0.756,0.758
ArtificialDataset8,informative+redundant_nonLinear,XGBoost,0.926,0.925988490650814,0.914,0.938
ArtificialDataset8,informative+noise,LogReg,0.879,0.8789965584914246,0.874,0.884
ArtificialDataset8,informative+noise,SVM-linear,0.879,0.8789833412790612,0.868,0.89
ArtificialDataset8,informative+noise,SVM-rbf,0.969,0.9689928001858016,0.954,0.984
ArtificialDataset8,informative+noise,RandomForest,0.889,0.8889968784274024,0.894,0.884
ArtificialDataset8,informative+noise,KNN,0.919,0.9188657179074398,0.88,0.958
ArtificialDataset8,informative+noise,NaiveBayes,0.826,0.8257265637125561,0.79,0.862
ArtificialDataset8,informative+noise,DecisionTree,0.716,0.7159984133989576,0.714,0.718
ArtificialDataset8,informative+noise,XGBoost,0.925,0.9249934318572762,0.916,0.934
ArtificialDataset8,informative+rand_extra,LogReg,0.882,0.8819737719493221,0.868,0.896
ArtificialDataset8,informative+rand_extra,SVM-linear,0.878,0.877932710058848,0.856,0.9
ArtificialDataset8,informative+rand_extra,SVM-rbf,0.984,0.9839983738184775,0.974,0.994
ArtificialDataset8,informative+rand_extra,RandomForest,0.915,0.9149991639262025,0.912,0.918
ArtificialDataset8,informative+rand_extra,KNN,0.957,0.9569762177839161,0.934,0.98
ArtificialDataset8,informative+rand_extra,NaiveBayes,0.777,0.7674086761821791,0.598,0.956
ArtificialDataset8,informative+rand_extra,DecisionTree,0.723,0.7229812255602385,0.73,0.716
ArtificialDataset8,informative+rand_extra,XGBoost,0.925,0.9249817523181314,0.91,0.94
ArtificialDataset8,mutual_info_top40,LogReg,0.86,0.8599583131722931,0.844,0.876
ArtificialDataset8,mutual_info_top40,SVM-linear,0.867,0.866870863201791,0.838,0.896
ArtificialDataset8,mutual_info_top40,SVM-rbf,0.915,0.914898715520439,0.882,0.948
ArtificialDataset8,mutual_info_top40,RandomForest,0.876,0.8759949039001603,0.87,0.882
ArtificialDataset8,mutual_info_top40,KNN,0.862,0.8613818466572513,0.8,0.924
ArtificialDataset8,mutual_info_top40,NaiveBayes,0.813,0.812988728717967,0.806,0.82
ArtificialDataset8,mutual_info_top40,DecisionTree,0.743,0.7429996541045142,0.744,0.742
ArtificialDataset8,mutual_info_top40,XGBoost,0.901,0.9009910990888194,0.892,0.91
ArtificialDataset8,f_classif_top40,LogReg,0.861,0.8609636664633614,0.846,0.876
ArtificialDataset8,f_classif_top40,SVM-linear,0.856,0.8558275320008983,0.824,0.888
ArtificialDataset8,f_classif_top40,SVM-rbf,0.918,0.9179395720595995,0.892,0.944
ArtificialDataset8,f_classif_top40,RandomForest,0.855,0.8549387519174764,0.836,0.874
ArtificialDataset8,f_classif_top40,KNN,0.876,0.8754534739198033,0.814,0.938
ArtificialDataset8,f_classif_top40,NaiveBayes,0.779,0.7772151472839527,0.858,0.7
ArtificialDataset8,f_classif_top40,DecisionTree,0.753,0.7529996719783159,0.754,0.752
ArtificialDataset8,f_classif_top40,XGBoost,0.881,0.8809155189549907,0.856,0.906
ArtificialDataset8,rf_top40,LogReg,0.866,0.8659108136589694,0.842,0.89
ArtificialDataset8,rf_top40,SVM-linear,0.866,0.8657991636444378,0.83,0.902
ArtificialDataset8,rf_top40,SVM-rbf,0.941,0.9409723366636225,0.92,0.962
