dataset,subset,model,acc,gps,acc_class_0,acc_class_1
ArtificialDataset8,rf_top40,RandomForest,0.892,0.8919878910191724,0.882,0.902
ArtificialDataset8,rf_top40,KNN,0.914,0.9136823055534813,0.856,0.972
ArtificialDataset8,rf_top40,NaiveBayes,0.807,0.8069978475596383,0.804,0.81
ArtificialDataset8,rf_top40,DecisionTree,0.755,0.7549061826314974,0.738,0.772
ArtificialDataset8,rf_top40,XGBoost,0.902,0.9019147462983347,0.874,0.93
ArtificialDataset8,relief_top40,LogReg,0.864,0.8639842574372033,0.854,0.874
ArtificialDataset8,relief_top40,SVM-linear,0.851,0.8508904894899308,0.826,0.876
ArtificialDataset8,relief_top40,SVM-rbf,0.961,0.9609785199136673,0.938,0.984
ArtificialDataset8,relief_top40,RandomForest,0.89,0.8899876390605687,0.88,0.9
ArtificialDataset8,relief_top40,KNN,0.92,0.9198463140194896,0.878,0.962
ArtificialDataset8,relief_top40,NaiveBayes,0.826,0.8255912162162161,0.782,0.87
ArtificialDataset8,relief_top40,DecisionTree,0.748,0.747994609510364,0.752,0.744
ArtificialDataset8,relief_top40,XGBoost,0.903,0.9029758245409986,0.888,0.918
ArtificialDataset8,xgb_top40,LogReg,0.861,0.8609636664633614,0.846,0.876
ArtificialDataset8,xgb_top40,SVM-linear,0.85,0.8497957221821678,0.816,0.884
ArtificialDataset8,xgb_top40,SVM-rbf,0.934,0.9339275608375778,0.902,0.966
ArtificialDataset8,xgb_top40,RandomForest,0.883,0.8829935070009547,0.89,0.876
ArtificialDataset8,xgb_top40,KNN,0.886,0.8855950633393137,0.83,0.942
ArtificialDataset8,xgb_top40,NaiveBayes,0.809,0.807802387932718,0.738,0.88
ArtificialDataset8,xgb_top40,DecisionTree,0.74,0.739964860116232,0.73,0.75
ArtificialDataset8,xgb_top40,XGBoost,0.896,0.8959832830276294,0.884,0.908
ArtificialDataset8,complexity_Hostility_top40,LogReg,0.859,0.858995896271719,0.854,0.864
ArtificialDataset8,complexity_Hostility_top40,SVM-linear,0.86,0.8599765542137289,0.848,0.872
ArtificialDataset8,complexity_Hostility_top40,SVM-rbf,0.922,0.9219878158844765,0.91,0.934
ArtificialDataset8,complexity_Hostility_top40,RandomForest,0.864,0.8639974814348415,0.868,0.86
ArtificialDataset8,complexity_Hostility_top40,KNN,0.871,0.8702909935941467,0.802,0.94
ArtificialDataset8,complexity_Hostility_top40,NaiveBayes,0.767,0.7606178278510108,0.624,0.91
ArtificialDataset8,complexity_Hostility_top40,DecisionTree,0.728,0.7279043180019347,0.712,0.744
ArtificialDataset8,complexity_Hostility_top40,XGBoost,0.901,0.9009867029867495,0.89,0.912
ArtificialDataset8,complexity_N1_top40,LogReg,0.865,0.8649436354362918,0.846,0.884
ArtificialDataset8,complexity_N1_top40,SVM-linear,0.859,0.8588802371279001,0.832,0.886
ArtificialDataset8,complexity_N1_top40,SVM-rbf,0.927,0.9269337122459534,0.898,0.956
ArtificialDataset8,complexity_N1_top40,RandomForest,0.884,0.8839742748392178,0.87,0.898
ArtificialDataset8,complexity_N1_top40,KNN,0.884,0.8836160910877963,0.83,0.938
ArtificialDataset8,complexity_N1_top40,NaiveBayes,0.794,0.7939906595261247,0.788,0.8
ArtificialDataset8,complexity_N1_top40,DecisionTree,0.748,0.747987871074009,0.754,0.742
ArtificialDataset8,complexity_N1_top40,XGBoost,0.895,0.8949576309550558,0.876,0.914
ArtificialDataset8,complexity_kDN_top40,LogReg,0.864,0.8639370078740156,0.844,0.884
ArtificialDataset8,complexity_kDN_top40,SVM-linear,0.863,0.8628841744648724,0.836,0.89
ArtificialDataset8,complexity_kDN_top40,SVM-rbf,0.919,0.9189039024480586,0.886,0.952
ArtificialDataset8,complexity_kDN_top40,RandomForest,0.876,0.8759949039001603,0.87,0.882
ArtificialDataset8,complexity_kDN_top40,KNN,0.884,0.8836160910877963,0.83,0.938
ArtificialDataset8,complexity_kDN_top40,NaiveBayes,0.812,0.8119546097333838,0.798,0.826
ArtificialDataset8,complexity_kDN_top40,DecisionTree,0.745,0.7449996577176614,0.744,0.746
ArtificialDataset8,complexity_kDN_top40,XGBoost,0.888,0.8879591202195395,0.87,0.906
