y,Hostility,kDN,DCP,TD_U,CLD,N1,N2,LSC,F1,F2,F3,F4,L1,level,subset
0,0.5828571428571429,0.5725714285714286,0.65,0.5390476190476191,0.6399239625894705,0.549252009894867,0.5010549152073219,0.9948111658456487,0.9866938775510204,0.665988606062742,0.8682341316355889,0.9961024223831961,-0.5931239520571552,class,xgb_top70
1,0.12615384615384614,0.37784615384615383,0.35,0.6453846153846153,0.34604905664476365,0.36985714285714283,0.49672260517271777,0.9954985754985755,0.9856703296703297,0.656549499720061,0.867124897057509,0.9966060275093254,1.5750856144866652,class,xgb_top70
dataset,0.286,0.446,0.4549999999999999,0.6081666666666667,0.4489052737254111,0.43264534632034635,0.4982389136848293,0.9952579821200511,0.9860285714285715,0.6598531869399994,0.867513129159837,0.9964297657151802,0.8162122661963279,class,xgb_top70
1,0.75,0.8,0.35,0.3333333333333333,0.34160826064723493,0.3333333333333333,0.49746935297730754,0.9969135802469136,0.9857142857142858,0.6598754150753419,0.8658219975105748,0.9973456132680709,1.1001313959765466,instance,xgb_top70
0,0.0,0.2,0.65,0.5,0.6437703060048171,0.0,0.49913413292239284,0.9942528735632183,0.9857142857142858,0.6448988973855834,0.8850741832187895,0.9995817217893558,1.4114547883247515,instance,xgb_top70
0,0.25,0.6,0.65,0.5833333333333334,0.6285453601875894,0.0,0.49850568396997474,0.9942528735632183,0.9857142857142858,0.6666666666666666,0.8669011767279023,0.9868608417898376,0.49093064238096906,instance,xgb_top70
0,0.4,0.6,0.65,0.5,0.6665590891068379,0.4,0.5023347900522679,1.0,1.0,0.6886495605952596,0.8690344136464097,0.9827863773311839,0.061214398927625445,instance,xgb_top70
0,0.6428571428571428,0.4,0.65,0.5833333333333334,0.6144332313081634,1.0,0.5048192096123915,1.0,1.0,0.6717150133961215,0.8658126560238484,0.9974370101085414,-0.6627228346824121,instance,xgb_top70
0,0.23076923076923073,0.4,0.65,0.8333333333333334,0.6379511931759783,0.5,0.4866627700507411,0.9942528735632183,1.0,0.6805964964231891,0.879052175374205,0.9962148325351423,0.344709357755116,instance,xgb_top70
0,0.8571428571428572,0.4,0.65,0.5833333333333334,0.6227102105345275,1.0,0.5032425580235204,1.0,0.9857142857142858,0.6666666666666666,0.8715791536309425,0.999389225694267,2.1570561257259935,instance,xgb_top70
