dataset,subset,model,acc,gps,acc_class_0,acc_class_1
ArtificialDataset21,all,LogReg,0.593,0.5753486841757999,0.5396039603960396,0.6291946308724832
ArtificialDataset21,all,SVM-linear,0.587,0.5688973612565817,0.5321782178217822,0.6241610738255033
ArtificialDataset21,all,SVM-rbf,0.69,0.5821580102985647,0.3316831683168317,0.9328859060402684
ArtificialDataset21,all,RandomForest,0.631,0.3669946252490954,0.14603960396039603,0.959731543624161
ArtificialDataset21,all,KNN,0.764,0.7315242769333397,0.5693069306930693,0.8959731543624161
ArtificialDataset21,all,NaiveBayes,0.44,0.3099121706398996,0.900990099009901,0.12751677852348994
ArtificialDataset21,all,DecisionTree,0.561,0.5304669611586996,0.45792079207920794,0.6308724832214765
ArtificialDataset21,all,XGBoost,0.623,0.5401673926875825,0.3564356435643564,0.8036912751677853
ArtificialDataset21,informative,LogReg,0.636,0.6178061295243378,0.5717821782178217,0.6795302013422819
ArtificialDataset21,informative,SVM-linear,0.623,0.6020747527696408,0.5470297029702971,0.674496644295302
ArtificialDataset21,informative,SVM-rbf,0.737,0.6749846992244812,0.44801980198019803,0.9328859060402684
ArtificialDataset21,informative,RandomForest,0.628,0.3852145812061179,0.1608910891089109,0.9446308724832215
ArtificialDataset21,informative,KNN,0.828,0.81443782541395,0.7202970297029703,0.9010067114093959
ArtificialDataset21,informative,NaiveBayes,0.624,0.5878322828172102,0.48267326732673266,0.7197986577181208
ArtificialDataset21,informative,DecisionTree,0.57,0.5428466979020562,0.4777227722772277,0.6325503355704698
ArtificialDataset21,informative,XGBoost,0.668,0.5965244221924667,0.400990099009901,0.8489932885906041
ArtificialDataset21,informative+redundant,LogReg,0.638,0.6208241668034806,0.5792079207920792,0.6778523489932886
ArtificialDataset21,informative+redundant,SVM-linear,0.632,0.6130337557235651,0.5643564356435643,0.6778523489932886
ArtificialDataset21,informative+redundant,SVM-rbf,0.738,0.6759164901177291,0.44801980198019803,0.9345637583892618
ArtificialDataset21,informative+redundant,RandomForest,0.624,0.3658536585365853,0.1485148514851485,0.9463087248322147
ArtificialDataset21,informative+redundant,KNN,0.801,0.7825029779813585,0.6683168316831684,0.8909395973154363
ArtificialDataset21,informative+redundant,NaiveBayes,0.622,0.5937422244339388,0.5123762376237624,0.6963087248322147
ArtificialDataset21,informative+redundant,DecisionTree,0.557,0.5230933960057905,0.4430693069306931,0.6342281879194631
ArtificialDataset21,informative+redundant,XGBoost,0.682,0.6306205035971224,0.4628712871287129,0.8305369127516778
ArtificialDataset21,informative+redundant_nonLinear,LogReg,0.627,0.6049683209156277,0.5445544554455446,0.6828859060402684
ArtificialDataset21,informative+redundant_nonLinear,SVM-linear,0.619,0.5972082505708688,0.5396039603960396,0.6728187919463087
ArtificialDataset21,informative+redundant_nonLinear,SVM-rbf,0.714,0.6314007220216606,0.3886138613861386,0.9345637583892618
ArtificialDataset21,informative+redundant_nonLinear,RandomForest,0.634,0.3925486130744825,0.16336633663366337,0.9530201342281879
ArtificialDataset21,informative+redundant_nonLinear,KNN,0.797,0.7717366614418071,0.6188118811881188,0.9177852348993288
ArtificialDataset21,informative+redundant_nonLinear,NaiveBayes,0.437,0.2921987692714882,0.9108910891089109,0.11577181208053691
ArtificialDataset21,informative+redundant_nonLinear,DecisionTree,0.563,0.5353618716136209,0.47029702970297027,0.6258389261744967
ArtificialDataset21,informative+redundant_nonLinear,XGBoost,0.651,0.5718001247665339,0.37623762376237624,0.837248322147651
ArtificialDataset21,informative+noise,LogReg,0.597,0.5791796319520603,0.5420792079207921,0.6342281879194631
ArtificialDataset21,informative+noise,SVM-linear,0.602,0.5856776255265578,0.5544554455445545,0.6342281879194631
ArtificialDataset21,informative+noise,SVM-rbf,0.693,0.5927672745300336,0.3465346534653465,0.9278523489932886
ArtificialDataset21,informative+noise,RandomForest,0.634,0.37939556031024335,0.15346534653465346,0.959731543624161
ArtificialDataset21,informative+noise,KNN,0.778,0.7485192109447348,0.5891089108910891,0.9060402684563759
ArtificialDataset21,informative+noise,NaiveBayes,0.607,0.5683983130424399,0.4628712871287129,0.7046979865771812
ArtificialDataset21,informative+noise,DecisionTree,0.57,0.5481561230283678,0.5,0.6174496644295302
ArtificialDataset21,informative+noise,XGBoost,0.614,0.5295448770882297,0.349009900990099,0.7936241610738255
ArtificialDataset21,informative+rand_extra,LogReg,0.633,0.616085313273102,0.5767326732673267,0.6711409395973155
ArtificialDataset21,informative+rand_extra,SVM-linear,0.626,0.606992499882496,0.5594059405940595,0.6711409395973155
ArtificialDataset21,informative+rand_extra,SVM-rbf,0.75,0.6949116138606128,0.47277227722772275,0.9379194630872483
ArtificialDataset21,informative+rand_extra,RandomForest,0.633,0.38864078359750626,0.1608910891089109,0.9530201342281879
ArtificialDataset21,informative+rand_extra,KNN,0.826,0.8122442794362784,0.7178217821782178,0.8993288590604027
ArtificialDataset21,informative+rand_extra,NaiveBayes,0.623,0.5883493205785905,0.4876237623762376,0.714765100671141
ArtificialDataset21,informative+rand_extra,DecisionTree,0.556,0.5278727652445322,0.4628712871287129,0.6191275167785235
ArtificialDataset21,informative+rand_extra,XGBoost,0.669,0.6051084333911717,0.4207920792079208,0.837248322147651
ArtificialDataset21,mutual_info_top300,LogReg,0.6,0.5689159673525692,0.48514851485148514,0.6778523489932886
ArtificialDataset21,mutual_info_top300,SVM-linear,0.605,0.5796534504563612,0.5123762376237624,0.6677852348993288
ArtificialDataset21,mutual_info_top300,SVM-rbf,0.677,0.5827836808053133,0.35396039603960394,0.8959731543624161
ArtificialDataset21,mutual_info_top300,RandomForest,0.622,0.3779407562625012,0.15841584158415842,0.9362416107382551
ArtificialDataset21,mutual_info_top300,KNN,0.718,0.6731115717689908,0.5,0.8657718120805369
ArtificialDataset21,mutual_info_top300,NaiveBayes,0.443,0.3221852603704548,0.8960396039603961,0.13590604026845637
ArtificialDataset21,mutual_info_top300,DecisionTree,0.545,0.5165792977606397,0.452970297029703,0.6073825503355704
ArtificialDataset21,mutual_info_top300,XGBoost,0.601,0.5133543983975939,0.33663366336633666,0.7802013422818792
ArtificialDataset21,f_classif_top300,LogReg,0.662,0.6388492552827473,0.5643564356435643,0.7281879194630873
ArtificialDataset21,f_classif_top300,SVM-linear,0.652,0.6277732936984468,0.551980198019802,0.7197986577181208
ArtificialDataset21,f_classif_top300,SVM-rbf,0.756,0.718322247265131,0.5420792079207921,0.9010067114093959
ArtificialDataset21,f_classif_top300,RandomForest,0.634,0.4223105189257012,0.18811881188118812,0.9362416107382551
ArtificialDataset21,f_classif_top300,KNN,0.712,0.6650199952952246,0.4900990099009901,0.8624161073825504
ArtificialDataset21,f_classif_top300,NaiveBayes,0.603,0.16305924882268003,0.04950495049504951,0.9781879194630873
ArtificialDataset21,f_classif_top300,DecisionTree,0.532,0.5001927153594141,0.4306930693069307,0.6006711409395973
ArtificialDataset21,f_classif_top300,XGBoost,0.674,0.6120801672269145,0.4282178217821782,0.8406040268456376
ArtificialDataset21,rf_top300,LogReg,0.643,0.6142252860736859,0.5247524752475248,0.7231543624161074
ArtificialDataset21,rf_top300,SVM-linear,0.637,0.6102754167656859,0.5297029702970297,0.709731543624161
ArtificialDataset21,rf_top300,SVM-rbf,0.737,0.6884141724764861,0.49257425742574257,0.9026845637583892
ArtificialDataset21,rf_top300,RandomForest,0.631,0.3739523928597355,0.15099009900990099,0.9563758389261745
ArtificialDataset21,rf_top300,KNN,0.733,0.6728941971650195,0.452970297029703,0.9228187919463087
