dataset,subset,model,acc,gps,acc_class_0,acc_class_1
ArtificialDataset6,informative+rand_extra,LogReg,0.9978,0.997799991180562,0.9958,0.9998
ArtificialDataset6,informative+rand_extra,SVM-linear,0.9985,0.9984999966199223,0.997,1.0
ArtificialDataset6,informative+rand_extra,SVM-rbf,0.999,0.998999998998998,0.998,1.0
ArtificialDataset6,informative+rand_extra,RandomForest,0.9968,0.996799987158857,0.9948,0.9988
ArtificialDataset6,informative+rand_extra,KNN,0.9956,0.9955999361822805,0.9918,0.9994
ArtificialDataset6,informative+rand_extra,NaiveBayes,0.961,0.9609725467654667,0.935,0.987
ArtificialDataset6,informative+rand_extra,DecisionTree,0.9797,0.9796999898468869,0.979,0.9804
ArtificialDataset6,informative+rand_extra,XGBoost,0.9966,0.9965999863535474,0.9946,0.9986
ArtificialDataset6,mutual_info_top8,LogReg,0.997,0.9969999826679039,0.9946,0.9994
ArtificialDataset6,mutual_info_top8,SVM-linear,0.9974,0.9973999895728478,0.9954,0.9994
ArtificialDataset6,mutual_info_top8,SVM-rbf,0.9968,0.9967999748312628,0.994,0.9996
ArtificialDataset6,mutual_info_top8,RandomForest,0.9945,0.994499924287545,0.9908,0.9982
ArtificialDataset6,mutual_info_top8,KNN,0.9942,0.9941998298803454,0.9888,0.9996
ArtificialDataset6,mutual_info_top8,NaiveBayes,0.9023,0.9018724616978255,0.965,0.8396
ArtificialDataset6,mutual_info_top8,DecisionTree,0.9842,0.9841999942206846,0.9848,0.9836
ArtificialDataset6,mutual_info_top8,XGBoost,0.9962,0.9961999780283813,0.9938,0.9986
ArtificialDataset6,f_classif_top8,LogReg,0.997,0.9969999826679039,0.9946,0.9994
ArtificialDataset6,f_classif_top8,SVM-linear,0.9973,0.9972999880607112,0.9952,0.9994
ArtificialDataset6,f_classif_top8,SVM-rbf,0.997,0.9969999796588389,0.9944,0.9996
ArtificialDataset6,f_classif_top8,RandomForest,0.9918,0.9917997932998915,0.9868,0.9968
ArtificialDataset6,f_classif_top8,KNN,0.9946,0.9945998642636302,0.9896,0.9996
ArtificialDataset6,f_classif_top8,NaiveBayes,0.9364,0.9363659023442549,0.914,0.9588
ArtificialDataset6,f_classif_top8,DecisionTree,0.9831,0.9830999984528531,0.9834,0.9828
ArtificialDataset6,f_classif_top8,XGBoost,0.9943,0.9942999128046603,0.9904,0.9982
ArtificialDataset6,rf_top8,LogReg,0.9969,0.9968999805646289,0.9944,0.9994
ArtificialDataset6,rf_top8,SVM-linear,0.9973,0.9972999880607112,0.9952,0.9994
ArtificialDataset6,rf_top8,SVM-rbf,0.9967,0.9966999639436213,0.9934,1.0
ArtificialDataset6,rf_top8,RandomForest,0.9951,0.9950999463756567,0.9918,0.9984
ArtificialDataset6,rf_top8,KNN,0.9942,0.9941998422487773,0.989,0.9994
ArtificialDataset6,rf_top8,NaiveBayes,0.7806,0.7677002389248431,0.9888,0.5724
ArtificialDataset6,rf_top8,DecisionTree,0.9862,0.9861999994402759,0.986,0.9864
ArtificialDataset6,rf_top8,XGBoost,0.9963,0.9962999767889741,0.9938,0.9988
ArtificialDataset6,relief_top8,LogReg,0.997,0.9969999826679039,0.9946,0.9994
ArtificialDataset6,relief_top8,SVM-linear,0.9973,0.9972999880607112,0.9952,0.9994
ArtificialDataset6,relief_top8,SVM-rbf,0.997,0.9969999796588389,0.9944,0.9996
ArtificialDataset6,relief_top8,RandomForest,0.9908,0.9907996657125209,0.9848,0.9968
ArtificialDataset6,relief_top8,KNN,0.9946,0.9945998642636302,0.9896,0.9996
ArtificialDataset6,relief_top8,NaiveBayes,0.9364,0.9363659023442549,0.914,0.9588
ArtificialDataset6,relief_top8,DecisionTree,0.983,0.9829999972329598,0.9826,0.9834
ArtificialDataset6,relief_top8,XGBoost,0.9946,0.9945999215995052,0.9908,0.9984
ArtificialDataset6,xgb_top8,LogReg,0.9964,0.9963999674826448,0.9934,0.9994
ArtificialDataset6,xgb_top8,SVM-linear,0.9964,0.9963999716738036,0.9936,0.9992
ArtificialDataset6,xgb_top8,SVM-rbf,0.9972,0.9971999779861886,0.9944,1.0
ArtificialDataset6,xgb_top8,RandomForest,0.9971,0.9970999934560077,0.9956,0.9986
ArtificialDataset6,xgb_top8,KNN,0.9959,0.9958999373813111,0.992,0.9998
ArtificialDataset6,xgb_top8,NaiveBayes,0.6922,0.6474556076257112,0.9886,0.3958
ArtificialDataset6,xgb_top8,DecisionTree,0.9864,0.9863999647038825,0.9848,0.988
ArtificialDataset6,xgb_top8,XGBoost,0.9964,0.996399982512962,0.9942,0.9986
ArtificialDataset6,complexity_Hostility_top8,LogReg,0.997,0.9969999826679039,0.9946,0.9994
ArtificialDataset6,complexity_Hostility_top8,SVM-linear,0.9974,0.9973999895728478,0.9954,0.9994
ArtificialDataset6,complexity_Hostility_top8,SVM-rbf,0.9968,0.9967999748312628,0.994,0.9996
ArtificialDataset6,complexity_Hostility_top8,RandomForest,0.9947,0.9946999347282601,0.9912,0.9982
ArtificialDataset6,complexity_Hostility_top8,KNN,0.9942,0.9941998298803454,0.9888,0.9996
ArtificialDataset6,complexity_Hostility_top8,NaiveBayes,0.9023,0.9018724616978255,0.965,0.8396
ArtificialDataset6,complexity_Hostility_top8,DecisionTree,0.9846,0.9846,0.9846,0.9846
ArtificialDataset6,complexity_Hostility_top8,XGBoost,0.9962,0.9961999742138384,0.9936,0.9988
ArtificialDataset6,complexity_N1_top8,LogReg,0.997,0.9969999826679039,0.9946,0.9994
ArtificialDataset6,complexity_N1_top8,SVM-linear,0.9974,0.9973999895728478,0.9954,0.9994
ArtificialDataset6,complexity_N1_top8,SVM-rbf,0.9968,0.9967999748312628,0.994,0.9996
ArtificialDataset6,complexity_N1_top8,RandomForest,0.9937,0.9936999223347575,0.9902,0.9972
ArtificialDataset6,complexity_N1_top8,KNN,0.9942,0.9941998298803454,0.9888,0.9996
ArtificialDataset6,complexity_N1_top8,NaiveBayes,0.9023,0.9018724616978255,0.965,0.8396
ArtificialDataset6,complexity_N1_top8,DecisionTree,0.9849,0.984899999846685,0.985,0.9848
ArtificialDataset6,complexity_N1_top8,XGBoost,0.9962,0.9961999700941233,0.9934,0.999
ArtificialDataset6,complexity_kDN_top8,LogReg,0.997,0.9969999826679039,0.9946,0.9994
ArtificialDataset6,complexity_kDN_top8,SVM-linear,0.9974,0.9973999895728478,0.9954,0.9994
ArtificialDataset6,complexity_kDN_top8,SVM-rbf,0.9968,0.9967999748312628,0.994,0.9996
ArtificialDataset6,complexity_kDN_top8,RandomForest,0.9951,0.9950999526786707,0.992,0.9982
ArtificialDataset6,complexity_kDN_top8,KNN,0.9942,0.9941998298803454,0.9888,0.9996
ArtificialDataset6,complexity_kDN_top8,NaiveBayes,0.9023,0.9018724616978255,0.965,0.8396
ArtificialDataset6,complexity_kDN_top8,DecisionTree,0.9847,0.9846999923865098,0.9854,0.984
ArtificialDataset6,complexity_kDN_top8,XGBoost,0.9959,0.995899969987731,0.9932,0.9986
