y,Hostility,kDN,DCP,TD_U,CLD,N1,N2,LSC,F1,F2,F3,F4,L1,level,subset
0,0.128,0.194,0.09056087594763734,0.5716666666666667,0.26695726551370813,0.1409199023199023,0.46780792696826684,0.9814629258517034,0.9892000000000001,0.6904487868516697,0.8743021811500609,0.9939323326883643,0.21832391813800542,class,relief_top40
1,0.088,0.14320000000000002,0.09056087594763736,0.7176666666666667,0.2661089197663159,0.11323534798534798,0.4660020688678416,0.9860280561122244,0.99205,0.7017073012421869,0.8786391657474426,0.9937600215778761,0.19366006298258573,class,relief_top40
dataset,0.108,0.1686,0.09056087594763736,0.6446666666666666,0.266533092640012,0.12707762515262516,0.4669049979180542,0.9837454909819638,0.990625,0.6960780440469283,0.8764706734487517,0.9938461771331203,0.20599199056029557,class,relief_top40
0,0.38942307692307687,0.4,0.8571428571428572,0.5,0.29051378558223345,0.0,0.4853541242209354,0.9979959919839679,0.975,0.6666666666666666,0.8159239086101266,0.9996609015282496,-0.009079237921108136,instance,relief_top40
0,0.07499999999999996,0.0,0.027027027027026973,0.6666666666666666,0.1451681947072473,0.0,0.4297284051930962,0.9779559118236473,1.0,0.7124695585850763,0.8525564763179535,0.9897099358935241,0.27660004365266694,instance,relief_top40
0,0.0,0.0,0.027027027027026973,0.6666666666666666,0.10549638704582076,0.0,0.35086994842267627,0.9098196392785571,0.975,0.6468780177901396,0.8362905121467182,0.9960561863020142,0.47214810829019516,instance,relief_top40
0,0.32692307692307687,0.2,0.4444444444444444,0.5833333333333334,0.4337211551106629,0.0,0.49945586092417715,0.9979959919839679,1.0,0.7575730357615168,0.8978338690706099,0.9859936738353169,-0.1619460971970167,instance,relief_top40
0,0.1282894736842105,0.4,0.11111111111111116,0.5833333333333334,0.16401794678519221,0.5,0.5073434986897523,1.0,1.0,0.7400995288156318,0.9019644030715156,0.998870837590407,0.19626123577199908,instance,relief_top40
0,0.06578947368421051,0.4,0.027027027027026973,0.6666666666666666,0.13081511876737745,0.25,0.5208522584289612,1.0,1.0,0.7248519437549648,0.882659247270205,0.9997223122877884,0.32488804940364613,instance,relief_top40
0,0.06578947368421051,0.4,0.0,0.5833333333333334,0.12237675968165179,0.5,0.5275772133894135,1.0,1.0,0.7061227736368101,0.9001501785691612,0.9927888947509973,0.32762697061359763,instance,relief_top40
0,0.0,0.0,0.0,0.3333333333333333,0.10555046407988894,0.0,0.4262095178739179,0.9559118236472945,1.0,0.7145630863182332,0.884306818827806,0.9998447514724816,0.22542262290023612,instance,relief_top40
