Dataset,Subset,Hostility,kDN,DCP,TD_U,CLD,N1,N2,LSC,F1,F2,F3,F4,L1,n_features,acc_mean,acc_max,acc_std,gps_mean,gps_max,gps_std
ArtificialDataset12,all,0.18233333333333332,0.2624666666666667,0.2924435246653755,0.53496,0.39227034587491727,0.24650544967015556,0.48640576355677173,0.9971258760094676,0.9975507246376814,0.6625230924090412,0.8704335189794093,0.9980615966352473,0.7811369211236884,115.0,0.7984166666666667,0.872,0.0648048964444401,0.7872226305113295,0.8661010767960998,0.06855913462051674
ArtificialDataset12,informative,0.143,0.23433333333333334,0.27858634425739387,0.5357121212121212,0.34623709568641614,0.21364106541606542,0.474359761874549,0.9966749550873756,0.99748,0.7416256247355055,0.8920833237950657,0.9923903258574531,0.48290521699591477,25.0,0.8157916666666667,0.8863333333333333,0.060784797989848295,0.8063755510879078,0.8816645804727287,0.06343772461159793
ArtificialDataset12,informative+redundant,0.14566666666666667,0.244,0.29834982320442255,0.42225806451612913,0.3610750817613267,0.2233806637806638,0.47577858026106107,0.9969550048020555,0.997460606060606,0.7281248979644728,0.8919110073412206,0.9963311641668515,0.5636071636506483,55.0,0.814875,0.884,0.061853625857713763,0.8057961048092019,0.8791689447785676,0.0639431806839951
ArtificialDataset12,informative+redundant_nonLinear,0.135,0.24953333333333333,0.33627903077861054,0.533469696969697,0.40164974773638246,0.239002849002849,0.4774034225377635,0.996886220538659,0.9973575757575758,0.6637035368633748,0.8463559665415107,0.9951990696433128,0.5523864413565197,55.0,0.8011666666666667,0.8786666666666667,0.0689050416290765,0.7887393810570984,0.8733917052977599,0.07599687203563348
ArtificialDataset12,informative+noise,0.20366666666666666,0.3095333333333334,0.3225402505917044,0.5255507246376812,0.3496169122900358,0.29222802755847244,0.4913312155647976,0.9980327828642189,0.997769696969697,0.7121920364129353,0.8927152237970025,0.9965526026868852,0.4989718332199809,55.0,0.7970833333333334,0.866,0.05776546724773553,0.7859749476258227,0.8590953465668727,0.059717523600101886
ArtificialDataset12,informative+rand_extra,0.14333333333333334,0.23580000000000004,0.276547110615219,0.57355,0.35234159591677355,0.21623918396418396,0.4766670020118251,0.9967575592761329,0.9975357142857144,0.7374937254617623,0.8921382673817625,0.9931509542793138,0.4678698030714472,28.0,0.8151666666666667,0.8846666666666667,0.06071217550020963,0.8056890468240598,0.8798316173849501,0.06318835587438783
ArtificialDataset12,mutual_info_top25,0.188,0.3015333333333333,0.27226609657696804,0.6239074074074074,0.38775815747869613,0.29843214285714287,0.47644854263503855,0.9975307806874495,0.99708,0.6658028251916968,0.8715757812458332,0.9900899453046119,0.6906324504028561,25.0,0.7742083333333334,0.8366666666666667,0.04961916472429285,0.7599147128643327,0.827760150933588,0.05321018641964497
ArtificialDataset12,f_classif_top25,0.22166666666666668,0.30373333333333336,0.2769307217481202,0.5348888888888889,0.3806819548577595,0.2849801587301587,0.4721313904364791,0.9973903266616453,0.9967733333333333,0.7565847828151365,0.8883127731651493,0.9900323364183279,0.45209364938509666,25.0,0.7675833333333333,0.828,0.046663860459844865,0.7546984684688531,0.817252838564672,0.04742539272831912
ArtificialDataset12,rf_top25,0.18033333333333335,0.2996666666666667,0.2820758037395724,0.56665,0.39288455265163147,0.2932677248677249,0.47166401065076213,0.997336958641384,0.9969466666666668,0.6664486389242493,0.8798982227637728,0.9900764626980741,0.5767299135233379,25.0,0.7697499999999999,0.828,0.0491010457975459,0.7537164354850977,0.8175267400919439,0.05556295812086349
ArtificialDataset12,relief_top25,0.18033333333333335,0.2742666666666667,0.31004130241641714,0.4968985507246377,0.3793335307712,0.2693527777777778,0.47098906503988125,0.9969184543353785,0.99664,0.7495496128645976,0.8877312582046691,0.9907764081956217,0.5140826271018694,25.0,0.78425,0.85,0.05418567432068463,0.7718204729571507,0.841681424671263,0.0559210200285464
ArtificialDataset12,xgb_top25,0.17366666666666666,0.2554666666666667,0.263351513931367,0.6279607843137255,0.36993474281039984,0.2461895983645984,0.4725492146355885,0.9968598110622782,0.9971466666666667,0.6654802354218577,0.8719781119597902,0.9911522941238781,0.7335981448726058,25.0,0.7967916666666667,0.863,0.06010095673115362,0.7801016422324072,0.8565946535070584,0.07426544461301629
ArtificialDataset12,complexity_Hostility_top25,0.18566666666666667,0.2916666666666667,0.2775339384095666,0.5994210526315789,0.40454732023234174,0.28815649350649347,0.47682277826230296,0.9974493885910963,0.9972266666666668,0.6645443720258072,0.8215152546696736,0.987988174811509,0.7392573798891046,25.0,0.7694583333333334,0.8353333333333334,0.05770283410277233,0.7500807811246193,0.8263389961372629,0.07385949957325501
ArtificialDataset12,complexity_N1_top25,0.17466666666666666,0.2932,0.2834313070731265,0.5741269841269842,0.3887740453677505,0.28269272486772484,0.4747962634854232,0.9973825166182805,0.9970266666666666,0.665813211246999,0.8652232693931331,0.9896934653733162,0.6499175206261197,25.0,0.7774166666666666,0.834,0.04792081762558694,0.7664620285896386,0.8244185784341356,0.047024229811527436
ArtificialDataset12,complexity_kDN_top25,0.19333333333333333,0.31273333333333336,0.35337827161316876,0.5398888888888889,0.3928085391203336,0.3042345238095238,0.4755516596384625,0.9976755596100829,0.9969333333333334,0.66565738615797,0.8712658851599612,0.9899831155007625,0.5903102547083066,25.0,0.7682083333333334,0.8226666666666667,0.045374959005622315,0.7532925153925187,0.8123503992307513,0.04902014779648847
