dataset,subset,model,acc,gps,acc_class_0,acc_class_1
ArtificialDataset10,all,LogReg,0.875,0.8353577121834539,0.6933333333333334,0.9528571428571428
ArtificialDataset10,all,SVM-linear,0.877,0.8339094432237929,0.6666666666666666,0.9671428571428572
ArtificialDataset10,all,SVM-rbf,0.902,0.8674275430242587,0.695,0.9907142857142858
ArtificialDataset10,all,RandomForest,0.9075,0.8794534721456833,0.7466666666666667,0.9764285714285714
ArtificialDataset10,all,KNN,0.8675,0.8207923373839795,0.6533333333333333,0.9592857142857143
ArtificialDataset10,all,NaiveBayes,0.79,0.7493336717857596,0.72,0.82
ArtificialDataset10,all,DecisionTree,0.836,0.7918753292175135,0.6916666666666667,0.8978571428571429
ArtificialDataset10,all,XGBoost,0.912,0.8875927028257291,0.7783333333333333,0.9692857142857143
ArtificialDataset10,informative,LogReg,0.883,0.8412251258690961,0.6683333333333333,0.975
ArtificialDataset10,informative,SVM-linear,0.8765,0.8259625815792234,0.62,0.9864285714285714
ArtificialDataset10,informative,SVM-rbf,0.9265,0.9041875032316681,0.77,0.9935714285714285
ArtificialDataset10,informative,RandomForest,0.913,0.8882040816326531,0.7716666666666666,0.9735714285714285
ArtificialDataset10,informative,KNN,0.91,0.884823733904855,0.7733333333333333,0.9685714285714285
ArtificialDataset10,informative,NaiveBayes,0.8095,0.7321481377265556,0.5433333333333333,0.9235714285714286
ArtificialDataset10,informative,DecisionTree,0.852,0.8179904994089195,0.755,0.8935714285714286
ArtificialDataset10,informative,XGBoost,0.9125,0.889938055155896,0.8,0.9607142857142857
ArtificialDataset10,informative+redundant,LogReg,0.8845,0.8418255904556312,0.66,0.9807142857142858
ArtificialDataset10,informative+redundant,SVM-linear,0.8825,0.8351418608708994,0.6316666666666667,0.99
ArtificialDataset10,informative+redundant,SVM-rbf,0.9195,0.894540395389368,0.755,0.99
ArtificialDataset10,informative+redundant,RandomForest,0.9125,0.8874726543135277,0.77,0.9735714285714285
ArtificialDataset10,informative+redundant,KNN,0.897,0.8667947906499289,0.7433333333333333,0.9628571428571429
ArtificialDataset10,informative+redundant,NaiveBayes,0.7745,0.7353461851874723,0.7266666666666667,0.795
ArtificialDataset10,informative+redundant,DecisionTree,0.8435,0.8053722939398776,0.7283333333333334,0.8928571428571429
ArtificialDataset10,informative+redundant,XGBoost,0.9195,0.8990604558590851,0.8133333333333334,0.965
ArtificialDataset10,informative+redundant_nonLinear,LogReg,0.883,0.8448420350712779,0.695,0.9635714285714285
ArtificialDataset10,informative+redundant_nonLinear,SVM-linear,0.881,0.8386196025792787,0.6666666666666666,0.9728571428571429
ArtificialDataset10,informative+redundant_nonLinear,SVM-rbf,0.9125,0.8831904309601044,0.7233333333333334,0.9935714285714285
ArtificialDataset10,informative+redundant_nonLinear,RandomForest,0.9005,0.8712173124084838,0.7466666666666667,0.9664285714285714
ArtificialDataset10,informative+redundant_nonLinear,KNN,0.8955,0.8650518656903402,0.7433333333333333,0.9607142857142857
ArtificialDataset10,informative+redundant_nonLinear,NaiveBayes,0.7975,0.7300057553632084,0.585,0.8885714285714286
ArtificialDataset10,informative+redundant_nonLinear,DecisionTree,0.8435,0.806977923299431,0.74,0.8878571428571429
ArtificialDataset10,informative+redundant_nonLinear,XGBoost,0.9055,0.8807519463918719,0.7866666666666666,0.9564285714285714
ArtificialDataset10,informative+noise,LogReg,0.872,0.8255116652805483,0.65,0.9671428571428572
ArtificialDataset10,informative+noise,SVM-linear,0.8785,0.8294907097714634,0.6266666666666667,0.9864285714285714
ArtificialDataset10,informative+noise,SVM-rbf,0.879,0.8292694280889426,0.6216666666666667,0.9892857142857143
ArtificialDataset10,informative+noise,RandomForest,0.8745,0.8309851509144339,0.6666666666666666,0.9635714285714285
ArtificialDataset10,informative+noise,KNN,0.7845,0.6701516132226358,0.43833333333333335,0.9328571428571428
ArtificialDataset10,informative+noise,NaiveBayes,0.8085,0.7287738544917063,0.535,0.9257142857142857
ArtificialDataset10,informative+noise,DecisionTree,0.82,0.77796631586548,0.71,0.8671428571428571
ArtificialDataset10,informative+noise,XGBoost,0.905,0.8788463381226432,0.7716666666666666,0.9621428571428572
ArtificialDataset10,informative+rand_extra,LogReg,0.876,0.8317472118959109,0.66,0.9685714285714285
ArtificialDataset10,informative+rand_extra,SVM-linear,0.8785,0.8300353622752238,0.63,0.985
ArtificialDataset10,informative+rand_extra,SVM-rbf,0.9205,0.8951861444145933,0.7483333333333333,0.9942857142857143
ArtificialDataset10,informative+rand_extra,RandomForest,0.9055,0.8782011523027373,0.7583333333333333,0.9685714285714285
ArtificialDataset10,informative+rand_extra,KNN,0.903,0.8747982772988526,0.7533333333333333,0.9671428571428572
ArtificialDataset10,informative+rand_extra,NaiveBayes,0.764,0.5904406470121911,0.325,0.9521428571428572
ArtificialDataset10,informative+rand_extra,DecisionTree,0.8545,0.8204608344840657,0.7533333333333333,0.8978571428571429
ArtificialDataset10,informative+rand_extra,XGBoost,0.9105,0.8874929199639241,0.7983333333333333,0.9585714285714285
ArtificialDataset10,mutual_info_top6,LogReg,0.824,0.7556873315363881,0.5733333333333334,0.9314285714285714
ArtificialDataset10,mutual_info_top6,SVM-linear,0.8275,0.7595804642784508,0.5733333333333334,0.9364285714285714
ArtificialDataset10,mutual_info_top6,SVM-rbf,0.8555,0.8017827085448709,0.6233333333333333,0.955
ArtificialDataset10,mutual_info_top6,RandomForest,0.8525,0.8047783930561309,0.66,0.935
ArtificialDataset10,mutual_info_top6,KNN,0.8335,0.7783172974974032,0.63,0.9207142857142857
ArtificialDataset10,mutual_info_top6,NaiveBayes,0.7805,0.7285455051771242,0.6566666666666666,0.8335714285714285
ArtificialDataset10,mutual_info_top6,DecisionTree,0.8145,0.7672884921281263,0.68,0.8721428571428571
ArtificialDataset10,mutual_info_top6,XGBoost,0.858,0.8178221374901872,0.705,0.9235714285714286
ArtificialDataset10,f_classif_top6,LogReg,0.7865,0.6945937994908313,0.5,0.9092857142857143
ArtificialDataset10,f_classif_top6,SVM-linear,0.7845,0.6972424325046708,0.515,0.9
ArtificialDataset10,f_classif_top6,SVM-rbf,0.8475,0.7907254083379516,0.6133333333333333,0.9478571428571428
ArtificialDataset10,f_classif_top6,RandomForest,0.843,0.7924853125867252,0.65,0.9257142857142857
ArtificialDataset10,f_classif_top6,KNN,0.837,0.7896673676161345,0.6716666666666666,0.9078571428571428
ArtificialDataset10,f_classif_top6,NaiveBayes,0.7805,0.7345705958110215,0.6883333333333334,0.82
ArtificialDataset10,f_classif_top6,DecisionTree,0.7825,0.72677184410493,0.6383333333333333,0.8442857142857143
ArtificialDataset10,f_classif_top6,XGBoost,0.8325,0.7836665165684047,0.665,0.9042857142857142
ArtificialDataset10,rf_top6,LogReg,0.875,0.8303211293825628,0.6583333333333333,0.9678571428571429
ArtificialDataset10,rf_top6,SVM-linear,0.8775,0.8271720610206525,0.62,0.9878571428571429
ArtificialDataset10,rf_top6,SVM-rbf,0.894,0.858418344478907,0.7,0.9771428571428571
ArtificialDataset10,rf_top6,RandomForest,0.894,0.8638399367793383,0.7483333333333333,0.9564285714285714
ArtificialDataset10,rf_top6,KNN,0.89,0.8562726913709294,0.7216666666666667,0.9621428571428572
ArtificialDataset10,rf_top6,NaiveBayes,0.826,0.785478562632934,0.7183333333333334,0.8721428571428571
ArtificialDataset10,rf_top6,DecisionTree,0.8435,0.8060670990479849,0.7333333333333333,0.8907142857142857
ArtificialDataset10,rf_top6,XGBoost,0.888,0.857670924117205,0.755,0.945
ArtificialDataset10,relief_top6,LogReg,0.8705,0.8221416960948159,0.64,0.9692857142857143
ArtificialDataset10,relief_top6,SVM-linear,0.8715,0.8175928169315186,0.6066666666666667,0.985
ArtificialDataset10,relief_top6,SVM-rbf,0.8915,0.8546321215179297,0.6933333333333334,0.9764285714285714
ArtificialDataset10,relief_top6,RandomForest,0.881,0.8466961267152534,0.7283333333333334,0.9464285714285714
ArtificialDataset10,relief_top6,KNN,0.879,0.8421483813229919,0.71,0.9514285714285714
ArtificialDataset10,relief_top6,NaiveBayes,0.8075,0.7518655726177559,0.6366666666666667,0.8807142857142857
ArtificialDataset10,relief_top6,DecisionTree,0.8265,0.7862509824000858,0.72,0.8721428571428571
ArtificialDataset10,relief_top6,XGBoost,0.877,0.8413344433592601,0.7216666666666667,0.9435714285714286
ArtificialDataset10,xgb_top6,LogReg,0.8245,0.7581888194304894,0.5816666666666667,0.9285714285714286
ArtificialDataset10,xgb_top6,SVM-linear,0.833,0.763406607423785,0.5633333333333334,0.9485714285714286
ArtificialDataset10,xgb_top6,SVM-rbf,0.8745,0.821813922168631,0.61,0.9878571428571429
ArtificialDataset10,xgb_top6,RandomForest,0.887,0.8535704894083271,0.7283333333333334,0.955
ArtificialDataset10,xgb_top6,KNN,0.8585,0.8161989409455535,0.69,0.9307142857142857
ArtificialDataset10,xgb_top6,NaiveBayes,0.7805,0.7285455051771242,0.6566666666666666,0.8335714285714285
ArtificialDataset10,xgb_top6,DecisionTree,0.826,0.7826197433617076,0.7,0.88
ArtificialDataset10,xgb_top6,XGBoost,0.8835,0.8514681960307675,0.745,0.9428571428571428
ArtificialDataset10,complexity_Hostility_top6,LogReg,0.836,0.7739642804739522,0.595,0.9392857142857143
ArtificialDataset10,complexity_Hostility_top6,SVM-linear,0.835,0.771394580172431,0.5883333333333334,0.9407142857142857
ArtificialDataset10,complexity_Hostility_top6,SVM-rbf,0.8645,0.8148449932052519,0.6383333333333333,0.9614285714285714
ArtificialDataset10,complexity_Hostility_top6,RandomForest,0.8615,0.8188174090112402,0.685,0.9371428571428572
ArtificialDataset10,complexity_Hostility_top6,KNN,0.8485,0.8043692395491512,0.685,0.9185714285714286
ArtificialDataset10,complexity_Hostility_top6,NaiveBayes,0.7945,0.7504473635641434,0.7,0.835
ArtificialDataset10,complexity_Hostility_top6,DecisionTree,0.8125,0.7680761673071412,0.6966666666666667,0.8621428571428571
ArtificialDataset10,complexity_Hostility_top6,XGBoost,0.8565,0.8142202484893122,0.6916666666666667,0.9271428571428572
ArtificialDataset10,complexity_N1_top6,LogReg,0.8305,0.7667242110025269,0.59,0.9335714285714286
ArtificialDataset10,complexity_N1_top6,SVM-linear,0.8335,0.7700755368283976,0.59,0.9378571428571428
ArtificialDataset10,complexity_N1_top6,SVM-rbf,0.8645,0.8162363111329516,0.6466666666666666,0.9578571428571429
ArtificialDataset10,complexity_N1_top6,RandomForest,0.879,0.8419356085149893,0.7083333333333334,0.9521428571428572
ArtificialDataset10,complexity_N1_top6,KNN,0.844,0.7964579880778649,0.6666666666666666,0.92
ArtificialDataset10,complexity_N1_top6,NaiveBayes,0.809,0.7680298926913631,0.7183333333333334,0.8478571428571429
ArtificialDataset10,complexity_N1_top6,DecisionTree,0.822,0.7787110990790972,0.7016666666666667,0.8735714285714286
ArtificialDataset10,complexity_N1_top6,XGBoost,0.872,0.8361073137639843,0.725,0.935
ArtificialDataset10,complexity_kDN_top6,LogReg,0.835,0.7724829455098511,0.5933333333333334,0.9385714285714286
ArtificialDataset10,complexity_kDN_top6,SVM-linear,0.833,0.7672853498389861,0.58,0.9414285714285714
ArtificialDataset10,complexity_kDN_top6,SVM-rbf,0.8685,0.8206135871274636,0.645,0.9642857142857143
ArtificialDataset10,complexity_kDN_top6,RandomForest,0.8755,0.8383626993639409,0.7116666666666667,0.9457142857142857
ArtificialDataset10,complexity_kDN_top6,KNN,0.839,0.788077797423592,0.65,0.92
ArtificialDataset10,complexity_kDN_top6,NaiveBayes,0.8095,0.7647246617272648,0.695,0.8585714285714285
ArtificialDataset10,complexity_kDN_top6,DecisionTree,0.82,0.7744329878001257,0.6883333333333334,0.8764285714285714
ArtificialDataset10,complexity_kDN_top6,XGBoost,0.8635,0.8250804438295605,0.7133333333333334,0.9278571428571428
