dataset,subset,model,acc,gps,acc_class_0,acc_class_1
ArtificialDataset20,all,LogReg,0.698,0.6116249419637263,0.4779874213836478,0.8005865102639296
ArtificialDataset20,all,SVM-linear,0.676,0.5926014106723014,0.4779874213836478,0.7683284457478006
ArtificialDataset20,all,SVM-rbf,0.7,0.20574886535552192,0.06289308176100629,0.9970674486803519
ArtificialDataset20,all,RandomForest,0.692,0.1328038539157607,0.03773584905660377,0.9970674486803519
ArtificialDataset20,all,KNN,0.84,0.7848581088003279,0.5911949685534591,0.9560117302052786
ArtificialDataset20,all,NaiveBayes,0.42,0.41275167785234895,0.7735849056603774,0.25513196480938416
ArtificialDataset20,all,DecisionTree,0.604,0.4988434074223072,0.389937106918239,0.7038123167155426
ArtificialDataset20,all,XGBoost,0.674,0.36223891514089,0.15723270440251572,0.9149560117302052
ArtificialDataset20,informative,LogReg,0.714,0.6405340130545912,0.5220125786163522,0.8035190615835777
ArtificialDataset20,informative,SVM-linear,0.694,0.6208083650570312,0.5157232704402516,0.7771260997067448
ArtificialDataset20,informative,SVM-rbf,0.732,0.41893749111416523,0.16352201257861634,0.9970674486803519
ArtificialDataset20,informative,RandomForest,0.686,0.07042861335036509,0.018867924528301886,0.9970674486803519
ArtificialDataset20,informative,KNN,0.896,0.8698954517022607,0.7421383647798742,0.967741935483871
ArtificialDataset20,informative,NaiveBayes,0.7,0.603964877342265,0.4528301886792453,0.8152492668621701
ArtificialDataset20,informative,DecisionTree,0.606,0.48444018345295786,0.3584905660377358,0.7214076246334311
ArtificialDataset20,informative,XGBoost,0.684,0.4164578833693305,0.1949685534591195,0.9120234604105572
ArtificialDataset20,informative+redundant,LogReg,0.716,0.6461268586066715,0.5345911949685535,0.8005865102639296
ArtificialDataset20,informative+redundant,SVM-linear,0.692,0.6210241820768136,0.5220125786163522,0.7712609970674487
ArtificialDataset20,informative+redundant,SVM-rbf,0.716,0.3363446475195822,0.11949685534591195,0.9941348973607038
ArtificialDataset20,informative+redundant,RandomForest,0.678,0.04707114797031864,0.012578616352201259,0.9882697947214076
ArtificialDataset20,informative+redundant,KNN,0.882,0.8468344370860927,0.6792452830188679,0.9765395894428153
ArtificialDataset20,informative+redundant,NaiveBayes,0.688,0.5804222048475371,0.42138364779874216,0.8123167155425219
ArtificialDataset20,informative+redundant,DecisionTree,0.62,0.5223653053942716,0.41509433962264153,0.7155425219941349
ArtificialDataset20,informative+redundant,XGBoost,0.664,0.39384454877412634,0.18867924528301888,0.8856304985337243
ArtificialDataset20,informative+redundant_nonLinear,LogReg,0.716,0.640389349480773,0.5157232704402516,0.8093841642228738
ArtificialDataset20,informative+redundant_nonLinear,SVM-linear,0.69,0.6212040716577768,0.5283018867924528,0.7653958944281525
ArtificialDataset20,informative+redundant_nonLinear,SVM-rbf,0.722,0.37284873329917134,0.13836477987421383,0.9941348973607038
ArtificialDataset20,informative+redundant_nonLinear,RandomForest,0.688,0.092041147807255,0.025157232704402517,0.9970674486803519
ArtificialDataset20,informative+redundant_nonLinear,KNN,0.866,0.8241448497008567,0.6477987421383647,0.967741935483871
ArtificialDataset20,informative+redundant_nonLinear,NaiveBayes,0.394,0.3702085905105562,0.8113207547169812,0.19941348973607037
ArtificialDataset20,informative+redundant_nonLinear,DecisionTree,0.572,0.4274649204864359,0.3018867924528302,0.6979472140762464
ArtificialDataset20,informative+redundant_nonLinear,XGBoost,0.684,0.40928768201495486,0.18867924528301888,0.9149560117302052
ArtificialDataset20,informative+noise,LogReg,0.684,0.6038532594352072,0.49056603773584906,0.7741935483870968
ArtificialDataset20,informative+noise,SVM-linear,0.672,0.5957627864667391,0.4968553459119497,0.7536656891495601
ArtificialDataset20,informative+noise,SVM-rbf,0.704,0.23854069223573432,0.07547169811320754,0.9970674486803519
ArtificialDataset20,informative+noise,RandomForest,0.684,0.024620938628158846,0.006289308176100629,1.0
ArtificialDataset20,informative+noise,KNN,0.854,0.8136541623075774,0.6666666666666666,0.9413489736070382
ArtificialDataset20,informative+noise,NaiveBayes,0.696,0.5728130249386225,0.389937106918239,0.8387096774193549
ArtificialDataset20,informative+noise,DecisionTree,0.604,0.5156022163896179,0.4276729559748428,0.6862170087976539
ArtificialDataset20,informative+noise,XGBoost,0.678,0.3971769071891671,0.18238993710691823,0.9090909090909091
