dataset,subset,model,acc,gps,acc_class_0,acc_class_1
ArtificialDataset13,all,LogReg,0.684,0.6561601424217208,0.5423045930701047,0.7839681637293917
ArtificialDataset13,all,SVM-linear,0.6883333333333334,0.6603005924759512,0.5439161966156325,0.7902217168845935
ArtificialDataset13,all,SVM-rbf,0.8396666666666667,0.831391742886529,0.7695406929895245,0.8891415577032404
ArtificialDataset13,all,RandomForest,0.7766666666666666,0.758344251778943,0.645447219983884,0.8692438885730529
ArtificialDataset13,all,KNN,0.7886666666666666,0.7783041176289758,0.7211925866236906,0.8362706083001705
ArtificialDataset13,all,NaiveBayes,0.5843333333333334,0.5758137143134354,0.8372280419016922,0.4059124502558272
ArtificialDataset13,all,DecisionTree,0.6346666666666667,0.616365867845595,0.556809024979855,0.6895963615690733
ArtificialDataset13,all,XGBoost,0.7993333333333333,0.7880057565789473,0.7163577759871071,0.8578737919272313
ArtificialDataset13,informative,LogReg,0.6756666666666666,0.6397125110907449,0.5028203062046737,0.7976122797043775
ArtificialDataset13,informative,SVM-linear,0.6806666666666666,0.6417244673400556,0.4939564867042707,0.8123934053439454
ArtificialDataset13,informative,SVM-rbf,0.8743333333333333,0.8690198052259837,0.8291700241740532,0.9061967026719727
ArtificialDataset13,informative,RandomForest,0.8066666666666666,0.7921533599010581,0.6881547139403706,0.8902785673678226
ArtificialDataset13,informative,KNN,0.845,0.8391249620766039,0.8090249798549557,0.870380898237635
ArtificialDataset13,informative,NaiveBayes,0.6676666666666666,0.6434376974648967,0.5495568090249798,0.7509948834565093
ArtificialDataset13,informative,DecisionTree,0.6663333333333333,0.6474328038479708,0.5769540692989524,0.7293916998294485
ArtificialDataset13,informative,XGBoost,0.8173333333333334,0.8079994330129362,0.7469782433521354,0.8669698692438885
ArtificialDataset13,informative+redundant,LogReg,0.667,0.6326719280911297,0.5044319097502015,0.7816941444002274
ArtificialDataset13,informative+redundant,SVM-linear,0.6696666666666666,0.6309678914174764,0.48912167606768736,0.7970437748720864
ArtificialDataset13,informative+redundant,SVM-rbf,0.871,0.8654426026903469,0.8235294117647058,0.9044911881750994
ArtificialDataset13,informative+redundant,RandomForest,0.803,0.7890636354975813,0.6921837228041902,0.8811824900511654
ArtificialDataset13,informative+redundant,KNN,0.827,0.819973047107164,0.782433521353747,0.8584422967595224
ArtificialDataset13,informative+redundant,NaiveBayes,0.6726666666666666,0.6644948382675214,0.6583400483481063,0.6827743035815804
ArtificialDataset13,informative+redundant,DecisionTree,0.656,0.6388155999359785,0.5793714746172441,0.710062535531552
ArtificialDataset13,informative+redundant,XGBoost,0.8126666666666666,0.8033052441177737,0.7445608380338437,0.8607163160886867
ArtificialDataset13,informative+redundant_nonLinear,LogReg,0.686,0.6580828586042082,0.5431103948428686,0.7868106878908471
ArtificialDataset13,informative+redundant_nonLinear,SVM-linear,0.694,0.6652859736722649,0.5439161966156325,0.7998862990335418
ArtificialDataset13,informative+redundant_nonLinear,SVM-rbf,0.8553333333333333,0.8485303014476101,0.7969379532634971,0.8965321205230244
ArtificialDataset13,informative+redundant_nonLinear,RandomForest,0.7926666666666666,0.7767103790885669,0.6704270749395649,0.8789084707220012
ArtificialDataset13,informative+redundant_nonLinear,KNN,0.8183333333333334,0.8099186257513362,0.7590652699435939,0.8601478112563957
ArtificialDataset13,informative+redundant_nonLinear,NaiveBayes,0.5246666666666666,0.48901269520667384,0.8654311039484287,0.28425241614553726
ArtificialDataset13,informative+redundant_nonLinear,DecisionTree,0.648,0.6275405305567631,0.5551974214343272,0.7134735645252984
ArtificialDataset13,informative+redundant_nonLinear,XGBoost,0.8063333333333333,0.7953901012262423,0.7236099919419823,0.8646958499147243
ArtificialDataset13,informative+noise,LogReg,0.6703333333333333,0.6365352040451763,0.508460918614021,0.7845366685616828
ArtificialDataset13,informative+noise,SVM-linear,0.674,0.6348997223967962,0.48992747784045126,0.8038658328595794
ArtificialDataset13,informative+noise,SVM-rbf,0.8106666666666666,0.7994052044609665,0.7219983883964545,0.8732234223990903
ArtificialDataset13,informative+noise,RandomForest,0.77,0.7443396716691979,0.5946817082997583,0.8936895963615691
ArtificialDataset13,informative+noise,KNN,0.7243333333333334,0.7112745176008743,0.6567284448025785,0.7720295622512792
ArtificialDataset13,informative+noise,NaiveBayes,0.6646666666666666,0.6395187938794009,0.5431103948428686,0.7504263786242183
ArtificialDataset13,informative+noise,DecisionTree,0.6503333333333333,0.6310566915759706,0.5632554391619662,0.7117680500284252
ArtificialDataset13,informative+noise,XGBoost,0.778,0.7648389046862055,0.6881547139403706,0.8413871517907903
ArtificialDataset13,informative+rand_extra,LogReg,0.6703333333333333,0.6357331778252223,0.5052377115229654,0.7868106878908471
