dataset,subset,model,acc,gps,acc_class_0,acc_class_1
ArtificialDataset7,informative+redundant_nonLinear,SVM-linear,0.984,0.983999739833168,0.988,0.98
ArtificialDataset7,informative+redundant_nonLinear,SVM-rbf,0.996,0.996,0.996,0.996
ArtificialDataset7,informative+redundant_nonLinear,RandomForest,0.98,0.9799970607926063,0.992,0.968
ArtificialDataset7,informative+redundant_nonLinear,KNN,0.993,0.9929998237619274,0.998,0.988
ArtificialDataset7,informative+redundant_nonLinear,NaiveBayes,0.928,0.9279888258522875,0.94,0.916
ArtificialDataset7,informative+redundant_nonLinear,DecisionTree,0.909,0.9089974971808906,0.904,0.914
ArtificialDataset7,informative+redundant_nonLinear,XGBoost,0.979,0.9789989488748669,0.986,0.972
ArtificialDataset7,informative+noise,LogReg,0.984,0.9839999349590852,0.986,0.982
ArtificialDataset7,informative+noise,SVM-linear,0.983,0.9829998443525934,0.986,0.98
ArtificialDataset7,informative+noise,SVM-rbf,0.997,0.9969999729185118,1.0,0.994
ArtificialDataset7,informative+noise,RandomForest,0.985,0.9849998629429101,0.988,0.982
ArtificialDataset7,informative+noise,KNN,0.987,0.9869996707110109,0.992,0.982
ArtificialDataset7,informative+noise,NaiveBayes,0.955,0.9549988219586899,0.95,0.96
ArtificialDataset7,informative+noise,DecisionTree,0.904,0.9039995752193594,0.906,0.902
ArtificialDataset7,informative+noise,XGBoost,0.977,0.9769980929841675,0.986,0.968
ArtificialDataset7,informative+rand_extra,LogReg,0.986,0.9859994888251498,0.992,0.98
ArtificialDataset7,informative+rand_extra,SVM-linear,0.986,0.9859997728157861,0.99,0.982
ArtificialDataset7,informative+rand_extra,SVM-rbf,0.999,0.998999998998998,1.0,0.998
ArtificialDataset7,informative+rand_extra,RandomForest,0.985,0.9849987663960184,0.994,0.976
ArtificialDataset7,informative+rand_extra,KNN,0.996,0.9959999839356785,0.994,0.998
ArtificialDataset7,informative+rand_extra,NaiveBayes,0.954,0.954,0.954,0.954
ArtificialDataset7,informative+rand_extra,DecisionTree,0.905,0.9049948560750803,0.912,0.898
ArtificialDataset7,informative+rand_extra,XGBoost,0.977,0.9769988464109253,0.984,0.97
ArtificialDataset7,mutual_info_top20,LogReg,0.983,0.9829995676390548,0.988,0.978
ArtificialDataset7,mutual_info_top20,SVM-linear,0.985,0.9849999847715581,0.986,0.984
ArtificialDataset7,mutual_info_top20,SVM-rbf,0.989,0.988999721934326,0.994,0.984
ArtificialDataset7,mutual_info_top20,RandomForest,0.977,0.9769947019528551,0.992,0.962
ArtificialDataset7,mutual_info_top20,KNN,0.985,0.9849981571340236,0.996,0.974
ArtificialDataset7,mutual_info_top20,NaiveBayes,0.895,0.8942997803325043,0.972,0.818
ArtificialDataset7,mutual_info_top20,DecisionTree,0.896,0.8959981428239789,0.9,0.892
ArtificialDataset7,mutual_info_top20,XGBoost,0.973,0.9729953095655874,0.986,0.96
ArtificialDataset7,f_classif_top20,LogReg,0.985,0.9849998629429101,0.988,0.982
ArtificialDataset7,f_classif_top20,SVM-linear,0.987,0.9869999868287606,0.986,0.988
ArtificialDataset7,f_classif_top20,SVM-rbf,0.99,0.9899998383812264,0.994,0.986
ArtificialDataset7,f_classif_top20,RandomForest,0.976,0.9759975407316324,0.986,0.966
ArtificialDataset7,f_classif_top20,KNN,0.987,0.9869993545778868,0.994,0.98
ArtificialDataset7,f_classif_top20,NaiveBayes,0.937,0.9369848682981505,0.952,0.922
ArtificialDataset7,f_classif_top20,DecisionTree,0.897,0.8969971292399453,0.892,0.902
ArtificialDataset7,f_classif_top20,XGBoost,0.976,0.9759964584938762,0.988,0.964
ArtificialDataset7,rf_top20,LogReg,0.985,0.9849998629429101,0.988,0.982
ArtificialDataset7,rf_top20,SVM-linear,0.985,0.9849998629429101,0.988,0.982
ArtificialDataset7,rf_top20,SVM-rbf,0.995,0.9949999547734604,0.998,0.992
ArtificialDataset7,rf_top20,RandomForest,0.983,0.9829979071686342,0.994,0.972
ArtificialDataset7,rf_top20,KNN,0.986,0.9859990912189027,0.994,0.978
ArtificialDataset7,rf_top20,NaiveBayes,0.904,0.9033826751456208,0.98,0.828
ArtificialDataset7,rf_top20,DecisionTree,0.896,0.8959981428239789,0.892,0.9
ArtificialDataset7,rf_top20,XGBoost,0.976,0.9759951793597895,0.99,0.962
ArtificialDataset7,relief_top20,LogReg,0.983,0.9829998443525934,0.986,0.98
ArtificialDataset7,relief_top20,SVM-linear,0.986,0.986,0.986,0.986
ArtificialDataset7,relief_top20,SVM-rbf,0.996,0.9959999839356785,0.998,0.994
ArtificialDataset7,relief_top20,RandomForest,0.988,0.9879992226217084,0.996,0.98
ArtificialDataset7,relief_top20,KNN,0.989,0.988999721934326,0.994,0.984
ArtificialDataset7,relief_top20,NaiveBayes,0.942,0.9419960591802414,0.95,0.934
ArtificialDataset7,relief_top20,DecisionTree,0.903,0.9029998925801691,0.904,0.902
ArtificialDataset7,relief_top20,XGBoost,0.978,0.9779977502812149,0.988,0.968
ArtificialDataset7,xgb_top20,LogReg,0.983,0.9829985990707271,0.992,0.974
ArtificialDataset7,xgb_top20,SVM-linear,0.979,0.9789989488748669,0.986,0.972
ArtificialDataset7,xgb_top20,SVM-rbf,0.992,0.9919999677418054,0.994,0.99
ArtificialDataset7,xgb_top20,RandomForest,0.981,0.9809984310631152,0.99,0.972
ArtificialDataset7,xgb_top20,KNN,0.987,0.9869993545778868,0.994,0.98
ArtificialDataset7,xgb_top20,NaiveBayes,0.875,0.8735839962829359,0.974,0.776
ArtificialDataset7,xgb_top20,DecisionTree,0.91,0.9099901088031651,0.9,0.92
ArtificialDataset7,xgb_top20,XGBoost,0.976,0.9759984261263033,0.984,0.968
ArtificialDataset7,complexity_Hostility_top20,LogReg,0.936,0.9359865954836696,0.95,0.922
ArtificialDataset7,complexity_Hostility_top20,SVM-linear,0.944,0.943991456323846,0.956,0.932
ArtificialDataset7,complexity_Hostility_top20,SVM-rbf,0.963,0.9629935056100187,0.976,0.95
ArtificialDataset7,complexity_Hostility_top20,RandomForest,0.946,0.9459888095207888,0.96,0.932
ArtificialDataset7,complexity_Hostility_top20,KNN,0.933,0.9329913096982566,0.944,0.922
ArtificialDataset7,complexity_Hostility_top20,NaiveBayes,0.809,0.805597108345212,0.928,0.69
ArtificialDataset7,complexity_Hostility_top20,DecisionTree,0.875,0.8749884275001458,0.884,0.866
ArtificialDataset7,complexity_Hostility_top20,XGBoost,0.937,0.9369983190586727,0.942,0.932
ArtificialDataset7,complexity_N1_top20,LogReg,0.985,0.984999619279677,0.99,0.98
ArtificialDataset7,complexity_N1_top20,SVM-linear,0.987,0.9869999868287606,0.988,0.986
ArtificialDataset7,complexity_N1_top20,SVM-rbf,0.99,0.9899999595957963,0.992,0.988
ArtificialDataset7,complexity_N1_top20,RandomForest,0.977,0.9769947019528551,0.992,0.962
ArtificialDataset7,complexity_N1_top20,KNN,0.984,0.9839989592819046,0.992,0.976
ArtificialDataset7,complexity_N1_top20,NaiveBayes,0.905,0.9045264299936369,0.972,0.838
ArtificialDataset7,complexity_N1_top20,DecisionTree,0.904,0.9039961768389008,0.898,0.91
ArtificialDataset7,complexity_N1_top20,XGBoost,0.976,0.9759975407316324,0.986,0.966
ArtificialDataset7,complexity_kDN_top20,LogReg,0.985,0.984999619279677,0.99,0.98
ArtificialDataset7,complexity_kDN_top20,SVM-linear,0.987,0.9869999868287606,0.988,0.986
ArtificialDataset7,complexity_kDN_top20,SVM-rbf,0.99,0.9899999595957963,0.992,0.988
ArtificialDataset7,complexity_kDN_top20,RandomForest,0.978,0.9779967602591793,0.99,0.966
ArtificialDataset7,complexity_kDN_top20,KNN,0.984,0.9839989592819046,0.992,0.976
ArtificialDataset7,complexity_kDN_top20,NaiveBayes,0.905,0.9045264299936369,0.972,0.838
ArtificialDataset7,complexity_kDN_top20,DecisionTree,0.9,0.8999995555535801,0.898,0.902
ArtificialDataset7,complexity_kDN_top20,XGBoost,0.975,0.9749968970508135,0.986,0.964
