Dataset,Subset,Hostility,kDN,DCP,TD_U,CLD,N1,N2,LSC,F1,F2,F3,F4,L1,n_features,acc_mean,acc_max,acc_std,gps_mean,gps_max,gps_std
ArtificialDataset7,all,0.027,0.05439999999999999,0.05270157006418247,0.6909166666666666,0.14880140592894742,0.037634632034632035,0.44594583492803747,0.9588917835671342,0.98612,0.6506306091223207,0.8502528872943557,0.9943138961757406,1.3128348877887956,50.0,0.9655,0.994,0.03384840152376895,0.9654974467220554,0.9939999758550336,0.03385156591532092
ArtificialDataset7,informative,0.008,0.027200000000000002,0.047884890947396765,0.7407000000000001,0.06730750469066285,0.01827857142857143,0.4114888346967498,0.9310180360721444,0.9816499999999999,0.6938754025382072,0.86935493400258,0.9879451534083854,1.0090908125446778,20.0,0.973875,0.999,0.03146625176280139,0.9738743119575766,0.998999998998998,0.031466274411850244
ArtificialDataset7,informative+redundant,0.014,0.033,0.011744445421803895,0.7011818181818181,0.09768510761876055,0.02096904761904762,0.4133906477604843,0.9400881763527055,0.9830666666666669,0.6912341162420153,0.8709773685493069,0.991123618240435,1.0827601986874968,30.0,0.970375,1.0,0.036484585786329,0.9703730964531962,1.0,0.03648746459509818
ArtificialDataset7,informative+redundant_nonLinear,0.015,0.032,0.04976970694276043,0.7477,0.13730963162714305,0.0187,0.4169613470097197,0.9402004008016032,0.9833666666666667,0.6517971639782388,0.8317034914983976,0.9892383742212865,1.199496671509933,30.0,0.9695,0.996,0.03241251962701182,0.969497722219204,0.996,0.03241500693707433
ArtificialDataset7,informative+noise,0.049,0.062200000000000005,0.051220566226694575,0.6581538461538462,0.06927953597563039,0.04851944444444444,0.4538987765864002,0.9683827655310622,0.9859666666666667,0.6844493358940086,0.8735471974463284,0.9925172832969377,1.0133536706025243,30.0,0.9715,0.997,0.029808915253182706,0.971499472005791,0.9969999729185118,0.02980904644839377
ArtificialDataset7,informative+rand_extra,0.008,0.0312,0.042870695292506186,0.714090909090909,0.07216197284049992,0.02070238095238095,0.4197139390360206,0.9417975951903808,0.9823913043478261,0.6809671307434101,0.8639324117603182,0.9890451374338167,1.1415260108217047,23.0,0.9735,0.999,0.030905385568584253,0.9734989641822045,0.998999998998998,0.03090688563554139
ArtificialDataset7,mutual_info_top20,0.022,0.0432,0.04326232123292991,0.7536000000000002,0.14410150266469116,0.03870277777777777,0.39394465861918226,0.9289979959919838,0.9761500000000001,0.6548336155431367,0.8429990020254403,0.9838010979612968,0.9174584679181289,20.0,0.960375,0.989,0.040351801163552234,0.960285670769236,0.988999721934326,0.04051397073273226
ArtificialDataset7,f_classif_top20,0.024,0.046400000000000004,0.0039016282225237315,0.7256000000000001,0.09310553254585364,0.039335353535353536,0.3961942885746442,0.9336472945891783,0.9765999999999999,0.6870376283671851,0.8569362949905487,0.9846276241161791,0.9142434093630054,20.0,0.966875,0.99,0.03298240873123556,0.9668718799367986,0.9899998383812264,0.0329849143453308
ArtificialDataset7,rf_top20,0.023,0.035,0.047594096933864495,0.7461000000000001,0.12988058070716813,0.0332095238095238,0.39109335908210846,0.9307194388777555,0.9765499999999999,0.6643182666554263,0.8535809314355292,0.984193980475352,1.1488351812754292,20.0,0.96375,0.995,0.03974112659270169,0.9636715845470258,0.9949999547734604,0.039874088078294415
ArtificialDataset7,relief_top20,0.019,0.037,0.04326232123292991,0.7257,0.086856174218463,0.027985714285714287,0.3920328414968241,0.9271142284569138,0.9773499999999999,0.6964082955775702,0.8629203344226307,0.9846236282211105,0.9260476385298647,20.0,0.970625,0.996,0.03189239721312899,0.9706240593607415,0.9959999839356785,0.031892766916194484
ArtificialDataset7,xgb_top20,0.056,0.0516,0.03303471505226931,0.7954000000000001,0.14412707405985725,0.04046349206349206,0.40844598722565795,0.936943887775551,0.9779,0.6635111657729743,0.8470522051389007,0.9851781849777588,1.2183127572531522,20.0,0.960375,0.992,0.043200322419431766,0.9601959790676007,0.9919999677418054,0.043602342826771966
ArtificialDataset7,complexity_Hostility_top20,0.077,0.1148,0.09090521970698981,0.544,0.2500476891940158,0.0937611111111111,0.43263778468997166,0.9668557114228457,0.9813,0.6579351562499065,0.8343857757192236,0.983377307320771,0.1507200908833276,20.0,0.917875,0.963,0.050884848994006575,0.9174419414425763,0.9629935056100187,0.05192639282726714
ArtificialDataset7,complexity_N1_top20,0.019,0.0456,0.04326232123292991,0.7537,0.14163107389431412,0.04247619047619047,0.3953798706261997,0.927997995991984,0.9763,0.6635846434320972,0.8469861198382265,0.9838549750060993,1.1014489446342823,20.0,0.9635,0.99,0.03671901025743633,0.9634391718128954,0.9899999595957963,0.036827379246219635
ArtificialDataset7,complexity_kDN_top20,0.019,0.0456,0.04326232123292991,0.7256,0.14163107389431415,0.04247619047619047,0.3953798706261997,0.927997995991984,0.9763,0.6635846434320972,0.8469861198382264,0.9838549750060993,1.1014489446342823,20.0,0.963,0.99,0.0376677201706865,0.9629397709804185,0.9899999595957963,0.03777177792234632
