y,Hostility,kDN,DCP,TD_U,CLD,N1,N2,LSC,F1,F2,F3,F4,L1,level,subset
0,0.046,0.06946666666666666,0.049073984156940885,0.6192,0.31646145172769985,0.061247619047619044,0.39048464038440556,0.9795263509006004,0.9837555555555556,0.7164330193117138,0.874473862182949,0.9902240162875096,0.6252327384546099,class,informative+redundant
1,0.056666666666666664,0.09773333333333332,0.049073984156940885,0.5734222222222222,0.316250417933261,0.06299206349206349,0.40292606188971436,0.9789544140538137,0.9928888888888888,0.7298304142470514,0.8843843258340882,0.9919036696296842,0.6541027204490624,class,informative+redundant
dataset,0.051333333333333335,0.08360000000000001,0.049073984156940885,0.5963111111111111,0.3163559348304804,0.06211984126984127,0.3967053511370599,0.979240382477207,0.9883222222222222,0.7231317167793826,0.8794290940085184,0.991063842958597,0.6396677294518361,class,informative+redundant
0,0.0,0.0,0.011235955056179803,0.4666666666666667,0.185632803419428,0.0,0.3889192654770941,0.980653769179453,1.0,0.6680836698033156,0.8477614020025783,0.9988055327418668,0.6681662998960476,instance,informative+redundant
0,0.0,0.0,0.019230769230769273,0.5333333333333333,0.18566548496612068,0.0,0.3875875381450482,0.9853235490326885,1.0,0.7013569683212163,0.8663849980999901,0.9967462360412691,-0.06695960841615695,instance,informative+redundant
0,0.7777777777777778,0.2,0.015625,0.6,0.19464449032825115,0.0,0.49826343445368904,0.9993328885923949,1.0,0.712114596533473,0.9162492048536196,0.9984903239185735,0.3946073547533567,instance,informative+redundant
0,0.0,0.0,0.02941176470588236,0.6666666666666666,0.23262824036336155,0.0,0.38057149865744166,0.9913275517011341,1.0,0.7379343520853161,0.9168799494952722,0.9987069419547004,0.5317809164654242,instance,informative+redundant
0,0.15000000000000002,0.0,0.018867924528301883,0.8,0.2040678446830434,0.0,0.4149434180572048,0.9933288859239493,1.0,0.8365029213384213,0.9222336399187807,0.999102272942366,0.8556784480481205,instance,informative+redundant
0,0.0,0.0,0.02941176470588236,0.6666666666666666,0.8210181455681308,0.0,0.40883195351312185,0.989993328885924,1.0,0.7660237132904187,0.9114658302404649,0.9898572551468229,1.137997323899316,instance,informative+redundant
0,0.0,0.0,0.05084745762711862,0.8666666666666667,0.18564086109085692,0.0,0.2487719008262187,0.962641761174116,1.0,0.72884430523385,0.872306783892052,0.9878791430358005,0.908698447289981,instance,informative+redundant
0,0.0,0.0,0.008948545861297563,0.7333333333333333,0.1856403940582827,0.0,0.33044906567669796,0.9553035356904603,1.0,0.7048053914104351,0.8528146156551595,0.9907319447035691,1.1817042001552067,instance,informative+redundant
0,0.0,0.0,0.008948545861297563,0.8666666666666667,0.18578707608500117,0.0,0.366341141507908,0.9839893262174784,1.0,0.765481782738577,0.8932168141172181,0.9926552162742285,0.4357838154060043,instance,informative+redundant
0,0.0,0.0,0.019230769230769273,0.5333333333333333,0.18648835083544585,0.0,0.431737952784472,0.9933288859239493,1.0,0.7109469283251684,0.8948805165287638,0.9955138782598424,0.2629233922949993,instance,informative+redundant
0,0.0,0.0,0.05084745762711862,0.8666666666666667,0.1856362579681911,0.0,0.3628682239224328,0.9793195463642428,1.0,0.6852548004824427,0.8618611555245381,0.9809326753162633,1.1427648227165907,instance,informative+redundant
0,0.0,0.0,0.008948545861297563,0.7333333333333333,0.18565177972306346,0.0,0.358970445648932,0.9746497665110073,0.9333333333333333,0.6335675115672472,0.833592961929903,0.9986508331354438,0.8438782466743185,instance,informative+redundant
0,0.33333333333333337,0.4,0.018867924528301883,0.8,0.8268144653804859,0.5,0.45567578992386193,0.9993328885923949,1.0,0.8494180700986111,0.9279320287659522,0.9901763391149722,-0.1639552509638747,instance,informative+redundant
0,0.0,0.0,0.0,0.7333333333333333,0.186133898610214,0.0,0.40170608915886674,0.9919946631087392,1.0,0.7699074959354658,0.89257272639278,0.9967790263033818,0.4088883629330853,instance,informative+redundant
0,0.0,0.0,0.008948545861297563,0.7333333333333333,0.18692469970007786,0.0,0.35147913169775313,0.970647098065377,1.0,0.7804623794798151,0.9137824577237761,0.9953229454219367,0.7873529822537313,instance,informative+redundant
0,0.0,0.0,0.018867924528301883,0.8,0.5574177945369109,0.0,0.394878184088035,0.9953302201467645,1.0,0.7785590923889452,0.8948385802144162,0.9982142472162419,0.08395204987940501,instance,informative+redundant
0,0.0,0.0,0.0,0.26666666666666666,0.8393790506682879,0.0,0.3267041484493274,0.9906604402935291,1.0,0.7681091838717656,0.873251956024068,0.9722919185428918,0.7773816352497507,instance,informative+redundant
0,0.0,0.0,0.02941176470588236,0.6666666666666666,0.4427261719464495,0.0,0.40282762570429453,0.9906604402935291,1.0,0.697300197736058,0.9180938560312941,0.9929017968692042,0.6877014847232353,instance,informative+redundant
0,0.0,0.2,0.008948545861297563,0.7333333333333333,0.18717630131052526,0.0,0.45574873859056664,0.9973315543695798,1.0,0.6822595278599218,0.8662165668954559,0.9904704269995677,0.3198018533708813,instance,informative+redundant
0,0.0,0.0,0.018867924528301883,0.8,0.1861687903131513,0.0,0.39307342858027805,0.9906604402935291,1.0,0.7623740635142778,0.8924562905323714,0.9996675419565527,1.1296747303235337,instance,informative+redundant
0,0.0,0.0,0.02941176470588236,0.6666666666666666,0.18570061643724506,0.0,0.32500741229413754,0.9826551034022681,1.0,0.6759696823143733,0.8621404966291557,0.9989905320439925,0.5077339070641416,instance,informative+redundant
0,0.0,0.0,0.0,0.26666666666666666,0.1859502491368185,0.0,0.31864787845912657,0.9246164109406271,0.9333333333333333,0.621545654596079,0.8550396437286953,0.9974618624172892,0.6038371790163055,instance,informative+redundant
0,0.9166666666666666,0.6,0.75,0.6666666666666666,0.8405082032056026,1.0,0.5796392809866694,1.0,1.0,0.8151384988729484,0.9064656173829522,0.9974290485290124,0.4385578467786895,instance,informative+redundant
0,0.0,0.0,0.08333333333333337,0.4666666666666667,0.18563279925712395,0.0,0.3602966765457277,0.9452968645763843,0.8333333333333334,0.563358933779785,0.8508000697916143,0.9878934077888525,0.7872434637952316,instance,informative+redundant
0,0.0,0.0,0.008948545861297563,0.7333333333333333,0.8394128396205931,0.0,0.4076554781987607,0.9866577718478986,1.0,0.7719994663914244,0.8725957627649245,0.9996734867630683,0.32764282500049846,instance,informative+redundant
0,0.0,0.0,0.008948545861297563,0.7333333333333333,0.408049377202095,0.0,0.35594572193398855,0.9926617745163442,1.0,0.8367388730768524,0.9448833589629719,0.9944044016022011,0.8163479803568028,instance,informative+redundant
0,0.0,0.0,0.008948545861297563,0.8666666666666667,0.18569018741051824,0.0,0.4164869148985817,0.9906604402935291,1.0,0.7756773710903679,0.8781823981493627,0.999166210194983,0.3251430290074918,instance,informative+redundant
0,0.0,0.0,0.018867924528301883,0.8,0.426204226016585,0.0,0.30212046081040456,0.9733155436957972,1.0,0.76750426069161,0.862988855406815,0.9906251703805399,0.293804853240987,instance,informative+redundant
0,0.0,0.0,0.015625,0.6,0.1856544903652967,0.0,0.36022549667589665,0.9653102068045364,1.0,0.6794575681876069,0.9032803157937709,0.9952352923938429,0.709237640792333,instance,informative+redundant
0,0.16666666666666663,0.0,0.0,0.5333333333333333,0.18563336181629053,0.0,0.37994346068671025,0.9893262174783188,1.0,0.7019751530962286,0.8264099935100587,0.9779071222217394,0.30269034778817444,instance,informative+redundant
0,0.25,0.0,0.08163265306122447,0.4,0.18749167609947115,0.0,0.4147721100631545,0.9939959973315544,1.0,0.6960521555723994,0.83439661929842,0.9896567675788773,0.36425735157390643,instance,informative+redundant
0,0.0,0.0,0.008948545861297563,0.7333333333333333,0.18614733587485366,0.0,0.37605400552120793,0.9933288859239493,1.0,0.8187422574660261,0.9125298587680702,0.9975995042861473,0.6573245142361772,instance,informative+redundant
