Dataset,Subset,Hostility,kDN,DCP,TD_U,CLD,N1,N2,LSC,F1,F2,F3,F4,L1,n_features,acc_mean,acc_max,acc_std,gps_mean,gps_max,gps_std
ArtificialDataset3,all,0.05,0.095,0.12817414801985658,0.649,0.16181842966160473,0.06300847763347762,0.45869701622382897,0.9779719438877755,0.9891333333333334,0.6538224852057132,0.8579861953206264,0.9945249566895634,1.1328093786274107,45.0,0.933875,0.985,0.05045631066293184,0.9338438577045587,0.9849987663960184,0.050501742478580434
ArtificialDataset3,informative,0.056,0.07680000000000001,0.004889013873265841,0.6529230769230769,0.14009611503111433,0.037495995670995666,0.44537944563184045,0.9689418837675351,0.98672,0.6983928431099921,0.875234786536556,0.9911022183661949,0.8181551140161051,25.0,0.9425,0.993,0.04673634254288322,0.9424833071908775,0.9929999929506476,0.04676730404430297
ArtificialDataset3,informative+redundant,0.043,0.07659999999999999,0.007771428571428576,0.6620769230769231,0.12940535623434765,0.050861111111111114,0.44528478618584216,0.969741482965932,0.9876875,0.6968838739926156,0.8767077178970811,0.9928577682004223,1.0339830707639839,32.0,0.9425,0.992,0.04694373531914864,0.9424712731200663,0.992,0.04699267977768079
ArtificialDataset3,informative+redundant_nonLinear,0.042,0.0846,0.06588346923045718,0.6438461538461538,0.17825305615563183,0.04911940559440559,0.44917626631811075,0.9744849699398798,0.9881818181818182,0.6546881462937352,0.8492778837450492,0.9920825477087988,0.8386729884545887,33.0,0.937125,0.988,0.04899398651146603,0.9371165829613269,0.9879995627371038,0.0490051207778662
ArtificialDataset3,informative+noise,0.07,0.10039999999999999,0.06746831771530568,0.6533076923076924,0.14111817978993552,0.07213684371184372,0.45996550941363934,0.9774088176352705,0.9877,0.6936577741198591,0.8763433659987588,0.9928225332445173,0.8159936213329524,30.0,0.9375,0.987,0.04965883607174057,0.9374904313938813,0.9869996707110109,0.04967914833544501
ArtificialDataset3,informative+rand_extra,0.049,0.08120000000000001,0.08737201420634395,0.6304615384615383,0.14996722009137142,0.051503751803751795,0.4499290134599737,0.9735430861723448,0.9874642857142857,0.6837561738224169,0.8703686097551374,0.9918042785191049,0.8354891525461594,28.0,0.938875,0.992,0.04811723035610901,0.9388502709094692,0.9919999677418054,0.04816494772938179
ArtificialDataset3,mutual_info_top25,0.071,0.105,0.08688223911407951,0.6283846153846153,0.17657198347877842,0.08872261904761905,0.44300450748327524,0.9697895791583167,0.9866400000000001,0.6624565359759198,0.8612306739794201,0.990271210986784,1.020301201168206,25.0,0.929375,0.972,0.044054957561145004,0.9291068608185502,0.9719926235716404,0.044545603692158965
ArtificialDataset3,f_classif_top25,0.101,0.13440000000000002,0.10407804149147218,0.6073846153846155,0.18662581656014954,0.09730555555555555,0.44758692568404196,0.9755210420841683,0.98648,0.6627813065408348,0.8565759403833096,0.9894989815049672,1.178810598234713,25.0,0.913,0.956,0.04206797220825227,0.9126247181027385,0.9559953970080551,0.04274383073812533
ArtificialDataset3,rf_top25,0.057,0.0932,0.08850026328715985,0.6403076923076924,0.14882772981207443,0.07849458874458874,0.43612551941220806,0.9678957915831663,0.98584,0.6571640130060689,0.858358712059558,0.9899815307521039,0.9939466304027862,25.0,0.9366249999999999,0.981,0.04116495562281791,0.9366047172006706,0.980999050920994,0.04118186087251244
ArtificialDataset3,relief_top25,0.046,0.08280000000000001,0.09345974032983638,0.6382307692307693,0.14091273748080135,0.0678524531024531,0.4418530540444698,0.9688176352705411,0.9865600000000001,0.7022625619665003,0.8750869294947118,0.9906829327238139,1.0245221571837848,25.0,0.93875,0.989,0.044611817780878256,0.9387310159448359,0.9889999888776431,0.044642268465607725
ArtificialDataset3,xgb_top25,0.06,0.0998,0.0883699820112083,0.6569230769230769,0.14333746864022054,0.08793950216450216,0.4476333343066227,0.9725771543086172,0.9864,0.6603972902676706,0.8662343383425523,0.9901638610177339,1.1369223105822144,25.0,0.928375,0.971,0.04006401128194726,0.928346044921482,0.9709992533278404,0.04012889308321453
ArtificialDataset3,complexity_Hostility_top25,0.076,0.1288,0.09380761351860209,0.6823846153846155,0.16339712609889945,0.10710119047619047,0.4553460411895071,0.9774348697394789,0.9872000000000001,0.6881584170568844,0.8695941999039039,0.9903811490682807,0.9981736788075839,25.0,0.9205,0.968,0.04592229461663624,0.9204658369357253,0.9679809473405663,0.04594691437601201
ArtificialDataset3,complexity_N1_top25,0.052,0.1022,0.0961368494810878,0.6379230769230769,0.1778620732077227,0.06994999999999998,0.4452548402221083,0.9729519038076153,0.98692,0.6623769085969409,0.8613910674472002,0.9902849371203691,1.064489144779981,25.0,0.926375,0.974,0.05016811024659275,0.9261143005313364,0.9739931645278429,0.05058764285297417
ArtificialDataset3,complexity_kDN_top25,0.08,0.105,0.08859652482836522,0.6574615384615385,0.17580650063279304,0.08727380952380952,0.44273506683468716,0.9706432865731462,0.9867200000000002,0.6624606447311602,0.861408502017389,0.9902498082198582,1.1036902095215486,25.0,0.9319999999999999,0.984,0.04889054831238566,0.931719305277091,0.9839989592819046,0.04938815321845966
